"","Moniliophthora_perniciosa","Erysiphe_pulchra","Rhizophagus_clarus","Pichia_kudriavzevii","Naumovozyma_dairenensis","Parvimonas_micra","Gemella_morbillorum","Dialister_pneumosintes","Streptococcus_milleri","Escherichia_coli"
"2019_Thom_Mean",53.828495332877,52.8088631595822,90.9374861511859,61.3771893902954,50.532484198326,88.8314918568235,99.5481134702588,97.0593248547731,66.9021800012809,51.7455930387892
