"","Aspergillus_rambellii","Rhizophagus_irregularis","Moniliophthora_perniciosa","Cordyceps_sp_RAO_2017","Baudoinia_panamericana","Fusobacterium_nucleatum","Parvimonas_micra","Anaerostipes_hadrus","Dialister_pneumosintes","Brachyspira_pilosicoli","Romboutsia_ilealis","Porphyromonas_asaccharolytica","Clostridium_beijerinckii","Bifidobacterium_catenulatum","Lactobacillus_ruminis","Streptococcus_salivarius","Streptococcus_equinus"
"2014_ZellerG_Mean",60.4530408311457,54.8772080670211,75.027493361775,54.8043039997293,89.6466638604238,82.5917765216617,79.498953743643,90.7764930820481,78.0426560306894,70.8502316309854,64.8380832825112,71.057827447702,63.9804089242954,59.0770765730303,56.1308302440896,98.1126109588099,79.7357944467072
