"","Erysiphe_pulchra","Colletotrichum_fioriniae","Tuber_magnatum","Fusobacterium_nucleatum","Parvimonas_micra","Gemella_morbillorum","Pseudobutyrivibrio_xylanivorans","Dialister_pneumosintes","Porphyromonas_asaccharolytica","Clostridium_beijerinckii","Bifidobacterium_catenulatum","Lactobacillus_ruminis","Prevotella_intermedia","Streptococcus_thermophilus"
"2015_FengQ_Mean",51.0469755583783,56.361350217809,60.1197343071429,88.6336451476652,84.6058897683915,95.6008948865058,66.1658208777928,66.6654635708875,100,57.6448093644483,57.0263378421955,52.8214612339403,88.3374336910197,81.1584507450581
