"","Aspergillus_rambellii","Erysiphe_pulchra","Sphaerulina_musiva","Aspergillus_kawachii","Pneumocystis_murina","Debaryomyces_hansenii","Trichoderma_atroviride","Pseudocercospora_musae","Lipomyces_starkeyi","Phytopythium_vexans","Colletotrichum_salicis","Candida_arabinofermentans","Baudoinia_panamericana","Hyaloscypha_variabilis","Thielaviopsis_punctulata","Fusobacterium_nucleatum","Butyrivibrio_proteoclasticus","Roseburia_intestinalis","Lactococcus_garvieae","Brachyspira_pilosicoli","Romboutsia_ilealis","Clostridium_beijerinckii","Fusobacterium_periodonticum","Streptococcus_anginosus","Lactobacillus_ruminis","Streptococcus_milleri","Streptococcus_thermophilus","Adlercreutzia_equolifaciens"
"2016_VogtmannE_Mean",97.317770903148,91.9847176814462,87.3295577073476,100,73.6280334160334,89.7373589840453,56.691555764519,74.9303143676178,62.2230026035353,53.3450546151644,83.4762624051385,76.3805839842067,57.4901103959011,64.0566879281329,55.4273717193062,78.6530381017109,77.2186936781664,59.8344807033387,54.585663462407,98.3138336665549,66.3204966912651,59.8084923500236,52.0924822676861,77.7792670821829,57.476758308376,81.1012711172254,50.4112028221351,62.3699897023954
