"","Aspergillus_rambellii","Pneumocystis_murina","Debaryomyces_hansenii","Rhizophagus_clarus","Pichia_kudriavzevii","Paracoccidioides_brasiliensis","Baudoinia_panamericana","Thielaviopsis_punctulata","Edhazardia_aedis","Choanephora_cucurbitarum","Fusobacterium_nucleatum","Parvimonas_micra","Gemella_morbillorum","Anaerostipes_hadrus","Pseudobutyrivibrio_xylanivorans","Butyrivibrio_proteoclasticus","Roseburia_intestinalis","Dialister_pneumosintes","Lactococcus_garvieae","Brachyspira_pilosicoli","Romboutsia_ilealis","Eubacterium_eligens","Clostridium_beijerinckii","Fusobacterium_periodonticum","Lactobacillus_ruminis","Prevotella_intermedia"
"2021_JunY_1_Mean",51.2699655142803,50.3574677764849,53.779062455543,54.0309597761016,52.3611194818596,57.2602341603207,58.9791010686728,81.0646578623702,56.2206839931054,50.0752030895772,59.0365860489165,81.5969711270817,99.53561346486,77.3299500864039,73.0439379275356,56.6546293107216,60.638337489494,51.5389117965202,61.5150583602811,81.7738472890848,90.1651971722141,56.777416547936,74.6517819630697,55.0212642944176,81.4234711611926,73.6620437291491
