"","N.count","P.count","Missing","pvalue","2014_ZellerG-Median","2014_ZellerG-p-value","2015_FengQ-Median","2015_FengQ-p-value","2016_VogtmannE-Median","2016_VogtmannE-p-value","2019_Thom-Median","2019_Thom-p-value","2019_WirbelJ-Median","2019_WirbelJ-p-value","2019_Yachida-Median","2019_Yachida-p-value","2021_JunY_1-Median","2021_JunY_1-p-value","2021_JunY_2-Median","2021_JunY_2-p-value"
"Erysiphe necator",6,2,0,7,-0.372870955554337,3.98379386541679e-54,-0.155496708192053,3.50438941429224e-06,-0.00846685512967548,0.807385483255634,0.344721869325897,2.18886427800672e-15,-1.05264255084909,7.60881058704293e-68,0.209020061639814,5.12725880977247e-170,-0.333036271790172,1.10803280190097e-31,-0.268120837115893,4.12114338349826e-80
"Erysiphe pulchra",2,6,0,5,0.00211076359925627,0.924937636820739,0.527121427486772,5.20610695461443e-63,0.703972202560662,5.66449181671314e-114,-0.0532673976461251,0.143261121672887,-0.0503023944218836,0.349351452189405,0.140291503585514,7.62035081857619e-94,0.984988537233306,6.08069613425755e-194,0.206692294323511,3.34267111118414e-36
"Amorphotheca resinae",2,6,0,8,0.369316559754467,2.47693282684375e-47,0.244277777895804,7.71750771705244e-11,0.54621864400776,4.91409860416037e-62,0.377518243101854,3.72624942278862e-21,-0.435993344387639,7.91459561634341e-14,0.287938154813066,8.21839930992896e-200,0.173440647860065,1.1340066918327e-08,-0.176409552233671,9.12465450835916e-25
"Oidiodendron maius",6,2,0,7,-0.296713442534041,1.14355366577588e-38,-0.52697569415037,5.69635000703853e-49,0.0407619768004503,0.246877964809018,-0.259478409643828,2.84027240068823e-12,-0.794229841677814,8.93402964519815e-44,0.0185514079087784,0.0233754579157233,-0.7085870631656,2.5974908724953e-143,-0.303661365479457,2.28194370524704e-99
"Pseudogymnoascus sp. VKM F-4516 (FW-969)",4,4,0,7,0.00709392557312988,0.00457840440430986,-0.722559309114877,0.00208443190181587,0.6069525799883,3.42416783326097e-17,-0.0499498362882337,0.0793978357025412,-5.00130673657841,5.8469914635517e-20,-0.880504668064326,4.60493429301775e-29,0.616500806478904,0.0011888432022042,0.487162857850128,2.24767686572742e-16
"Pseudogymnoascus sp. VKM F-4514 (FW-929)",5,3,0,8,4.62042992944556,0.0132229234386729,-0.121863361880659,0.00208443190181587,-1.1334278117868,4.23790043717969e-09,0.626741515968594,3.10295140979248e-05,4.11847271603185,1.60613993868699e-06,-0.843510569550125,5.26411126335866e-148,-0.216503720850248,9.4552190063647e-06,-0.303829208875378,2.78578027420566e-14
"Pseudogymnoascus sp. VKM F-4517 (FW-2822)",5,3,0,8,-0.638726893311977,8.22413702127559e-22,0.305141752053161,0.00111834824354052,-0.247152238780988,0.000461191274998436,0.33018236529114,0.00383068211037585,-0.951562109288229,4.75533441293728e-09,-0.176400667956946,1.81522444154815e-13,-0.663259238408379,3.52646745788733e-33,0.128497530837761,0.0154714191873418
"Pseudogymnoascus sp. VKM F-4515 (FW-2607)",5,3,0,8,-0.954378124044732,3.51428472298122e-47,-0.546250010769844,3.74958720434241e-11,-0.904021963996289,1.03779771949445e-09,4.13213872873284,1.35605343128893e-102,-4.98733078325771,2.62020844866186e-90,0.431447348495309,3.08056589311257e-64,-1.16819600898404,1.02268002473285e-28,0.704987368983717,4.16525009957822e-35
"Pseudogymnoascus sp. VKM F-4246",6,2,0,7,-0.119260690221212,0.0284844481585079,0.0128867432609343,0.845404505058505,0.472012264032853,1.24391286186861e-08,-0.273360589554619,0.0011613803639329,-1.74951953383817,3.16916334429858e-22,-0.357174952048059,3.02932679975798e-83,-0.738154276074544,4.84726800303168e-46,-0.0806346040870461,0.00562991530559409
"Pseudogymnoascus sp. VKM F-4520 (FW-2644)",3,5,0,4,0.772233381610907,3.05061283281418e-88,0.796174060039438,7.38872865920666e-45,0.0226758210925334,0.708966057880411,-0.015576701202359,0.844450325740802,0.0820755253724618,0.254235949172211,-0.198235024044932,2.08501733036092e-35,0.639094220226004,5.3920979309062e-102,-0.00413488523979029,0.855568564841761
"Pseudogymnoascus sp. VKM F-3557",7,1,0,7,-1.46895617706786,9.77643811261447e-103,0.910021236142964,1.48837156151169e-18,-1.24706537034383,7.27932963798729e-28,-0.616112388618443,1.99620040061441e-12,-1.73049033470728,5.96631088277639e-40,-0.566305225142812,6.70509311603782e-61,-0.0921688435073195,0.185391456775351,-0.751313914375315,2.34919986636881e-50
"Pseudogymnoascus sp. 05NY08",5,3,0,7,0.0980923609546111,0.0459129357398261,-0.232134577575915,0.00037674423476555,0.602456987711809,1.03325806338704e-14,-0.694306991164871,6.89984422713614e-20,-3.73031035790639,2.2000076097296e-89,0.0288629366346427,0.114963931652296,-0.102470399402473,0.00545330461606185,-0.510142401596877,1.371325366207e-104
"Pseudogymnoascus sp. VKM F-4519 (FW-2642)",5,3,0,7,-0.014720958993936,0.802585910650994,-0.977840798996332,7.00712220338671e-44,-0.904218683771579,6.15890967210266e-35,-0.559436649292559,1.85345112594536e-11,-0.628526733960361,4.01643588159702e-09,0.550057335968562,3.77320662532907e-99,0.214002062337798,3.56113188489889e-11,0.506764119640288,2.88081834976104e-45
"Pseudogymnoascus sp. WSF 3629",5,3,0,7,-0.144556298834987,1.34480446435293e-07,-0.321696518835688,1.37901280115117e-09,0.0725665726508777,0.0783942531706531,0.305073371521596,7.52469250468505e-09,-1.06963220043542,8.58426322840189e-39,0.10789693520828,5.49396371558554e-18,-0.511023348801176,4.48905452834354e-56,-0.10676027440661,2.44966585882785e-06
"Pseudogymnoascus sp. VKM F-3775",7,1,0,7,-0.349290202524081,1.92990718132523e-26,-0.0130516132624304,0.796835923088884,-0.59222682636599,1.03793225522694e-26,-0.203211485251749,7.81972921131149e-06,-1.50398435858688,7.55925121191338e-83,0.195224749327543,4.29080916342819e-64,-0.248408728099495,3.26347715837282e-42,-0.144578225640084,9.53221442045122e-13
"Pseudogymnoascus sp. 24MN13",5,3,0,7,-0.0857743819698507,0.117894601482643,-0.391346161039063,6.96741342027269e-12,-0.33420921691691,3.94439686600973e-05,0.754745008580323,3.61153640934249e-24,-1.23916464538816,8.40710295904899e-42,0.326883017832377,2.22472913866946e-63,0.681696231863837,7.45529496098276e-260,-0.534839636289694,5.71842487489813e-83
"Pseudogymnoascus sp. VKM F-4281 (FW-2241)",7,1,0,6,-0.30992464039775,2.45481484353535e-31,-0.0170536882931691,0.746867274801017,-0.041709995099943,0.310782671443081,0.555617050636524,3.52882431857274e-40,-1.20482328066883,3.60012083164025e-45,-0.265948079516286,2.79736724742546e-93,-0.0895338650090757,1.4932722724788e-06,-0.13823220931099,5.02377746901462e-12
"Pseudogymnoascus sp. VKM F-3808",4,4,0,7,0.604375828730945,1.19057488370566e-45,-0.0556869485831496,0.454768648926368,-0.554181360620594,4.24581048069199e-24,-0.242840156600085,0.000457380216215659,-0.531743468818874,9.21163381934165e-15,0.199719397008173,2.07047263503456e-36,0.307084815241369,3.20811026979801e-133,0.0945660377503125,1.1075180950589e-15
"Pseudogymnoascus sp. 03VT05",3,5,0,6,-0.148086836651661,2.3864757448974e-08,0.0271323938808982,0.543353460840758,0.635120652466338,3.21336756674861e-38,0.208277514645795,0.000487251349352113,-1.52956538929457,2.04964966152546e-82,0.146913047574083,1.2941264287603e-29,-0.364331063919178,1.3143747490957e-38,0.0095498464926985,0.611879851626917
"Pseudogymnoascus sp. 23342-1-I1",5,3,0,6,-0.432488007407383,2.54563488315442e-47,0.0568622131960128,0.0694698813648284,0.00309252468970232,0.92937011011295,-0.290581185000941,2.32748518195791e-12,-0.582588327502479,6.949100313501e-22,0.18729761765248,7.59482944959883e-106,-0.56231103639291,5.54949270943818e-99,-0.160850649216597,4.32904124930491e-25
"Pseudogymnoascus sp. VKM F-103",5,3,0,7,0.0415703418342217,0.460657449942225,0.58910999337753,2.49746102475468e-10,-0.234936340104646,0.00204411558908947,2.21358715118987,3.07707954304314e-24,-1.79171477753365,1.17626668595019e-14,-0.156582230977274,6.030778059359e-09,-0.374377858514016,8.62507245486846e-20,-0.601353135692864,3.13448047291123e-57
"Pseudogymnoascus sp. VKM F-4518 (FW-2643)",2,6,0,7,1.243003017834,5.3095729871928e-130,0.770862077014674,3.01906676018988e-26,0.69998681594699,2.04457899129109e-34,0.823846247920974,2.05761081255873e-18,-0.204924024979774,0.0160899101727678,0.581412484651317,5.35520271422646e-272,0.287283295305397,3.48696481294131e-12,-0.041246182718192,0.0817468543662048
"Pseudogymnoascus sp. VKM F-4513 (FW-928)",5,3,0,7,-0.155038641752446,1.3348630674358e-06,-1.36322829702172,1.00123748989737e-121,0.0809820422307874,0.0722575052148627,0.131809558939879,0.00784505624560182,-2.19185073906305,2.22103637822127e-140,0.222739891705716,1.27714122398307e-58,-1.00128480185848,4.8754345486734e-158,-0.443696895640331,2.23493748070466e-76
"Pseudogymnoascus destructans",4,4,0,7,-0.204182635668148,8.95341644878577e-11,0.094993336852864,0.0128287043718752,0.212883116350527,1.96985180310272e-09,0.450783024743973,3.51584901397722e-12,-0.306344370675106,0.000234426482399367,0.00677426460659704,0.549441403709786,-0.283245303238708,2.2814042972142e-20,-0.136553091327921,6.53256254607808e-18
"Glarea lozoyensis",8,0,0,6,-0.00197792566046792,0.937482537388837,-0.190664035542705,2.13191685456197e-07,-0.420257637212824,1.02504248523546e-35,-0.032624003871352,0.475620931537941,-0.358796923621167,1.43653181931156e-06,-0.0638941204310019,3.12326835371276e-11,-0.296381568352382,1.92045996416797e-31,-0.412126829423132,5.62682281978333e-139
"Rutstroemia sp. NJR-2017a BBW",5,3,0,7,-0.662708410101082,1.47795310949679e-94,-0.746476508445279,1.93065115198403e-46,0.314016823832045,2.1806071736789e-15,0.11867712520743,0.0619245719916401,-0.683145554435927,1.18824042309774e-27,0.203777955179392,1.67386160913451e-102,-0.649366437604449,2.15389304607604e-79,-0.211618445711549,7.76685714268615e-23
"Rutstroemia sp. NJR-2017a BVV2",7,1,0,8,-0.140662221296938,3.13519449217091e-11,-0.38066419286887,1.23724650164689e-40,-0.344474056536559,5.91988157011142e-38,-0.113637915236045,0.000925107515751248,-0.884442229321103,8.61216391045194e-61,0.26115494626493,8.92319231762024e-261,-0.261602591906813,2.67101758528822e-26,-0.59637920667875,0
"Rutstroemia sp. NJR-2017a WRK4",7,1,0,8,-0.434913968973277,3.79182759260171e-65,-0.922163323725888,1.88903860331625e-76,0.171999787046037,5.0849624565147e-08,-0.245409143936346,2.08915867952991e-07,-1.5653841158984,4.6107106048476e-77,-0.0880974317410024,5.04564751959247e-21,-0.0922366613659498,0.00135536176628922,-0.695139444153065,4.31841746317091e-254
"Pezoloma ericae",6,2,0,8,-0.785770558626768,1.17992900520007e-226,-0.432414009650775,1.60002562060064e-47,0.0471225039382277,0.0346457006892966,-0.222200151692018,6.56737274581343e-09,-1.06921768693659,3.94719094590879e-60,0.168707070074835,2.26125366097066e-129,-0.821628310505411,4.43151204490327e-188,-0.217864301658805,1.43068475293151e-46
"Diplocarpon rosae",3,5,0,8,0.0486689886589021,0.00404531511085701,0.342111862085721,3.32122490929068e-36,0.0890664175017356,0.000248845274248271,0.096039674122096,0.000911022595390296,-0.970325246995522,2.6354142335395e-83,0.0813651017851136,9.78719422886087e-34,-0.414254121305791,7.50279407989616e-65,-0.273239505884965,1.45532856952821e-72
"Marssonina brunnea",5,3,0,8,-0.239338750063735,1.30138258796735e-31,0.443389234000196,2.10680100756779e-41,0.150118469138974,2.24579755084544e-07,-0.109402089368766,0.00646468887629901,-0.559648020398936,3.63991709138002e-19,0.305765749145477,1.09123756858158e-213,-0.107442819524934,1.5758926778951e-05,-0.441595726105265,1.41036349086779e-175
"Hyaloscypha variabilis",6,2,0,8,-0.494896377132072,2.10017672082665e-135,-0.220073416032501,5.85528273736766e-14,0.0950177375472624,8.06348325992761e-05,-0.136098320526163,7.9834345661751e-06,-0.840855106292537,1.66968600033413e-58,0.0726156550650517,1.91328931237852e-24,-0.532056240911232,1.40155099925078e-99,-0.50586013657217,1.76575553534299e-300
"Hyaloscypha bicolor",5,3,0,7,-0.385642851347009,1.04556714623255e-69,0.0047672828667396,0.856175013493159,-0.0574310759287194,0.0216200841125628,0.406908169127479,1.56651245986437e-48,-0.662032255697723,8.73536338984017e-43,0.101145226391145,2.19158248141981e-51,-0.466983377354816,3.19842125644094e-69,-0.184287061278751,1.01807089566065e-41
"Phialocephala subalpina",5,3,0,7,-0.517542562243601,3.43566685896918e-134,0.131115466175515,1.26685141870974e-06,-0.468948128090784,7.6511942053634e-60,0.0618717140378994,0.0638314342222235,-1.21914177711911,7.9595719801306e-85,0.208482027603624,1.18670146984569e-201,-0.496090295806198,9.2756115805971e-97,-0.299731406094073,2.40733293225754e-98
"Cadophora sp. DSE1049",6,2,0,8,-0.454849531387846,5.84637148121886e-157,-0.293509736691108,5.01731031459664e-32,-0.169301991231019,1.7169730721952e-12,0.366556215142638,5.59463019422879e-43,-0.744246336511416,1.07735652507144e-46,0.123164025742343,1.33259639905793e-97,-0.618934119647796,8.92881682912902e-158,-0.447498210953647,4.23219489260609e-202
"Rhynchosporium secalis",4,4,0,6,-0.860040884033456,8.82191576182674e-167,-0.587940766252177,9.34104498794781e-25,0.0739275090366623,0.120354317353879,0.109785554165967,0.134650053319014,-1.74326800751251,2.01831533509716e-39,0.0294355232754572,0.0299580149243314,0.251495110718917,2.61020820457878e-109,-0.357436899680821,2.86971008711294e-116
"Rhynchosporium commune",6,2,0,6,-0.586611513078872,2.09626081875489e-66,-0.83704219867473,2.07127213796042e-70,0.0556477240298952,0.409866809351583,-0.0138177758054656,0.833754146112106,-1.23549638488617,4.9558754951883e-40,0.240955410916883,2.14796857502444e-49,-0.29470407660182,3.91879770089162e-22,-0.583622947693766,3.38681879516829e-129
"Rhynchosporium agropyri",5,3,0,6,-0.193235335452507,4.20601467425494e-12,-0.727522817907495,1.91149415268405e-68,0.0121869193950499,0.752680830082144,-0.0437008282248784,0.546390209464616,-1.40710645643235,6.71791594291377e-55,0.076147259976807,4.87549757417611e-06,0.586148391819325,1.46582296323887e-306,-0.737758727800475,1.72823664860412e-221
"Botrytis cinerea",3,5,0,8,-0.273121417224168,7.53693290882429e-43,0.10624257675128,0.000615078318738726,0.470838938696055,4.3460786989572e-50,0.22461380439307,1.82627639457015e-06,-2.06435270484918,2.40327799200659e-61,0.343445985480984,8.58068014062002e-295,0.324482922734689,3.36407769175219e-27,-0.321071998271168,8.62205004848646e-99
"Sclerotinia sclerotiorum",2,6,0,6,0.0338637571686947,0.131669145686031,0.244162992823763,1.05763301949629e-12,0.0328469413413884,0.261556917590235,0.583613928581293,5.16232343656401e-45,-0.713648237425119,1.48980628349502e-44,0.0247963958333952,0.00425415069728673,-0.169610703486631,4.91593394218341e-13,0.137070938758287,1.59132776756741e-17
"Sclerotinia borealis",4,4,0,8,0.128232365007913,6.3974034966081e-11,0.117715643391251,4.8919836373425e-06,0.311153169098311,2.25133652269856e-30,-0.129064669684657,8.42799916402674e-05,-0.742323330690067,3.39718922198147e-44,0.0855539055546578,1.43656638800758e-34,-0.1479547727559,5.61877520193369e-08,-0.155799194722814,1.52672787806906e-28
"Microdochium bolleyi",5,3,0,8,0.197903001356125,9.24597513201677e-24,-0.112481398064685,0.00202745313132602,-0.274090161687144,1.44383460438492e-20,0.172496188830576,7.45195721305751e-08,-0.550260404822113,2.12219682864554e-28,0.124479448085311,1.16044417015308e-50,-0.2019338574729,7.20979953163564e-13,-0.215704114884243,9.6574090294622e-45
"Pestalotiopsis fici",6,2,0,7,-0.22713760403872,1.20371180509306e-31,-0.0955483657624116,0.000369066828627714,-0.0292204567564719,0.199508435566309,0.243782497241201,2.23676254567902e-15,-1.13057652358149,7.95987492325179e-75,0.154063821071031,3.62691914846094e-102,-0.546494729865984,2.25177867330027e-97,-0.634018968668301,0
"Eutypa lata",4,4,0,7,0.0950206229213162,1.96245232480459e-05,0.154675896914404,0.000188432082655043,-0.0438799405438254,0.161110101084988,0.0871492993702824,0.00696523687948759,-0.943586038126223,9.85086623008228e-60,0.272310060534017,1.60013879182348e-160,-0.438065636624712,1.40247777294989e-79,-0.180145773561312,4.96874860007326e-29
"Pseudomassariella vexata",6,2,0,7,-0.13144406233114,8.78243704252555e-10,0.0957123364229832,0.00600598164764497,-0.155183471894053,5.07934449175037e-06,-0.0318272002475218,0.311334225176018,-0.777700627866364,8.15143218543402e-39,0.109742377529567,3.24406893758077e-28,-0.503325298181848,5.95582607809737e-70,-0.353898672590425,5.84690290268843e-77
"Rosellinia necatrix",2,6,0,6,0.0966913539725654,1.34892123379288e-06,-0.155440556084842,3.11479401029215e-07,0.0716360476588516,0.0187747088312365,0.0218411764917628,0.449171027231418,-0.345534235454173,3.51615366556069e-13,0.217770164649633,2.29573459466566e-152,0.120716453932471,8.06401397948078e-06,0.00421727373261729,0.788933512719354
"Daldinia sp. EC12",7,1,0,6,-0.209112395986587,4.19256195553149e-17,-0.023814600444696,0.538984883402207,-0.00316990475622893,0.920226160939397,0.0986657536917622,0.00845457536699291,-0.852866858486597,1.77834925981404e-45,-0.0438689683933369,1.56436577682691e-06,-0.465648374417759,4.15447951499675e-64,-0.20025007509794,2.00528704634454e-34
"Hypoxylon sp. EC38",6,2,0,8,-0.595243963760362,4.56772908587766e-73,0.63105277813252,2.42638882276352e-26,-0.237309293372359,9.0275271807587e-08,0.27136893607932,1.03264171237547e-08,-1.10070128695333,2.9799903244604e-52,-0.066040221715665,3.59715393961943e-11,-0.298652010491693,3.77682752041542e-21,-0.182315258513801,4.7357541850361e-23
"Hypoxylon sp. CI-4A",7,1,0,8,-0.166533599089742,7.63226495405716e-13,0.414169059621759,2.65712124182081e-31,-0.0999023550456137,0.000480269317061732,-0.0846105197397281,0.00569986598370393,-1.48348234416187,1.3950108609849e-98,-0.0963956518650144,5.04606777651932e-32,-0.320277326636376,9.89856250423232e-36,-0.119938714070598,1.00137685412538e-12
"Hypoxylon sp. CO27-5",6,2,0,8,-1.09684283446047,4.29258689427337e-172,-0.349855157794856,8.74945755397014e-10,-0.111466734193562,0.00217178829792806,0.56648923693702,2.83837109136482e-25,-0.821469125195363,2.40599077761019e-30,0.230307412886901,1.79406594476309e-103,-0.859096342773151,1.35721630639583e-108,-0.244181257688718,2.32574827797448e-40
"Phaeoacremonium minimum",6,2,0,8,-0.183801111824456,6.58411027014713e-25,-0.21063898260351,1.51570390011326e-18,0.174118986023804,1.36610018304649e-15,-0.142349801442327,1.43017378389938e-07,-0.707162652546203,8.72322563252778e-41,0.206649676987204,5.35444904192197e-199,-0.220664714966381,1.30312667648217e-21,-0.192160152626412,1.11367901052392e-37
"Coniochaeta ligniaria",3,5,0,7,0.319965766699306,5.21255158276641e-47,0.0789225258550349,0.0495766628545327,-0.00757434458797511,0.780714511912102,0.530741230804108,1.38012758380296e-70,-0.782002437127212,3.60334925466276e-52,0.375032795076901,0,-0.401805768178368,4.66017300608605e-44,0.139201944996024,6.88646434535977e-25
"Pyricularia grisea",6,2,0,7,-0.247098178751409,2.38677634312982e-32,-0.0232819024105865,0.4591464915942,0.317811152932096,1.04020803258873e-22,-0.161728606043795,5.85433290939962e-08,-0.763907320165807,4.80846214756815e-36,0.107668380192707,1.86269917598645e-45,-0.386715997341651,3.5924720025597e-51,-0.230204444921647,1.38030858605426e-48
"Pyricularia oryzae",6,2,0,8,-0.171588001928981,1.56744748210948e-16,-0.511373407299219,4.75420203394161e-58,-0.0679167562295174,0.0113244817954073,0.213491055884786,2.79145533157319e-10,-0.646839431556747,2.86953509647317e-36,0.19366578695508,3.97391230581816e-157,-0.320355563071429,3.84676153199291e-31,-0.334005349397949,4.28874277830275e-89
"Pyricularia pennisetigena",6,2,0,7,-0.280236906376336,1.11767261169807e-29,-0.0153749517348761,0.723506218380568,-0.209977021204412,1.10347210066607e-12,0.288124002896243,1.01402554646919e-13,-0.520804722450875,2.61554756749458e-13,0.220991149776735,8.84975491306676e-122,-0.280461088983158,2.33301629088246e-27,-0.0494659768358012,0.00212234576642755
"Coniella lustricola",7,1,0,8,0.313235057857498,2.22468725079258e-57,-0.219104246336396,9.58235898979936e-16,-0.133105341777389,8.78437634363155e-06,-0.222888419057193,1.76016544199905e-15,-0.749726029312793,7.15999227384016e-29,-0.0220024176973042,0.00250871149568075,-0.296457194689958,4.75958830002658e-34,-0.427159796826225,7.78416842995953e-202
"Valsa mali",4,4,0,6,-0.15107327316586,1.93053646154949e-18,-0.114552108882519,4.1677889098379e-05,-0.0344835291355424,0.165164980392161,0.0717631624480031,0.00377868093682033,-1.07531866689488,7.23689402256416e-97,0.156773524286005,6.17035237377434e-148,0.0140608489929239,0.510360099482061,0.0551257323199346,2.46694653172405e-05
"Diaporthe ampelina",4,4,0,8,0.183896958069184,6.95431458817119e-16,-0.0930956732281932,0.00101275452255182,0.105399791485518,1.96856948582146e-05,0.0775961691164509,0.00840358755123232,-0.969648442936581,1.05441454891266e-63,0.0209292768860617,0.00294671456699188,-0.41390750883576,3.14029992175258e-57,-0.172048746810755,4.1035624666723e-33
"Diaporthe helianthi",5,3,0,7,-0.273672852202152,4.71169110871389e-47,0.227569696752636,8.16768262567355e-12,-0.0433395591586976,0.0983729204435742,0.238896747187228,1.76012846250073e-13,-0.799939970770903,1.65155787160986e-60,0.386352522715202,0,-0.635689621297157,7.43164438822123e-127,-0.372370027699054,3.17540904676281e-128
"Grosmannia clavigera",5,3,0,6,-0.0383770366851184,0.0923492598936242,-0.0904717677687067,0.00917751298300028,-0.233240480887128,6.70254732250718e-17,-0.0187065465334786,0.551567812704914,-0.958668738313289,3.3469375858976e-46,0.0896903297118436,5.88973201412661e-33,0.142134243871926,3.02430198751433e-08,0.0764154968361579,4.51527836054711e-07
"Ophiostoma piceae",5,3,0,8,-0.101315540828883,6.90582207242706e-07,-0.331819237360726,8.71018628985136e-33,-0.384557345570964,6.21836574591443e-46,0.125714997945851,4.80782476099372e-05,-0.714456660102433,6.66361089175739e-44,0.0949245007603836,2.46999630713829e-39,-0.095214920119262,0.000530654463819753,0.201697903459868,3.07441062810827e-37
"Sporothrix schenckii",3,5,0,8,-0.234185472917448,6.83739581432068e-06,0.172663072406643,0.000278502497973809,-0.746694456621252,8.45997590314311e-27,2.68797235625156,3.98903530632165e-55,-2.68523257782541,1.55753624764395e-53,0.228053028664555,4.55559125547583e-32,0.47010003612274,1.48387725540712e-14,0.149683150836897,5.45649201992594e-05
"Sporothrix brasiliensis",6,2,0,7,0.16059543140743,6.14591999204754e-12,-0.272215453790299,6.59195074077856e-16,-0.223682701352773,4.67387246157005e-13,-0.20254833584926,3.05876406726945e-12,-0.457689934680047,5.81744963036545e-16,0.034980402224668,4.65375707532341e-05,-0.0782805678469286,0.00458523366061198,-0.00130988209305824,0.931452459300257
"Sporothrix insectorum",5,3,0,8,0.234244074291487,6.87112735697361e-26,-0.475197421921436,3.75944650556568e-41,-0.327797372257458,1.50083661382869e-31,0.0808397846390188,0.00494018502610452,-0.660392926395955,1.94485688895067e-27,0.136242531208647,5.22887409207435e-68,-0.607093457743036,3.26710675577045e-85,-0.350667011051386,3.1709175356103e-99
"Madurella mycetomatis",5,3,0,4,0.0354690988979623,0.164056840543311,0.00338296804109123,0.924753759776058,-0.152010935826699,3.17544202208801e-06,-0.347823735111798,4.18544043436289e-24,-0.491170672530653,1.82463656651709e-15,0.113918171190326,7.44824157338067e-30,-0.0579411247956357,0.0501859610277466,-0.0300347929683401,0.113134057493809
"Podospora anserina",7,1,0,7,-0.050029585058328,0.0335952066544525,-0.267666532356582,6.71149099898689e-16,-0.0272378871447544,0.376872709482639,-0.544029796163535,4.4362178362198e-65,-1.10073932136127,5.18668876292889e-91,0.32060487164975,9.5378160549176e-222,-0.433679822443426,3.40617346299435e-53,-0.101544084385335,6.5382108618428e-11
"Sordaria macrospora",6,2,0,7,-0.149880927479125,1.37811622615646e-13,-0.0653064053071615,0.0814438964251323,-0.434441590362676,5.82553529341312e-39,0.399780335533572,1.21253800935979e-40,-0.971901653215165,4.24810217881678e-60,0.292897248636525,3.42265406011074e-236,-0.186917098076121,1.03381077835012e-12,-0.236214630738467,1.60975958988224e-44
"Neurospora discreta",6,2,0,4,-0.325484354605285,3.81224361826499e-40,0.0407362248090746,0.279884492606761,-0.0386033558941528,0.207099874137946,-0.0135107075939046,0.760488172590803,-0.718521320408536,1.54290339785204e-30,0.0232463572972072,0.0101945441416355,-0.167659688368293,1.66489690858598e-13,-0.00111993250656969,0.941014753903696
"Neurospora tetrasperma",8,0,0,7,-0.46207627102941,8.42792524104283e-33,-0.0267650984416406,0.671611710644908,-0.373034397268749,2.12606568528734e-13,-1.05377720021855,8.64703358438205e-29,-0.896017862285803,5.20899199536404e-13,-0.158985543826765,6.16269844251686e-18,-0.136946550485543,0.000186834644338352,-0.328377835909687,8.38996621644718e-33
"Neurospora crassa",5,3,0,7,-0.113589009639743,5.2426125162963e-06,0.0364227613399251,0.353411773529467,-0.106929523526762,0.000442614267572744,-0.110839624419914,0.00816170680150908,-1.31630916934621,3.50259919665384e-78,0.0949066689479126,8.39166217562619e-17,0.130976807086457,3.0131137248636e-05,-0.499983674363259,5.22874455052719e-93
"Chaetomium thermophilum",6,2,0,8,0.147498708856132,2.10294096289769e-10,-0.236639292736644,1.13817705321407e-11,-0.401645480815212,2.84343733666194e-29,-0.354429799038295,3.87095135575664e-15,-0.73307794215322,1.03548532138039e-45,0.209464922474313,5.62109394163319e-86,-0.273725320305324,1.23903836398475e-26,-0.351364057097944,5.80974669713217e-77
"Chaetomium globosum",5,3,0,6,0.0364278587065114,0.114406751827679,-0.0724964761430012,0.0322013377200233,0.013607606471514,0.613748735699454,-0.0833300921437742,0.00172841116937901,-0.996318349496142,2.23014212969127e-90,0.355448270555166,1.59224186639335e-278,-0.179671786045275,8.44101377080312e-10,-0.169785314552308,1.71706690332453e-25
"Thermothelomyces thermophilus",5,3,0,6,-0.119547961570628,1.96325236273146e-07,0.0444848786689641,0.290407127564497,-0.126372247815406,8.33551004816019e-05,0.0313764063766856,0.37654691069891,-0.540927248636063,5.04634964804125e-20,0.295605113387525,2.38120864757248e-238,-0.497353529267913,2.80977574374117e-78,-0.344872358480608,1.21083998859444e-98
"Thielavia terrestris",3,5,0,6,0.332494410726096,2.17074845113405e-50,-0.041038254368783,0.207385484643058,0.041559242154278,0.157980430973553,0.131951735514837,6.68999623863772e-08,-0.710264177415625,6.4869240549732e-26,0.207747584054049,1.03694523576432e-90,-0.070104307654351,0.00697453091176417,0.20711033137003,2.50882820939804e-31
"Lomentospora prolificans",2,6,0,7,0.375809641652737,1.45169712676894e-62,-0.0938259643560456,0.00673869235577399,0.0643806816717493,0.0124365951107034,0.0970375964255982,0.00129800496134555,-1.1278108889059,2.00580584535624e-85,0.357764314925037,0,0.14886691334873,5.73756608810577e-09,0.0157100656430949,0.309063551072918
"Thielaviopsis punctulata",1,7,0,8,0.350400168800446,2.47585143483486e-65,0.212202677091525,8.18610911878997e-09,0.402946096247462,5.67944831068952e-46,0.233758862147293,3.93991267714223e-13,0.136787338613263,0.00186114068183285,-0.168000929789223,4.11482325611862e-249,1.18175874903708,0,0.138662263473435,1.4215091039921e-16
"Ceratocystis platani",6,2,0,7,-0.314006999132031,3.65909488893126e-29,-0.559654561068917,4.22836627594847e-44,0.134285031897376,0.000438492305741821,-0.0210880242614191,0.622817890673344,-1.56401376519255,4.36559781690609e-68,0.272648910351263,2.27489014729971e-160,-0.778576249187635,2.57366137683008e-136,-0.135131097878251,4.18384867082246e-10
