"","2014_ZellerG-Median","2014_ZellerG-low-CI","2014_ZellerG-high-CI","2014_ZellerG-p-value","2015_FengQ-Median","2015_FengQ-low-CI","2015_FengQ-high-CI","2015_FengQ-p-value","2016_VogtmannE-Median","2016_VogtmannE-low-CI","2016_VogtmannE-high-CI","2016_VogtmannE-p-value","2019_Thom-Median","2019_Thom-low-CI","2019_Thom-high-CI","2019_Thom-p-value","2019_WirbelJ-Median","2019_WirbelJ-low-CI","2019_WirbelJ-high-CI","2019_WirbelJ-p-value","2019_Yachida-Median","2019_Yachida-low-CI","2019_Yachida-high-CI","2019_Yachida-p-value","2021_JunY_1-Median","2021_JunY_1-low-CI","2021_JunY_1-high-CI","2021_JunY_1-p-value","2021_JunY_2-Median","2021_JunY_2-low-CI","2021_JunY_2-high-CI","2021_JunY_2-p-value"
"Scleroderma citrinum",-0.378155701247346,-0.424139597771497,-0.332605281455612,6.8074223187179e-60,-0.549459345922102,-0.601983057460835,-0.497255856944061,1.35546732015962e-89,0.0528934325907533,-0.00340740555693943,0.109019143280111,0.0656702865648393,0.137953415698329,0.0783404592505509,0.198071057056156,5.59946845619052e-06,-0.873449288878186,-1.03112151156752,-0.723726249161213,1.66246960638323e-34,0.266739800130197,0.248309436639972,0.28514751999541,2.11821424946761e-175,-0.263886788021327,-0.31912128913215,-0.208539034488024,1.48101125943167e-20,-0.300206791963539,-0.333126086547926,-0.267221620573963,1.00643027740787e-69
"Suillus luteus",0.0149760304423738,-0.0304098235259229,0.0601537133758716,0.515343295116651,0.124441321657331,0.0585370292278167,0.190574758089745,0.000239526919788208,0.308755880473977,0.242983330965786,0.373848149905,9.96957227154063e-19,0.349745590947988,0.274595693450703,0.425043401891833,2.55422692495737e-19,-1.42946118469812,-1.56892426636162,-1.29769363395681,9.42693919711215e-97,0.184828580354485,0.168409108508085,0.201248882708737,6.64770640274554e-107,-0.544929428307704,-0.601203422394258,-0.488468331927505,1.52061652195507e-74,-0.0875189602717303,-0.125988060590172,-0.048943370256287,8.6058677989327e-06
"Rhizopogon vinicolor",0.0986784908317307,0.034253969777467,0.162863212601186,0.00268726886922656,0.270976188870474,0.178243749669628,0.365803290257474,1.0182340426933e-08,-0.297889722533027,-0.385325428394067,-0.210943811867683,2.60617902170878e-11,0.454641860165196,0.353703779064241,0.557002333880352,3.92026345908152e-19,-1.17252392657391,-1.37826244480608,-0.983608944986328,3.76142538187662e-42,0.639612989241382,0.615743256221482,0.663506241626914,0,0.0572107403197835,-0.004116143391768,0.118923496363122,0.0673828934164944,-0.132237129966835,-0.174019236958426,-0.0906725472821046,4.37366251484252e-10
"Rhizopogon vesiculosus",-0.648059514393171,-0.713691086588861,-0.582892751680648,3.50751863653686e-82,-0.0722244766911345,-0.181759245960619,0.0395176106181934,0.202593878528818,-0.482933324241679,-0.579543186185195,-0.386132771322941,9.21157397468772e-22,0.117496492881124,0.0116660794882634,0.221739846766659,0.0297031548874499,-1.94749153588948,-2.19565372853985,-1.71321793538776,8.02063901264224e-73,-0.183361250275536,-0.205905961722651,-0.160872561085466,1.38459856112091e-57,-0.541548481419422,-0.609921111199571,-0.473169932433134,5.90974453135475e-53,-0.727288153010343,-0.765385724164835,-0.68919895839965,1.81846974765518e-285
"Schizophyllum commune",0.318056024728964,0.265678403435819,0.370482211750651,4.15697252746857e-32,-0.222669360243266,-0.289022597667676,-0.157152728009082,3.33339655812575e-11,-0.195777737113994,-0.254971531334225,-0.137108170973029,4.98442876194863e-11,0.272750937004659,0.203881842150712,0.34152757211253,8.1194935584963e-15,-0.707971429443389,-0.827619652620779,-0.587823397162492,1.9052660924914e-28,0.0812509510152413,0.0637125460398648,0.0988159375232938,1.13793268356181e-19,-0.540783786588358,-0.598590047042015,-0.48302410669867,5.72005303163242e-72,-0.191910442005457,-0.222461248901509,-0.161410697461685,5.38353557430485e-35
"Amanita muscaria",-0.576879807555243,-0.641946376285025,-0.512821734361228,4.28809120135408e-69,-0.707794091515383,-0.793932520756754,-0.624097425066415,3.04084901232162e-61,-0.0306387870379242,-0.112295906738324,0.0502919535245891,0.457715084624413,0.251067684735077,0.132026904047701,0.373506677944312,3.0282984190227e-05,-1.31935744788007,-1.43083496318793,-1.20869201832508,8.53611604131983e-98,0.104399770439158,0.0818007251285972,0.127017408874854,1.2334101707198e-19,-0.513411054842187,-0.569001410553434,-0.457717464732025,1.44667498462112e-69,-0.7137377881807,-0.751649283578095,-0.676203947385333,3.10803795075935e-283
"Amanita thiersii",-0.264941559753589,-0.303393384510728,-0.22683028875226,2.83743624759674e-43,0.110551960965952,0.0418298512642701,0.179295840861513,0.0017050184831195,-0.426187993694034,-0.480877663288625,-0.371483268331672,1.18806751763866e-48,0.110292767028971,0.0421715642412545,0.178882081496792,0.00145658935441439,-1.07675123351912,-1.17349509577363,-0.982384741799562,2.01362932402708e-100,0.0308453784892325,0.0110479712876926,0.050648426507259,0.00226566953747487,-0.21119481331741,-0.26241813346417,-0.159838106356907,7.46283418201002e-16,-0.337766619612819,-0.372486668416475,-0.303060323671292,4.32956816525517e-79
"Hebeloma cylindrosporum",0.0970073711831186,0.0431336777573143,0.150949825926651,0.000416810745596021,-0.041778935182858,-0.118248312079471,0.0349424131648064,0.285597454870175,-0.183191224183037,-0.266563280838621,-0.100472670532427,1.37099455552355e-05,-0.104206677579728,-0.18056854524328,-0.0273251561490781,0.00790104175555113,-1.01198045878666,-1.16789509351429,-0.859922788915336,3.53353867430396e-36,0.134031459282637,0.117660871483254,0.150400332634988,1.01563465468478e-57,-0.666155979059996,-0.718646078401655,-0.613857408011691,1.11894699878873e-129,-0.404248755601033,-0.435193159759215,-0.373297862822337,1.70483421357954e-141
"Fistulina hepatica",-0.333157985892958,-0.383650058089328,-0.282746717435459,7.3280345171646e-37,-0.0970537186261055,-0.176443240337941,-0.0184398962245756,0.0158248243828529,-0.110293274443575,-0.180158014470632,-0.0399082952381127,0.00209778784660053,-0.021082619075371,-0.0839084361584329,0.0416901830463921,0.509552115869383,-1.34869165662014,-1.4784373831303,-1.22224688945636,3.17032228142636e-87,-0.0702696210808163,-0.0858494635772837,-0.0546989237135398,1.05621478248373e-18,-0.497112075550193,-0.551360834073734,-0.443158998386431,1.19819976065519e-69,-0.204563009514428,-0.239023689891419,-0.169999256309056,7.14906953552259e-31
"Laccaria bicolor",0.0509683055526395,0.00989820486847011,0.0924787359504491,0.0154604748034909,0.202653670870253,0.132184343365355,0.272722746619561,2.54908836390027e-08,0.342500576306373,0.281948677765642,0.402700622169111,4.39261026734033e-27,0.387974235261283,0.322461221198455,0.453791336545416,1.57962552794371e-29,-0.434054327930334,-0.533545473975899,-0.335552611852514,1.08557763248849e-17,0.199874801351309,0.184215763538744,0.215521893947939,4.57553465288093e-135,-0.116533110714863,-0.169565952298304,-0.0637965293031148,1.58984963802308e-05,-0.144477266728095,-0.176566193029649,-0.112464202333076,8.10633767086027e-19
"Laccaria amethystina",-0.254103093404908,-0.301313998238736,-0.207331828573947,1.04904679447681e-26,0.247315233389522,0.153571962899125,0.342131084088087,2.87763597736966e-07,0.0106895953269255,-0.0585664305193563,0.0806355247690296,0.766806038094559,0.122568263542317,0.0360725631075223,0.208933771519199,0.00573785937563013,-0.67747035010483,-0.816109091816666,-0.543303829852439,1.08448364376542e-23,0.225883698639885,0.207328311578358,0.244432558705851,4.0824585236157e-123,-0.353941613986983,-0.410959329753533,-0.29711573829535,5.63770761132948e-34,-0.366243341983586,-0.403337194822941,-0.329281356161156,3.04650867088214e-81
"Pleurotus ostreatus",-0.0405327070694871,-0.0908975179370497,0.00959253012967445,0.113369421148516,-0.419342928192389,-0.492838537367691,-0.345469786914093,2.95863830137168e-27,-0.113968085666934,-0.16883483835769,-0.0589844743261735,5.19898401217126e-05,0.27574357602923,0.197129827267914,0.354010442412795,1.50490735025409e-11,-0.940933977394866,-1.07082857266261,-0.813718279428345,3.00015964065785e-53,-0.0166911572107676,-0.0324968461137504,-0.00084299168640232,0.0389816103176374,-0.591502712798623,-0.649546575959003,-0.533832707697302,2.00477966899185e-87,-0.706689123430932,-0.744262767983684,-0.669077671093276,8.15216389814252e-275
"Coprinopsis cinerea",0.0181589822506938,-0.0342959228795974,0.0701239634199534,0.495982989058303,0.236582515542038,0.164995302536395,0.308563285135421,1.52789817492588e-10,-0.0928400795747511,-0.160622630090793,-0.0251321855935374,0.00726575862395878,0.0793692050747853,0.0162440226667136,0.142647999429752,0.0137081136567844,-1.03283947005594,-1.14137858264838,-0.926778929324424,1.67561108443029e-76,-0.0874744279021653,-0.106253306676773,-0.0686890599293625,8.67456877743984e-20,-0.0896029176119878,-0.142340689490081,-0.0369407831807239,0.0008661203749547,-0.172204927432002,-0.207505219349461,-0.136802224532933,1.9605286978214e-21
"Moniliophthora perniciosa",1.07042251268046,1.01357262895262,1.12733817126367,3.99290369746445e-239,0.210370849922012,0.12866461868183,0.292581135436806,3.77591866019377e-07,1.0101397598117,0.920736871229933,1.10081003461781,5.20963747320779e-115,0.789357328411891,0.666910701133519,0.915476885774996,3.15242334092121e-40,-1.17530256767843,-1.31366236710175,-1.03853469781143,2.63332606029844e-55,1.05511082852854,1.02644656798847,1.08384312581867,0,0.657281855477033,0.589743288031716,0.725732303085938,1.30389864178082e-85,-0.18593715998246,-0.223323293555717,-0.14846220679108,2.72500321213531e-22
"Moniliophthora roreri",-0.267964432744867,-0.307768479873049,-0.228242495008463,1.61555295456145e-38,-0.114636064386006,-0.175827110641316,-0.0534434371714704,0.000239236532147688,-0.124030121672866,-0.178839768824098,-0.0693823022674903,1.01174848380588e-05,0.140616580196962,0.0728136718547245,0.20839995254391,4.48296640749249e-05,-0.953267364701307,-1.05476640721247,-0.852355460421893,4.86825931938715e-68,0.222918644623206,0.209922699523901,0.235891968431956,1.63924969619598e-246,-0.409483682082428,-0.461930064466855,-0.357268891295624,4.00357132849343e-51,-0.711851167698018,-0.740573059232423,-0.683124495053846,0
"Hypsizygus marmoreus",0.0906008423616863,0.0376757572573747,0.143351079976578,0.000798592087665052,-0.186776182849487,-0.253447383993103,-0.120869434024326,3.24601406943474e-08,0.00481775150696806,-0.0700993357592223,0.0795482560671272,0.902235296694903,0.404357372443834,0.3255410770243,0.483190680936439,4.87562161022358e-23,-0.695379645275661,-0.824434779182838,-0.572348462555012,4.15693146906367e-31,-0.148082663361577,-0.157965387003587,-0.138189448148897,7.30378698215124e-185,-0.321549720530838,-0.383872040627104,-0.259361494510939,1.35386354473357e-23,-0.389532024987688,-0.428343811473638,-0.35065139647839,2.43166186746151e-83
"Termitomyces sp. J132",-0.372466601629964,-0.410440669268254,-0.334858459946365,1.65752544894586e-81,0.00762416145284451,-0.0502462172677761,0.0653094469050108,0.796503547532078,-0.210371106112775,-0.26389592292999,-0.156746160908951,1.40745237489059e-14,0.133820873535934,0.0650153381105058,0.200943390848225,0.000112546370694375,-1.35745109575465,-1.48413974863812,-1.23461250015669,8.78093034160092e-97,0.164722540839608,0.15018919252512,0.179267717749013,8.22396947037257e-109,-0.482833941302886,-0.53109619542115,-0.434449253579874,5.47788072778263e-83,-0.270840886399485,-0.302713939441123,-0.239238641342609,1.1410495259959e-62
"Gymnopus luxurians",-0.141703751282183,-0.183594286997465,-0.100165089890269,2.43019060845092e-11,-0.369381161266132,-0.427635969169645,-0.311862824610895,7.82020740866413e-36,-0.374449285006927,-0.432387358911114,-0.316508851578458,7.91781783331246e-35,0.270744414598756,0.205378796030364,0.336468829023158,8.83164066587889e-16,-0.843476908936106,-0.957157032899755,-0.731239817872563,2.37034433469718e-46,0.0361344030988013,0.0220485614995812,0.0502360034573862,4.90865874089241e-07,-0.366799024231032,-0.418477169325869,-0.315347703400103,4.16913986548544e-43,-0.426344725679295,-0.454907233168255,-0.397911279359096,5.87001614125597e-185
"Lentinula edodes",-0.419240952572314,-0.462803904153658,-0.376439522522965,1.58135329520832e-81,-0.348893432246391,-0.411721787117336,-0.285719997577706,1.44467255122467e-26,-0.0360839656591246,-0.0900996985677865,0.017977541314864,0.193073544948772,-0.213271591737524,-0.276999764399097,-0.149942332062625,6.18350898077192e-11,-1.10801165171725,-1.23232252601337,-0.982568703257452,3.46874899690501e-60,-0.087873533819948,-0.102811723150928,-0.0729289776311789,1.23661835107052e-30,0.125534330912652,0.0941056046037955,0.156791823735642,6.82075999327694e-15,0.156357061542641,0.132196781278783,0.180480895986558,2.26296552986528e-36
"Cylindrobasidium torrendii",-0.284383850325965,-0.334824768117052,-0.233369382232194,2.72864508131995e-27,-0.337957232922807,-0.426985060048921,-0.249077111505461,8.97310104025258e-14,0.139265361804309,0.0792577565842104,0.199437971994418,7.03966716046426e-06,0.100693560043526,0.0401685961598517,0.162130430524758,0.00112553487790354,-1.02631983361548,-1.13195928675196,-0.920057401082206,3.36984291239404e-66,0.196660487522235,0.177691112560297,0.21563605887336,2.40404810467605e-90,-0.130175289212008,-0.190586206653626,-0.0691293235149299,2.6062244209459e-05,-0.396124036341462,-0.43146682228466,-0.360770183986276,1.1509486947557e-104
"Armillaria solidipes",0.0736033038562479,0.0118500044702997,0.13568268633759,0.0194959238546907,-0.133790346046259,-0.222525421223679,-0.0447269734929825,0.00346433726789171,0.0891095178666739,-0.00988433918362773,0.186776144477526,0.077632011535809,-0.513836764655206,-0.60556617152846,-0.420933811641039,7.06086689114758e-24,-0.372822359045981,-0.616347001919646,-0.154935581224966,0.000562515707543058,0.0625500180564778,0.0457716407148325,0.0792790394430665,2.73395341084682e-13,-0.3447900181522,-0.395757289560835,-0.293600042779584,3.50448961219337e-38,-0.0770214842241201,-0.11313972447945,-0.0407942817442207,3.14942225156679e-05
"Armillaria ostoyae",-0.0746182422159837,-0.138860514996078,-0.0112389873132702,0.0207248976732226,0.166161529142029,0.0900764968954033,0.243008854997326,1.86068411023912e-05,0.00557033302146796,-0.085004043406857,0.0957520746203477,0.903102741127296,-0.0424201830086246,-0.128349529905854,0.043913692993822,0.333610933504535,-1.19126869595599,-1.3273224258435,-1.05620305224849,3.79599460634576e-64,0.053937474154017,0.0293656034493557,0.0785264338364016,1.65149360384852e-05,-0.404255312757691,-0.466719997832572,-0.342284560630612,1.26779266844078e-36,-0.324685091243066,-0.360175917448769,-0.289200008946159,1.31592320777401e-70
"Armillaria gallica",-0.281203284815993,-0.324471013657053,-0.238043302309106,4.34025379558497e-37,-0.213066912497108,-0.267461218433708,-0.158819880795014,2.52922201639823e-14,-0.0236224763434923,-0.0698091169306178,0.0227964104454608,0.319382238586078,0.271337231146424,0.221255930838339,0.321568818770775,1.37556388359842e-24,-0.804671407317437,-0.949577943180679,-0.661659851988306,2.56971863997484e-29,0.180468511989398,0.165444796134381,0.195512563857661,2.66409060941924e-122,-0.278252770113907,-0.328896273583361,-0.227287771335945,2.05606965280441e-26,-0.0484597754757938,-0.077158849330909,-0.0196438388323203,0.000959999849345196
"Hypholoma sublateritium",0.244471896472539,0.20713754330366,0.281729431911841,8.22695500602899e-37,0.339005672347894,0.275566247673776,0.402118238272235,5.43730344314347e-25,0.115182397005955,0.0642630940166978,0.165658406756204,1.14604754867316e-05,0.24269817687331,0.180039249989554,0.306341849237834,1.24336510758687e-14,-1.28101344629014,-1.39412999693679,-1.16999983177609,1.35094781969859e-103,0.130372480628431,0.113844586672322,0.146912842158946,1.06355885699862e-53,-0.430393172519867,-0.484174707889575,-0.376522254749598,6.06184033059462e-54,-0.267843582191904,-0.297378565886672,-0.238092796513036,5.41729758986669e-66
"Galerina marginata",-0.170245237251791,-0.213745067301457,-0.126725544622534,2.3252353729554e-14,-0.224669424587132,-0.288276476969399,-0.16091333020303,7.38394350948001e-12,-0.18161690644845,-0.236727690303321,-0.126314952856713,1.51771445914132e-10,-0.175862684377963,-0.235691125562362,-0.115843763884813,1.30570563404708e-08,-0.748225647069828,-0.871057917285031,-0.627355016596979,8.94688124398516e-32,-0.0222533255545247,-0.0382429752435627,-0.00629145952246657,0.00628510403465705,-0.497020877506583,-0.554135362382776,-0.439951160742967,3.87557508738607e-62,0.0103902148740722,-0.0220925276715013,0.0428292893038824,0.532285648852603
"Agaricus bisporus",-0.302338099539054,-0.363941566852986,-0.240799647429633,1.03079383599977e-21,-0.257189425600858,-0.350828081356083,-0.166000156114217,2.82827338889077e-08,-0.186780295811475,-0.270854182059418,-0.100694534640323,2.15654891998043e-05,0.727638164611433,0.634061170807121,0.824158312874818,3.78626954157188e-56,-0.553243841005879,-0.675321248860925,-0.4334050026146,3.90132654881984e-20,0.175468021263543,0.152906686688999,0.198056327494013,2.13997442151517e-52,-0.598834631503146,-0.660804545282013,-0.537101572736961,4.92393865632063e-79,-0.311627451795456,-0.348518852363045,-0.274716706245969,2.90081251502432e-60
"Leucoagaricus sp. SymC.cos",-0.58352130305466,-0.624429862154656,-0.543063720749793,2.42177242415485e-166,-0.506582761973263,-0.569884235264317,-0.442915011257511,5.56073117970409e-51,-0.258261082974602,-0.304425283418786,-0.212996061946996,3.41712586372173e-29,-0.12185498482718,-0.177669902371616,-0.0651958886926264,2.34967193879892e-05,-1.15588342777081,-1.25401658703301,-1.0591915341492,8.65224472051119e-103,0.229285032371498,0.216782471382495,0.241794921041486,8.64652307022827e-277,-0.508831111932848,-0.555515251501051,-0.461938610186081,3.63890754419663e-95,-0.65613614300881,-0.685121292951767,-0.627222931307394,0
"Protomyces lactucaedebilis",0.259855688766449,0.159792988739556,0.361709061623676,2.42941712429801e-07,1.03359462255201,0.88995589249141,1.18212626687501,4.32242032328629e-51,-0.0701865664341166,-0.194338908640053,0.0541511903421692,0.265513397551646,-0.18092833448842,-0.336999380867983,-0.0221382803445111,0.0259037723124868,-1.34841041903827,-1.57531352962067,-1.12540936532322,4.35600466869551e-31,0.0817731992744788,0.0374868114085532,0.126233439805143,0.000296604635715722,-0.0927709427448992,-0.181383225984862,-0.00401513094690763,0.04040604315257,-0.511095657728356,-0.578762344397944,-0.443370145051578,5.53571259463297e-48
"Neolecta irregularis",-0.598086636182194,-0.660882540557935,-0.535524765999844,8.66119101620136e-75,-0.0226958257958069,-0.123665541733367,0.076852414461274,0.656157740185026,-0.00946866065827995,-0.0878445304816822,0.0684590630988852,0.817272877183587,0.273256635317222,0.142492741305802,0.406838167776017,4.15352497460411e-05,-1.66145198104018,-1.84233214564874,-1.49008553138698,1.027868258552e-76,0.232455597466675,0.207837214980671,0.257108607892021,2.38661733877282e-75,-0.779693485523744,-0.836235655497107,-0.723640042427062,6.92542682615855e-148,-0.516651791751416,-0.557602124778374,-0.475755722173689,2.73093516887052e-132
"Saitoella complicata",-0.860146281684567,-0.936152237677035,-0.784639249663031,3.36825195282585e-104,0.294117328348411,0.181768366627755,0.408377055739315,2.789319943435e-07,-0.274607098493339,-0.355347096742373,-0.19426762857308,2.09139051380366e-11,0.859607115683222,0.739153559266767,0.983033908760832,4.02569643571335e-44,-0.191572827033539,-0.393923216936917,0.00472455475873358,0.0558743066236453,0.555585154913527,0.528656675417034,0.582477178773548,0,0.0490144075216493,0.00527877140363797,0.0923086085503351,0.0280131161114889,0.48091412541269,0.447815908790494,0.514265000304158,1.36904403249847e-165
"Schizosaccharomyces pombe",-0.867363936746154,-0.919455670113299,-0.815403724761226,1.85874092180885e-207,-0.597023450251713,-0.672926707459064,-0.522759650348451,8.82492137012217e-53,-0.205561457383391,-0.278255953459606,-0.132920364763774,2.93397410822265e-08,0.0309246277199631,-0.0681724532544512,0.130696928839115,0.521329371095352,-1.23078040701584,-1.35364715832414,-1.11024677774975,1.89828827028698e-84,0.150367806273383,0.130145983754201,0.17061258989561,5.55815745236815e-48,-0.587475901365945,-0.637417334194478,-0.53738919154906,1.79231193202034e-110,-0.552237221052467,-0.586805951756834,-0.517779549321115,1.01078393260298e-202
"Pneumocystis jirovecii",-0.169087951370657,-0.25964856156059,-0.0776189272634971,0.000332173535611254,-0.39894961165103,-0.534727779780843,-0.259846755843421,3.47697650653553e-08,-0.178989492253545,-0.31814911742305,-0.0473068850076729,0.0076887982596302,1.11248622465449,0.801808338451679,1.53127853042847,1.59592575727675e-24,-3.0272215261595,-3.52795764254197,-2.42135740956919,2.9987121174831e-63,0.182570751135803,0.145130974393344,0.219575289733813,5.9866891013554e-22,1.06994157563827,0.984276208420148,1.15626448017708,2.53551987586516e-136,-0.320797519404885,-0.391581544879533,-0.248546879821445,7.59695958023063e-18
"Pneumocystis murina",-1.23003914144385,-1.29473307486902,-1.16607662628303,3.40770336016782e-289,-0.113669800876397,-0.188337151890066,-0.0403042379587801,0.00243221470590133,-0.500742270107928,-0.580464490065164,-0.420275470688397,6.7534569506988e-34,0.393473508109115,0.239532162508806,0.55202733729207,6.21040796331817e-07,-1.79504364507457,-2.00747637018635,-1.58915998008121,2.5717076996297e-63,0.0979042757162006,0.0713140641909876,0.124652062330528,6.71745377990475e-13,-0.937379768362345,-0.994759921282218,-0.879964768430967,1.34787513481282e-206,-0.732138652721027,-0.771344743237732,-0.692861400237482,2.06692078074173e-266
"Pneumocystis carinii",-1.10158558143726,-1.16787738710548,-1.0360580264253,8.40447683780328e-224,0.0991484420381478,0.0058489989373803,0.19226803608686,0.0374996563597814,-0.244793001518434,-0.335491557371952,-0.154570235500135,1.21206618826591e-07,0.235758283903281,0.107172796963863,0.364857898279363,0.000332903811408767,-0.465876994263038,-0.628779235375604,-0.310871581621014,4.4453258795329e-09,0.0799175404202186,0.059914857047006,0.0999431924065873,5.36137405783227e-15,-0.731706655127298,-0.795204104031103,-0.668306214658673,1.77382199817577e-107,-0.680409897684367,-0.717356078470938,-0.643378646458061,2.16328629076464e-264
"Tortispora caseinolytica",-0.106120440698302,-0.159257837087121,-0.0525719500312041,9.37159804415204e-05,-0.219063108067401,-0.312721247676503,-0.125573441611565,4.56262843782794e-06,-0.482115041134153,-0.584230475940763,-0.381436620566516,2.98290465922271e-20,0.0804673028291484,-0.0509318882321412,0.211931899895834,0.231025282715219,-0.560110895642239,-0.701905303243242,-0.41972981336545,3.56706244974648e-15,0.218463582772543,0.19353564399357,0.243449185292754,2.09239184046889e-66,-0.346947878731057,-0.426331777828967,-0.268939895556999,4.82686279254726e-18,-0.438836737229339,-0.486305867589666,-0.391248141621246,4.70865092668529e-70
"Yarrowia lipolytica",-0.833951327605828,-1.00270299243329,-0.708869980873086,1.35652139957679e-45,0.914815253645355,0.684593969271069,1.19959955557114,4.6533200760251e-21,-2.23473608232262,-2.65615117709407,-1.67667361785085,4.44720142695233e-51,-0.485040620556512,-0.633625342738697,-0.338161836275996,2.22721001700496e-12,-2.17898680955383,-2.45966531813042,-1.88988225472479,1.78740199875002e-42,0.109411804494679,0.0637807911931566,0.155953581227045,1.19050050828384e-06,0.473493218780503,0.386752049498442,0.564999952311622,3.39644970859962e-27,-0.329620857648207,-0.399806311872811,-0.257774035140568,9.98477039549294e-21
"Sugiyamaella lignohabitans",-1.18668033408154,-1.262169537611,-1.11149840080103,1.13190465709287e-206,-0.448830875520889,-0.533153153844423,-0.362729734995865,7.38967061094195e-24,-0.349600829407885,-0.438594142436631,-0.262261462101368,1.26469404091962e-14,1.3036511302566,1.1463218700097,1.47365471785723,1.28986888101143e-76,-1.01953425907772,-1.19927820277187,-0.840135218488887,2.47550237268811e-28,0.155660853984158,0.126752813668883,0.184645876022273,8.04486677387544e-26,0.270246223625055,0.201273457476116,0.339483575246763,1.69970519704421e-14,-0.562760430895272,-0.609367317450204,-0.516344179084456,3.34887577103486e-125
"Lipomyces starkeyi",-0.628053538452394,-0.686720553369884,-0.569780243427282,2.41980942476908e-94,0.00174951886249759,-0.0664965922919052,0.069689229577204,0.959992165855413,-0.0867769204808052,-0.155739038395615,-0.0181386743125156,0.0132900820172883,-0.497698238944292,-0.580876749521834,-0.414135192202591,1.13406390301809e-31,-1.61325916920788,-1.78584039022303,-1.44394183902161,2.87254121561185e-79,0.159964525978715,0.14273236473741,0.177200426239868,6.00342714209192e-74,-0.785354919482309,-0.844935788084476,-0.725876993854462,3.09383678946213e-138,-0.618210492148665,-0.655339019106215,-0.580989757685978,7.14669955546524e-214
"Metschnikowia bicuspidata",-0.25168842835664,-0.304363379155967,-0.199282856329201,5.40102257628519e-21,-0.153660555376048,-0.2310984083904,-0.0749597443976047,0.000144856087825908,-0.158513844496849,-0.222907565953586,-0.0954314428407915,1.3034643056992e-06,0.196473186643822,0.125733324211447,0.26736603732723,5.15829123813001e-08,-0.728552513457026,-0.844238900028635,-0.614082911828161,4.22146133518347e-34,0.259057143102928,0.23794860287227,0.280282339302088,2.58593987440148e-127,-0.608867295408428,-0.667326587732113,-0.550899025537754,4.12713257643237e-91,-0.163042065353151,-0.194828400367403,-0.131282556142695,8.70264817112613e-24
"Clavispora lusitaniae",-0.174023201521364,-0.23521640021731,-0.112903639968152,2.19175008606413e-08,-0.206125053418776,-0.306897751859037,-0.107239010817696,3.97291622466013e-05,-0.174721879815479,-0.257422181647207,-0.0925204636036389,2.81690621850982e-05,0.495475979828029,0.392951847086431,0.597863126252353,4.74626800690231e-21,-1.09167049512209,-1.30133013546503,-0.897434548307183,9.0526968813149e-32,0.187380142325858,0.161615332064971,0.213178587678451,1.11576156716275e-45,-0.801141645506411,-0.878403214491325,-0.724418251033456,6.51404901334557e-93,-0.430189935086364,-0.475560971154048,-0.384882135022226,7.64000138307133e-77
"[Candida] intermedia",-0.302804294567453,-0.363632501820004,-0.242329455017036,7.01076800787979e-23,0.103179344896136,0.0212240502517238,0.183295944377661,0.0135942705554703,-0.373184138706886,-0.461750566922767,-0.284647997170412,2.39799655556657e-16,0.757225332891291,0.666755254349913,0.847489622027835,3.34726028743443e-53,-0.646329104234428,-0.777860303380317,-0.514863323101703,1.95553145093909e-20,0.0403492696305024,0.0145785163416586,0.0661343293237038,0.00216039799392849,-0.63587347514695,-0.696094185202885,-0.576094884358128,3.65885614957538e-94,-0.650996983865377,-0.695164178076274,-0.606700576923757,2.05662642261709e-172
"Kuraishia capsulata",0.143413773572921,0.087767249159295,0.199123018043792,4.09144498502854e-07,-0.497367558764778,-0.580366986293102,-0.41486094451856,5.97326647980783e-31,0.0532427623626774,-0.0238549301069064,0.130945342020363,0.175984216783394,-0.250241938183768,-0.339047526830378,-0.162145654580014,2.65386211534164e-08,-0.587238699886608,-0.774405209105406,-0.410218762808826,2.37667878929003e-11,-0.235712256802057,-0.264152850455921,-0.207267456326706,8.1211439553308e-60,-0.802081118847815,-0.871585172463094,-0.73249193490641,4.0644004106207e-103,-0.7261240317537,-0.768699270660984,-0.683549905943179,1.83038402087775e-229
"Nadsonia fulvescens",-0.123638050506121,-0.177774682859186,-0.069794856760032,6.53872935091474e-06,0.235573892663201,0.156078110758326,0.314782013091812,8.57793221445552e-09,0.315508279751265,0.241657890806259,0.388763457839368,3.48638941239549e-16,0.706322358909889,0.589128142043804,0.828194034527726,6.92616786955429e-36,-0.658308264483355,-0.823682941189239,-0.499107556859379,1.32186864449133e-16,0.509891458852052,0.485326711967207,0.534508551893002,0,-0.45931539733289,-0.525790350174555,-0.393081632575231,5.31378804122638e-41,-0.230021783614688,-0.273619375775039,-0.186642259688803,4.04079878213814e-25
"Ascoidea rubescens",-1.1202958191487,-1.17229848642579,-1.06854231940895,0,-0.244071124922787,-0.332746062910391,-0.156289420440996,4.91149884853302e-08,-0.13692112341891,-0.199549383226633,-0.0751456012963064,1.46120134034117e-05,0.582647495001071,0.474579731765553,0.689033943619122,1.99526817474227e-25,-0.708319481957345,-0.883724008922216,-0.536610893944418,4.28587657439837e-17,0.151121917905219,0.134003315410465,0.168276254105014,1.42508086524382e-66,-1.10361814334557,-1.17090741501994,-1.0364314151091,1.44480932621522e-198,-0.272478430192232,-0.312288425185559,-0.232631167157008,2.41501300488723e-40
