"","Aspergillus_rambellii","Erysiphe_pulchra","Blumeria_graminis","Rosellinia_necatrix","Moniliophthora_perniciosa"
"2015_FengQ_Mean",74.9533619866677,97.9573274843794,61.5240191959753,73.5275255468983,58.15750813268
