"Gene1","Gene2","CRC_cor","CRC_pVal","adenoma_cor","adenoma_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes"
"Erysiphe pulchra","Choanephora cucurbitarum",-0.0709750877097975,0.131037933115057,-0.015950767986018,0.766189424381969,0.772214700335311,0.439987276285242,0.362251984126984,0.543399105826644,"0/0"
"Aspergillus kawachii","Debaryomyces hansenii",0.0726964566987496,0.121925869485904,0.125969697981462,0.0183912420426409,0.753659334108351,0.451053806280526,0.370535714285714,0.546542681624035,"0/+"
"Aspergillus rambellii","Baudoinia panamericana",-0.0860016873952225,0.0671299246615324,-0.0326014597560517,0.543255647964802,0.750636534339537,0.452871427642319,0.371875,0.546542681624035,"0/0"
"Lipomyces starkeyi","Choanephora cucurbitarum",0.198239161925014,2.094331267255e-05,0.146471431439527,0.00604652369982106,-0.747342603449493,0.4548567819936,0.373561507936508,0.546542681624035,"+/+"
"Colletotrichum fioriniae","Leucoagaricus sp. SymC.cos",0.15216898467071,0.00114464004022419,0.0997119169241331,0.0624042895909438,-0.746632490087523,0.45528543084802,0.373759920634921,0.546542681624035,"+/0"
"Albugo candida","Aspergillus ochraceoroseus",0.225749207364278,1.1755540461067e-06,0.174668095931102,0.00103325774241103,-0.745406713717957,0.456025886460802,0.374454365079365,0.546542681624035,"+/+"
"Pneumocystis murina","Albugo candida",0.112833574536445,0.0161621218408108,0.0600684466329348,0.262385804927115,-0.744665409384783,0.456474015183089,0.374652777777778,0.546542681624035,"+/0"
"Naumovozyma dairenensis","Tuber magnatum",0.111110907137486,0.0178709362529623,0.163137468853501,0.00220127753077537,0.742724969448491,0.45764820926967,0.375595238095238,0.546542681624035,"+/+"
"Pneumocystis murina","Colletotrichum salicis",0.0271441498282561,0.564020693777551,-0.0258173300017769,0.630267463503849,-0.741845402867537,0.458181008272995,0.376041666666667,0.546542681624035,"0/0"
"Moniliophthora perniciosa","Cordyceps sp. RAO-2017",0.0200164166560996,0.670572681693045,-0.032794341434605,0.540871479407332,-0.739763125858441,0.459443737078273,0.376736111111111,0.546542681624035,"0/0"
"Pichia kudriavzevii","Baudoinia panamericana",0.0706850296971427,0.13262387960354,0.122923926111423,0.0214369361736968,0.738648921709252,0.460120209386299,0.377132936507937,0.546542681624035,"0/+"
"Rhizophagus clarus","Hyaloscypha variabilis",0.176051055313977,0.000163041342523762,0.226618953219629,1.86640935155857e-05,0.738261942078455,0.460355288588996,0.377579365079365,0.546542681624035,"+/+"
