Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Aspergillus rambellii		strain: SRRC1468	308745	ASM98664v1	GCA_000986645.1	GenBank	From INSDC submitter	Contig	37599	26435630	2015-04-30	7761	PRJNA275129	SAMN03339590
