"","p_values","adj_pvalue","mFC","AbsLog2FC"
"Phytophthora parasitica",0.459587359502619,0.773499949831951,1.031966458069,0.0453960797108437
"Postia placenta",0.62126075226674,0.898973140462678,0.969768217676354,0.0442881219863469
"Emmonsia crescens",0.481923463298065,0.796923715844845,0.969970127105237,0.043987778660563
"Aspergillus nidulans",0.631613751158663,0.898973140462678,0.970418500038052,0.0433210406585931
"Sordaria macrospora",0.611843860784358,0.898973140462678,0.970494427429153,0.0432081658674412
"Pseudomassariella vexata",0.641257532074896,0.900805304531631,1.02968940194172,0.0422092249285653
"Gymnopus luxurians",0.548230988822968,0.832186526623582,0.971851098382272,0.0411928058313779
"Hyaloscypha variabilis",0.477849736523265,0.796881138320852,0.971854849715539,0.0411872370570409
"Puccinia graminis",0.547503541077035,0.832186526623582,1.0276518987519,0.0393516565632321
"Metarhizium album",0.660133016906505,0.913081182263203,1.02605018800071,0.0371013003493403
"Erysiphe necator",0.622611161106932,0.898973140462678,0.975223724776771,0.0361948713067459
"Scheffersomyces stipitis",0.65421043036321,0.909137499471879,1.02539936676899,0.0361859119179507
"Penicillium brasilianum",0.604584759047266,0.898973140462678,1.02532332494361,0.0360789202072914
"Fibularhizoctonia sp. CBS 109695",0.613760543369689,0.898973140462678,0.975701401972942,0.0354883936194337
"Phialocephala subalpina",0.613664644789505,0.898973140462678,1.02479509289454,0.0353354726406948
"Lipomyces starkeyi",0.697519385380297,0.936633201633837,1.02456011750164,0.0350046389874175
"Penicillium roqueforti",0.751555577588841,0.954765883975523,1.0244567337114,0.0348590557224321
"Colletotrichum nymphaeae",0.728874429819284,0.950426569279772,1.02389228051348,0.0340639433227254
"Calocera cornea",0.702474901225378,0.936633201633837,1.023200376911,0.0330887007703492
"Piromyces sp. E2",0.63171085546026,0.898973140462678,0.977370220475294,0.0330229471547534
"Phytophthora cinnamomi",0.664588997669719,0.914969038652264,0.977620130394648,0.0326541025687698
"Hyaloperonospora arabidopsidis",0.645171366759141,0.900805304531631,1.02262708554396,0.0322801432071785
"Penicillium decumbens",0.816473343422784,0.992073596536729,1.02156714314795,0.0307840292333321
"Blastomyces dermatitidis",0.669653469845087,0.915887477260621,1.02119215811238,0.0302543642287822
"[Candida] arabinofermentans",0.762978567258759,0.965135281660652,1.02084739234369,0.0297672121857501
"Mucor ambiguus",0.701361330071065,0.936633201633837,1.02060081774276,0.0294187027756687
