"Gene1","Gene2","CRC_cor","CRC_pVal","CTRL_cor","CTRL_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes"
"Hyaloscypha variabilis","Thielaviopsis punctulata",-0.104763093434617,0.025601219159012,0.110941579039659,0.0109657392282669,3.36839762924424,0.000756064685769135,0.027281746031746,0.446238122480542,"-/+"
"Paracoccidioides brasiliensis","Tuber magnatum",0.273129698445363,3.28923133174897e-09,0.0644131217586648,0.140507690073455,-3.35581755213786,0.000791307530551025,0.0274801587301587,0.446238122480542,"+/0"
"Pichia kudriavzevii","Naumovozyma dairenensis",0.220764569307903,2.03768572948348e-06,0.00894232237477973,0.838033074111591,-3.35234673640479,0.000801295938383162,0.0275793650793651,0.446238122480542,"+/0"
"[Candida] arabinofermentans","Thielaviopsis punctulata",-0.0875646791163434,0.0622931474999262,0.126130606298693,0.00379526717803191,3.33800982259411,0.000843807663941458,0.0278769841269841,0.446238122480542,"0/+"
"Naumovozyma dairenensis","Edhazardia aedis",0.224245278366667,1.38963156048888e-06,0.0164592995805616,0.706726210612336,-3.29236377257691,0.000993490155583585,0.0282242063492063,0.446238122480542,"+/0"
"Rhizophagus irregularis","Pichia kudriavzevii",0.240169958356462,2.22770401903105e-07,0.0336036217779706,0.442286718574732,-3.28734346320503,0.00101137399337205,0.0282242063492063,0.446238122480542,"+/0"
"Thielaviopsis punctulata","Edhazardia aedis",-0.155388949805562,0.000893787212685293,0.0518425943253965,0.235689740935073,3.24392933221537,0.00117892991443425,0.0285218253968254,0.446238122480542,"-/0"
"Phytopythium vexans","Choanephora cucurbitarum",0.0895308701077842,0.0566204287887246,-0.11658868992663,0.00749211313614206,-3.21819199708077,0.00129001435104544,0.0288194444444444,0.446238122480542,"0/-"
"Erysiphe pulchra","Choanephora cucurbitarum",-0.0709750877097975,0.131037933115057,0.134230164566492,0.00205457299973433,3.20648301138293,0.00134368238727523,0.0290674603174603,0.446238122480542,"0/+"
"Aspergillus ochraceoroseus","Thielaviopsis punctulata",0.224337980109291,1.37542090117293e-06,0.0225415618155667,0.606324914518459,-3.19923688458832,0.00137791899075402,0.0292162698412698,0.446238122480542,"+/0"
"Pseudocercospora musae","Rhizophagus clarus",0.281572951438458,1.0151726126395e-09,0.0865443122816243,0.0474822977995286,-3.1518619594741,0.00162232949550892,0.0303075396825397,0.446238122480542,"+/+"
"[Candida] arabinofermentans","Baudoinia panamericana",0.503376437769002,0,0.341100957577687,8.88178419700125e-16,-3.08734079146801,0.00201955920876179,0.0316964285714286,0.446238122480542,"+/+"
"Baudoinia panamericana","Thielaviopsis punctulata",-0.0778807928350945,0.0974445094964342,0.11937087700935,0.00617373133231869,3.07958298628516,0.00207290612146993,0.0319444444444444,0.446238122480542,"0/+"
"Phytophthora capsici","Choanephora cucurbitarum",0.152277862394222,0.00113519324614098,-0.0418451844971706,0.338603869658753,-3.03851172138114,0.00237749855624414,0.0331845238095238,0.446238122480542,"+/0"
"Erysiphe pulchra","Pseudocercospora musae",-0.0909253187358283,0.0528625763049853,0.099276465898639,0.0229113264170389,2.96758943701726,0.00300144947456913,0.0349206349206349,0.446238122480542,"0/+"
"Sphaerulina musiva","Lipomyces starkeyi",-0.127384101252414,0.00657164391011422,0.0616759560683451,0.158200691327681,2.95285171902311,0.00314853162854174,0.0354166666666667,0.446238122480542,"-/0"
"Sphaerulina musiva","Coniochaeta ligniaria",-0.0678192860111733,0.14909879835207,0.120523223500337,0.00569162894200281,2.94042719012907,0.00327760021724291,0.0356646825396825,0.446238122480542,"0/+"
"Erysiphe pulchra","Lipomyces starkeyi",-0.105816844744206,0.0241467170274201,0.082439813493837,0.0590735995102905,2.93741467957505,0.00330961227016839,0.0356646825396825,0.446238122480542,"-/0"
"Aspergillus rambellii","Edhazardia aedis",-0.12495806167325,0.00768439382415931,0.0627645150832119,0.150972733056546,2.93150268070475,0.0033732645492141,0.0358630952380952,0.446238122480542,"-/0"
"Sphaerulina musiva","Phytopythium vexans",-0.0850498699633527,0.0702234366294392,0.102508146488614,0.0188062201548354,2.92626956725329,0.00343053541347273,0.0360615079365079,0.446238122480542,"0/+"
"Aspergillus kawachii","Paracoccidioides brasiliensis",0.140661870407554,0.002666249535344,-0.0449507885775539,0.30394197998804,-2.9022611031375,0.00370479610678781,0.0371527777777778,0.446238122480542,"+/0"
"Colletotrichum fioriniae","Thielaviopsis punctulata",-0.0780104991637474,0.096886370659979,0.10743244355148,0.0137837272437269,2.89349020401345,0.00380986174812363,0.0374007936507936,0.446238122480542,"0/+"
"Erysiphe pulchra","Pichia kudriavzevii",-0.0369103909939721,0.432712095167649,0.147339957567419,0.000708069329805827,2.88306001570653,0.00393832398374516,0.0375496031746032,0.446238122480542,"0/+"
"Sphaerulina musiva","Edhazardia aedis",-0.155654328078328,0.000875563902630772,0.0266093082551784,0.542955151994101,2.85503256492506,0.00430324163027847,0.0382936507936508,0.446238122480542,"-/0"
"Aspergillus rambellii","Leucoagaricus sp. SymC.cos",-0.103455564956001,0.0275105065738943,0.0791662452997719,0.0699169408941083,2.84902390050306,0.0043853585955049,0.038343253968254,0.446238122480542,"-/0"
"Pseudocercospora musae","Phytopythium vexans",0.11793970856644,0.0119090241701063,-0.0636441490705284,0.145317598326893,-2.83443559358725,0.00459067105262694,0.0389384920634921,0.446238122480542,"+/0"
"Rhizophagus clarus","Edhazardia aedis",0.590177134725884,0,0.460529534751161,0,-2.79917626040626,0.00512331625150471,0.0400297619047619,0.446238122480542,"+/+"
"[Candida] arabinofermentans","Schizosaccharomyces pombe",0.14988571670249,0.00136021025352884,0.318822624465475,7.21644966006352e-14,2.78918631491595,0.00528406568443311,0.0404265873015873,0.446238122480542,"+/+"
"Sphaerulina musiva","Colletotrichum salicis",-0.0602149454701488,0.200319537580217,0.117646047603958,0.00696399063632636,2.7762571342387,0.00549887003614705,0.0408234126984127,0.446238122480542,"0/+"
"Erysiphe pulchra","Colletotrichum fioriniae",-0.107347848649617,0.0221609167778034,0.0689098797049209,0.11478740369758,2.74983073682175,0.00596260559724658,0.0420138888888889,0.446238122480542,"-/0"
"Coniochaeta ligniaria","Thielaviopsis punctulata",-0.0941131611977198,0.0450467983942575,0.0812521533989454,0.0628345970061486,2.73492679436095,0.00623941505770444,0.042609126984127,0.446238122480542,"-/0"
"Albugo candida","Aspergillus ochraceoroseus",0.225749207364278,1.1755540461067e-06,0.0565908819651871,0.195455847914491,-2.69184369622141,0.00710582391653909,0.0436011904761905,0.446238122480542,"+/0"
"Aspergillus rambellii","Choanephora cucurbitarum",-0.0594658316944979,0.205985611535029,0.112041535526215,0.0101942753069779,2.67621986273584,0.007445778239786,0.0441964285714286,0.446238122480542,"0/+"
"Sphaerulina musiva","Hyaloscypha variabilis",-0.0627223692757125,0.182180144231367,0.108710621325858,0.0126909353840334,2.67461370990748,0.00748153998919148,0.0442460317460317,0.446238122480542,"0/+"
"Naumovozyma dairenensis","Thielaviopsis punctulata",-0.0728105704998612,0.121339711967061,0.0983675409926333,0.0241974230831832,2.66962944437854,0.00759349974426574,0.0444444444444444,0.446238122480542,"0/+"
"Colletotrichum fioriniae","Baudoinia panamericana",0.0798567273478036,0.0892149152778621,0.245907506105863,1.13701035253655e-08,2.66027735347592,0.00780763284723836,0.0449900793650794,0.446238122480542,"0/+"
"Trichoderma atroviride","Choanephora cucurbitarum",0.209470581757982,6.76431357193863e-06,0.0424298047092877,0.331892646359107,-2.64685641759765,0.00812438402117343,0.0452876984126984,0.446238122480542,"+/0"
"Schizosaccharomyces pombe","Thielaviopsis punctulata",-0.108387965555442,0.0208940036728662,0.0601790762425344,0.168562555919816,2.62982435627804,0.00854289934393311,0.046031746031746,0.446238122480542,"-/0"
"Colletotrichum salicis","Thielaviopsis punctulata",-0.0960276541187578,0.0408375620434467,0.0725568674075736,0.0967710086617983,2.62891831396345,0.00856569336004862,0.046031746031746,0.446238122480542,"-/0"
"Baudoinia panamericana","Schizosaccharomyces pombe",0.0864639223453181,0.0656684431116794,0.250185826071569,6.19206286245344e-09,2.62769900437479,0.00859645430536027,0.046031746031746,0.446238122480542,"0/+"
"Edhazardia aedis","Choanephora cucurbitarum",0.137325757145842,0.00336924246942027,0.296375325478606,4.18043377692356e-12,2.60299160720524,0.00924142159840156,0.0472718253968254,0.446238122480542,"+/+"
"Rhizophagus irregularis","Thielaviopsis punctulata",-0.082483851326757,0.0791475469511189,0.0825048743304865,0.0588730719740025,2.57222798483025,0.0101046326165749,0.0483630952380952,0.446238122480542,"0/0"
"Pneumocystis murina","Thielaviopsis punctulata",-0.100425024480557,0.0324117452406862,0.0635131293498204,0.146149514127757,2.55665589126762,0.010568370496413,0.0489087301587302,0.446238122480542,"-/0"
"Pseudocercospora musae","Edhazardia aedis",0.306585319100723,2.45676812227202e-11,0.154425712305337,0.000383437963970001,-2.50590868148842,0.012213715941674,0.0510912698412698,0.446238122480542,"+/+"
"Pneumocystis murina","Cordyceps sp. RAO-2017",-0.0800445987968764,0.0884624046670726,0.0790928885914991,0.0701774427127395,2.48061151661454,0.0131157230285737,0.0527281746031746,0.446238122480542,"0/0"
"Phytophthora capsici","Hyaloscypha variabilis",0.0725071648054587,0.122903049562985,0.227284666614137,1.40659440539537e-07,2.46840203422607,0.0135717795496481,0.0533730158730159,0.446238122480542,"0/+"
"Cordyceps sp. RAO-2017","Lipomyces starkeyi",-0.134506852713802,0.00409005359142656,0.0227928018695563,0.602316906498548,2.45959756045869,0.0139092887534758,0.0537698412698413,0.446238122480542,"-/0"
"Paracoccidioides brasiliensis","Colletotrichum salicis",0.105696860492311,0.0243086470464275,-0.0517404201499682,0.236615400701482,-2.45580373047924,0.014056990760092,0.0540178571428571,0.446238122480542,"+/0"
"Rhizophagus clarus","Tuber magnatum",0.355544081779372,5.77315972805081e-15,0.21088622778329,1.08572541579477e-06,-2.45265304901571,0.014180703996351,0.0542162698412698,0.446238122480542,"+/+"
"Rhizophagus clarus","Pichia kudriavzevii",0.267145184407959,7.38815608691823e-09,0.115987420503025,0.00780815003630542,-2.44640065746305,0.0144290555276597,0.0545634920634921,0.446238122480542,"+/+"
"Erysiphe pulchra","Phytophthora capsici",-0.0460317808323487,0.3277644261365,0.110623075230906,0.0111985772714864,2.44432743383925,0.0145122488315438,0.0546130952380952,0.446238122480542,"0/+"
"Tuber magnatum","Thielaviopsis punctulata",-0.0689843400078996,0.142222434005599,0.0873837814630512,0.0453631823198339,2.43747247629234,0.0147903401263563,0.055109126984127,0.446238122480542,"0/+"
"Pneumocystis murina","Coniochaeta ligniaria",0.156425188571916,0.000824558523853325,0.00165274963779768,0.969863877168707,-2.42761134364569,0.0151986207792522,0.0553571428571429,0.446238122480542,"+/0"
"Albugo candida","Hyaloscypha variabilis",0.204986865950585,1.07007017393634e-05,0.0527429004121981,0.227643643568577,-2.4131984322358,0.0158132077788167,0.0561011904761905,0.446238122480542,"+/0"
"Aspergillus rambellii","Rhizophagus irregularis",-0.090234276670776,0.0546980345792005,0.0644566435936291,0.140239156830108,2.41142125915296,0.0158904826723968,0.0562003968253968,0.446238122480542,"0/0"
"Sphaerulina musiva","Pseudocercospora musae",-0.125874299028253,0.00724575880101819,0.0267570675033568,0.540716643197484,2.3847046515307,0.0170928379189275,0.0579861111111111,0.449230795288051,"-/0"
"Rhizophagus clarus","[Candida] arabinofermentans",0.396576643993019,0,0.261904547083144,1.10562758948163e-09,-2.35544662898853,0.0185004544396753,0.0597222222222222,0.452192756575664,"+/+"
"Aspergillus rambellii","Lipomyces starkeyi",-0.138334389922093,0.00314074595357416,0.0112137881043223,0.797691563388539,2.34009915885577,0.0192786206004998,0.0608134920634921,0.452192756575664,"-/0"
"Pneumocystis murina","Edhazardia aedis",0.236967478014814,3.25333958883789e-07,0.372920696839722,0,2.33716355693796,0.0194306812927114,0.0610119047619048,0.452192756575664,"+/+"
"Rhizophagus clarus","Coniochaeta ligniaria",0.106152294167117,0.0236989331290114,-0.043634873889899,0.318331338748448,-2.33659933918966,0.0194600268601585,0.0610119047619048,0.452192756575664,"+/0"
"Moniliophthora perniciosa","Choanephora cucurbitarum",0.00410508963487789,0.930490671336553,0.15093710965218,0.0005203417648183,2.30203342744488,0.0213332871440615,0.0625992063492063,0.452192756575664,"0/+"
"Pichia kudriavzevii","Edhazardia aedis",0.214688255219637,3.91696517665352e-06,0.0702851518050025,0.107706819382208,-2.29714319625876,0.0216106022917669,0.0630456349206349,0.452192756575664,"+/0"
"Pseudocercospora musae","Schizosaccharomyces pombe",0.212352937027143,5.01048735546128e-06,0.0688051621315666,0.115341161543905,-2.28221528176718,0.0224766333102924,0.0641369047619048,0.452192756575664,"+/0"
"Sphaerulina musiva","Tuber magnatum",-0.0423368608104489,0.368120312720842,0.10378030744361,0.0173755198996832,2.27906443087314,0.0226632355196823,0.0643353174603175,0.452192756575664,"0/+"
"Phytophthora capsici","Edhazardia aedis",-0.0867065590733726,0.0649118058654994,0.0591938944747292,0.175654278223874,2.27393922635596,0.0229696407923485,0.0645833333333333,0.452192756575664,"0/0"
"Pichia kudriavzevii","[Candida] arabinofermentans",0.210206135563544,6.26804714642937e-06,0.0686611090543385,0.11610634999178,-2.24951306517287,0.0244798725315173,0.0661706349206349,0.452192756575664,"+/0"
"Phytophthora capsici","Albugo candida",-0.0614664678918953,0.191107845077613,0.0828459889637075,0.0578309058166497,2.24893246425795,0.0245167931739118,0.0661706349206349,0.452192756575664,"0/0"
"Erysiphe pulchra","Schizosaccharomyces pombe",-0.0868922054870033,0.0643377400320309,0.0572111519316058,0.190595399265383,2.2459026635775,0.02471024324677,0.0662698412698413,0.452192756575664,"0/0"
"Sphaerulina musiva","Aspergillus ochraceoroseus",0.243928610022808,1.41854487711868e-07,0.105134374473108,0.0159581539322089,-2.23092542027508,0.0256860695810614,0.0670138888888889,0.453241242774559,"+/+"
"Trichoderma atroviride","Cordyceps sp. RAO-2017",-0.0422088403635565,0.369571668277045,0.100648861878876,0.0210817097034344,2.22784589063663,0.02589079346534,0.0671130952380952,0.453241242774559,"0/+"
"Erysiphe pulchra","Paracoccidioides brasiliensis",-0.0856386945162036,0.0682962394573292,0.0547954155199971,0.210034726889002,2.18856346905781,0.0286285834301812,0.0698412698412698,0.460617958304263,"0/0"
"Pseudocercospora musae","Lipomyces starkeyi",0.29623820508829,1.19682486143802e-10,0.163987546387369,0.000160618863506379,-2.17627223987493,0.0295349100064926,0.0705853174603175,0.463063687462695,"+/+"
"Moniliophthora perniciosa","Pichia kudriavzevii",-0.00770275875428965,0.86998717711592,0.128721319087548,0.00313027428099266,2.13323445006188,0.0329054984084436,0.0742063492063492,0.471497306637814,"0/+"
"Colletotrichum fioriniae","[Candida] arabinofermentans",0.00233406383870646,0.96044472730371,0.138082452982877,0.0015163807362335,2.12536119075142,0.033556485992659,0.0747519841269841,0.471497306637814,"0/+"
"Aspergillus rambellii","Pseudocercospora musae",-0.122001757948671,0.0092658738339173,0.0137341682090336,0.753555936076516,2.12087210971242,0.0339325663093247,0.0751488095238095,0.471497306637814,"-/0"
"Naumovozyma dairenensis","Aspergillus ochraceoroseus",0.125387765816087,0.00747580875116194,-0.00920610446307089,0.83332425490332,-2.10391659457268,0.0353857231589857,0.0766369047619048,0.471497306637814,"+/0"
"Pseudocercospora musae","Albugo candida",0.164925160363794,0.00041774725250221,0.0332668572675582,0.446876209646008,-2.07138712428388,0.0383226331799792,0.0792162698412698,0.471497306637814,"+/0"
"Sphaerulina musiva","Rhizophagus clarus",-0.12331541364709,0.00853049896508207,0.00907712669994672,0.835625925222022,2.06916866439508,0.0385302621173573,0.079265873015873,0.471497306637814,"-/0"
"Sphaerulina musiva","[Candida] arabinofermentans",-0.0999670090436245,0.0332137938994315,0.0325801521302901,0.456317971682882,2.06714780397024,0.038720228783764,0.0794642857142857,0.471497306637814,"-/0"
"Erysiphe pulchra","Colletotrichum salicis",-0.0978406225426981,0.0371626911882246,0.0320711715384658,0.46338769976754,2.02581990706665,0.0427832431646887,0.0820436507936508,0.471497306637814,"-/0"
"Pseudocercospora musae","Tuber magnatum",0.245311710594811,1.19922481944812e-07,0.119648275034134,0.00605444116449982,-2.02515397290423,0.0428515562164622,0.0821428571428571,0.471497306637814,"+/+"
"Sphaerulina musiva","Colletotrichum fioriniae",-0.0977599496039566,0.0373200360910768,0.0316209092568762,0.469692232445673,2.01754203624285,0.0436389788533221,0.0826388888888889,0.471497306637814,"-/0"
"Leucoagaricus sp. SymC.cos","Choanephora cucurbitarum",0.293692521752381,1.75007119906923e-10,0.17130913582995,7.97902030760245e-05,-2.01572024247655,0.0438292376771659,0.0829365079365079,0.471497306637814,"+/+"
"Pichia kudriavzevii","Albugo candida",0.257549811105117,2.59550461123581e-08,0.13379811658319,0.00212475172691207,-2.00467055939615,0.0449982778993076,0.0835813492063492,0.472237801441222,"+/+"
"Aspergillus kawachii","Lipomyces starkeyi",0.145361552809828,0.0019013187355168,0.018852897631804,0.6664808622881,-1.98392473486001,0.0472642310380513,0.0859623015873016,0.479580961327023,"+/0"
"Rhizophagus irregularis","Moniliophthora perniciosa",-0.119493815995541,0.0108278882061486,0.00639326325782799,0.883810559056809,1.96708502878159,0.049173408934582,0.0876984126984127,0.484694084594133,"-/0"
"Phytophthora capsici","Thielaviopsis punctulata",0.0135232188045048,0.773835352554967,0.138175825398323,0.00150511415797383,1.95278294279758,0.0508453205450788,0.0890376984126984,0.487539641767074,"0/+"
"Albugo candida","Thielaviopsis punctulata",-0.0636958437857089,0.175475076882997,0.0584597345345624,0.181081645709376,1.90249849310356,0.0571060156692599,0.09375,0.501609030872107,"0/0"
"Paracoccidioides brasiliensis","Lipomyces starkeyi",0.163315194556167,0.00047638890270596,0.0435643565119454,0.319114797132255,-1.88523637020222,0.0593979325020515,0.0950396825396825,0.501609030872107,"+/0"
"Colletotrichum fioriniae","Hyaloscypha variabilis",0.142741727242978,0.00229850502020534,0.258525340798998,1.83315163049258e-09,1.87909772149078,0.0602311512102664,0.0956349206349206,0.501609030872107,"+/+"
"Moniliophthora perniciosa","Tuber magnatum",-0.0699114153657795,0.136926215418768,0.0507274035164706,0.245931771400323,1.87897902181604,0.0602473577137156,0.0956349206349206,0.501609030872107,"0/0"
"Trichoderma atroviride","Colletotrichum fioriniae",0.135528004217969,0.0038142199828779,0.250859793199041,5.62096413858626e-09,1.86601317530375,0.0620395221865218,0.0970734126984127,0.501609030872107,"+/+"
"Phytophthora capsici","Coniochaeta ligniaria",0.136986541884755,0.00344941433958157,0.251606101622445,5.04815789170721e-09,1.85528742108392,0.0635551935249665,0.0981646825396825,0.501609030872107,"+/+"
"Paracoccidioides brasiliensis","Leucoagaricus sp. SymC.cos",0.102642917448589,0.0287578323204452,-0.0161141568414331,0.712600664954284,-1.85291834043369,0.0638940639200137,0.0982638888888889,0.501609030872107,"+/0"
"Pseudocercospora musae","Colletotrichum fioriniae",0.226900980208325,1.03337741119702e-06,0.336138228527305,2.44249065417534e-15,1.84811805203466,0.0645852668496765,0.0987599206349206,0.501609030872107,"+/+"
"Sphaerulina musiva","Cordyceps sp. RAO-2017",-0.0489982291178117,0.297519968553758,0.0695977814887632,0.111201395272229,1.84711245075708,0.0647308443536571,0.0988095238095238,0.501609030872107,"0/0"
"Rhizophagus clarus","Phytopythium vexans",-0.0505324560224456,0.282631239932665,-0.166331349042703,0.000128796420752364,-1.82483356500475,0.0680261490505446,0.101636904761905,0.508506452349248,"0/-"
"Paracoccidioides brasiliensis","Schizosaccharomyces pombe",0.15004886133152,0.00134364884918647,0.0344236146755076,0.431224869297099,-1.81608385685495,0.069357509635247,0.102579365079365,0.508506452349248,"+/0"
"Sphaerulina musiva","Baudoinia panamericana",-0.0886747053063942,0.0590355925880228,0.0276957482554512,0.526604221066801,1.81387292361794,0.0696972921738603,0.102827380952381,0.508506452349248,"0/0"
"Erysiphe pulchra","Coniochaeta ligniaria",-0.103231925881652,0.0278490409414238,0.0126868023322638,0.77180862498087,1.80885517447575,0.0704735059099224,0.103472222222222,0.508506452349248,"-/0"
"Lipomyces starkeyi","Naumovozyma dairenensis",0.165818461480403,0.000388181098202711,0.0513058752218398,0.240580834023427,-1.80456764477232,0.0711423649544547,0.10406746031746,0.508506452349248,"+/0"
"Pichia kudriavzevii","Aspergillus ochraceoroseus",0.178335191142556,0.000133437341103715,0.0641626313559012,0.142060907852853,-1.80455091728124,0.0711449846158904,0.10406746031746,0.508506452349248,"+/0"
