,Aspergillus_rambellii,Aspergillus_kawachii,Trichoderma_atroviride,Rhizophagus_clarus,Baudoinia_panamericana,Fusobacterium_nucleatum,Parvimonas_micra,Gemella_morbillorum,Anaerostipes_hadrus,Dialister_pneumosintes,Brachyspira_pilosicoli,Romboutsia_ilealis,Porphyromonas_asaccharolytica,Streptococcus_salivarius
CCIS61287323ST-4-0,9.89867944085424,0.173415165524204,2.10109222304344,1.04738313008129,0.420929313459802,14.9711734401079,0.544038205471566,0.649486617092342,0.283276633131191,17.828074584362,0.346106246906788,0.148698581528135,205.595567931274,1.24356664103659
CCIS62605362ST-3-0,1.26164744201994,1.07567091784183,1.94998215198788,1.03594686116176,0.712082139446039,2.50190581508547,3.39226114966623,1.82004284572593,0.573265731891056,6.91928551734009,0.867688708253412,0.635331318866645,1.21491196794217,0.0572906887336941
CCIS71301801ST-4-0,1.6101695260938,0.610787744942074,0.616690288182492,1.30989138923437,0.410555202036272,3.0660846655959,6.72823574317881,1.45246657463934,0.0412889463913751,8.21510882674227,0.151938585554289,0.0139857871541369,0.338183981174375,0.0140806585178317
CCIS76845094ST-20-0,1.00926285439945,0.00544516034977379,0.727152325409546,0.729121774341068,0.977968009276629,35.0514925519425,157.932913671104,0.716346370974868,0.862186253696647,94.6594810076761,0.621616214454866,0.407340227523622,0.274977549201888,0.160361865109818
CCIS77252613ST-4-0,1.01873178603412,2.20946282948577,1.23406769646324,0.607331387275674,0.579310661483361,1.53290442295617,6.325356223695,3.22389935377963,0.196855373715404,10.3181664151476,0.861631455817826,1.0916970545224,9.05086315999404,1.53267168759625
CCIS78318719ST-4-0,0.430297744077741,0.00558617852605551,0.501204379333257,0.182134948471056,0.296597021100538,0.913004021872733,1.24792879431302,0.402886097524098,0.293205570405998,13.0848187694296,0.671085685499814,0.411616029538693,1.57982425474655,0.11743846746448
CCIS81887263ST-4-0,5.53028546161303,0.188722980282926,0.952733826612499,1.7554730527327,0.704747470609923,12.9812500375771,29.9202457001838,59.1104504692019,1.10522922239676,1.37715238269633,1.92682647612941,3.20965493482738,1.09083514649979,0.38520503198086
CCIS82146115ST-4-0,0.0535902375335916,4.87747420517643,5.65119093259874,1.51335095632747,1.70195761961785,0.882912433632997,1.58890569945315,3.47067895355892,2.34047857393834,3.59464485290868,1.23892004863745,6.98933931954914,0.606124009570504,4.0218578426185
CCIS83870198ST-4-0,0.123453714774958,0.0065624352535288,0.241770758826027,0.0761501020568375,0.247625215889465,0.2912538574709,0.154335970814285,0.287245679591728,0.10956617386774,5.08749760583272,0.242338865688721,0.085649958401937,0.495601614718216,0.160152803607254
CCIS84543192ST-4-0,2.79695091714864,0.00605711974534842,1.8826194474447,0.361338210830882,0.944974416789524,1.60130916623631,0.496087995535472,0.487984149830443,0.152855787628517,9.36488793192356,0.685995648688881,0.604352094187592,37.7369827402786,0.229040455805878
CCIS87167916ST-4-0,2.26062686577563,0.00608106662647853,0.210651550143467,0.0134770473379358,0.233731829914414,0.0516543553257442,0.0112142481919545,0.062151083219281,0.00424306130662284,0.286254059560568,0.145203575157334,0.000459851186096879,101.567294709264,0.00666105247110696
CCIS87605453ST-4-0,0.54571407209032,2.17126758806376,0.3425391138566,0.561022436077661,0.658787664575419,0.135429119941881,0.103013316738325,0.106193701167752,0.100691732642256,0.119999400142703,0.111595360050036,0.00477111534646572,0.564741144761703,0.0487017835721321
CCIS91228662ST-4-0,29.5825740201245,0.0618760961274115,0.468555417185554,1.29101805728518,0.161744560838034,0.850813707919954,5.47344147803072,13.3970769868184,0.25934371194267,1.05521739038923,0.504387001814697,0.0291778739682135,115.152795870792,6.18713631624012
CCIS98832363ST-4-0,1.24393418239286,0.785228770321925,1.15318848051022,1.19429103247779,0.346541786743516,1.3732554435972,1.02437387646713,1.02849928034104,1.07872699450288,1.15707789515336,1.32637292667042,0.932875905737092,1.00483163205852,0.0829485738305322
CCMD11006829ST-21-0,18.4901576374339,0.00591145911886521,0.543013795542978,0.926423770781744,0.312412451361868,258.974692430913,159.518425624171,60.1715399916351,0.115557205968601,107.849448447001,0.190153547211373,0.0476235639137559,407.230287503558,0.239271148698601
CCMD12232071ST-21-0,4.98783463232803,0.00552175956979884,0.372592565624203,0.556212910037498,0.275610732879455,11.3015910300601,4.16688943113806,0.275836934900809,0.355372569283783,1.032761679853,0.894048987866652,0.0524911068013705,0.319672696640874,0.510168307460277
CCMD13071240ST-21-0,1.51658550951963,2.08111626918303,1.00058466839134,0.710570081012745,0.296057301413177,0.87265738702349,0.557002593809877,1.44025259735032,0.233418833898043,1.33836845129474,0.747747335432747,0.187173128604381,6.32704363136514,0.172689833394633
CCMD13934959ST-21-0,27.7948419502281,0.00689150842761001,0.135361059821282,0.178975784734383,0.133504044695339,26.1141185190784,44.1676440169158,0.645890874959992,0.188567549539407,4.01100790759251,1.09265597237547,0.0176121247370047,3.61576814195514,0.228311885719952
CCMD14479708ST-21-0,0.706639759951936,0.00613782626569256,4.39769427682183,0.890958508032581,0.697076102370181,0.797905547029303,0.356201901455381,0.148546445984342,0.0948993722863558,6.30050114393839,0.788920493881955,0.502191249738777,1.71837510138369,0.120182390435122
CCMD18872694ST-21-0,1.21818266504915,0.00469691469893365,0.640164338455148,0.72083230121377,0.61559739080175,10.2295498625379,14.8396662690079,65.7887285501375,0.150655335140274,36.9605756946242,0.737654882076029,0.302797402904728,297.207926566613,7.55654096088367
CCMD19497912ST-21-0,2.58191403221638,0.00625681071256989,1.00711255896026,0.533238318232717,0.205509518477044,19.2655166259128,44.0551364112203,30.6772609367544,0.0851157630491512,27.7951824092374,0.904191571100053,1.33663793273783,557.859808462371,6.25010564081236
CCMD23101338ST-21-0,1.57413340400446,0.785798560111724,1.87769529101907,1.21484622111412,0.645568972574704,4.79778418589793,3.56262747019764,2.09805976802044,0.407959509866621,6.04661943579738,183.98643280954,0.298599473765326,11.7884053585084,0.725991488051673
CCMD25511638ST-21-0,2.7485071331668,0.00557031663364318,0.557852230754806,0.670976203247031,0.24758958123471,0.703899328416148,0.461775884244778,1.63327750167397,0.557902154738667,0.305989048920994,0.44038960651912,0.0512950026767348,0.692329856575779,0.035234626209134
CCMD25963797ST-21-0,10.5831988299007,0.00522241637760857,1.52612314881444,0.498577939211183,0.624492189135988,1.23250526591158,0.633481940960906,0.866769035617719,0.755381607259984,0.88091201461547,0.797740472109489,0.0332318428929843,0.850617694069685,0.222124849309209
CCMD34381688ST-21-0,1.43496439281563,0.00571930135840545,1.47565815935462,0.864592582473871,0.258527422990233,3.57078343667928,1.97359075752098,9.84058719458675,0.418716993785736,55.8635524601516,0.397265265726261,1.6457906921225,9.54900129458056,0.0590175885477219
CCMD35802077ST-21-0,0.309263935193478,0.00524686703431491,2.09651536775401,0.521619333119369,1.12003305040186,5.43554568780066,0.612651594267164,4.02333148100513,0.44285657681412,1.95129948033415,0.666998110006829,0.0470198050481615,3.17058084519356,0.112037058278947
CCMD40701343ST-21-0,15.5929653192811,1.41131259521352,0.777246145667197,0.588431305536567,0.335380116959065,6.40629727010678,2.21175768096516,5.80211243959479,0.644471558373046,8.33314916661931,0.143757615988362,0.407205402843359,0.676474868150477,0.0220286736176224
CCMD42428553ST-21-0,3.33585767577641,0.00542058157933947,1.73582501912864,0.608743012864243,0.879783573116631,1.31377988911519,3.32633378390125,9.72832825088509,0.254595139599074,8.17199276803623,1.04241183291434,0.276598178053657,127.09401159383,1.19383516481077
CCMD45988061ST-21-0,36.4674097203474,0.00548130118074774,0.276062933624356,0.176619313846538,0.291723892364821,12.677931292042,0.363997440203171,0.301260394801176,0.169564877114633,2.6775293456504,0.385805801126619,0.36971740049648,1.65292544479828,0.00946158337631737
CCMD46222674ST-21-0,34.8652408593504,0.00486057905453134,0.939832448280055,0.744090461398588,0.521403136601258,10.2811981408324,4.38936374183844,11.9317256695381,0.110560056533196,17.3850326132941,1.21938780063807,0.708144549723923,11.8856409391246,0.0373432612262327
CCMD46947453ST-21-0,7.93955038286435,0.00633657853306571,1.07323232323232,0.828535563273933,1.11143410852713,1.87098299453533,1.40104407461203,3.63408022086559,0.296588655178613,4.23773975875213,3.66752900031604,0.499518234224408,0.720803092151758,0.329036311577863
CCMD50071957ST-21-0,7.22651920728844,0.98446455505279,0.709984459984459,0.744942557442555,1.31295787545788,74.6022313444321,21.1617975518164,42.53563440932,0.100943748094575,101.680337098753,0.686033420632474,0.057385684361941,467.086057431142,0.452893966226022
CCMD51864103ST-21-0,11.3092121233784,0.802804341809908,0.360249999559983,0.904635745853725,0.699512110123717,7.47338939008176,60.3645820867131,24.5700523691801,0.697003812650613,22.7763342615336,1.99083397936226,0.231889523727168,586.949375696786,0.407381166111759
CCMD60079086ST-21-0,0.889079360017011,1.59184668924179,0.556348849683245,0.348030617126454,0.731621750916917,0.149856182206784,0.40352286999583,0.163797717905468,0.265620848384347,0.250191796477891,0.353767085747377,0.0184212936521054,1.79902984724181,0.0272855676519322
CCMD63399960ST-21-0,1.20319561511877,0.00593641911144325,2.83705113751871,0.957962168955254,0.670385240902622,0.469505008108823,0.254749040391125,0.100467336515672,0.176390088221781,0.836519943676557,0.988564036194003,0.0760340994862017,16.5723356308805,0.322746409507451
CCMD64503764ST-21-0,3.86195714916303,0.156439309960513,0.27641444494862,0.40421532221471,0.11683813792401,0.601807552428076,12.1071738558073,2.85884120180101,0.0788704887482108,1.10270661926742,0.241077746120825,0.011691482543807,109.204566338702,0.0056483948146827
CCMD64776337ST-21-0,1.38862944836719,2.85920254454381,0.753086964840242,0.441658572122388,1.02128865144892,0.352376243869797,1.69423781167605,0.184689466666928,0.210407917267152,3.30572358575749,0.53363034656805,0.026141808133787,1339.11169627157,0.345985908144666
CCMD72895164ST-21-0,1.91697120548152,0.00518130601914933,0.69095354726396,0.618880759331158,1.06152738739974,0.26746590444968,0.318844992460441,0.401492727811824,0.0857616836308825,3.0762102910255,0.392607257461309,0.0324171996309523,0.359648277593321,0.0819375302029118
CCMD82866709ST-21-0,42.5828816110616,0.0065798194549478,0.461781948585358,1.00818378100327,0.576424822246214,35.5840943466736,61.5469386366814,36.1944355537054,0.512581288573084,3.65964675771869,3.71629914978689,0.591407297688012,3.48757625879552,1.06222854381448
CCMD86114146ST-21-0,7.39963955320589,0.465564633024835,0.805823599119685,0.463994236243163,0.471893811441688,3.56183140482297,6.78007792767314,8.74619110921733,0.124086337559897,12.7562863992356,0.867172167819504,1.93553009228749,21.1605019007086,0.0246790480412232
CCMD86707194ST-21-0,1.91551865056326,0.478998411166599,1.45088209775378,1.1757759114443,0.429293244339093,0.528011167625677,0.299902621902136,0.365034274617147,0.379588778632129,0.965714998326714,1.01333970080362,3.03929465306239,0.989777857396705,0.950664445557795
CCMD87156761ST-21-0,1.51948694516618,0.917647885838811,1.19902053823532,0.348685618974887,0.503936592738392,2.56249006883287,1.65000573182853,1.40945433552798,0.460781241352933,32.4198401222446,1.11998899477541,0.201996660532144,5.09134880452761,0.482601568738312
CCMD88272491ST-21-0,41.3295133822452,0.00609608853637234,0.0517835312785887,0.430690318898306,0.536267699706118,0.138310983866419,0.08632628843317,0.174563541075542,0.0448558033467364,0.099891025924359,0.19636398825866,0.249383118973715,1.80925488859244,0.0462924848125144
CCMD90311071ST-21-0,1.71666827031014,0.00567422495508876,0.522190052162148,0.859079100443478,0.386269604541518,0.461024804096118,0.637782575997118,0.513942926037124,0.664265053715378,1.82949319425063,0.271350319779204,0.158163436801977,1.51419371632743,0.0673827720001155
CCMD93344354ST-21-0,0.0737854976564654,0.00637010296432257,0.733620071684587,0.733900293255129,0.345333333333334,0.350922219108981,0.118428861709244,0.361171286687389,0.180323277929884,5.12309966260658,0.180011674750785,0.0503576224643952,0.642180947925164,0.13871952234812
CCMD95433940ST-21-0,0.162720022640692,0.00636016807249787,0.63511069999817,0.855432831374882,0.247262222988704,0.975496598857657,0.901161104693423,0.449130420269052,0.23655167151803,0.490840336930372,0.409829159472329,0.0573315917703945,0.879010924219208,0.102950098314409
CCMD96553385ST-21-0,0.769883500384895,9.14994447175342,0.479915215291259,0.276335781210432,0.399373259052925,0.366549831937242,3.94062833438102,0.191043083321388,0.0449362937289871,15.086321569816,0.726178502535221,0.0185776065969251,0.750390026453968,0.15885062796155
CCIS00146684ST-4-0,0.700353687549564,4.30647422680413,2.49375820056232,1.47272727272727,1.22977319587629,1.68854073659684,1.41207438023817,1.15897924279703,2.66053590614389,1.05908646995557,1.36705735479472,0.636069135306562,0.840458744158299,0.401928768120822
CCIS00281083ST-3-0,1.07524548800283,3.03583978309514,0.822364720440994,0.502216733654464,0.0553010944506051,0.863784029259664,0.439995187783521,0.622768713587515,0.442312660927552,0.866111325095293,0.900406261717738,0.0597266592327127,3.98000212188305,0.186875821907721
CCIS02124300ST-4-0,0.992281419896691,4.41618011607221,1.61441384594582,0.882036778293593,0.606577425218974,1.37005250322108,1.06349883410828,1.31427830871308,1.47804246604455,22.594467000482,1.36697447287758,1.80033766608715,1.9889418586652,5.13283582862729
CCIS02856720ST-4-0,1.08164255112764,0.00632710331862148,1.53543967685912,0.625491435248122,2.31792094414356,0.627119826073863,0.328447002001731,0.707397465779382,0.436134090820527,0.449714225878896,0.498509981874268,1.05371182805297,1.32025824360261,0.797169640273608
CCIS03473770ST-4-0,0.178071436175875,0.00624937619679457,2.53812074755863,0.871327052060041,0.961633663366335,1.69460852837971,1.13335558878476,1.89856951827031,1.18692794276996,4.68435614264396,1.33669898165941,0.392778232229933,0.957035926494725,15.8844707635814
CCIS03857607ST-4-0,0.245338490874205,1.84016333806249,0.899006296733566,0.797562826783604,1.06400742115028,3.10138247701467,1.99759137227533,9.79250258704143,0.769203489051769,2.78129202947509,4.76461854631532,23.9956781716286,8.19151211995248,0.269372378868285
CCIS05314658ST-4-0,1.52293928312347,2.03868209525576,1.47946317904005,0.946529721004952,1.90326059902099,0.710871678073903,0.511549697472831,0.37913487763834,1.79832214556316,0.558787593688238,0.428123658370555,0.264389338343232,1.53916120687606,0.23022873918523
CCIS07277498ST-4-0,0.341041159759132,0.00617060731758165,2.12355486299645,1.1087979324969,1.82417388231136,0.927754530518459,0.746540935963508,0.516033766045057,0.785429276035184,6.56498033099494,0.653708430729334,0.139284099544316,0.773217661719665,0.578488718449289
CCIS07539127ST-4-0,2.58787299539052,0.00581054754590893,1.8926400965084,0.981116561205441,0.646156735102655,0.972632184939766,0.888566576763041,1.9578800201858,0.459356450249707,0.708257824980584,0.603061261444606,0.279316987468046,0.773650734571562,8.7707035641101
CCIS07648107ST-4-0,0.17097728687392,6.34116558277045,0.772708936017826,0.953414511024673,1.63308891578273,0.719545479282195,0.147470751927721,0.250209260724686,2.26936934901357,0.0981208154691621,2.60228694673006,0.160022808616599,1,0.231568730911575
CCIS09568613ST-4-0,1.57117904375996,0.960999588412644,2.07288482986759,1.60835630323371,1.17446953751636,2.26077980873044,35.3420263966451,1.60822276635727,0.418724852895476,0.893782110782067,1.25138441481799,0.465228831188575,1.04723392833021,1
CCIS10706551ST-3-0,0.8870283456633,4.15368705751332,0.67841327924058,1.04168323920134,0.136862620316602,1.38224243453013,0.625662845027733,0.387095110835334,0.610911522470013,0.546798340605288,3.89479150735075,0.264650619275327,1.44411939824324,0.635179685586301
CCIS11354283ST-4-0,4.42683783235235,0.972515908738166,2.2093067881986,0.711969297193569,0.60527704485488,0.682087110394739,0.551819383154471,0.775698108465271,1.09862495051217,0.64430724901234,0.659815745099185,4.97691359806857,1.4155522432536,3.26908546508229
CCIS11362406ST-4-0,0.163850317145446,1.60652150067286,3.52618833994191,0.924952554608712,0.886842224951109,1.17247430125073,1.25101793495445,1.50633947874306,1.14623347253781,2.47880609455014,2.08670253757841,1.78179392605517,0.779208792712317,22.6200623558308
CCIS11558985ST-4-0,3.33551529127547,0.005667857158615,5.57819739147362,0.985672571539806,0.245610278372591,0.577458965141055,0.20080119625151,0.490285487630309,0.166421200472463,0.158363536674433,1,0.591296648467659,3.3733331478135,1.47831199672606
CCIS13047523ST-4-0,0.498647268824577,0.00562429402819393,0.600951869239825,1.02847460165065,2.94501501792462,0.501160473336068,1.55020892829923,2.1678354661289,2.39274984027997,1.40148396276254,0.397964114742672,0.142968532616996,0.380140160231158,1.65166875481489
CCIS15794887ST-4-0,5.01749836011005,2.22829548772545,0.828884492114729,1,0.788316151202753,1.64922800505224,0.904025129344065,0.632770500462428,1,2.99347734117989,6.35813553400486,3.36054002398485,1.56645175353923,0.419446863966455
CCIS16326685ST-4-0,3.76169934715013,0.910150207204891,0.287170542374631,1.02151506172174,0.552300170382992,0.846320189005877,1.49130210767523,1.38111842660755,0.211264854945394,0.416067440798294,0.534329984181364,0.965774522459118,2.35320888431273,0.305398893047095
CCIS16383318ST-4-0,0.00275185785127418,0.0054405682413931,0.680820301758929,0.725957743105755,0.195848375451264,1.83426815442961,1.00613255262889,18.701405347665,0.16411723695969,6.87098648111081,0.726322318899298,0.157176799090073,2.28886596945996,81.4543576187562
CCIS16561622ST-4-0,1.66899132989986,1,0.475135915613929,1.0221396785381,0.768825647311168,0.563103783863334,1.2154818578179,1.02761526815887,1.22500401960717,0.914648199480966,0.682292857027087,3.11022870682443,1.37419987326677,1.473996819305
CCIS20795251ST-4-0,2.51092176656552,0.00572518180283165,1.02578752045385,1.59967637175525,1.04333085255933,1,1.11677825885945,0.509693305502593,2.0536482478606,1.13446695838674,2.51607366174389,0.469687576347381,0.60852301286522,0.0643459483140763
CCIS21126322ST-4-0,0.857243271678293,2.43197423249132,0.381962994835571,2.03526938100432,0.2421789773727,3.88557190108477,2.6060936265846,2.19456868570441,1.38931671917534,6.63662644465632,2.30205526154322,21.9291133673324,0.526142932593109,0.777854577558857
CCIS23164343ST-4-0,0.232075104036272,3.42190838854938,1.17222437239944,0.986795701413929,1.0268372259579,1.00171608818149,0.90897440581094,1.14760097315957,2.9122985571002,1.07633973391593,1.30161380397565,5.42083780521228,0.499553245060679,0.438939832469583
CCIS27304052ST-3-0,1.31406008284397,1.32177012297302,0.733998909831596,2.01499894373635,0.444229279628196,2.22619618585844,1.04985494064723,1.37154941690933,0.340790973550494,8.71521616962702,2.40822980588234,0.808355085435843,1.50334660379863,0.997435018874739
CCIS29688262ST-20-0,2.06614835830205,0.667090971596347,3.21461136399534,1.32016789678494,2.151417627547,1.84072547771056,1.24338376922525,12.6373291914489,1.96344466089743,0.822689023453368,1.52233943987758,24.4441329529418,0.42854906680627,9.92811244474671
CCIS32452666ST-4-0,1.30798276261733,0.00510690067504195,1.35114350123608,0.356578804051845,1.21808626511273,1.75882701186823,0.498254752693644,0.600134702878047,0.252629739984629,0.80409818295858,0.635371927174707,1.49874903617788,0.668800724454934,0.400413682760826
CCIS34604008ST-4-0,0.517986552083288,0.00711487915597647,2.03178598495638,1.3111977750501,1.2415541502877,0.810953556708106,0.817452347089302,0.751255230536318,3.76020742810306,1,1.3154124745431,0.219723479229909,1.44247001100944,5.11540638965956
CCIS36699628ST-4-0,2.36241973303901,1.2664011757915,1.66223128456162,1.5215672016612,1.18227921167643,0.608891915691819,0.577310273326338,0.886439975729919,8.75487796931083,0.559246958092075,0.725195357597346,0.27641337525916,0.198272752412772,2.67658370563548
CCIS36797902ST-4-0,7.81080813066399,0.404965642757059,0.477025684461739,0.497025498014334,0.151226158038147,0.714379755219205,2.08498853004423,5.17248840985805,0.155339626515457,2.03033646732462,1.34983589894722,1.52249050009031,1.20809353446002,0.106398318035458
CCIS41692898ST-4-0,1.16200653793706,1.64792671813545,0.467958371184177,0.552208253821155,1,0.604866848609433,0.397820897364997,2.41741829956271,2.00257353097685,0.726028860502659,0.602275196660141,1.19238226609138,0.430947374401626,2.64733433633519
CCIS45793747ST-4-0,0.365391442068759,0.00655301041682242,1.90538960507012,0.820812574007459,1.17453100679938,1.43782590435348,0.40841457622891,0.736808248685861,1.06102991668361,0.343205932062478,0.613306833759868,2.04908362221846,0.665080472124776,27.2518217952352
CCIS48174381ST-4-0,0.521534739981342,7.37986374308476,0.532227244495558,1.26474364117788,1.29356673531431,0.855083228583978,0.403645694892878,0.770594715170175,7.15775296263878,0.398301930277639,1.16276724850128,0.0468084324933988,0.485710277160828,28.2975067288202
CCIS50003399ST-4-0,0.711261498175959,0.00519009271552377,1.40984694192433,0.822615520935273,0.542297061390748,0.75013981011948,0.525826107660116,0.387015192363957,1.75749538031706,0.559270636669592,0.626984941612391,2.6733967427752,0.221352230846962,6.70287143198619
CCIS50471204ST-4-0,0.715158199556886,1.4227229042198,0.848824271007192,0.743574578529098,1.30406771096513,0.735324324250288,0.745164541271055,0.631668528812867,0.928115342914243,0.351489224668658,0.616471112736833,0.0662996878343739,0.394909335879593,1.94678367203764
CCIS51595129ST-4-0,0.72037739683233,0.00561118922916054,0.871230043515352,1.1265242918898,1.08540335935652,1.36270340869293,1,1,0.493994821501607,1.17822865297308,2.49205414959746,0.722135167320915,0.979475129617487,0.292829597484454
CCIS63468405ST-4-0,1.47259295846656,1.34943840327615,0.786045654244367,0.818043565086482,0.775261912808383,1.1809606351941,1.2694589279843,0.8955927024814,0.176983745723744,0.458627736980466,0.929943744247087,1,46.453875422275,0.37287425154132
CCIS64773582ST-4-0,1.77015979916117,0.0055739042284684,1,0.934465329472166,1.92773109243698,0.814479779074032,0.405613790653466,0.402336289858601,0.612134268960348,0.736538465586082,0.431540677619697,1.11598269873913,0.293709370432661,0.334674311780634
CCIS71578391ST-4-0,2.81748919411513,1.14343275084308,2.61456371625863,1.19481671265273,0.301405859939562,1.64701730097062,4.44950636988812,0.732762449707326,0.505645624227802,0.798429531500927,0.704617077516149,5.84306686165105,2.81587736675473,1.13834099152135
