"","Aspergillus_rambellii","Rhizophagus_irregularis","Moniliophthora_perniciosa","Erysiphe_pulchra","Sphaerulina_musiva","Phytophthora_capsici","Trichophyton_mentagrophytes","Aspergillus_kawachii","Pneumocystis_murina","Debaryomyces_hansenii","Trichoderma_atroviride","Pseudocercospora_musae","Cordyceps_sp_RAO_2017","Rhizophagus_clarus","Pichia_kudriavzevii","Paracoccidioides_brasiliensis","Albugo_candida","Lipomyces_starkeyi","Naumovozyma_dairenensis","Phytopythium_vexans","Aspergillus_ochraceoroseus","Colletotrichum_fioriniae","Coniochaeta_ligniaria","Leucoagaricus_sp_SymC_cos","Colletotrichum_salicis","Candida_arabinofermentans","Baudoinia_panamericana","Hyaloscypha_variabilis","Schizosaccharomyces_pombe","Tuber_magnatum","Thielaviopsis_punctulata","Edhazardia_aedis","Choanephora_cucurbitarum","Fusobacterium_nucleatum","Parvimonas_micra","Gemella_morbillorum","Anaerostipes_hadrus","Pseudobutyrivibrio_xylanivorans","Butyrivibrio_proteoclasticus","Roseburia_intestinalis","Dialister_pneumosintes","Lactococcus_garvieae","Brachyspira_pilosicoli","Romboutsia_ilealis","Porphyromonas_asaccharolytica","Eubacterium_eligens","Clostridium_beijerinckii","Fusobacterium_periodonticum","Streptococcus_anginosus","Bifidobacterium_catenulatum","Lactobacillus_ruminis","Bifidobacterium_angulatum","Streptococcus_salivarius","Bifidobacterium_pseudocatenulatum","Streptococcus_equinus","Streptococcus_milleri","Bifidobacterium_bifidum","Prevotella_intermedia","Streptococcus_thermophilus","Bifidobacterium_adolescentis","Adlercreutzia_equolifaciens","Ruminococcus_bicirculans","Bifidobacterium_longum","Escherichia_coli"
"Seed_1",49.44,49.35,59.72,56.39,43.52,55.09,53.52,44.54,50.74,51.57,54.07,42.78,42.13,35.46,47.13,48.33,39.07,70.74,55.83,55.93,60.65,46.48,50.37,48.8,56.2,38.15,39.54,32.13,63.61,55.65,48.52,27.59,47.78,50.65,69.44,73.98,45.56,28.61,44.54,36.57,60,35.65,19.44,38.33,67.78,33.8,43.8,71.3,65.93,58.7,40.37,30.74,53.24,52.78,41.48,51.02,48.33,43.61,47.96,44.72,53.24,56.76,67.96,48.7
"Seed_2",52.69,50.09,59.54,56.3,41.85,53.43,52.69,45,51.85,51.3,52.78,42.5,43.98,33.89,46.76,48.61,38.8,70.93,56.02,54.81,62.87,45.93,49.63,50.37,56.94,39.35,40.09,34.72,65.09,56.02,47.5,27.41,48.61,49.81,70.74,74.07,46.3,30.09,44.17,34.17,59.44,35.83,20.19,37.59,68.43,34.07,43.33,71.67,64.26,58.15,40.37,31.11,55.28,53.7,40.74,48.43,50.19,40.83,48.89,43.8,53.7,57.04,67.96,47.59
"Seed_3",51.02,49.63,61.76,56.48,43.52,55.09,52.96,43.06,52.31,52.59,55.56,43.24,41.39,32.78,45.83,46.85,39.35,67.69,56.02,56.02,62.78,48.24,49.81,49.63,56.2,39.81,41.02,34.17,63.43,55.19,48.43,28.43,48.89,50.09,71.02,74.35,46.3,29.07,44.72,37.22,59.72,34.35,19.72,36.94,67.41,35,43.8,72.69,65,57.04,39.35,31.57,55.09,53.89,42.31,48.89,49.26,42.96,46.67,46.76,56.67,57.78,67.96,48.61
"Seed_4",49.35,50,60.56,55.93,42.04,52.69,51.57,42.41,51.76,50.65,54.44,42.31,42.87,35.28,46.76,46.3,39.91,70.09,56.67,55.65,61.48,46.94,52.04,49.91,57.59,39.81,39.26,34.63,64.72,54.81,47.59,27.04,48.52,51.39,70.65,74.72,46.67,30.46,44.35,36.02,60.56,34.72,19.44,38.43,67.96,34.63,44.17,69.81,64.07,56.48,38.61,31.57,54.35,52.31,42.04,50.83,48.24,41.67,47.96,43.43,52.87,57.87,68.52,47.13
"Seed_5",50.74,50.37,59.63,56.67,41.76,53.24,53.89,43.61,52.59,51.39,55.09,43.06,41.39,35.65,45.46,48.52,38.43,70.74,56.39,55.37,60.74,46.2,48.98,48.7,56.85,39.63,40.83,36.2,63.15,55.19,47.96,28.61,48.33,50.28,70.65,74.63,46.11,29.44,44.81,36.67,59.26,36.76,20,38.7,67.69,33.15,44.44,71.76,65.28,56.48,39.35,30.09,53.52,54.54,41.94,48.7,48.8,42.41,48.33,44.17,53.06,55.56,68.61,49.07
"Seed_6",51.85,49.17,59.26,57.31,42.69,53.61,53.61,42.22,54.91,52.22,54.63,43.06,42.13,33.43,46.3,47.69,38.15,71.48,56.67,56.57,61.57,46.3,50.28,47.96,57.04,40.65,39.44,35.37,63.33,55.37,49.91,28.33,48.52,51.39,68.8,73.52,47.13,28.33,44.44,36.57,58.7,34.26,19.44,38.8,68.52,32.96,45.09,72.04,63.98,57.59,40.56,30.74,52.69,52.41,42.31,50.37,49.72,41.76,49.54,44.54,52.59,57.13,67.41,50.09
"Seed_7",50.74,48.89,60.74,56.85,42.13,52.78,52.31,43.7,52.5,50.28,53.33,41.39,41.39,33.52,47.5,46.02,38.24,71.57,57.87,55.09,61.67,44.91,51.02,49.44,56.85,40.28,40.74,34.63,64.44,55.09,49.07,29.35,47.87,50.37,69.17,74.26,45.93,29.35,45.74,36.11,59.44,35.09,19.91,39.35,67.04,34.63,43.24,71.67,64.35,57.59,39.72,31.94,55.65,54.26,41.67,47.59,50.37,41.48,47.96,44.17,53.89,57.04,68.06,47.59
"Seed_8",49.81,50,61.3,57.04,43.06,54.17,51.3,43.24,54.07,51.48,52.59,43.43,43.24,33.8,46.02,48.06,40.28,69.91,56.85,54.44,62.31,47.5,50.46,48.98,58.06,39.26,39.54,35.56,63.89,56.85,47.69,28.61,48.06,50.19,70.37,74.72,46.48,28.98,43.33,37.5,58.89,35.74,18.98,38.8,68.8,33.24,44.81,72.22,64.26,57.96,40.65,28.98,54.17,54.54,42.22,49.44,50.37,41.57,47.22,44.81,54.07,56.48,67.78,48.89
"Seed_9",53.24,47.78,62.13,55.93,43.24,53.06,52.96,43.61,51.85,51.94,54.07,43.15,42.96,33.43,47.87,49.63,37.96,70.65,56.48,57.31,62.04,47.31,48.7,50,58.52,38.89,39.91,35,63.15,55.46,47.13,28.15,47.59,51.2,71.76,73.33,45.56,28.7,44.72,35.28,59.17,34.81,19.07,38.52,67.69,34.17,45.56,70.74,64.91,58.15,39.44,31.76,53.8,54.26,42.22,48.61,50.83,41.39,47.59,44.26,55.09,57.13,67.59,47.22
"Seed_10",51.67,49.63,59.35,57.78,42.31,52.78,52.22,42.87,50.56,51.11,56.02,41.85,41.2,35.83,46.2,47.31,38.89,70.56,55.65,57.31,62.59,47.04,50.37,50.19,57.78,39.07,40.46,31.3,62.13,55.74,48.24,27.41,47.13,50,70,73.89,47.41,29.91,44.81,38.43,59.44,34.81,20,38.7,68.33,33.8,44.07,72.13,65.28,58.06,41.2,30.74,55,53.33,41.39,51.11,50,41.2,47.04,43.15,56.02,57.31,67.31,50.19
"Seed_11",48.52,48.52,60.65,56.94,42.13,54.35,52.69,43.61,50.74,52.13,55.74,42.13,41.57,35.74,46.94,48.15,38.89,70.83,56.2,56.85,60.65,46.94,49.26,48.8,56.57,40.19,40.28,31.57,64.54,55.65,46.76,29.07,47.59,50.74,70.56,75.19,46.48,29.17,44.72,37.41,59.17,34.91,19.54,38.33,67.41,32.78,44.91,70.83,64.44,56.76,39.91,30.46,53.33,53.24,40.93,48.98,50.83,41.3,48.06,44.35,54.17,58.15,67.78,50.46
"Seed_12",51.3,51.57,60.28,57.13,41.85,53.8,54.35,45.37,55,50.83,54.26,42.78,41.3,35.19,47.5,47.78,38.8,68.98,56.76,56.11,60.65,46.94,50.19,49.72,58.06,40.65,39.44,34.91,62.13,54.91,48.89,26.94,49.63,49.54,69.81,72.87,46.94,29.26,44.63,36.57,59.91,37.5,18.7,37.87,67.96,32.69,43.06,70.93,63.7,58.06,41.39,30.93,55.09,53.8,42.41,49.44,49.81,42.13,48.61,45,54.17,57.69,68.06,45.93
"Seed_13",51.57,46.57,60.28,56.48,41.2,55.56,51.3,43.33,54.17,50.46,54.44,41.67,41.48,35,46.94,49.07,39.81,70.37,56.39,55.83,62.22,46.67,48.06,50.37,56.39,39.44,40.93,32.59,62.69,55.28,48.06,28.33,48.52,48.7,70.65,75.19,47.22,29.44,45,35.46,58.89,34.72,20.56,39.17,66.57,33.15,43.98,71.85,62.96,58.52,41.2,31.76,53.61,52.69,43.8,49.72,48.8,42.5,48.8,44.26,52.78,57.41,68.8,48.43
"Seed_14",52.13,49.54,59.81,56.48,41.48,55,53.98,43.33,53.43,50.65,54.17,42.78,41.67,35.28,45.83,47.87,38.33,69.81,56.2,56.02,61.57,46.76,51.11,48.52,57.41,39.44,39.17,33.15,64.26,55.56,48.15,28.52,47.96,51.2,70.09,74.35,46.76,28.52,44.63,34.72,60.09,35.09,18.61,39.17,67.69,34.26,44.17,71.02,65.28,57.78,40.83,30.28,53.7,53.52,42.04,49.63,50.46,41.85,47.87,44.54,54.72,56.11,68.43,49.07
"Seed_15",51.85,49.07,60,55.74,40.09,55.46,54.63,44.26,53.24,51.48,54.26,41.67,42.41,33.43,46.57,45.65,38.89,70.56,55.46,55.74,62.31,47.96,50.83,49.91,58.33,40.09,39.26,34.35,63.61,55.56,48.8,27.87,46.85,51.02,71.57,74.44,45.74,28.98,44.91,36.67,59.72,33.98,18.7,39.35,67.69,34.07,43.8,71.76,65.28,58.33,40.74,31.11,54.07,54.17,41.85,47.5,50.56,42.13,49.44,46.48,54.35,56.85,68.89,48.15
"Seed_16",48.61,49.91,59.81,56.57,42.04,53.7,53.43,43.52,52.78,51.76,56.48,41.02,42.5,33.52,45.37,47.59,39.44,70,55.65,56.2,62.04,45.83,49.17,49.17,56.57,37.69,40.46,34.54,65.19,55.46,46.67,28.24,49.63,51.48,70.83,72.87,45.56,28.15,44.81,37.78,58.52,34.44,18.98,38.8,68.33,32.69,44.07,70.74,64.26,58.7,41.76,31.02,55.37,54.26,40.28,47.96,49.26,41.76,49.17,44.54,54.07,56.67,67.87,49.63
"Seed_17",50.65,49.17,58.61,55.83,44.07,55,52.96,42.87,52.87,52.5,53.52,42.41,40.93,32.87,46.2,47.5,39.63,71.39,55.28,54.26,62.5,48.43,52.59,49.07,56.11,38.33,39.72,35.56,63.61,57.59,48.61,28.61,47.78,49.91,69.17,74.44,45.74,30.28,45.09,37.59,61.57,35.28,19.81,38.8,69.26,34.26,43.61,72.04,64.17,57.41,38.7,32.22,55.37,52.31,40.74,50.09,49.54,41.76,49.81,42.69,52.41,56.67,67.13,47.41
"Seed_18",50.93,50.93,59.26,54.81,43.8,52.13,52.96,43.24,52.78,50.93,52.22,42.22,41.76,35.28,47.69,48.15,38.15,70,56.2,55.09,62.13,46.2,51.76,50.65,57.31,40.19,40.83,34.44,64.63,54.07,48.06,27.69,47.5,50.93,70.65,74.81,46.39,27.78,45.74,36.76,58.89,36.48,19.35,37.41,69.54,33.7,44.91,71.85,65.28,58.7,40.65,31.11,54.17,54.81,41.3,48.61,49.63,42.41,47.13,44.63,55.65,55.93,67.69,48.89
"Seed_19",50.19,49.44,59.63,56.57,44.07,52.5,55.65,43.24,52.87,49.17,53.52,42.31,41.11,35.93,45.74,48.24,36.94,71.39,57.59,55.37,61.76,46.11,51.11,48.61,57.59,39.07,40.65,34.91,63.06,54.35,47.78,30.28,47.04,50.93,70.19,74.07,47.22,28.06,44.35,38.24,59.91,35.19,19.17,37.96,67.5,32.22,46.2,70.93,63.8,58.24,41.11,30.83,55.46,53.33,43.15,49.07,48.7,41.76,48.15,44.81,54.72,57.22,67.41,48.06
"Seed_20",50.46,48.7,58.89,58.15,42.59,52.5,55.28,43.7,52.04,50.37,53.98,42.41,43.52,32.87,47.96,48.33,38.52,71.67,55.93,55.83,62.78,46.85,50.37,50,57.31,41.02,40.37,34.54,62.78,55.09,48.7,28.52,48.15,50.74,68.52,74.81,47.31,28.15,44.26,36.94,59.72,34.63,18.7,38.98,68.33,34.26,44.54,71.76,63.8,56.3,41.94,31.85,55.09,53.33,41.2,49.07,49.54,42.87,49.17,44.54,54.81,58.43,69.07,48.33
"Seed_21",48.43,49.63,59.81,57.69,43.06,53.98,55.19,42.87,51.48,52.31,54.72,41.2,42.41,33.33,46.76,48.61,38.24,71.02,55.65,55.93,61.39,47.5,51.02,50.19,55.83,40.28,40.28,35,63.06,56.76,48.06,28.8,48.8,50.65,70.93,74.54,46.48,30.28,44.44,36.76,59.54,35.09,19.81,38.33,69.72,32.96,44.07,72.13,65.93,57.5,41.02,31.2,55.28,54.07,41.67,47.87,51.39,41.57,46.3,44.54,55.93,57.13,67.22,49.35
"Seed_22",51.48,50.46,60.28,56.11,41.11,54.07,53.8,43.33,51.57,50,53.33,42.5,40.37,35.28,45.19,48.06,38.98,70.28,56.39,53.06,61.76,46.57,50.09,49.07,57.5,39.44,39.26,35.19,63.15,55.74,47.04,28.24,49.26,50.93,69.81,74.81,47.22,29.26,44.63,35.56,59.17,33.7,18.33,38.43,67.13,32.87,43.06,71.76,65.56,55.74,40.83,31.11,52.59,53.15,41.39,49.26,49.17,41.85,47.78,44.91,53.61,56.2,68.43,49.63
"Seed_23",51.39,49.26,60.74,56.3,43.33,54.72,55.28,43.43,52.22,50.56,53.89,42.69,41.11,34.44,45.65,48.24,38.33,70.46,55.19,57.41,60.65,46.76,48.33,50,57.69,39.72,39.72,35.09,63.8,56.76,47.96,28.24,47.04,50.56,70.37,74.26,46.57,28.33,45.09,37.96,59.63,35.28,20.46,39.17,68.52,33.89,43.89,72.31,64.63,57.87,40.93,29.54,53.24,53.43,42.13,49.17,51.02,39.91,48.43,46.11,54.17,56.3,67.78,47.78
"Seed_24",52.31,50.65,59.81,56.48,42.31,55.09,51.39,41.76,51.76,51.85,53.24,42.87,41.67,35.93,44.17,46.94,39.44,71.2,56.67,54.35,62.13,45.46,50.83,50.74,57.96,39.63,40.28,34.54,62.78,55.19,47.59,28.43,46.3,49.07,71.02,74.81,45.93,29.07,44.26,37.69,60.19,35.93,20.19,38.15,68.24,34.17,44.17,71.85,63.52,57.5,39.63,31.3,55.19,51.02,40.83,49.44,48.24,41.02,50.65,46.3,54.17,57.31,68.33,47.22
"Seed_25",53.8,49.91,61.02,55.65,42.31,53.7,52.5,42.69,53.24,51.85,54.72,41.39,42.41,35.74,49.17,48.24,38.15,71.57,56.67,55.09,61.11,47.87,51.48,49.35,57.5,37.87,40.74,34.72,61.57,56.76,47.22,28.24,47.41,51.11,70.09,75.37,45.74,28.98,44.81,38.33,59.91,35.46,18.7,37.22,67.96,33.24,43.52,70.74,65.93,58.15,39.63,31.39,55.65,53.06,41.48,48.7,49.72,41.48,48.06,44.54,53.33,56.67,67.59,46.57
"Seed_26",48.7,50.09,59.17,56.94,42.59,54.07,51.76,43.8,52.69,51.94,55.65,43.33,43.06,34.72,46.67,49.07,37.69,70.83,57.59,56.3,62.13,46.2,51.3,46.94,58.06,38.61,40.09,35,63.33,55.09,47.04,28.43,48.7,50.09,72.22,74.07,47.87,29.81,44.63,37.22,59.54,35.19,19.07,38.98,67.96,33.24,44.81,72.13,64.63,56.76,40.56,30.74,55.19,54.35,38.06,49.35,48.89,42.04,49.63,45.56,53.61,56.39,68.15,47.22
"Seed_27",50.83,47.96,59.81,55.19,42.5,54.54,53.61,42.13,51.57,51.39,53.15,42.96,42.41,33.7,46.11,47.31,38.8,71.39,57.04,56.76,61.02,47.13,48.8,49.72,57.41,39.54,41.3,34.44,65,54.91,48.06,28.33,47.96,50.74,69.81,74.63,46.48,28.43,45,38.24,59.91,35.65,19.63,38.89,66.39,33.52,43.89,71.48,64.63,58.61,40.28,30.46,53.24,53.43,40.65,48.24,49.63,41.39,49.63,45,54.63,56.2,68.7,47.22
"Seed_28",48.7,50.09,60.74,57.41,42.04,53.8,53.7,43.52,53.33,52.13,53.24,43.43,40.74,33.89,46.76,46.57,39.07,70.93,56.48,56.11,61.02,47.22,49.72,48.89,58.61,40.19,39.63,34.07,62.13,57.13,48.43,29.35,47.31,51.67,70.46,73.8,46.94,29.07,45.28,36.57,59.26,34.81,20.19,38.06,69.72,34.17,43.52,71.39,63.52,58.15,39.26,33.33,55,52.78,43.15,50,48.61,41.02,48.24,43.98,53.7,57.13,67.78,49.54
"Seed_29",51.57,48.8,59.63,55.09,41.85,53.33,54.17,43.52,52.5,51.3,53.15,41.85,42.04,35.83,46.48,48.33,39.63,71.48,55.09,56.02,62.78,47.31,50.65,48.15,57.31,40.93,41.76,34.17,63.43,57.69,47.5,28.06,48.43,49.63,70.28,75.93,46.94,28.61,45,36.11,59.91,35.93,18.7,38.61,68.15,34.17,43.98,72.22,63.43,58.06,40.74,30.56,53.33,53.24,42.31,48.7,49.35,41.85,47.13,43.15,55,57.31,67.04,50.09
"Seed_30",51.02,48.61,58.52,56.3,43.15,52.13,51.11,44.07,54.26,51.2,53.98,43.15,41.2,34.63,47.78,48.98,38.06,73.06,58.15,55.09,61.48,46.3,49.81,49.35,56.76,39.44,40.56,33.15,63.89,55.28,46.67,27.69,47.5,50.65,69.07,75,47.13,27.04,44.91,36.3,60.93,34.91,19.17,39.07,69.72,32.04,43.7,73.24,63.61,57.41,40.19,31.85,55.46,53.89,40.65,48.52,49.81,42.31,48.33,45.19,53.43,57.78,67.96,48.15
"Seed_31",51.3,49.44,60.09,57.59,42.04,52.87,52.31,44.44,53.24,51.48,53.24,42.96,41.94,34.17,45.65,47.22,38.89,71.76,56.67,54.07,61.94,47.5,50,49.72,58.24,40.28,40.74,33.52,63.98,56.57,49.35,28.24,48.24,52.31,70.83,72.96,47.96,28.8,46.2,37.69,59.54,35.93,19.26,36.85,67.22,32.22,44.26,71.67,65.37,59.44,38.98,32.41,55.28,52.13,40.93,47.87,49.17,40,48.61,45.09,55.37,56.67,68.61,47.59
"Seed_32",49.44,49.54,59.54,56.39,43.24,53.7,51.3,43.8,53.06,51.57,54.72,43.61,40.83,34.07,46.94,48.98,40.28,71.02,56.3,55.74,61.85,45.93,50.83,48.98,57.31,39.91,40.28,34.54,63.52,55.46,47.31,29.17,48.52,49.81,70.56,73.7,46.48,29.26,43.61,36.48,60.56,36.11,20.46,39.35,66.02,34.54,43.7,71.2,64.17,57.78,42.13,31.67,52.69,53.89,41.76,49.81,49.44,41.3,50,44.07,53.8,56.85,68.52,47.87
"Seed_33",52.59,48.98,60,56.3,43.61,53.24,54.72,43.7,51.76,53.52,54.63,42.41,42.04,34.07,45.56,48.7,40.09,70.28,54.26,55.46,60.56,47.04,51.76,48.89,56.76,39.17,42.87,34.72,63.8,55.37,48.52,28.7,48.61,52.04,70.83,74.07,46.3,28.8,45.37,37.41,59.26,35.37,19.81,39.72,68.52,34.54,43.52,72.78,63.98,55.93,40.28,30.37,53.89,52.5,40.74,46.94,50.28,40.83,49.35,43.43,54.63,57.59,68.8,47.31
"Seed_34",51.3,50.56,60.74,56.76,41.85,53.43,54.07,42.13,52.96,52.59,51.85,42.96,42.31,34.35,45.83,47.13,39.26,70.83,54.35,56.3,64.44,45.65,50.37,49.91,58.43,38.52,39.07,34.17,63.06,56.76,48.15,27.96,49.35,50.46,69.72,73.33,45.83,28.61,44.72,35.83,60.37,35.37,20.56,38.52,69.54,32.59,42.69,71.3,64.07,58.7,41.76,31.3,53.52,53.15,40.93,49.54,49.26,41.85,49.26,45.09,53.33,55.74,68.06,48.98
"Seed_35",48.7,48.8,59.91,56.67,42.41,54.07,53.8,43.61,51.48,52.04,53.43,42.5,43.52,33.24,48.7,46.94,39.07,70.37,56.39,55.74,63.7,47.41,52.04,50.19,58.52,38.61,40.28,34.72,63.8,56.48,48.15,29.54,48.15,52.13,68.8,73.24,47.5,29.35,43.15,36.3,60.19,35.09,20.09,37.87,68.33,32.31,45.28,73.33,64.63,58.15,40.74,31.85,53.7,54.07,42.78,47.5,49.81,42.5,48.15,45.09,54.07,57.41,67.04,47.78
"Seed_36",50.93,50.65,59.26,58.61,41.39,54.35,55.19,42.69,50.65,51.02,54.26,41.94,42.41,32.87,46.57,47.31,37.87,72.22,56.85,55.37,60.93,48.7,50.19,48.7,57.41,39.72,40.19,33.61,63.8,55,48.7,29.54,48.06,50.93,69.35,72.96,45.09,29.72,45.46,37.69,61.02,35.93,19.26,37.31,66.85,34.35,43.61,70.65,64.91,58.24,40.19,31.3,54.26,54.63,40.65,49.91,50.37,41.11,49.26,42.78,53.52,56.94,67.96,49.07
"Seed_37",50.46,50.93,60.93,57.31,42.5,51.94,53.98,42.59,52.31,52.22,53.06,42.04,41.94,33.52,46.48,47.22,38.52,71.3,57.31,55.83,61.48,48.7,51.02,50,57.5,39.72,39.72,34.63,62.69,55.09,49.07,28.8,50,50.09,71.57,73.33,45.74,30.74,45.74,37.31,59.17,35.28,19.17,37.87,66.67,33.52,42.78,71.76,64.63,57.41,40.09,30.65,53.43,52.96,40.65,49.54,48.15,42.13,49.54,44.81,54.91,56.67,67.78,46.85
"Seed_38",51.2,49.63,61.02,55.74,42.13,52.69,54.35,43.24,51.76,51.94,54.07,41.11,41.76,34.17,47.22,48.43,37.04,70.65,56.39,55.28,62.5,46.39,48.98,49.63,56.94,39.72,39.91,33.8,63.43,54.63,45.93,28.33,47.69,51.76,70.93,73.24,46.11,28.89,44.81,37.69,60.09,34.54,19.17,38.15,67.69,33.52,43.33,71.3,64.91,56.85,40.46,30.56,54.44,53.8,42.5,48.7,48.33,42.04,49.26,43.33,55.46,55.83,67.96,48.06
"Seed_39",50.56,49.35,60.28,56.57,42.78,52.69,55.28,43.43,51.67,50.74,55.56,42.22,41.76,33.52,45.74,47.5,38.43,72.78,56.3,54.91,62.04,46.57,51.85,46.85,57.96,40.09,41.3,34.07,62.78,56.02,48.7,29.72,46.67,50.09,71.3,74.72,45.28,28.33,45,35.74,59.44,34.26,18.89,38.52,66.39,32.69,44.63,71.85,65.37,57.59,39.81,29.63,54.54,54.35,40.19,47.5,49.26,40.93,48.24,43.89,53.15,56.11,68.24,47.78
"Seed_40",51.39,48.33,60.65,56.94,43.24,52.78,55.28,44.35,51.76,52.41,53.89,42.13,42.13,31.57,45.28,48.98,39.54,69.91,56.76,54.63,60.93,46.94,49.07,50.28,56.02,39.44,41.02,34.63,63.33,56.39,47.5,30.46,47.96,50.74,70.28,73.43,46.57,28.89,44.81,38.24,59.26,35.74,19.44,39.72,69.81,34.07,42.59,72.59,64.07,57.78,38.8,30.46,55.46,51.76,40.83,48.89,50.37,41.94,48.06,45,56.11,57.41,67.96,47.41
"Seed_41",49.54,51.11,59.07,56.76,42.41,53.43,53.24,44.72,52.31,49.35,54.35,41.76,41.67,33.33,46.57,47.87,40.19,72.5,57.13,55.65,61.85,46.39,49.26,49.72,56.48,39.35,39.17,33.89,64.26,55.56,47.96,28.98,47.69,50.56,69.17,73.52,45.74,29.07,45.37,38.43,59.63,36.02,19.54,39.26,68.52,33.61,44.07,71.11,65.74,58.15,39.17,30.56,54.35,53.89,43.06,49.26,49.44,38.61,48.98,44.44,54.72,56.48,67.96,49.35
"Seed_42",52.59,50,58.43,55.09,43.24,54.44,51.85,42.5,52.69,50.56,54.63,41.48,40.56,35.65,48.06,47.22,38.98,71.57,56.76,54.91,61.3,46.48,50.37,48.89,55.56,39.26,40.56,33.52,64.35,56.39,47.22,29.17,47.78,50.46,70.09,74.17,46.2,28.33,44.63,37.5,60,36.2,20.46,39.54,68.61,34.17,43.89,72.96,63.8,57.5,42.04,30.56,55,53.52,41.39,48.89,49.72,43.43,47.87,41.76,53.52,56.67,68.33,48.06
"Seed_43",53.24,48.15,60.19,56.85,42.5,53.24,53.8,44.35,53.06,49.91,54.35,41.39,42.87,36.02,48.15,49.26,38.7,69.54,55,54.91,62.78,47.69,51.02,50.09,55.93,39.81,40.37,33.98,62.78,56.85,48.24,28.7,48.15,51.67,70,75.74,46.76,29.26,43.61,37.96,59.07,35.46,20.56,38.7,66.39,33.7,42.87,72.5,65.74,56.85,40.46,30.56,54.81,54.44,40.93,48.89,50.83,41.11,48.52,44.07,53.61,57.41,67.78,48.24
"Seed_44",51.02,50.74,60,57.96,41.57,55.09,53.33,42.96,51.85,51.76,54.72,42.31,41.11,34.17,46.3,46.94,38.52,71.76,56.57,55.37,62.59,47.13,49.17,50.56,58.06,39.17,41.02,34.91,63.06,55.09,47.41,28.61,48.61,50.37,69.35,73.61,46.39,29.44,44.44,36.2,59.81,34.44,20,38.8,66.3,33.15,44.54,69.81,65.19,59.35,40,31.02,54.26,54.17,42.13,49.54,49.26,41.67,50.37,43.61,54.54,57.59,68.52,47.96
"Seed_45",50.09,49.17,59.44,55.83,42.87,54.72,53.8,44.81,55.09,52.04,54.91,42.41,42.04,33.8,46.39,46.94,37.59,70.46,56.39,55.65,60.83,47.5,49.63,50.83,57.22,39.54,40.37,35.37,62.41,55.19,47.69,30.37,47.04,49.91,69.07,73.52,45.83,29.63,45.93,38.8,60,35.83,19.17,38.52,69.07,35.37,43.7,71.48,64.44,58.24,38.15,31.48,54.07,53.8,40.19,47.78,48.8,40.37,48.61,44.72,54.35,58.15,67.96,47.13
"Seed_46",51.02,49.63,60,55.56,42.5,54.54,52.5,42.96,52.22,51.85,54.35,42.78,41.3,34.81,47.04,46.76,37.04,70.37,56.02,56.85,61.3,45.74,49.54,50.19,56.85,39.07,40.74,32.87,64.63,56.57,48.52,27.5,48.06,50.19,69.17,73.33,46.3,27.41,44.26,35.28,58.89,34.63,19.91,38.43,68.33,34.17,43.52,71.76,64.63,57.96,39.63,31.39,53.24,51.39,40.37,48.06,50.09,41.2,48.43,43.8,55.46,57.13,68.15,47.69
"Seed_47",51.02,50.28,59.35,56.94,44.35,53.8,54.17,42.59,52.5,51.11,55.28,41.85,41.48,33.06,45.93,48.24,37.41,70.37,55.93,55.56,61.76,47.5,49.63,49.81,57.5,40,41.02,35.37,64.35,54.72,48.33,28.06,47.22,50.56,69.91,74.35,47.69,29.35,45.19,38.33,61.02,36.39,19.26,37.96,69.07,33.24,43.33,71.3,64.91,57.59,41.3,30.46,55.56,54.17,40.65,48.43,50.56,42.41,49.26,45,53.52,56.11,67.78,50.09
"Seed_48",51.76,49.17,61.02,55.46,43.43,54.63,53.43,44.07,52.96,50.65,54.63,40.83,41.76,36.2,48.52,46.3,37.69,70.83,56.48,56.02,61.76,47.87,50.56,50.28,56.94,39.26,41.2,34.81,63.8,56.2,47.59,28.52,46.02,51.85,71.02,73.98,46.67,27.13,43.98,37.69,59.72,33.7,19.81,38.15,68.06,31.94,43.89,71.2,64.07,57.31,39.91,31.3,54.07,52.69,42.41,47.69,49.72,41.2,49.26,46.3,54.07,57.04,67.13,48.43
"Seed_49",50.93,50.65,60.46,56.76,43.43,53.06,56.39,44.35,53.7,50.74,52.96,42.04,42.04,35.83,46.85,47.31,38.7,71.57,55.93,54.54,62.59,46.48,50.83,49.26,58.52,38.15,39.81,33.89,63.8,55,48.43,28.52,48.52,51.2,70.74,73.98,46.02,27.78,43.24,37.22,59.44,36.39,18.98,38.43,68.24,31.57,44.81,71.11,64.63,56.48,40.46,29.17,54.91,54.17,41.39,50.46,52.04,41.67,47.22,43.7,53.15,57.04,67.59,49.07
"Seed_50",50.09,50.19,58.24,55.28,43.8,52.22,53.8,43.52,48.61,51.3,52.69,42.87,42.13,35.09,46.2,47.59,38.61,70.09,55.56,55.46,61.39,46.48,51.67,50.93,56.85,40.46,40.93,33.33,63.24,55.83,47.04,27.04,49.35,50,70.74,74.07,46.48,27.5,45.37,38.52,60,35.83,19.35,38.43,67.59,33.61,43.33,71.39,64.63,58.98,40.65,30.56,55.28,53.06,40.83,49.54,49.44,40,47.87,43.8,53.24,56.3,68.15,46.2
