"","Aspergillus_rambellii","Rhizophagus_irregularis","Moniliophthora_perniciosa","Erysiphe_pulchra","Sphaerulina_musiva","Phytophthora_capsici","Trichophyton_mentagrophytes","Aspergillus_kawachii","Pneumocystis_murina","Debaryomyces_hansenii","Trichoderma_atroviride","Pseudocercospora_musae","Cordyceps_sp_RAO_2017","Rhizophagus_clarus","Pichia_kudriavzevii","Paracoccidioides_brasiliensis","Albugo_candida","Lipomyces_starkeyi","Naumovozyma_dairenensis","Phytopythium_vexans","Aspergillus_ochraceoroseus","Colletotrichum_fioriniae","Coniochaeta_ligniaria","Leucoagaricus_sp_SymC_cos","Colletotrichum_salicis","Candida_arabinofermentans","Baudoinia_panamericana","Hyaloscypha_variabilis","Schizosaccharomyces_pombe","Tuber_magnatum","Thielaviopsis_punctulata","Edhazardia_aedis","Choanephora_cucurbitarum","Fusobacterium_nucleatum","Parvimonas_micra","Gemella_morbillorum","Anaerostipes_hadrus","Pseudobutyrivibrio_xylanivorans","Butyrivibrio_proteoclasticus","Roseburia_intestinalis","Dialister_pneumosintes","Lactococcus_garvieae","Brachyspira_pilosicoli","Romboutsia_ilealis","Porphyromonas_asaccharolytica","Eubacterium_eligens","Clostridium_beijerinckii","Fusobacterium_periodonticum","Streptococcus_anginosus","Bifidobacterium_catenulatum","Lactobacillus_ruminis","Bifidobacterium_angulatum","Streptococcus_salivarius","Bifidobacterium_pseudocatenulatum","Streptococcus_equinus","Streptococcus_milleri","Bifidobacterium_bifidum","Prevotella_intermedia","Streptococcus_thermophilus","Bifidobacterium_adolescentis","Adlercreutzia_equolifaciens","Ruminococcus_bicirculans","Bifidobacterium_longum","Escherichia_coli"
"Seed_21",57.74,51.25,62.18,56.85,47.92,39.16,46.69,53.47,47.74,56.85,53.51,53.33,57.26,53.93,54.32,65.73,56.78,48.07,55.11,41.86,47.3,47.96,47.3,58.49,53.33,57.37,51.8,40.76,59.24,48.99,67.44,43.55,65.45,66.06,68.36,63.98,51.4,61.98,64.57,48.09,59.81,69.77,48.95,69.64,59.02,52.5,58.49,56.27,57.53,60.82,52.81,45.48,58.58,45.96,59.15,35.3,57.68,52.57,54.19,50.7,51.23,63.16,59.21,51.84
"Seed_22",59.68,51.82,62.59,57.22,47.52,37.3,47.65,54.26,48.05,58.53,54.39,52.59,58.27,53.01,53.31,64.35,57.11,49.56,54.5,41.88,46.99,48.4,46.38,59.26,52.54,57.42,53.75,41.75,60.27,49.87,67.27,42.8,63.98,66.89,68.54,64.3,51.76,61.67,63.95,48.84,61.56,69.79,47.54,69.22,59.32,51.84,58.03,56.91,56.34,60.49,52.33,45.74,58.38,45.81,59.54,35.37,56.45,53.23,54.78,50.37,50.86,63.23,58.03,51.34
"Seed_23",57.61,50.99,62.33,57.09,47.17,38.37,47.78,53.09,49.03,58.64,54.01,51.67,56.82,53.49,53.09,63.67,57.31,49.19,55.2,42.43,47.32,48,47.08,58.86,53.03,57.88,53.09,42.32,60.36,49.85,67.49,44.69,64.48,67.24,68.71,64.04,51.65,62.22,64.19,48.6,61.04,69.18,48.88,68.3,57.61,51.76,58.18,57.15,57.24,62,52.92,46.31,57.94,45.63,58.42,36,57.22,53.8,54.85,50.59,49.93,63.87,58.12,51.45
"Seed_24",58.16,51.54,62.2,57.17,48.73,38.7,47.08,52.44,47.65,58.34,53.62,51.86,57.09,54.45,54.34,63.01,55.75,49.01,54.98,41.42,46.82,48.24,46.47,59.81,52.52,58.21,53.47,42.17,59.52,49.78,67.22,44.08,65.03,66.02,67.88,63.91,51.95,62.22,63.69,48.79,62.26,69.81,47.13,68.58,57.59,51.8,58.29,55.38,57.13,61.78,50.88,44.76,58.8,45.77,59.74,34.88,57.48,51.21,55.02,50.77,50.92,63.47,58.58,51.21
"Seed_25",58.47,51.05,62.57,57.5,48.29,38.61,46.99,55.79,47.85,57.7,53.95,52.72,56.63,53.49,54.72,65.07,56.76,47.32,55.22,42.69,47.02,47.54,44.67,59.06,52.08,57.94,54.01,41.22,59.72,49.12,67.33,43.97,63.3,66.08,68.67,64.41,50.94,62.18,65.45,48.46,61.61,68.85,47.76,68.17,58.03,52.54,57.53,56.08,56.1,61.23,52.96,46.2,58.69,44.6,59.24,33.94,57.81,53.58,54.56,51.32,50.44,62.97,57.79,51.32
"Seed_26",58.27,49.96,61.43,57.59,47.92,37.65,47.89,54.85,50.29,58.49,53.36,51.76,56.54,53.75,53.25,64.22,57.5,47.56,53.95,42.17,46.88,48.05,47.67,57.94,53.16,58.14,52.11,41.86,59.59,49.36,68.28,43.64,63.51,66.5,67.33,64.15,50.81,62.64,63.76,49.14,62.09,69.24,47.17,69.24,58.4,51.56,57.79,56.19,55.99,61.91,51.84,46.03,58.78,46.6,59.54,35.72,58.07,52.15,53.6,50.79,49.71,63.58,59.3,51.8
"Seed_27",58.93,51.82,62.31,57.77,47.96,38.85,46.99,52.39,48.22,59.28,54.67,51.91,56.36,53.53,53.49,64.74,56.67,48.9,54.17,42.01,46.82,47.39,45.46,58.4,52.15,57.53,53.18,40.5,60.27,49.63,67.16,43.77,63.82,66.89,68.19,63.01,51.16,61.85,64.5,49.39,61.3,69.88,49.12,69.57,58.62,52.15,57.96,55.35,56.67,61.72,51.78,46.09,58.62,45.96,59.32,36,57.57,51.93,53.49,51.08,50.99,63.58,58.14,51.6
"Seed_28",57.83,51.34,62.18,57.2,47.37,38.04,46.18,52.83,48.16,58.32,54.78,53.01,56.74,54.3,53.75,62.75,56.76,48.95,53.99,42.94,47.37,47.56,47.78,57.7,52.92,58.53,53.91,42.54,60.62,50.53,68.08,43.81,64.72,66.37,67.75,63.62,52.68,62.51,64.72,49.61,60.73,69.72,48.71,69.13,59.13,52.24,57.11,56.34,56.38,61.63,53.07,45.02,58.34,45.55,60.14,35.85,57.26,52.41,54.01,51.86,49.41,63.71,58.27,51.1
"Seed_29",57.53,51.78,62.11,57.39,47.78,38,47.63,54.78,48.33,58.29,54.83,52.39,57.46,53.49,53.23,64.39,56.8,49.28,54.67,42.17,46.77,47.61,46.45,60.49,51.25,58.29,53.77,41.29,59.57,50.53,68.32,44.54,63.38,66.43,68.41,64.59,50.46,62.22,64.17,51.38,61.06,69.42,47.59,68.69,58.03,52.15,58.47,56.71,57.94,61.8,52.41,44.95,58.12,45.92,58.95,35.3,56.76,52.52,54.43,50.94,50.75,63.56,59.08,50.37
"Seed_30",59.04,50.7,62.51,57.13,47.13,38.96,46.95,54.85,47.28,58.38,53.09,52.5,56.67,53.14,53.91,64.72,56.23,47.43,53.71,43,47.85,47.89,46.77,58.03,52.08,57.59,54.28,41.29,59.94,49.47,68.36,43.2,64.68,65.56,68.52,64.3,52.22,62.24,64.61,48.64,61.65,69.15,48.05,68.71,58.29,51.27,58.05,56.67,56.63,61.85,51.65,46.25,59.7,45.33,59.65,35.87,56.76,52.74,55.2,50.86,49.67,63.38,57.79,51.03
"Seed_31",58.18,51.56,62.37,57.37,47.94,38.28,46.95,53.97,47.72,58.07,52.7,52.41,57.33,54.5,53.93,63.73,56.54,48.46,54.98,42.91,46.75,47.92,46.12,57.66,51.38,55.77,52.63,41.14,59.54,49.47,68.45,43.51,65.12,66.02,68.06,63.54,49.93,61.72,64.39,49.23,61.36,69.26,48.53,69.53,57.96,51.23,57.94,54.91,56.6,61.47,51.76,46.03,57.5,45.57,59.3,35.17,56.76,52.54,54.17,50.59,50.79,63.65,58.23,51.45
"Seed_32",57.88,52.65,62.64,57.81,48.24,38.2,47.24,54.43,49.96,57.66,53.64,51.16,57.72,52.96,53.73,64.06,56.56,48.77,54.28,42.94,47.28,48.07,46.77,59.89,53.03,57.92,51.54,41.4,60,50.5,66.59,42.3,63.95,67.22,68.41,64.19,51.23,62.2,64.5,49.36,61.08,69.92,47.41,68.69,57.13,51.01,57.24,57.06,57.09,61.98,52.19,45.33,58.93,46.01,59.1,35.76,57.37,52.19,54.43,50.92,50.29,63.78,58.75,50.72
"Seed_33",57.61,51.93,62.62,56.74,47.13,38.96,46.82,53.01,47.61,58.82,53.73,51.91,57.57,53.64,53.8,64.26,55.46,48.53,55.11,42.43,46.77,47.85,46.82,58.29,51.84,57.39,53.25,40.39,61.52,49.96,67.33,43.2,64.26,66.3,68.45,64.57,51.29,62.04,63.91,47.98,61.08,69.5,47.94,69.2,58.67,51.8,57.77,56.8,56.47,61.36,52.11,46.82,58.16,45.37,60.18,35.94,57.68,51.73,54.32,50.61,50.9,63.23,59.15,51.84
"Seed_34",57.44,50.39,61.01,57.59,48.09,37.91,46.45,53.73,48.31,57.59,53.99,51.84,57.06,52.96,54.12,64,56.74,48,55.22,42.5,47.5,47.52,47.24,57.48,53.84,58.03,54.26,41.27,59.17,48.42,67.29,43.22,64.63,66.85,68.06,63.62,50.86,62.79,64.06,48.86,61.41,70.32,47.74,68.67,58.82,51.34,56.95,56.85,56.95,61.52,52.08,45.2,58.53,45.5,60.38,35.1,58.07,51.4,53.44,51.56,50.09,64.7,58.47,51.03
"Seed_35",58.1,51.69,62.53,57.53,48.35,38.28,47.94,51.58,47.83,57.77,53.75,52.46,57.2,53.31,53.86,64.22,56.8,49.14,54.63,40.92,47.72,48.27,46.99,58.05,53.05,57.2,53.84,42.37,59.02,48.79,68.82,44.25,64.79,66.83,67.99,63.91,50.04,62.29,65.03,48.62,61.83,70.03,47.7,68.6,57.22,51.6,57.39,57.28,55.81,60.42,52.61,46.01,58.45,45.77,59.54,35.61,57.13,52.19,54.72,51.38,50.99,64.74,59.08,50.26
"Seed_36",57.53,50.94,62.26,58.29,47.24,37.34,47.81,52.72,49.85,57.74,54.78,52.22,56.47,53.51,52.26,63.58,56.38,48.82,54.8,43.05,48.31,47.87,45.61,59.81,52.79,57.48,53.53,41.27,60.27,50.11,67.46,43.05,64.33,66.19,68.45,63.6,51.21,61.61,64.41,48.71,60.4,69.42,48,68.54,58.1,51.32,57.15,55.99,55.95,61.74,52.19,45.44,58.6,46.88,59.65,35.28,57.06,51.38,54.7,50.79,51.03,62.97,58.71,50.31
"Seed_37",58.38,51.47,61.69,56.91,48.16,38.7,46.73,54.34,48.79,56.95,54.17,52.24,57.63,53.25,53.71,63.32,56.06,47.87,54.06,42.04,46.97,47.89,46.73,59.3,52.74,57.39,53.36,41.18,58.53,49.67,66.67,43.57,63.47,65.16,68.12,64.3,51.34,61.32,64.09,49.03,61.06,69.33,46.99,68.74,58.42,52.13,58.23,56.63,57.2,61.23,52.04,46.2,57.81,45.74,59.32,35.48,57.48,52.46,53.64,50.81,50.04,64.77,59.08,50.83
"Seed_38",58.4,50.92,61.98,57.26,47.67,37.96,47.74,53.71,49.1,58.23,53.16,52.65,57.2,52.87,52.94,64.13,57.02,48.51,54.12,42.3,47.35,47.78,46.91,58.69,52.46,57.04,53.44,41.64,59.43,49.01,67.62,43.75,63.67,66.1,69.04,64.37,51.05,62.42,64.35,49.3,61.08,70.14,47.02,69.66,59.02,51.95,58.01,55.99,56.45,61.32,52.08,45.28,58.69,45.17,60.07,34.66,58.01,52.46,54.26,52.35,51.08,63.6,58.14,51.27
"Seed_39",58.8,52.02,61.89,57.46,46.95,37.82,47.06,54.43,48.51,57.11,53.62,52.98,57.63,52.76,53.07,64.5,56.6,48.79,54.59,42.12,47.46,47.94,45.61,58.49,52.65,57.61,55.09,41.53,59.89,49.23,68.08,43.92,64.35,66.06,68.28,64.55,51.08,61.98,63.71,48.57,60.31,69.59,46.56,68.01,58.75,51.56,58.12,56.98,55.9,60.38,52.76,46.12,59.1,45.7,59.21,35.3,58.05,51.89,53.47,51.54,50.42,64.33,58.75,52.46
"Seed_40",57.72,51.73,61.85,57.72,48.03,37.78,46.99,53.44,48.11,57.74,54.06,51.93,57,53.47,53.14,64.35,56.43,48.66,54.61,41.31,46.95,47.72,46.25,57.92,52.46,57.83,53.4,41.4,59.13,49.45,67.44,44.08,63.03,66.26,67.81,64.35,51.01,62.26,64.09,49.74,61.23,68.98,48.51,68.74,59.43,53.16,57.5,56.21,56.87,61.34,52.83,46.88,59.61,45.33,60.36,35.39,58.32,51.65,53.97,51.54,50.55,63.14,59.06,50.26
"Seed_41",59.02,51.76,61.87,57.74,47.3,38.09,47.13,53.99,49.1,57.5,53.97,53.12,58.21,52.96,52.92,64.09,57.37,49.32,53.66,42.83,47.5,47.24,46.8,58.4,51.69,57.57,53.51,41.58,59.37,49.3,69.39,43.18,63.08,66.08,68.14,64.77,51.01,61.78,63.98,48.29,61.56,69.77,48.27,67.57,59.52,51.76,58.1,56.34,56.74,61.8,51.76,45.88,59.17,45.55,59.78,35.08,57.33,51.45,52.79,50.66,49.98,63.87,59.17,50.88
"Seed_42",57.55,51.49,61.36,58.14,48.18,36.92,46.97,55.4,48.05,58.03,53.71,52.13,56.85,53.38,53.07,65.16,56.8,48.88,54.59,42.47,46.25,47.74,48.33,56.82,52.94,58.27,54.08,41.14,58.86,49.82,67.55,44.23,64.15,66.3,67.99,64.33,50.48,61.19,64.59,49.1,61.28,69.39,48.42,68.82,57.72,51.29,57.94,56.03,56.43,61.28,52.48,46.36,58.51,45.99,59.96,36.29,56.85,51.86,53.36,50.75,50.44,64.09,58.91,51.12
"Seed_43",58.32,50.9,62.53,57.31,47.72,38.88,46.58,52.28,49.03,57.39,53.31,52.28,57.22,53.95,54.43,63.56,56.6,48.4,54.21,42.19,47.43,47.83,47.26,58.34,51.82,57.81,54.43,41.47,59.37,49.82,68.01,43.68,65.38,66.43,67.68,64.35,51.03,61.78,64.41,48.68,61.98,70.38,47.65,68.65,57.5,52.22,57.17,57.17,55.95,62.15,52.94,46.62,58.95,45.7,59.24,36.46,57.72,52.11,54.23,49.74,48.9,64.11,58.21,51.51
"Seed_44",58.69,51.67,60.75,56.93,47.72,39.1,46.31,53.71,48.84,58.25,53.95,52.19,57.55,52.9,54.54,63.3,56.71,48.77,54.78,41.58,46.77,48.44,46.86,58.47,52.39,59.08,53.42,42.63,59.85,48.86,68.6,44.58,64.81,65.95,68.3,64.72,51.51,62.31,64.94,49.28,60.88,70.4,47.06,68.19,58.86,52.72,57.37,56.3,57.5,61.72,53.01,45.96,58.05,46.18,60.09,35.56,57.68,52.5,55.53,50.61,50.75,63.93,58.53,50.5
"Seed_45",58.23,51.23,62.15,57.96,47.52,38.22,47.92,54.74,47.72,57.9,53.77,51.76,57.63,52.39,54.28,64.11,57.31,49.14,54.96,41.66,47.06,47.74,46.03,59.13,52.17,58.03,54.63,41.49,59.74,50,67.97,43.7,63.27,66.19,68.93,63.71,50.46,62.9,64.68,50.48,60.93,69.44,47.87,68.8,58.36,52.65,57.44,56.67,55.62,61.83,52.74,46.18,58.75,45.88,58.97,35.17,57.33,53.09,55.07,50.72,50.64,63.8,58.53,50.88
"Seed_46",57.85,51.27,61.76,58.16,48.05,38.17,47.32,52.7,48.66,58.16,53.71,52.61,57.28,52.74,53.49,64.26,56.8,49.08,54.52,43.09,46.86,47.87,46.75,59.15,51.95,56.87,52.83,41.31,59.1,49.32,67.66,43.7,64.63,66.94,68.74,64.66,51.18,61.17,64.15,49.41,61.19,70.03,48.77,70.1,57.26,52.41,57.35,54.85,55.27,61.65,52.13,46.29,57.46,45.57,59,35.32,56.41,51.8,52.79,50.97,50.18,63.41,58.36,51.36
"Seed_47",58.97,50.97,60.97,57.24,47.43,37.21,46.84,53.88,48.33,57.44,54.41,52.76,57.88,53.33,54.08,64.13,55.57,49.87,53.66,42.01,47.35,47.17,46.53,58.25,52.35,57.79,53.38,42.01,59.98,50.44,66.67,43.46,65.51,65.88,68.63,64.17,51.67,62.53,64.04,49.08,61.61,69.53,47.92,68.63,56.87,51.43,57.13,56.49,56.87,62.26,52.46,46.03,59.61,45.44,58.91,35.32,57.72,51.43,54.39,50.83,50.57,64.13,58.8,50.33
"Seed_48",59.26,51.51,62.26,57.9,48.18,38.57,46.82,52.79,48.71,58.69,53.44,51.62,57.06,52.9,54.63,64.77,56.3,48.42,54.23,42.54,47.3,47.48,46.49,58.91,52.35,57.37,52.39,41.27,59.61,49.32,67.71,43.84,64.55,66.43,68.47,63.6,50.46,62.83,63.19,48.27,60.9,69.33,49.28,68.98,57.24,53.29,57.66,56.3,57.24,60.88,52.52,46.31,59.08,44.54,59.32,35.32,57.68,52.61,54.23,51.27,50.72,64.3,58.6,51.47
"Seed_49",58.32,51.82,62.31,57.13,47.24,38.35,47.17,54.08,49.32,57.04,53.77,52.57,56.56,54.04,54.41,63.76,55.99,49.23,54.06,41.36,47.41,46.95,46.03,58.18,52.48,57.96,53.33,40.96,59.98,48.95,67.51,43.66,64.02,65.97,68.28,63.69,51.76,61.85,65.12,48.99,61.98,69.24,49.06,68.6,57.53,52.04,57.48,56.6,56.14,61.63,53.07,44.78,58.49,46.07,59.98,35.41,57.17,52.3,53.97,50.77,50.86,63.36,58.84,51.54
"Seed_50",58.01,52,62.48,57.7,47.85,38.11,47.7,54.52,48.2,57.88,53.38,52.74,57.77,54.43,52.81,64.22,56.71,48.55,55,42.58,47.26,47.13,46.14,58.47,51.89,57.88,53.16,41.79,61.12,49.43,66.72,43.57,63.73,66.87,68.63,64.52,51.23,62.33,63.65,49.03,60.95,70.18,47.04,68.91,57.61,51.21,57.33,56.58,57.26,61.43,52.13,46.29,57.2,46.58,60.11,34.77,57.77,52.11,54.54,50.83,50.18,64.3,58.45,51.03
"Seed_51",57.81,51.76,61.25,56.6,47.89,38.35,46.58,54.72,48.64,57.7,54.15,52.96,57.48,53.36,52.19,64.19,55.57,48.22,55.53,42.15,46.75,47.04,45.44,58.12,52.83,58.05,52.41,40.96,59.63,50.61,67.51,43.84,64.3,65.99,68.45,64.3,51.65,61.85,64.17,49.28,61.98,69.86,49.08,68.56,59.28,52.26,57.35,56.14,55.64,61.28,52.08,46.29,58.03,46.09,60.36,35.1,57.61,52.15,53.8,50.86,49.47,63.65,57.9,51.58
"Seed_52",58.34,51.86,62.2,56.82,47.67,38.48,47.59,52.02,47.76,58.67,52.96,51.91,57.55,53.64,53.88,64.96,55.44,47.74,54.72,42.32,46.75,47.83,47.7,58.67,51.16,57.57,52.74,40.96,58.91,49.85,67.62,44.78,63.69,65.6,67.99,63.8,51.69,61.54,64.63,49.67,61.5,69.39,47.41,68.98,58.4,51.4,57.5,56.21,56.78,60.55,52.11,45.74,58.18,46.53,59.24,35.06,57.68,52.65,54.83,49.93,50.42,64.02,57.42,50.64
"Seed_53",59.76,51.56,61.23,57.28,48.07,39.07,46.8,53.4,47.78,57.66,54.52,51.71,57.26,53.31,54.5,64.11,56.54,49.06,54.56,42.91,46.91,48.2,46.75,58.97,52.92,57.92,52.15,41.42,60.73,49.34,68.23,44.87,64.26,67.07,68.8,63.89,51.34,62,64.87,49.74,61.41,69.24,47.63,68.41,57.96,51.97,58.36,56.23,56.6,61.56,52.39,45.55,57.77,46.05,59.72,35.78,56.93,53.03,54.76,51.36,50.53,64.06,58.27,50.61
"Seed_54",58.21,50.55,61.61,57.99,47.83,38.48,46.88,53.84,47.87,57.99,54.19,52.26,57.74,53.27,53.84,64.57,57.33,49.03,54.76,41.82,47.54,48.6,47.28,58.75,52.33,58.75,54.48,41.47,60.11,48.9,67.57,43.7,63.73,66.67,67.97,64.61,51.27,62.64,64.7,49.19,61.89,69.44,47.15,68.76,57.92,51.89,57.2,56.93,56.85,61.06,52.5,45.83,58.4,45.41,59.26,35.59,57.81,52.65,53.62,50.61,50.37,63.27,59.68,50.2
"Seed_55",57.63,51.76,62,56.54,47.21,38.24,47.21,51.32,48.86,57.48,53.99,52.17,57.46,53.71,53.47,64.17,57.42,49.14,55.38,41.07,46.75,47.61,46.4,58.75,52.41,58.47,54.23,41.16,59.17,49.17,67.31,43.62,63.67,67.22,68.32,63.98,50.53,62.55,64.96,49.17,61.08,68.8,47.81,69.44,58.18,51.34,57.55,55.88,56.3,60.49,51.91,46.67,58.47,46.12,58.12,35.76,56.56,51.86,54.45,50.68,50.15,63.54,58.62,51.01
"Seed_56",58.6,51.8,60.97,57.22,47.02,38.53,47.08,54.54,48.31,58.1,54.63,52.76,56.8,53.42,54.15,63.87,55.81,48.82,53.42,41.88,47.41,47.85,46.23,59.5,52.63,57.94,54.85,41.9,61.28,50.33,67.05,43.64,63.67,65.95,68.36,65.42,51.6,62.44,64.55,49.36,60.75,70.49,48.97,67.81,59.1,51.97,57.9,56.01,56.54,60.93,51.97,46.09,58.84,45.77,59.5,34.88,56.74,52.81,54.37,50.92,50.46,63.8,58.71,51.71
"Seed_57",57.7,51.58,62.81,57.55,47.5,37.69,45.74,51.86,48.99,58.42,53.86,51.27,56.67,52.96,54.17,63.14,55.92,48.92,54.1,41.79,46.64,47.02,46.71,58.14,51.71,57.61,53.09,41.33,59.68,49.41,67.97,44.14,64.24,66.26,68.47,63.93,51.36,62.68,64.66,49.32,61.15,68.98,47.17,69.04,57.92,52.13,57.74,55.33,56.47,62.02,52.13,45.2,57.92,45.96,59.21,35.5,57.72,52.26,54.85,51.47,50.92,64.15,59.15,51.38
"Seed_58",58.75,51.29,61.94,57.33,47.28,37.47,46.64,53.99,47.63,58.25,54.52,52.24,56.8,54.01,54.34,64.5,56.87,48.6,54.83,42.01,47.24,46.25,46.8,58.47,53.53,57.63,52.96,41.38,59.5,49.65,67.66,42.32,63.62,65.99,68.34,64.35,52.02,61.58,64.02,50.02,61.12,69.46,46.93,68.87,58.73,51.91,56.98,56.6,56.63,61.21,52.83,45.81,58.07,45.94,59.72,34.69,57.46,51.67,53.8,50.02,50.77,63.38,58.25,49.85
"Seed_59",58.23,51.1,62.7,57.66,47.54,37.47,46.56,52.54,48.97,57.85,53.31,52.79,56.27,53.6,53.64,64.22,55.29,48.66,54.15,42.32,47.13,47.98,46.73,58.51,52.92,58.69,54.7,41.49,60.14,50.42,68.06,43.18,63.45,66.65,67.4,63.91,51.29,62.26,64.57,48.75,61.1,69.64,48.44,69.68,58.21,52.17,57.92,56.12,55.9,60.31,52.39,45.22,59.02,45.22,59.63,35.39,57.02,52.74,53.91,50.02,50.13,63.21,59.08,50.66
"Seed_60",58.12,50.92,62.46,58.27,49.01,37.82,47.41,53.2,48.29,58.14,54.41,52.11,57.5,54.06,53.55,64.02,55.79,48.66,55.53,42.76,46.73,48.24,47.04,59.41,53.53,57.72,52.92,40.85,59.83,49.76,67.46,42.87,64.83,65.66,68.78,63.82,50.11,62.62,64.11,48.14,60.53,68.96,47.43,67.49,57.92,51.95,57.5,56.34,57.55,61.15,52.5,45.61,58.25,45.66,59.68,35.5,58.4,53.14,54.85,49.76,50.11,64.09,58.25,49.82
"Seed_61",57.72,51.73,62.13,57.72,47.72,38.75,46.93,53.31,49.1,57.85,54.41,52.37,56.89,52.79,54.28,63.87,56.67,47.85,55.07,42.47,47.06,48.03,46.95,57.79,52.52,58.14,55,41.4,60.6,50.33,68.28,44.14,63.95,66.1,68.14,63.93,51.67,62.22,64.06,49.85,61.58,69.88,48.27,69.24,57.88,51.76,57.9,56.36,55.64,62.33,52.35,45.99,58.73,45.55,59.74,35.1,56.12,52.59,54.94,50.53,50.79,64,58.8,50.97
"Seed_62",58.18,50.39,61.8,57.31,47.08,38.22,46.8,51.32,47.76,58.67,53.6,52.65,57.48,53.71,53.01,63.87,55.99,49.25,55.97,41.82,47.24,48.27,46.51,58.18,52.76,57.2,52.35,41.51,59.94,49.25,67.51,44.32,65.56,67.24,68.63,64.24,51.54,61.98,64.3,49.82,61.61,68.58,47.61,68.91,57.74,51.78,57.79,56.54,57.26,61.72,53.07,46.2,59.06,44.87,59.83,36.18,56.76,51.27,54.59,50.39,50.48,63.87,57.81,50.29
"Seed_63",58.53,51.16,62.31,57.2,47.54,38.7,46.99,54.72,47.37,58.69,53.29,51.27,55.81,52.92,53.18,63.34,55.79,49.28,53.77,42.32,46.8,47.76,46.62,58.53,52.48,57.59,53.88,41.64,60.93,49.71,68.1,42.83,64.52,66.04,68.34,64.41,50.94,62.37,63.38,48.73,62.02,70.73,47.72,68.91,57.77,52.04,57.61,57.24,57.48,60.38,51.91,44.71,57.17,44.91,60.09,35.72,57.02,51.95,54.39,50.33,49.32,64.59,58.56,51.21
"Seed_64",58.38,52.22,61.15,57.48,46.93,38.09,46.29,53.93,47.72,57.96,53.05,52.83,57.31,53.58,54.3,65.2,57.09,48.99,55.22,42.28,47.1,47.56,46.64,58.95,51.36,56.95,54.08,41.73,58.84,48.92,68.25,43.77,63.98,65.95,68.45,64.66,51.14,61.47,64.7,49.8,61.41,69.13,47.89,67.9,58.64,52.13,57.17,56.08,55.64,61.36,52.74,47.06,58.84,45.77,59.37,35.7,57.74,51.8,54.61,50.92,50.5,64.13,57.68,51.82
"Seed_65",58.51,50.22,61.83,57.22,48.11,38.35,46.97,53.38,48.51,58.03,53.51,52.46,56.87,52.85,54.21,64.11,56.71,48.51,54.17,42.39,47.54,47.96,45.92,58.93,52.72,58.36,53.07,41.44,58.97,49.3,67.71,41.84,64.57,66.17,67.44,64.37,51.14,62.86,63.78,48.95,60.95,69.13,47.15,68.08,57.68,51.67,57.7,56.95,57,61.08,51.67,45.59,58.03,45.63,59.41,35.19,57.77,51.97,53.69,51.1,50.92,63.47,58.14,49.98
"Seed_66",58.01,51.29,61.19,56.54,47.7,39.01,48.14,54.52,48.51,58.05,53.47,52.3,58.03,53.4,54.08,63.38,57.83,48.97,54.65,41.71,46.42,46.93,47.1,58.73,51.78,57.17,53.69,41.44,60.71,49.14,67.4,44.27,64.35,66.08,68.21,63.73,51.23,62.79,63.84,49.08,61.17,69.94,47.89,69,58.27,52.41,57.68,56.25,57.9,60.79,51.86,46.67,58.8,46.53,60.05,35.45,58.53,51.43,54.41,49.47,50.94,63.6,59.39,50.77
"Seed_67",58.8,51.95,61.12,57.68,46.91,38.46,47.72,54.17,48.62,58.34,53.58,52.57,57.53,53.14,54.52,64.04,55.77,49.06,54.19,41.93,47.54,48.03,46.88,58.36,53.4,57.79,54.1,42.19,58.89,49.63,68.74,44.89,64.72,65.69,68.96,64.66,51.18,61.69,64.74,48.46,61.61,70.21,49.06,68.82,58.6,52,57.35,56.43,56.69,60.9,52.24,45.63,57.7,46.47,60.05,35.17,57.13,52.5,54.15,50.88,50.66,64.04,59.15,50.35
"Seed_68",58.97,51.05,62.9,57.39,47.32,37.98,46.31,51.91,48.53,57.5,53.86,52.76,56.32,52.59,52.9,63.91,55.62,49.06,54.91,42.15,47.02,48.14,47.41,58.95,52.48,58.71,54.26,41,60.05,50.02,66.85,43.79,64.39,66.87,67.86,63.89,50.72,62.68,63.82,49.23,61.39,68.67,46.95,67.99,57.94,51.1,57.22,57.11,56.85,62.35,52.65,46.27,57.92,45.72,59.46,35.7,57,52.7,54.08,50.07,50.26,64.33,58.6,51.34
"Seed_69",57.99,52.39,61.61,57.31,46.91,38.2,47.72,55.33,48.46,57.96,53.93,51.91,57.22,53.42,53.75,63.69,56.49,47.67,54.15,41.4,47.74,47.02,46.82,59.04,53.2,57.83,53.18,41.75,59.15,48.71,67.05,44.21,65.12,65.58,67.92,63.69,51.56,62.22,64.46,49.3,60.53,69.86,48.53,69.42,58.47,51.29,57.96,56.47,55.88,61.74,52.17,45.96,56.87,44.21,58.95,35.48,56.95,51.67,54.1,51.45,51.18,62.75,58.49,50.44
"Seed_70",57.96,52.37,60.75,57.04,47.21,39.71,47.08,55.7,48.35,57.83,53.16,52.17,57.17,53.55,54.41,64.19,57,49.1,53.51,42.32,46.6,48.33,46.42,57.26,52.41,57.66,53.01,41.51,60.31,49.54,67.03,44.76,63.76,65.77,68.25,63.76,50.53,62.24,64.35,48.42,60.29,69.99,47.5,68.89,58.82,52.48,58.12,57.31,56.47,61.96,52.33,45.85,58.91,44.91,59.78,34.77,57.63,51.47,54.01,51.58,50.22,63.38,58.47,49.85
