"","Aspergillus_rambellii","Rhizophagus_irregularis","Moniliophthora_perniciosa","Erysiphe_pulchra","Sphaerulina_musiva","Phytophthora_capsici","Trichophyton_mentagrophytes","Aspergillus_kawachii","Pneumocystis_murina","Debaryomyces_hansenii","Trichoderma_atroviride","Pseudocercospora_musae","Cordyceps_sp_RAO_2017","Rhizophagus_clarus","Pichia_kudriavzevii","Paracoccidioides_brasiliensis","Albugo_candida","Lipomyces_starkeyi","Naumovozyma_dairenensis","Phytopythium_vexans","Aspergillus_ochraceoroseus","Colletotrichum_fioriniae","Coniochaeta_ligniaria","Leucoagaricus_sp_SymC_cos","Colletotrichum_salicis","Candida_arabinofermentans","Baudoinia_panamericana","Hyaloscypha_variabilis","Schizosaccharomyces_pombe","Tuber_magnatum","Thielaviopsis_punctulata","Edhazardia_aedis","Choanephora_cucurbitarum","Fusobacterium_nucleatum","Parvimonas_micra","Gemella_morbillorum","Anaerostipes_hadrus","Pseudobutyrivibrio_xylanivorans","Butyrivibrio_proteoclasticus","Roseburia_intestinalis","Dialister_pneumosintes","Lactococcus_garvieae","Brachyspira_pilosicoli","Romboutsia_ilealis","Porphyromonas_asaccharolytica","Eubacterium_eligens","Clostridium_beijerinckii","Fusobacterium_periodonticum","Streptococcus_anginosus","Bifidobacterium_catenulatum","Lactobacillus_ruminis","Bifidobacterium_angulatum","Streptococcus_salivarius","Bifidobacterium_pseudocatenulatum","Streptococcus_equinus","Streptococcus_milleri","Bifidobacterium_bifidum","Prevotella_intermedia","Streptococcus_thermophilus","Bifidobacterium_adolescentis","Adlercreutzia_equolifaciens","Ruminococcus_bicirculans","Bifidobacterium_longum","Escherichia_coli"
"Seed_86",64.44,48.66,45.9,51.78,55.17,61.05,46.61,73.71,58.73,65.69,57.04,62.66,69.79,66.93,70.94,62.03,46.61,53.12,56.42,50.27,64.8,57.31,58.02,74.06,51.78,48.57,42.42,45.1,53.92,38.41,51.96,58.11,51.78,60.96,74.6,61.85,52.67,64.8,59.63,61.85,36.01,35.92,57.75,52.23,69.88,35.92,59.45,47.5,46.08,44.74,50.18,32,60.07,58.82,66.93,72.46,53.12,56.42,53.48,64.62,58.91,66.31,74.51,43.32
"Seed_87",63.64,47.59,44.74,52.23,52.94,61.05,47.86,73.26,58.73,66.93,59.63,64.53,70.5,68.18,70.32,62.03,46.79,51.96,57.04,50.89,66.76,55.17,58.2,71.03,50.18,50,43.05,42.34,55.08,38.95,53.48,56.86,49.64,60.87,73.53,61.23,54.28,66.84,58.38,58.73,35.92,34.49,54.81,52.23,70.94,37.52,58.56,48.93,44.92,42.87,50.98,31.91,59.98,58.73,65.33,70.05,51.96,57.93,52.67,63.37,58.29,64.8,75.94,41.8
"Seed_88",62.66,49.38,45.28,52.41,53.48,60.16,44.47,73.08,59,66.31,58.47,63.55,70.86,66.49,71.48,61.23,47.59,52.85,56.51,50.09,66.04,57.93,59.54,73.98,50.98,48.22,42.16,45.45,55.08,39.13,53.48,55.44,50.27,61.85,72.55,61.05,52.67,65.33,61.14,61.59,35.56,36.1,58.82,49.91,69.34,37.97,59.18,47.68,45.01,43.76,50.18,31.73,61.32,58.65,67.29,70.59,52.41,54.37,51.87,64.35,57.4,66.58,74.78,41.27
"Seed_89",65.95,49.73,45.72,51.78,55.79,60.96,47.5,72.55,60.16,67.56,59.27,61.94,70.05,67.2,70.94,62.57,47.86,52.76,56.24,47.5,66.13,57.84,59.09,72.64,51.69,45.37,41.8,44.56,53.92,37.7,53.03,57.49,49.91,61.41,72.19,61.05,53.92,64.71,61.59,58.65,36.63,36.01,56.15,51.07,71.03,36.01,57.66,49.2,46.43,43.67,48.4,33.42,60.43,58.38,65.51,71.39,50.71,58.02,53.03,62.12,59.18,63.64,76.65,41.89
"Seed_90",64.44,52.14,44.3,50.8,55.53,59.98,46.7,73.98,58.47,67.11,57.58,63.19,70.94,66.49,72.01,61.85,46.97,52.05,55.88,50.18,65.86,56.15,59,73.53,51.16,47.5,40.73,42.69,56.06,35.74,53.12,57.13,51.87,61.94,71.75,61.05,53.65,66.04,57.75,59.09,35.29,35.56,56.86,52.23,71.21,37.79,59.09,45.99,45.28,43.23,48.93,32.44,60.96,59.71,68.09,71.03,52.05,56.06,52.67,63.73,58.65,63.99,75.22,42.16
"Seed_91",64.53,47.5,44.83,52.14,53.65,59.63,47.95,72.73,58.02,65.33,58.47,62.75,70.05,68,71.3,60.7,49.02,53.92,54.72,50.53,65.24,56.51,60.34,74.78,52.5,48.13,40.29,42.42,54.01,36.81,54.1,56.24,50.36,61.94,72.82,59.54,53.39,65.06,60.7,61.5,35.2,36.36,57.49,49.73,70.32,37.52,59.63,48.13,45.99,41.35,50.8,32.53,59.89,58.91,67.2,69.07,52.58,55.53,53.83,64.8,58.91,65.86,74.87,42.6
"Seed_92",63.81,49.73,45.9,50.8,56.15,60.34,44.92,73.44,56.86,65.95,59.54,64.62,71.12,68,71.84,61.59,46.43,51.78,55.53,51.6,66.58,55.17,59.27,73.26,50.36,47.59,40.82,44.47,55.88,38.5,52.05,58.11,50.53,60.96,72.73,61.23,54.37,65.06,60.34,60.43,37.34,35.56,56.33,50.53,69.16,35.92,57.58,47.42,45.45,44.83,49.47,30.57,61.59,58.11,65.86,70.77,51.6,55.61,52.76,65.78,57.13,65.33,74.42,42.96
"Seed_93",62.92,48.13,46.43,52.23,55.53,61.05,45.45,72.28,57.04,66.04,57.75,63.81,71.84,68.72,71.21,62.03,44.39,52.5,55.17,51.34,66.04,56.51,59.8,74.24,50.98,49.73,41.09,43.85,55.44,37.08,53.83,58.2,50.09,61.05,73.71,60.96,52.5,66.49,59.18,61.5,35.92,36.01,57.75,50.45,70.59,36.54,58.11,46.52,45.81,44.92,48.04,31.46,58.38,58.82,65.42,71.57,51.69,56.24,51.07,65.33,57.93,65.06,76.11,41.18
"Seed_94",65.06,50.53,45.99,51.6,55.35,60.43,45.99,73.44,57.66,66.58,58.91,63.81,69.96,65.78,72.1,61.68,47.59,52.5,56.24,50.09,66.22,55.26,57.75,73.71,52.58,47.68,41,44.56,54.99,38.32,52.67,56.6,51.43,62.21,73.53,59.89,54.28,64.71,60.07,60.25,35.92,35.56,58.29,51.96,70.5,36.36,57.84,47.95,45.9,41.8,50.53,31.91,60.16,58.73,67.02,68.89,51.69,57.22,51.6,65.15,58.65,65.24,74.87,41.98
"Seed_95",64.97,47.95,44.56,52.14,54.99,60.52,47.77,73.08,57.93,66.4,59.8,62.92,69.7,66.76,71.03,60.16,46.52,53.65,56.24,51.69,66.93,56.86,59.09,73.35,51.87,47.06,41.09,42.51,55.17,37.7,53.21,57.31,49.29,60.52,72.99,61.32,54.37,66.22,60.34,60.7,35.47,36.54,58.02,52.14,70.14,36.27,58.29,48.13,44.56,42.69,50.45,32,59,58.47,66.31,71.3,52.67,57.4,50.8,64.8,60.87,66.58,74.87,41.53
"Seed_96",64.26,49.2,45.63,50,55.08,60.52,48.04,73.8,58.02,66.84,58.29,63.28,70.94,66.58,71.39,62.75,49.55,52.23,57.04,50.8,64.97,52.85,58.29,72.01,51.16,48.04,41.71,44.12,53.65,36.45,52.67,55.53,52.58,62.57,72.37,61.14,53.74,65.6,60.7,60.78,35.47,34.67,57.04,50.27,70.5,37.79,59.89,47.33,45.54,44.47,48.57,32.53,60.52,57.49,67.02,70.86,51.87,56.6,51.69,61.5,58.47,65.69,73.98,40.02
"Seed_97",65.33,48.75,46.79,53.65,55.17,60.52,46.17,73.08,57.13,67.02,60.25,63.01,70.14,66.67,69.79,62.57,49.29,52.85,56.33,52.41,66.93,54.37,60.25,72.1,51.07,47.42,41.8,44.65,55.08,38.24,54.72,56.6,51.25,61.76,73.26,60.96,54.28,64.88,59.98,59.89,36.1,33.96,55.26,51.34,70.86,38.5,60.25,49.29,45.1,45.45,48.22,33.24,60.78,58.82,67.11,70.86,52.58,57.13,53.3,64.71,56.95,65.24,74.42,41.71
"Seed_98",64.08,49.47,44.47,51.78,52.94,60.25,47.33,72.73,57.66,66.84,59.89,63.99,70.94,67.83,70.41,62.66,47.59,54.37,57.93,49.82,65.06,54.63,59.27,72.82,51.69,47.59,41.09,43.58,54.99,35.83,52.94,57.84,50.8,62.92,72.28,60.34,54.1,65.15,59.63,60.61,36.63,33.51,58.29,51.87,69.96,37.52,60.25,49.02,43.49,43.58,49.38,32.71,59.8,61.76,66.84,72.73,51.87,55.79,52.5,62.75,58.73,65.6,74.96,42.96
"Seed_99",66.04,51.16,44.12,51.25,55.88,61.14,48.13,73.26,59.09,65.15,59.18,62.75,71.75,67.38,70.23,61.68,46.88,51.69,57.31,50.71,65.95,55.61,58.11,73.26,51.07,47.86,41.53,44.56,55.61,39.57,52.05,57.13,50.89,62.3,73.44,60.52,53.12,66.4,58.91,59.09,36.1,32.8,57.66,51.25,69.96,37.43,59.54,46.79,44.03,42.07,46.97,32.35,60.78,60.16,66.84,70.05,52.5,56.24,51.69,63.01,58.02,65.95,75.94,42.78
"Seed_100",66.22,50.53,45.01,52.41,54.1,61.68,46.35,72.91,57.75,65.95,58.91,62.75,70.41,68.63,71.93,61.68,49.55,51.34,56.42,49.38,66.49,53.92,60.7,73.53,50.27,49.29,40.73,43.94,54.37,36.36,52.76,57.58,51.43,60.43,73.44,60.96,53.48,64.08,60.52,59.98,35.74,36.63,55.7,52.76,69.61,35.56,57.22,49.2,44.83,44.12,51.52,31.55,59.09,56.24,65.69,71.57,52.67,57.93,50.98,63.99,58.82,65.51,74.96,42.42
