"","Cohort","Feature","Seed","AUC","MeanAUC","Kingdoms"
"337","2019_Yachida","Albugo_candida","55","48.21",52.25,"Fungi"
"338","2019_Yachida","Lipomyces_starkeyi","16","54.83",56.03,"Fungi"
"339","2019_Yachida","Naumovozyma_dairenensis","11","51.38",55.58,"Fungi"
"340","2019_Yachida","Phytopythium_vexans","34","47.97",50.79,"Fungi"
"341","2019_Yachida","Aspergillus_ochraceoroseus","78","51.15",57.94,"Fungi"
"342","2019_Yachida","Colletotrichum_fioriniae","93","47.78",51.35,"Fungi"
"343","2019_Yachida","Coniochaeta_ligniaria","86","52.1",54.74,"Fungi"
"344","2019_Yachida","Leucoagaricus_sp_SymC_cos","18","51.94",59.46,"Fungi"
"345","2019_Yachida","Colletotrichum_salicis","92","55.57",55.82,"Fungi"
"346","2019_Yachida","Candida_arabinofermentans","90","50.92",50.65,"Fungi"
"347","2019_Yachida","Baudoinia_panamericana","71","47.7",47.96,"Fungi"
"348","2019_Yachida","Hyaloscypha_variabilis","6","43.95",45.91,"Fungi"
"349","2019_Yachida","Schizosaccharomyces_pombe","71","52.29",56.41,"Fungi"
"350","2019_Yachida","Tuber_magnatum","32","48.44",52.33,"Fungi"
"351","2019_Yachida","Thielaviopsis_punctulata","75","50.14",54.19,"Fungi"
"352","2019_Yachida","Edhazardia_aedis","96","46.98",50,"Fungi"
"353","2019_Yachida","Choanephora_cucurbitarum","82","52.66",56.46,"Fungi"
"354","2019_Yachida","Fusobacterium_nucleatum","24","64.96",65.02,"Bac"
"355","2019_Yachida","Parvimonas_micra","27","66.41",67.79,"Bac"
"356","2019_Yachida","Gemella_morbillorum","32","64.25",63.97,"Bac"
"357","2019_Yachida","Anaerostipes_hadrus","91","56.99",56.05,"Bac"
"358","2019_Yachida","Pseudobutyrivibrio_xylanivorans","31","54.88",56.47,"Bac"
"359","2019_Yachida","Butyrivibrio_proteoclasticus","60","56.43",56.74,"Bac"
"360","2019_Yachida","Roseburia_intestinalis","84","53.05",53.49,"Bac"
"361","2019_Yachida","Dialister_pneumosintes","92","54.28",55.75,"Bac"
"362","2019_Yachida","Lactococcus_garvieae","83","50.79",52.56,"Bac"
"363","2019_Yachida","Brachyspira_pilosicoli","89","52.48",52.65,"Bac"
"364","2019_Yachida","Romboutsia_ilealis","90","53.94",54.69,"Bac"
"365","2019_Yachida","Porphyromonas_asaccharolytica","17","57.15",62.37,"Bac"
"366","2019_Yachida","Eubacterium_eligens","97","56.97",50.38,"Bac"
"367","2019_Yachida","Clostridium_beijerinckii","57","56.7",55.66,"Bac"
"368","2019_Yachida","Fusobacterium_periodonticum","14","53.09",57.76,"Bac"
"369","2019_Yachida","Streptococcus_anginosus","2","48.63",52.87,"Bac"
"370","2019_Yachida","Bifidobacterium_catenulatum","99","50.6",55.09,"Bac"
"371","2019_Yachida","Lactobacillus_ruminis","64","51.48",54.44,"Bac"
"372","2019_Yachida","Bifidobacterium_angulatum","61","48.79",48.94,"Bac"
"373","2019_Yachida","Streptococcus_salivarius","54","49.28",55.08,"Bac"
"374","2019_Yachida","Bifidobacterium_pseudocatenulatum","62","50.27",53.51,"Bac"
"375","2019_Yachida","Streptococcus_equinus","68","50.11",55.23,"Bac"
"376","2019_Yachida","Streptococcus_milleri","36","53.33",54.01,"Bac"
"377","2019_Yachida","Bifidobacterium_bifidum","44","54.19",55.41,"Bac"
"378","2019_Yachida","Prevotella_intermedia","94","56.17",52.53,"Bac"
"379","2019_Yachida","Streptococcus_thermophilus","63","48.34",53.08,"Bac"
"380","2019_Yachida","Bifidobacterium_adolescentis","41","48.87",55.16,"Bac"
"381","2019_Yachida","Adlercreutzia_equolifaciens","25","51.3",52.57,"Bac"
"382","2019_Yachida","Ruminococcus_bicirculans","54","48.93",57.71,"Bac"
"383","2019_Yachida","Bifidobacterium_longum","64","58.08",59.98,"Bac"
"384","2019_Yachida","Escherichia_coli","11","45.1",51.42,"Bac"
"385","2021_JunY_1","Aspergillus_rambellii","10","59.81",62.08,"Fungi"
"386","2021_JunY_1","Rhizophagus_irregularis","12","52.76",53.78,"Fungi"
"387","2021_JunY_1","Moniliophthora_perniciosa","73","63.73",56.13,"Fungi"
"388","2021_JunY_1","Erysiphe_pulchra","36","58.29",54.07,"Fungi"
"389","2021_JunY_1","Sphaerulina_musiva","60","49.01",51.14,"Fungi"
"390","2021_JunY_1","Phytophthora_capsici","70","39.71",53.04,"Fungi"
"391","2021_JunY_1","Trichophyton_mentagrophytes","66","48.14",54.04,"Fungi"
"392","2021_JunY_1","Aspergillus_kawachii","8","55.79",60.06,"Fungi"
"393","2021_JunY_1","Pneumocystis_murina","26","50.29",54.05,"Fungi"
"394","2021_JunY_1","Debaryomyces_hansenii","90","59.63",56.05,"Fungi"
"395","2021_JunY_1","Trichoderma_atroviride","96","55.33",55.86,"Fungi"
"396","2021_JunY_1","Pseudocercospora_musae","100","54.1",54.09,"Fungi"
"397","2021_JunY_1","Cordyceps_sp_RAO_2017","22","58.27",55.91,"Fungi"
"398","2021_JunY_1","Rhizophagus_clarus","96","54.65",54.25,"Fungi"
"399","2021_JunY_1","Pichia_kudriavzevii","4","55.2",54.93,"Fungi"
"400","2021_JunY_1","Paracoccidioides_brasiliensis","21","65.73",55.18,"Fungi"
"401","2021_JunY_1","Albugo_candida","66","57.83",52.25,"Fungi"
"402","2021_JunY_1","Lipomyces_starkeyi","47","49.87",56.03,"Fungi"
"403","2021_JunY_1","Naumovozyma_dairenensis","62","55.97",55.58,"Fungi"
"404","2021_JunY_1","Phytopythium_vexans","7","43.48",50.79,"Fungi"
"405","2021_JunY_1","Aspergillus_ochraceoroseus","36","48.31",57.94,"Fungi"
"406","2021_JunY_1","Colletotrichum_fioriniae","1","48.88",51.35,"Fungi"
"407","2021_JunY_1","Coniochaeta_ligniaria","42","48.33",54.74,"Fungi"
"408","2021_JunY_1","Leucoagaricus_sp_SymC_cos","29","60.49",59.46,"Fungi"
"409","2021_JunY_1","Colletotrichum_salicis","3","54.17",55.82,"Fungi"
"410","2021_JunY_1","Candida_arabinofermentans","44","59.08",50.65,"Fungi"
"411","2021_JunY_1","Baudoinia_panamericana","39","55.09",47.96,"Fungi"
"412","2021_JunY_1","Hyaloscypha_variabilis","44","42.63",45.91,"Fungi"
"413","2021_JunY_1","Schizosaccharomyces_pombe","33","61.52",56.41,"Fungi"
"414","2021_JunY_1","Tuber_magnatum","80","50.88",52.33,"Fungi"
"415","2021_JunY_1","Thielaviopsis_punctulata","41","69.39",54.19,"Fungi"
"416","2021_JunY_1","Edhazardia_aedis","86","45.35",50,"Fungi"
"417","2021_JunY_1","Choanephora_cucurbitarum","62","65.56",56.46,"Fungi"
"418","2021_JunY_1","Fusobacterium_nucleatum","17","67.24",65.02,"Bac"
"419","2021_JunY_1","Parvimonas_micra","38","69.04",67.79,"Bac"
"420","2021_JunY_1","Gemella_morbillorum","56","65.42",63.97,"Bac"
"421","2021_JunY_1","Anaerostipes_hadrus","86","52.79",56.05,"Bac"
"422","2021_JunY_1","Pseudobutyrivibrio_xylanivorans","94","63.16",56.47,"Bac"
"423","2021_JunY_1","Butyrivibrio_proteoclasticus","25","65.45",56.74,"Bac"
"424","2021_JunY_1","Roseburia_intestinalis","29","51.38",53.49,"Bac"
"425","2021_JunY_1","Dialister_pneumosintes","24","62.26",55.75,"Bac"
"426","2021_JunY_1","Lactococcus_garvieae","63","70.73",52.56,"Bac"
"427","2021_JunY_1","Brachyspira_pilosicoli","85","49.54",52.65,"Bac"
"428","2021_JunY_1","Romboutsia_ilealis","46","70.1",54.69,"Bac"
"429","2021_JunY_1","Porphyromonas_asaccharolytica","41","59.52",62.37,"Bac"
"430","2021_JunY_1","Eubacterium_eligens","48","53.29",50.38,"Bac"
"431","2021_JunY_1","Clostridium_beijerinckii","72","58.78",55.66,"Bac"
"432","2021_JunY_1","Fusobacterium_periodonticum","70","57.31",57.76,"Bac"
"433","2021_JunY_1","Streptococcus_anginosus","29","57.94",52.87,"Bac"
"434","2021_JunY_1","Bifidobacterium_catenulatum","5","62.62",55.09,"Bac"
"435","2021_JunY_1","Lactobacillus_ruminis","4","53.18",54.44,"Bac"
"436","2021_JunY_1","Bifidobacterium_angulatum","64","47.06",48.94,"Bac"
"437","2021_JunY_1","Streptococcus_salivarius","7","59.7",55.08,"Bac"
"438","2021_JunY_1","Bifidobacterium_pseudocatenulatum","89","46.95",53.51,"Bac"
"439","2021_JunY_1","Streptococcus_equinus","100","60.88",55.23,"Bac"
"440","2021_JunY_1","Streptococcus_milleri","43","36.46",54.01,"Bac"
"441","2021_JunY_1","Bifidobacterium_bifidum","66","58.53",55.41,"Bac"
"442","2021_JunY_1","Prevotella_intermedia","23","53.8",52.53,"Bac"
"443","2021_JunY_1","Streptococcus_thermophilus","98","56.01",53.08,"Bac"
"444","2021_JunY_1","Bifidobacterium_adolescentis","38","52.35",55.16,"Bac"
"445","2021_JunY_1","Adlercreutzia_equolifaciens","13","51.95",52.57,"Bac"
"446","2021_JunY_1","Ruminococcus_bicirculans","5","65.47",57.71,"Bac"
"447","2021_JunY_1","Bifidobacterium_longum","54","59.68",59.98,"Bac"
"448","2021_JunY_1","Escherichia_coli","39","52.46",51.42,"Bac"
"449","2021_JunY_2","Aspergillus_rambellii","49","60.71",62.08,"Fungi"
"450","2021_JunY_2","Rhizophagus_irregularis","39","50.46",53.78,"Fungi"
"451","2021_JunY_2","Moniliophthora_perniciosa","84","49.66",56.13,"Fungi"
"452","2021_JunY_2","Erysiphe_pulchra","1","51.8",54.07,"Fungi"
"453","2021_JunY_2","Sphaerulina_musiva","33","48.65",51.14,"Fungi"
"454","2021_JunY_2","Phytophthora_capsici","40","51.58",53.04,"Fungi"
"455","2021_JunY_2","Trichophyton_mentagrophytes","42","55.46",54.04,"Fungi"
"456","2021_JunY_2","Aspergillus_kawachii","34","61.23",60.06,"Fungi"
"457","2021_JunY_2","Pneumocystis_murina","87","52.64",54.05,"Fungi"
"458","2021_JunY_2","Debaryomyces_hansenii","2","56.79",56.05,"Fungi"
"459","2021_JunY_2","Trichoderma_atroviride","59","53.46",55.86,"Fungi"
"460","2021_JunY_2","Pseudocercospora_musae","39","52.15",54.09,"Fungi"
"461","2021_JunY_2","Cordyceps_sp_RAO_2017","89","55.06",55.91,"Fungi"
"462","2021_JunY_2","Rhizophagus_clarus","24","56.6",54.25,"Fungi"
"463","2021_JunY_2","Pichia_kudriavzevii","45","56.76",54.93,"Fungi"
"464","2021_JunY_2","Paracoccidioides_brasiliensis","58","55.59",55.18,"Fungi"
"465","2021_JunY_2","Albugo_candida","3","54.66",52.25,"Fungi"
"466","2021_JunY_2","Lipomyces_starkeyi","95","55.86",56.03,"Fungi"
"467","2021_JunY_2","Naumovozyma_dairenensis","11","54.31",55.58,"Fungi"
"468","2021_JunY_2","Phytopythium_vexans","77","51.76",50.79,"Fungi"
"469","2021_JunY_2","Aspergillus_ochraceoroseus","81","63.02",57.94,"Fungi"
"470","2021_JunY_2","Colletotrichum_fioriniae","20","44.26",51.35,"Fungi"
"471","2021_JunY_2","Coniochaeta_ligniaria","4","58.38",54.74,"Fungi"
"472","2021_JunY_2","Leucoagaricus_sp_SymC_cos","45","57.83",59.46,"Fungi"
"473","2021_JunY_2","Colletotrichum_salicis","63","54.4",55.82,"Fungi"
"474","2021_JunY_2","Candida_arabinofermentans","38","51.22",50.65,"Fungi"
"475","2021_JunY_2","Baudoinia_panamericana","7","42.97",47.96,"Fungi"
"476","2021_JunY_2","Hyaloscypha_variabilis","30","48.46",45.91,"Fungi"
"477","2021_JunY_2","Schizosaccharomyces_pombe","99","56.92",56.41,"Fungi"
"478","2021_JunY_2","Tuber_magnatum","62","48.68",52.33,"Fungi"
"479","2021_JunY_2","Thielaviopsis_punctulata","72","57.37",54.19,"Fungi"
"480","2021_JunY_2","Edhazardia_aedis","35","50.81",50,"Fungi"
"481","2021_JunY_2","Choanephora_cucurbitarum","68","53.28",56.46,"Fungi"
"482","2021_JunY_2","Fusobacterium_nucleatum","59","68.97",65.02,"Bac"
"483","2021_JunY_2","Parvimonas_micra","59","63.77",67.79,"Bac"
"484","2021_JunY_2","Gemella_morbillorum","75","61.35",63.97,"Bac"
"485","2021_JunY_2","Anaerostipes_hadrus","7","63.53",56.05,"Bac"
"486","2021_JunY_2","Pseudobutyrivibrio_xylanivorans","93","62.51",56.47,"Bac"
"487","2021_JunY_2","Butyrivibrio_proteoclasticus","40","64.54",56.74,"Bac"
"488","2021_JunY_2","Roseburia_intestinalis","2","55.43",53.49,"Bac"
"489","2021_JunY_2","Dialister_pneumosintes","41","59.32",55.75,"Bac"
"490","2021_JunY_2","Lactococcus_garvieae","76","48.08",52.56,"Bac"
"491","2021_JunY_2","Brachyspira_pilosicoli","25","52.71",52.65,"Bac"
"492","2021_JunY_2","Romboutsia_ilealis","85","57.55",54.69,"Bac"
"493","2021_JunY_2","Porphyromonas_asaccharolytica","4","55.24",62.37,"Bac"
"494","2021_JunY_2","Eubacterium_eligens","22","52.87",50.38,"Bac"
"495","2021_JunY_2","Clostridium_beijerinckii","83","55.73",55.66,"Bac"
"496","2021_JunY_2","Fusobacterium_periodonticum","74","55.67",57.76,"Bac"
"497","2021_JunY_2","Streptococcus_anginosus","50","56.2",52.87,"Bac"
"498","2021_JunY_2","Bifidobacterium_catenulatum","17","54.56",55.09,"Bac"
"499","2021_JunY_2","Lactobacillus_ruminis","60","55.2",54.44,"Bac"
"500","2021_JunY_2","Bifidobacterium_angulatum","56","57.64",48.94,"Bac"
"501","2021_JunY_2","Streptococcus_salivarius","43","60.16",55.08,"Bac"
"502","2021_JunY_2","Bifidobacterium_pseudocatenulatum","27","53.05",53.51,"Bac"
"503","2021_JunY_2","Streptococcus_equinus","92","52.7",55.23,"Bac"
"504","2021_JunY_2","Streptococcus_milleri","29","50.27",54.01,"Bac"
"505","2021_JunY_2","Bifidobacterium_bifidum","49","57.98",55.41,"Bac"
"506","2021_JunY_2","Prevotella_intermedia","44","50.73",52.53,"Bac"
"507","2021_JunY_2","Streptococcus_thermophilus","46","48.42",53.08,"Bac"
"508","2021_JunY_2","Bifidobacterium_adolescentis","69","57.27",55.16,"Bac"
"509","2021_JunY_2","Adlercreutzia_equolifaciens","86","52.71",52.57,"Bac"
"510","2021_JunY_2","Ruminococcus_bicirculans","19","54.71",57.71,"Bac"
"511","2021_JunY_2","Bifidobacterium_longum","95","51.97",59.98,"Bac"
"512","2021_JunY_2","Escherichia_coli","3","51.92",51.42,"Bac"
