"","all-Median","all-low-CI","all-high-CI","all-p-value"
"Tolypocladium capitatum",-0.153816927304209,-0.193737133864359,-0.114015517160399,5.14303259534957e-14
"Tolypocladium paradoxum",0.234142485131448,0.195245599430158,0.272963155048093,8.82745745350213e-32
"Ophiocordyceps australis",0.312607522449449,0.284029682641218,0.341189357177065,1.24894164558503e-97
"Ophiocordyceps sinensis",0.0386541543257682,0.0133376174196593,0.0639058172735281,0.00275369221644261
"Ophiocordyceps unilateralis",-0.208326618668691,-0.24070924871467,-0.175882309845779,3.6494687174301e-36
"Ophiocordyceps camponoti-rufipedis",0.000991291758006102,-0.0352339390217166,0.0373186986680262,0.956884391426335
"Moelleriella libera",0.35294276555346,0.320072924693793,0.385798014106068,5.20927748388045e-98
"Claviceps purpurea",-0.0940992217000359,-0.121731135398813,-0.0664120222114627,2.72074726876587e-11
"Torrubiella hemipterigena",-0.0964185556636418,-0.119717705122263,-0.0731125301433959,5.82398675437041e-16
"Pochonia chlamydosporia",0.172786869881193,0.139765936054304,0.20574444370711,1.75981427677133e-24
"Metarhizium majus",-0.143933236413586,-0.210146311810854,-0.0777924667222457,1.94336685620891e-05
"Metarhizium brunneum",0.114501722656336,0.042711579198687,0.186399110700192,0.0017746280471455
"Metarhizium guizhouense",0.161386323742693,0.104397266041907,0.218926489373123,2.32511737329288e-08
"Metarhizium robertsii",0.353025718678196,0.279247602323615,0.427368343714487,7.81898863743029e-21
"Metarhizium acridum",0.224902341785116,0.194651378643908,0.255069956843672,8.3904243340379e-47
"Metarhizium anisopliae",-0.0750254506103256,-0.113598318825481,-0.0364536420802103,0.000145061097383673
"Metarhizium rileyi",-0.269573889483619,-0.299071710366804,-0.239872756018226,1.26895496025034e-67
"Metarhizium album",-0.00269793449715357,-0.0349665766109513,0.0297017590837163,0.870516177862713
"Escovopsis weberi",0.0683236217145631,0.0349871329413414,0.101596588835972,5.87523155995883e-05
"Trichoderma parareesei",0.248104504640889,0.197611556196925,0.298883519202298,4.66707703325863e-22
"Trichoderma asperellum",-0.229202615988048,-0.268606791153027,-0.189732029732808,2.42044555380996e-29
"Trichoderma longibrachiatum",0.17201881914658,0.136809417875587,0.207301763915277,2.15681636594453e-21
"Trichoderma reesei",-0.242202057139251,-0.277707854125945,-0.206690072100526,1.14587478827465e-39
"Trichoderma guizhouense",0.0452068927197006,0.0125598448667909,0.0779746450386509,0.00660858773651526
"Trichoderma atroviride",-0.563445746134803,-0.592167332991702,-0.534760547080973,2.75465301479718e-295
"Neonectria ditissima",0.0778100503064036,0.0523696684780585,0.103379027571145,2.06719958756028e-09
"Fusarium proliferatum",-0.0407631611707054,-0.0931502671876286,0.0119165841391591,0.127912296801699
"Fusarium nygamai",0.0421716554903981,0.0101300381962735,0.0742533959682257,0.00993006334804049
"Fusarium mangiferae",0.00886563402225035,-0.0368728097550805,0.0546208451044123,0.704299218043735
"Fusarium verticillioides",-0.324543983111764,-0.368640009714715,-0.280559665531152,1.232713135123e-46
"Fusarium fujikuroi",-0.261747932670755,-0.305064756173852,-0.218385368230324,1.03353632751943e-32
"Fusarium oxysporum",-0.147090979866732,-0.168836317366512,-0.125166316710689,2.49950529110135e-38
"Fusarium pseudograminearum",-0.0100760724326419,-0.0508304788466999,0.0310043333879484,0.630040225598835
"Fusarium poae",-0.16145360087022,-0.193200989581295,-0.129610480477417,6.62984833117172e-23
"Fusarium graminearum",-0.160391341659272,-0.199673066401803,-0.121153855000961,1.45242251361142e-15
"Fusarium venenatum",-0.141576112741419,-0.178870276965986,-0.104316339740146,1.53399416993958e-13
"Fusarium langsethiae",-0.145964410180817,-0.17870434590203,-0.113209971372274,3.99587259351806e-18
