"","2014_ZellerG-Median","2014_ZellerG-low-CI","2014_ZellerG-high-CI","2014_ZellerG-p-value","2015_FengQ-Median","2015_FengQ-low-CI","2015_FengQ-high-CI","2015_FengQ-p-value"
"Hanseniaspora valbyensis",-0.579981830283672,-0.657119306255649,-0.50341707720281,6.22515573394754e-49,0.523917547630571,0.437207599516477,0.611221506231678,1.14341630746794e-31
"Brettanomyces nanus",-0.270746319654354,-0.326115101187255,-0.215649028699843,1.69323016885565e-21,-0.425248658351354,-0.496280439238975,-0.355148973348443,4.69016689029947e-29
"Brettanomyces bruxellensis",-0.481294402471004,-0.543020713269072,-0.42031980119841,3.07123252991844e-53,-0.494463483553234,-0.587337828004051,-0.401669063923019,2.77283596105309e-24
"Ogataea parapolymorpha",-0.0076402982874332,-0.0802928483275038,0.0655078583821737,0.835885934334503,0.173541920586597,0.0618418620363822,0.285579086786468,0.00230701163227111
"[Candida] arabinofermentans",-0.824390909048076,-0.880803956997586,-0.768951547334966,6.05133142835039e-161,-0.185968284374744,-0.273887485060909,-0.0997187343505005,2.4286533503388e-05
"Pichia membranifaciens",0.0896614926459737,0.0370377314416922,0.141995535074601,0.000859190095203876,0.0126579409084449,-0.0558842607887951,0.0818078833929884,0.719429404343939
"Pichia kudriavzevii",-0.812416264567095,-0.874375213917685,-0.750755831036466,5.53197535337103e-140,-0.216480112400688,-0.294233521246106,-0.137534284414951,8.05579145275483e-08
"Millerozyma farinosa",-0.16690791421779,-0.222335018059192,-0.111617908266565,2.77779707431155e-09,0.000436554007138806,-0.0772452269386923,0.0795594731345491,0.991644905921214
"Yamadazyma tenuis",-0.215577977009486,-0.273171145872863,-0.15807991862191,3.22356569315644e-13,-0.115255890178361,-0.202273175037502,-0.0291440376087612,0.00835357930292085
"Scheffersomyces stipitis",-0.0709636144045056,-0.116486185206281,-0.0257315108263045,0.00208576027445111,0.272576671952553,0.201549031749675,0.343663380629115,6.96877083282157e-14
"Debaryomyces hansenii",-0.812526832753455,-0.8846656775324,-0.740252624700284,8.61739635512006e-97,0.0135668776214763,-0.118266805087644,0.149231449869056,0.838672637126876
"Suhomyces tanzawaensis",-0.306667102750723,-0.375008061470736,-0.23851754970256,2.10556430502628e-18,0.0477064867388952,-0.0605218080839103,0.155050249264861,0.380662480384078
"Babjeviella inositovora",-0.166337187131661,-0.224596012834693,-0.108599978142147,2.41198122319523e-08,-0.147990473998352,-0.215632273699268,-0.0795843140325136,2.56036544823926e-05
"Meyerozyma guilliermondii",-0.530333498452063,-0.616168385242459,-0.445160370639766,1.47946633140827e-34,0.159529997681261,0.0542550980731525,0.265023874581767,0.00303129594058678
"Hyphopichia burtonii",-0.999775627124427,-1.06361103087059,-0.936966726314602,9.89035922707752e-186,0.218969751603882,0.135502224469815,0.300995529878118,1.98046938545163e-07
"Spathaspora passalidarum",-0.352489271456849,-0.401451912744486,-0.303705999867101,5.63210458457782e-42,-0.0462032064565755,-0.126490060205613,0.034154799793736,0.263373906684884
"Lodderomyces elongisporus",-0.0908725725321811,-0.138041638733385,-0.0435504502679687,0.000182802853047969,-0.279530983858595,-0.353500371664938,-0.20347991309609,8.29812217359197e-13
"Candida dubliniensis",-0.0426697756788456,-0.0970280104542238,0.0120960427317731,0.126559741030273,0.513449548114989,0.424047707760765,0.604641753295215,3.89709903917067e-28
"Candida maltosa",-0.498232228410861,-0.556734100227409,-0.439167637794112,3.83822789151053e-57,0.259188475272793,0.173062212159871,0.346326913197458,4.7856307591686e-09
"Candida parapsilosis",-0.334831592726001,-0.408678670489686,-0.261686038491789,2.80430085238555e-19,-0.262134420516204,-0.343926994114559,-0.179687258841779,6.47824330524441e-10
"Candida orthopsilosis",-0.310818380386504,-0.369113423179443,-0.25123835034873,5.91808461300078e-24,-0.0830383488736902,-0.175477365249769,0.00909627772060265,0.0778297845314836
"Candida tropicalis",-0.551003104380582,-0.599752560492855,-0.502276106424985,1.9595494724652e-102,-0.0907515778033956,-0.152206579712361,-0.0293401082042468,0.00388694189102916
"Candida albicans",-0.477779610918252,-0.545544704769166,-0.410892503558031,8.9181382396209e-44,0.319917641595046,0.247128853877307,0.391375820187435,8.33968037863533e-18
"Saccharomycetaceae sp. 'Ashbya aceri'",0.215066299448333,0.144693136092123,0.286104334419309,2.25695949761335e-09,-0.112122091352573,-0.210302721849584,-0.0164478621246812,0.0214763652879092
"[Candida] glabrata",-0.154175995393386,-0.215708713053263,-0.0919722870999849,1.50258929535678e-06,-0.192529804528944,-0.265156263027259,-0.118379559803235,3.93955229038455e-07
"Kazachstania africana",-0.399391986278354,-0.468553618314423,-0.330283186636604,7.42723051731825e-29,0.358938657464113,0.265584194366614,0.452053391653022,5.23857114895879e-14
"Kazachstania naganishii",-0.475376156353384,-0.582238288290501,-0.370524134445986,1.70378557688971e-19,0.523417101606954,0.339349949356368,0.712202049047735,8.77127744513213e-09
"Eremothecium gossypii",0.0169993214646651,0.00258289450919351,0.0318975013171624,0.0207269105416028,0.0214708147412349,0.00627102358096246,0.0373832741230073,0.00521553239321911
"Eremothecium cymbalariae",0.235869601736864,0.159382733575387,0.312167516077361,1.18888523115866e-09,-0.709157924965751,-0.828807169968538,-0.587494026228973,9.89003789775139e-29
"Eremothecium sinecaudum",-0.712171773219014,-0.79286477859679,-0.632584120996054,1.52721290199467e-63,-0.475024324234273,-0.612367897690933,-0.336731232936599,1.95915057260263e-11
"Torulaspora globosa",-0.653476001192498,-0.730544898897468,-0.576048914619235,1.28809450371828e-56,-0.273229898074015,-0.373929727361429,-0.172030355035686,1.18601173832947e-07
"Torulaspora delbrueckii",-0.943660620247129,-1.01020074761458,-0.877580945879455,2.24462807601709e-141,-0.699080765041582,-0.810493049932819,-0.587770427575504,1.26643178215708e-32
"Zygotorulaspora mrakii",-1.04815400590205,-1.14054332288993,-0.95707940654482,8.09661783945631e-104,-0.358381751187357,-0.441133370853107,-0.275733701696302,1.05550187397029e-16
"Pachysolen tannophilus",-0.770227567327289,-0.830138925968833,-0.71024942364477,2.51478670562001e-129,0.224061447401042,0.132025303889956,0.316503964769704,2.04341306700934e-06
"Naumovozyma castellii",-0.00378613758885149,-0.0719258700607683,0.0645241918283938,0.915370633467886,-0.0653237721710359,-0.163857488022583,0.0342569328390873,0.196190985663499
"Naumovozyma dairenensis",-0.656721611260575,-0.72763370683408,-0.58658366941833,1.79218533283866e-74,-0.599118380790479,-0.676936123580943,-0.522659370337716,2.07664419981408e-49
"Zygosaccharomyces bailii",-0.552809972262316,-0.726987130161991,-0.380939292554986,9.32391523183743e-15,-0.615111755978803,-0.794804921030898,-0.442656519064405,1.23234078820588e-12
"Zygosaccharomyces parabailii",-0.856427450383548,-1.17718048309144,-0.509395208020889,4.15067891030521e-51,-0.00886237117792593,-0.0191530725044309,0.0014528077024538,0.0936248224390561
"Zygosaccharomyces rouxii",0.12453226924106,0.0408890390168455,0.207865867398271,0.0035438176154407,0.293393189843356,0.169929066544028,0.418426595513314,3.3337138805132e-06
"Vanderwaltozyma polyspora",-0.301487563894769,-0.351721567801152,-0.251840054200623,2.14588971948102e-32,-0.222356422119331,-0.291968634081385,-0.154245159232394,3.55383465834868e-10
"Lachancea mirantina",0.71506896804971,0.637951130011469,0.794705383626961,2.44310398323059e-72,-0.0266974130350761,-0.171926415329402,0.116940648657543,0.720035374423387
"Lachancea thermotolerans",-0.0406539685306306,-0.126012267949085,0.0443064751085314,0.340472308083014,0.0849733687136343,-0.047629713528701,0.21732851574348,0.210218442253885
"Lachancea dasiensis",0.1310760491259,0.0515557671708715,0.211267761041185,0.00121445939458255,0.335639702985092,0.226507229563647,0.446402329739058,1.17284590967562e-09
"Lachancea meyersii",-0.422779931303162,-0.491596907295571,-0.353074194787678,2.46910884175738e-30,0.796841899886433,0.66248333850043,0.931676146141631,3.33444064256513e-33
"Lachancea sp. PJ-2012a",0.151267924648139,0.067978799721027,0.234753393798093,0.000366180979604262,-0.0347455499270204,-0.199947518136549,0.125549297942088,0.672987077483097
"Lachancea quebecensis",0.117355795185481,0.0221408442111421,0.214206602417938,0.016052932958828,-0.17641809287883,-0.317942943328597,-0.0326041626828533,0.0164600753978959
"Lachancea fermentati",-0.327243008105985,-0.39321484106558,-0.260942331375304,2.54444298021886e-21,0.205643136549939,0.129927345212034,0.281666554158425,9.50991303948349e-08
"Lachancea nothofagi",0.136727297441534,0.0674691350940138,0.205520203386501,9.80328679861642e-05,0.29677468116726,0.143574255843146,0.453390671090119,0.000133331998671619
"Kluyveromyces lactis",-0.657389346454068,-0.730984916043101,-0.583744389426718,5.08589440867232e-60,0.281862811581885,0.192993740815734,0.373478461760505,2.08555180550893e-10
"Kluyveromyces marxianus",0.163800578830538,0.0863079303198351,0.241521316717209,3.43569768718622e-05,0.102422694819799,-7.26903510734727e-06,0.207826388266684,0.0499607565119987
"Kluyveromyces dobzhanskii",0.0722389869455797,0.000271818466719932,0.143851993521116,0.049034555102964,-0.0382262066993154,-0.152752514773226,0.0772964399822994,0.517300123804662
"Tetrapisispora phaffii",-0.218377940093623,-0.27393118531117,-0.162889821089754,1.11888678441895e-14,-0.166890970990723,-0.239897553711603,-0.0937901662032241,9.38239311921903e-06
"Tetrapisispora blattae",-0.591398756243002,-0.649954496441719,-0.53348393868568,8.38233069924237e-88,0.057914149201888,-0.0146366861861881,0.131425644212209,0.117236037135711
"Saccharomyces sp. 'boulardii'",0.0771622003542904,0.0380224899309259,0.122980815969077,6.1932808391991e-05,0.22110907208163,0.111023977108182,0.416291432255052,3.49537320547299e-06
"Saccharomyces cerevisiae x Saccharomyces kudriavzevii",0.347088931695779,0.260991664707614,0.433798204103525,2.25163133709486e-15,-0.281907289577917,-0.428239083349574,-0.138259512199873,9.10395667803476e-05
"Saccharomyces kudriavzevii",-0.301458702104548,-0.453689843516451,-0.16619658286123,4.87684879548076e-07,-0.0723045120424007,-0.256071843736722,0.0800903486035531,0.378528704478521
"Saccharomyces paradoxus",0.168821206291625,0.108512624641447,0.228632566993136,4.22425781114001e-08,-0.471251745838781,-0.556879578334717,-0.386723433709836,2.69681598341013e-26
"Saccharomyces arboricola",-0.0734852471737481,-0.127803162687511,-0.0193473389806642,0.00778481374250708,0.197233431656983,0.0980244817627986,0.296738561040911,9.55041297805403e-05
"Saccharomyces eubayanus",-0.303273235392551,-0.380839232248076,-0.225099512077053,6.32411131387806e-14,-0.236939500467984,-0.336554846064537,-0.138891986404489,2.27233123111308e-06
"Saccharomyces cerevisiae",-0.370678323812714,-0.471373667700044,-0.271096939238295,2.89892691034741e-13,0.00311669107445495,-0.11937564283791,0.125664378722133,0.96377560956133
"Drechslerella stenobrocha",0.441423213785442,0.385029085687224,0.497066041003065,2.69781197147662e-49,-0.0409036606346994,-0.153532376024347,0.0729528853209548,0.484007539893767
"Arthrobotrys oligospora",-0.238428704473561,-0.279425845017715,-0.197746997158156,1.54785352822002e-30,0.138787117262717,0.0774034694850324,0.200215958910108,8.17457489958043e-06
"Dactylellina haptotyla",-0.129804493416951,-0.170700761538993,-0.0887759949845598,6.66813309713932e-10,-0.0522890159363385,-0.123371980998045,0.0180604396785199,0.144744057294159
"Tuber borchii",-0.413994029204037,-0.451410225078031,-0.376432979731873,1.56093812128265e-93,0.092629867530475,0.0377770839761129,0.147773660574313,0.000949490693892776
"Tuber magnatum",-0.225622106962112,-0.263553369632356,-0.187965418810328,7.78145703298249e-31,-0.509221829112142,-0.554926928211282,-0.464198471431219,1.33364856072599e-92
"Umbilicaria pustulata",-0.359537420435159,-0.413095502227164,-0.305941916667866,4.86330717826789e-38,0.158936775107976,0.0769541472898984,0.240407242292663,0.000130759748301923
"Xylona heveae",0.139878552164807,0.0797631145469478,0.200206322766485,5.74879509404507e-06,0.0379293830117813,-0.0689378207093082,0.14378574842469,0.484007539893767
"Coniosporium apollinis",-0.0952088934388449,-0.142167583682469,-0.0487704099597979,5.44146150579533e-05,-0.410171749872146,-0.492610019241668,-0.327873318096626,1.69685647816902e-21
"Diplodia seriata",0.184365820366536,0.144351106411456,0.224252165935333,5.85697248820096e-19,-0.256780202388396,-0.309194077154706,-0.204796772930452,2.3593999394422e-21
"Macrophomina phaseolina",0.101784219666448,0.06565504831174,0.1381481535969,4.25446254607916e-08,-0.252282543228608,-0.307184902181114,-0.196639582198462,9.6746203136212e-18
"Neofusicoccum parvum",0.33924468212683,0.295766730781881,0.382771349879315,5.60033725045916e-52,-0.290051269055242,-0.36142076550609,-0.217517576472392,2.30111770234748e-14
"Cenococcum geophilum",-0.43420841437838,-0.475502752962837,-0.393265213644171,1.81250991294997e-89,-0.153778953410011,-0.20527733920241,-0.103325690077471,5.126764100287e-09
"Clohesyomyces aquaticus",-0.15365929963321,-0.195655979715736,-0.111774690952318,7.92496101256587e-13,-0.212129866760663,-0.28798804586667,-0.136891652554901,3.74629626460315e-08
"Corynespora cassiicola",0.498717805987296,0.452937481198831,0.544995081493788,1.27597273004175e-90,-0.0662034863752838,-0.14419853305779,0.0117997780428495,0.0951059008732951
"Stagonospora sp. SRC1lsM3a",0.299350367490635,0.248731002484464,0.349849700181718,1.81531019707655e-29,0.220850682091595,0.152296759971441,0.28938787311555,2.20162529866853e-10
"Periconia macrospinosa",-0.34731963828905,-0.387553472278988,-0.307377540964285,1.66052336312113e-62,-0.146753244080122,-0.209157272304381,-0.0830545436591898,6.54947713447936e-06
"Pyrenochaeta sp. DS3sAY3a",0.431453462850914,0.372660101073093,0.490667789638067,2.74574787946723e-47,0.552630691847089,0.45300615741717,0.65390435940216,9.77436686403088e-27
"Epicoccum nigrum",0.0651455474994947,0.014922698521108,0.115200322709129,0.0110230199647727,-0.254299291752901,-0.339690817410847,-0.168859773240001,3.40428508186566e-09
"Ascochyta rabiei",-0.00625960682598464,-0.0520245666329737,0.0390811307310594,0.786715261664302,-0.0649665275361911,-0.155796449668759,0.0244447381575251,0.152351698882605
"Exserohilum turcicum",0.292005362071965,0.245074583345429,0.33866909089071,2.02429512414591e-33,-0.307900771790463,-0.371100902702193,-0.245474903120008,5.91506889881657e-22
"Bipolaris victoriae",0.194929256605354,0.0880291320090755,0.306900849517949,0.000294484064456058,-0.51346405563361,-0.651058924544361,-0.375214716046452,8.78040747119614e-13
"Bipolaris zeicola",-0.184512104180911,-0.296954180600515,-0.0739945590910581,0.000881644903322596,0.36991639739928,0.220869849676671,0.534863824641996,1.64205546103475e-07
"Bipolaris maydis",-0.148953737119699,-0.201603831817462,-0.108921323383653,1.19206689747639e-18,-0.0697137417771364,-0.1478024852594,-0.00695958338236215,0.0285211985000107
"Bipolaris sorokiniana",-0.504848992016113,-0.578375542605195,-0.431705709581898,6.70635522838328e-40,0.247848416182493,0.12884071178361,0.367754104003961,4.87754172361517e-05
"Bipolaris oryzae",-0.0427990733519366,-0.1040637844595,0.017704010417126,0.166097022295552,0.0315411812176842,-0.0579037827932413,0.119941166468271,0.486612985831541
"Stemphylium lycopersici",0.537413387178093,0.490452703681114,0.585055015140967,3.90662091289029e-112,0.0802677596759148,0.0157801969956116,0.144463682177701,0.0143598677245165
"Elsinoe australis",0.235196226531102,0.173912980335674,0.296472830287288,8.47727270264126e-14,0.54558886692656,0.467742475529078,0.623855471624253,4.43562451600616e-39
"Aureobasidium melanogenum",0.0799753763969354,0.023931853671095,0.136238896342174,0.00537323007646503,-0.158655236878797,-0.240549629157108,-0.077679024553714,0.000150284089439175
"Aureobasidium namibiae",-0.47471043546276,-0.530556069917228,-0.418428410990612,2.00381351050031e-57,-0.603040413406748,-0.679809987972145,-0.527047961401572,2.94720089069562e-49
"Aureobasidium subglaciale",0.134632568211302,0.0738255795454382,0.195621998059339,1.50811509835367e-05,-0.155665558595328,-0.242959603550704,-0.0655767810617054,0.00078783303623678
"Acidomyces richmondensis",-0.158884273753618,-0.208542800777455,-0.108717401867301,5.37619629397493e-10,-0.514218141617735,-0.578031715350065,-0.448365882632324,5.35613719220283e-47
"Rachicladosporium sp. CCFEE 5018",0.548026158083531,0.474132200530479,0.621783277513014,7.38251050354777e-48,-0.649121223519935,-0.821222731883178,-0.4795052764258,8.87099042069518e-15
"Rachicladosporium antarcticum",0.211492054913469,0.162058336409659,0.260718708018543,5.7478676592062e-17,0.150943647387771,0.0581361879428178,0.242145672618804,0.00157591871104857
"Hortaea werneckii",-0.338561273832813,-0.388463758038394,-0.289864784108075,6.54098619974071e-42,-0.731590416156642,-0.809811376491078,-0.654437497165851,5.0076503668009e-68
"Baudoinia panamericana",-0.916975340277136,-0.970710320319328,-0.863318267305012,1.37711052153711e-183,-0.841491608636976,-0.919701830537497,-0.763139760967113,1.40372605462395e-80
"Sphaerulina musiva",0.907130062812722,0.84557842558626,0.969204493735445,1.99260639979954e-170,0.107922817692732,0.0173205543311223,0.199159022291176,0.019837117118759
"Cercospora beticola",-0.0346626622898941,-0.0996110795549875,0.0299723292486569,0.291463478261368,-0.0729026291572794,-0.166137506529546,0.0197461977198465,0.121185004132028
"Cercospora zeina",0.0860363899426933,0.0338686192415414,0.137976966906085,0.00125742937730372,-0.226243939841135,-0.308373844482224,-0.144895349768576,7.30429939222319e-08
"Cercospora berteroae",0.379456103455154,0.324475345112601,0.434486899179133,2.39997601008483e-39,-0.350226325629372,-0.436313394418121,-0.262862957225404,7.91827691848832e-15
"Zymoseptoria brevis",-0.503034688556876,-0.560626187481545,-0.445663612905971,2.35502770794341e-61,-0.722222820779391,-0.820182506101696,-0.623690108492466,3.49635909264721e-42
"Zymoseptoria tritici",0.140254987832343,0.0920887909996259,0.188859570160724,8.23246219188815e-09,0.147125262246477,0.0530879799728121,0.243187977799095,0.00221289048181399
"Pseudocercospora eumusae",0.358016391200786,0.305186595862265,0.410775782845227,6.16190490527247e-39,-0.0419123400795722,-0.129738369638288,0.0457438876947249,0.348897583890245
"Pseudocercospora musae",-0.403503156369979,-0.44861824331517,-0.358313444633377,2.72043394774016e-63,-0.598749641833551,-0.67263693385735,-0.52587678887047,6.62226535769758e-53
"Pseudocercospora fijiensis",-0.394535118234066,-0.435980636981969,-0.352634336507339,7.77731531941595e-74,-0.204750308843805,-0.265103455687121,-0.144395953904528,5.46488079309733e-11
"Phaeomoniella chlamydospora",-0.00324051816418629,-0.060987794941226,0.0541828384999444,0.908288027019964,-0.159681106422229,-0.228842388256418,-0.0906600921802573,5.8842387227417e-06
"Endocarpon pusillum",-0.277242901281583,-0.328616072481634,-0.225519279227212,1.15326831335736e-24,-0.279014682151077,-0.351164167779649,-0.207025255908821,1.45822811771078e-13
"Cyphellophora europaea",0.0299925632396285,-0.0244980856647207,0.084601381777983,0.279685382973487,-0.18651419848297,-0.262787969788202,-0.111008201992772,1.56710204799792e-06
"Phialophora americana",-0.0988250755471025,-0.161100438231572,-0.0367556480393811,0.00168714639504533,0.160328668878254,0.0797248497048844,0.241225976722975,9.31796764536836e-05
"Rhinocladiella mackenziei",-0.00840704696265758,-0.0580003439698235,0.0411523288843041,0.739957625394135,-0.498314447006741,-0.589762119194214,-0.407391619951238,2.33727918286752e-25
"Capronia coronata",-0.313621676298239,-0.367083112334477,-0.260269189011025,6.07822904735932e-30,-0.744586903088226,-0.832872092017744,-0.659052977668701,1.51757917573087e-58
"Capronia epimyces",0.261046402874199,0.206905253784836,0.315076333812467,5.95358143574539e-21,0.302668140318446,0.208512188789558,0.396870919707879,2.17693435733568e-10
"Exophiala dermatitidis",0.122303583165904,0.0740561455009407,0.170246257409925,6.95242350927504e-07,-0.187230585114028,-0.258967984121745,-0.116885112250382,1.30936752130197e-07
"Exophiala aquamarina",-0.211943181026564,-0.261237884962355,-0.162593236988213,7.2271485528872e-17,0.191008116206821,0.115152205686921,0.26649719336909,1.12024008071234e-06
"Exophiala sideris",-0.098126342404945,-0.141862053016006,-0.0545437665704173,9.84952941954608e-06,-0.180069773929037,-0.244688007253514,-0.115434101205513,3.82580667487806e-08
"Fonsecaea multimorphosa",0.257578813807163,0.208434603348941,0.306395087931071,1.26866243236194e-24,-0.598053365515761,-0.660821049157856,-0.535249368885921,8.00449257063912e-68
"Fonsecaea pedrosoi",-0.50210138002094,-0.55988428970473,-0.44497207253265,1.04851437798751e-65,-0.338925999641887,-0.418586122667399,-0.258289886594808,9.79493114282462e-16
"Cladophialophora yegresii",-0.120161041623392,-0.172025459870997,-0.0685281096828481,5.36435706430995e-06,-0.519602457182306,-0.60974037784769,-0.42887549296633,3.63523440408371e-27
"Cladophialophora carrionii",0.403532905475851,0.355739461269487,0.451729765147325,8.18101736668459e-59,-0.113162100427982,-0.201422078828712,-0.0236326652567571,0.0126700013238802
"Cladophialophora bantiana",0.370978569333681,0.326414586579887,0.415664396340293,4.76148023577087e-56,-0.181882823557337,-0.254855705123451,-0.109013180134462,1.45940739055474e-06
"Cladophialophora psammophila",-0.451627121130022,-0.506439527390095,-0.396770387905974,4.25483651299242e-55,-0.675723817839823,-0.787412862629769,-0.564800503810518,2.5363437286238e-31
"Ascosphaera apis",-0.320390869653461,-0.376785431057238,-0.264172140436319,2.14395828391163e-28,0.00679818422775382,-0.0588732942353579,0.0720604101567401,0.840526887486304
"Uncinocarpus reesii",0.000486780809710148,-0.0587630960193296,0.0596343125322366,0.986574382721241,-0.258903065206277,-0.340556547308339,-0.1767858110329,1.12878829313236e-09
"Nannizzia gypsea",-0.265228907813868,-0.318578704570743,-0.212803397730627,2.2733439445195e-23,-0.445119683346213,-0.53406381167122,-0.355568621041757,9.06563734949194e-22
"Microsporum canis",-0.434503944977713,-0.482105520475049,-0.386861394777127,7.02680830714836e-66,-0.431130690287633,-0.511421454110982,-0.350767496557353,2.73522356058634e-25
"Trichophyton tonsurans",-0.0429644007795043,-0.0766934288009416,-0.0115307585888521,0.00711015781774389,0.768177108121974,0.218669607226046,1.59326919045618,6.29508219492416e-28
"Trichophyton interdigitale",-0.299221786317944,-0.528493216426796,-0.198989933031844,6.41961635291752e-30,0.0255454181008029,-0.0388285389577578,0.087297061475952,0.415865890611393
"Trichophyton soudanense",-0.0281540816767233,-0.0400227306009835,-0.0164614139087787,2.18558012065567e-06,-0.0123718818635137,-0.024356390173345,-8.74107541658576e-05,0.0483344106115349
"Trichophyton rubrum",-0.0225475220759298,-0.039079157724684,-0.00621396782013531,0.00676846224060402,-0.0121776487991012,-0.0346553815433095,0.0107975484427102,0.295445987559405
"Trichophyton equinum",-0.0661257838290174,-0.0891343826230605,-0.0451237342651584,7.69972761499228e-11,0.129663655505309,0.084430234112346,0.196427675761949,5.68090585120198e-11
"Trichophyton mentagrophytes",-1.53733040198713,-1.74214541854957,-1.31290186430005,1.08580961264643e-65,-0.129877890184194,-0.361899342622713,0.0133083002183639,0.0816277166116183
"Trichophyton verrucosum",-1.3402519742269,-1.52211345571493,-1.16535271085351,1.53177152692974e-61,-0.906047763059811,-1.02734316673353,-0.783420941701171,2.90372172205293e-40
"Trichophyton benhamiae",0.613321102729499,0.511523681470358,0.71532574849401,7.71707140573337e-32,-0.149867403582312,-0.288211855172045,-0.0116354046204369,0.0335083728790277
"Coccidioides immitis",-1.09809255713094,-1.22336930274737,-0.975688683813064,2.10344314393216e-84,0.259080719909326,0.106859460208168,0.437579398262669,0.000467495072022638
"Coccidioides posadasii",-0.955662388883374,-1.09104564063307,-0.82917762375198,8.81563392129815e-64,0.316959275321614,0.168410162523405,0.472344189547899,2.38415777877915e-05
"Paracoccidioides brasiliensis",-0.387923252204632,-0.445675920813186,-0.329802236831666,8.50605817325396e-36,0.223008670170581,0.15921654770928,0.287166948100537,8.73038562328541e-12
"Paracoccidioides lutzii",-0.575243309193776,-0.626528702978373,-0.524348121770965,8.16327572841301e-104,-0.585505050886874,-0.659674615649454,-0.510603561905692,1.20842931782824e-48
"Emergomyces pasteurianus",-0.157843429872711,-0.204139678533295,-0.111464726946393,4.53874871461532e-11,0.273293182733618,0.203351981114587,0.343345980298409,1.74881689018713e-14
"Polytolypa hystricis",-0.62491888498325,-0.669422479937852,-0.58035900129035,3.70110408865238e-148,-0.0716340268762201,-0.150515441453333,0.00692726430812127,0.0730959472244702
"Helicocarpus griseus",-0.13981363625557,-0.19832134688772,-0.0808987033604486,3.33881071055298e-06,-0.409548531223704,-0.498154613358405,-0.321817467714863,2.83246461397743e-19
"Histoplasma capsulatum",-0.296794547645172,-0.337702252192002,-0.256150220103292,2.14470353390591e-44,-0.0168814029033613,-0.0625472365259705,0.028043566173935,0.46305089533103
"Emmonsia sp. CAC-2015a",-0.230579486388787,-0.277285846552629,-0.183924552302268,8.43308265540582e-22,-0.473481889608085,-0.532453098129199,-0.414133109888505,3.0713340348648e-50
"Emmonsia crescens",-0.1385576667541,-0.175126989764918,-0.102125266073409,9.67134443654399e-14,-0.0493284763631004,-0.0897743902922769,-0.00877050134901785,0.0174883271957509
"Blastomyces parvus",0.470909184074632,0.421285586354929,0.520644104231193,3.55076766514792e-73,0.255884892268098,0.174175044035491,0.337871486982372,1.04394763240468e-09
"Blastomyces percursus",-0.0411322458474416,-0.0879450683152076,0.00536514078859051,0.0827595625584652,-0.326885222833267,-0.399274517317644,-0.253841951474167,7.52460416967414e-18
"Blastomyces gilchristii",-0.516797344930431,-0.569616665116327,-0.464062548570254,4.18802127194527e-78,-0.103700725249339,-0.173735017905755,-0.0328356590376563,0.00424721049875198
"Blastomyces dermatitidis",-0.430906115772786,-0.47530982248401,-0.386619357945795,8.37650174320754e-75,-0.191304621000519,-0.242656330253042,-0.140254546709663,2.83784222289221e-13
"Blastomyces silverae",-0.616903375757237,-0.668959494915534,-0.565120493617311,5.86735127314627e-110,-0.319194722362809,-0.390846347479362,-0.247813912694349,1.08108746715197e-17
"Byssochlamys spectabilis",-0.111137376073041,-0.157148083676397,-0.0651956365666734,2.40723376950942e-06,-0.0899452005236284,-0.148601108799499,-0.0305171727399263,0.00298600754439737
"Elaphomyces granulatus",-0.00787470834104125,-0.0473946017842164,0.031292928677296,0.694873437764193,-0.0466900950065968,-0.102689172181019,0.00983862464400252,0.103811403931566
"Rasamsonia emersonii",0.322561225052303,0.281745998470275,0.363179120561264,2.53237750440495e-50,-0.0663995317531528,-0.129926237078911,-0.00274143998232989,0.0406216176492278
"Talaromyces marneffei",-0.543374407606496,-0.668031495511167,-0.424559168522175,4.26211011345438e-31,-0.138581154682968,-0.292759612980713,-0.0472452204627701,0.00126044928683123
"Talaromyces cellulolyticus",0.469503256557531,0.379277542062734,0.560074153020826,9.23633599275369e-24,-0.578390547217369,-0.783047669883143,-0.382675877134836,2.72380720794232e-09
"Talaromyces stipitatus",-0.349734949533541,-0.394314224032686,-0.305523976387035,8.43599690348542e-54,0.316696139668201,0.240190270594978,0.393534492239717,1.82170047541684e-15
"Talaromyces islandicus",-0.127149001811878,-0.18676030043991,-0.0674520333845691,3.08432054388033e-05,-0.230676429686782,-0.325135582668772,-0.134198608006271,2.9292024421637e-06
"Talaromyces rugulosus",-0.146229777363911,-0.198600962136545,-0.0942478308916031,4.1695374398408e-08,-0.116881559694823,-0.17945945546018,-0.0540241372739347,0.000255575319600243
"Penicilliopsis zonata",-0.362974519031184,-0.414464046478159,-0.311390462411916,5.156388802902e-42,0.0835868699671986,0.0174419958286154,0.149452518074161,0.0140515317497415
"Penicillium chrysogenum",0.000995276585129794,-0.00607693998466984,0.00808317525065342,0.780710389885215,-0.0235651883709114,-0.0357591777725461,-0.0117609219325491,0.000111537228956551
"Penicillium rubens",-0.029429785550017,-0.0398849872534938,-0.0190965110359475,1.80303525758971e-08,-0.0192986803829343,-0.0334472359209522,-0.00516299401354625,0.00763478271930288
"Penicillium flavigenum",-0.404285509550207,-0.471139868563593,-0.337216627075388,7.55284801958687e-32,0.334488939486245,0.213504246996812,0.457373193370091,5.10804411129768e-08
"Penicillium solitum",-0.822823700967796,-0.921119620642351,-0.72534403425911,4.53623306524081e-65,-0.314909077965235,-0.440359143085078,-0.188466090176527,1.77344169976387e-06
