"","2014_ZellerG-Median","2014_ZellerG-low-CI","2014_ZellerG-high-CI","2014_ZellerG-p-value","2015_FengQ-Median","2015_FengQ-low-CI","2015_FengQ-high-CI","2015_FengQ-p-value","2016_VogtmannE-Median","2016_VogtmannE-low-CI","2016_VogtmannE-high-CI","2016_VogtmannE-p-value","2019_Thom-Median","2019_Thom-low-CI","2019_Thom-high-CI","2019_Thom-p-value","2019_WirbelJ-Median","2019_WirbelJ-low-CI","2019_WirbelJ-high-CI","2019_WirbelJ-p-value","2019_Yachida-Median","2019_Yachida-low-CI","2019_Yachida-high-CI","2019_Yachida-p-value","2021_JunY_1-Median","2021_JunY_1-low-CI","2021_JunY_1-high-CI","2021_JunY_1-p-value","2021_JunY_2-Median","2021_JunY_2-low-CI","2021_JunY_2-high-CI","2021_JunY_2-p-value"
"Saccharomyces eubayanus",-0.303273235392551,-0.380839232248076,-0.225099512077053,6.32411131387806e-14,-0.236939500467984,-0.336554846064537,-0.138891986404489,2.27233123111308e-06,-0.499577591246873,-0.634199513156196,-0.363768426312135,8.08596697516723e-13,1.18806656466563,0.947662203519319,1.43868537565511,2.43758210456723e-23,-0.409922209689691,-0.680311847395416,-0.157340658027272,0.000989509787427131,0.16275797201985,0.138359376626686,0.18716249271959,1.7189061751896e-38,-0.826203658777244,-0.927321998591269,-0.726448710733234,5.92978801507832e-57,-0.53873178287073,-0.581465187219459,-0.496044795426231,1.28584845419222e-129
"Saccharomyces cerevisiae",-0.370678323812714,-0.471373667700044,-0.271096939238295,2.89892691034741e-13,0.00311669107445495,-0.11937564283791,0.125664378722133,0.96377560956133,-0.0794856880775553,-0.232790236221582,0.0722430583320955,0.302110210578168,0.566394717313545,0.21795617851676,0.925098188151884,0.00101356429539056,0.501756764166296,0.239200660634437,0.768004022890402,0.000172551715697847,-0.0598916217999883,-0.10194248402728,-0.0178907757138338,0.00515668930126386,-2.57560524233971,-2.71884379004974,-2.43251869244996,8.37024600981696e-200,-0.694036114026208,-0.762363515064043,-0.625918745054469,4.40294220163387e-89
"Drechslerella stenobrocha",0.441423213785442,0.385029085687224,0.497066041003065,2.69781197147662e-49,-0.0409036606346994,-0.153532376024347,0.0729528853209548,0.484007539893767,-0.513005303439913,-0.616009054902781,-0.409119555031482,2.82527227351163e-21,-0.435282048466425,-0.604899047667302,-0.274333625607646,1.28697595143135e-07,-0.570259180471154,-0.743628974008005,-0.39868183922466,4.94224102618928e-11,0.10808363409453,0.0783564544376228,0.137744167436837,1.28962532444716e-12,-0.351442377103348,-0.429547946732838,-0.273989262413757,3.51120308575172e-18,0.137066964716839,0.098607802570092,0.175723841251959,2.75200410952801e-12
"Arthrobotrys oligospora",-0.238428704473561,-0.279425845017715,-0.197746997158156,1.54785352822002e-30,0.138787117262717,0.0774034694850324,0.200215958910108,8.17457489958043e-06,-0.249415486757607,-0.312001417409249,-0.188102919874151,3.63485491226929e-15,0.197734948857185,0.0680633083271048,0.330553978551326,0.00284210411667324,-0.337906699385255,-0.503059585975145,-0.17183687417617,7.05802617675906e-05,0.00605073905424801,-0.0133662462195327,0.0254351377783231,0.541864073360124,-0.521704588667713,-0.590311265177321,-0.453285839562698,4.88688905496224e-48,-0.212456201920788,-0.244978121861406,-0.179941307887689,3.84305416028619e-37
"Dactylellina haptotyla",-0.129804493416951,-0.170700761538993,-0.0887759949845598,6.66813309713932e-10,-0.0522890159363385,-0.123371980998045,0.0180604396785199,0.144744057294159,-0.0452175958888312,-0.101638732820856,0.0104900033357793,0.113627373503783,0.269296805052215,0.138821099625141,0.402817807949863,8.22052215295765e-05,-0.784736458326723,-0.899293758308343,-0.66768973472281,7.75719573633834e-33,0.229975317019904,0.208927228975796,0.250985999800645,8.82031515383586e-101,-0.309396708855916,-0.386926253325488,-0.232489854897712,2.35359385090999e-15,0.0257969174837534,-0.0045793260669907,0.0560467373458257,0.0956863974754023
"Tuber borchii",-0.413994029204037,-0.451410225078031,-0.376432979731873,1.56093812128265e-93,0.092629867530475,0.0377770839761129,0.147773660574313,0.000949490693892776,-0.217365227470384,-0.284032587879706,-0.149443462721435,5.23274984060245e-10,0.400613353281944,0.298271706849842,0.506065518423019,2.00186622293845e-15,-0.0917570641724942,-0.183651772468843,0.00206678595872749,0.0557699209281784,0.0792447848477423,0.0647962832297192,0.0937013566988555,6.76215064083547e-27,-0.343728161702815,-0.400257826445276,-0.287508048593673,2.13677563515706e-32,-0.347014870101668,-0.374142223177473,-0.319903606549156,1.0978117611637e-133
"Tuber magnatum",-0.225622106962112,-0.263553369632356,-0.187965418810328,7.78145703298249e-31,-0.509221829112142,-0.554926928211282,-0.464198471431219,1.33364856072599e-92,0.126854623345752,0.0632746785132755,0.19091813397122,0.000107590427145255,0.622102716897053,0.504615795952463,0.746985176513056,9.17343764013583e-24,-0.939503353442088,-1.03271982971438,-0.843949679454259,4.70394096031863e-51,-0.058920370617849,-0.0739577681597251,-0.0438788145350272,1.83458481816355e-14,-0.397340626274791,-0.452245789903515,-0.34245604539638,2.53298035314497e-43,-0.317325612644911,-0.343710880863733,-0.291054349174045,1.26317400312438e-119
"Umbilicaria pustulata",-0.359537420435159,-0.413095502227164,-0.305941916667866,4.86330717826789e-38,0.158936775107976,0.0769541472898984,0.240407242292663,0.000130759748301923,-0.168522964219319,-0.260688675037998,-0.0771071462945914,0.000323821582830879,0.611504838544799,0.462120439081407,0.777062864763868,9.897863342944e-14,-1.00784586541581,-1.14806654936024,-0.870228059156288,1.65395297440238e-37,0.381117363584839,0.358765501362726,0.403515729610138,1.60355647246566e-239,-0.128330700463939,-0.207502091000044,-0.047900438590499,0.00188346838405171,-0.249830385175673,-0.286398518559309,-0.213320352889356,1.74690178306134e-40
"Xylona heveae",0.139878552164807,0.0797631145469478,0.200206322766485,5.74879509404507e-06,0.0379293830117813,-0.0689378207093082,0.14378574842469,0.484007539893767,-0.373335159962865,-0.467556227819445,-0.279912777094382,1.87890476282584e-14,0.390630330977863,0.283160504046374,0.497632834132565,1.81737342389189e-11,-0.363618864222467,-0.525084111479359,-0.202684502019369,9.64440962581529e-06,0.131333379028053,0.110129520629533,0.152472025553707,8.11497090666504e-34,-0.391344716926801,-0.480603569854678,-0.301859209100773,1.00655051105354e-17,0.0424447317949249,0.0047456156106127,0.0803964482268212,0.0275360467052052
"Coniosporium apollinis",-0.0952088934388449,-0.142167583682469,-0.0487704099597979,5.44146150579533e-05,-0.410171749872146,-0.492610019241668,-0.327873318096626,1.69685647816902e-21,-0.373424082747844,-0.469928191182071,-0.275936868487326,1.3683964362141e-13,0.636904005975952,0.474061372906837,0.806228145582575,2.66725677432424e-13,0.114686352946302,-0.00112326197645167,0.230698378924762,0.0523594588934913,0.499773928933077,0.474823847215524,0.524695994836371,0,-0.191587820375608,-0.268602218232454,-0.115265897315917,1.01310918122062e-06,-0.051723742773261,-0.0895965813791579,-0.0138555518695923,0.00744132728904718
"Diplodia seriata",0.184365820366536,0.144351106411456,0.224252165935333,5.85697248820096e-19,-0.256780202388396,-0.309194077154706,-0.204796772930452,2.3593999394422e-21,0.123349489974485,0.0525951144417585,0.193897302010196,0.000651734188693531,-0.308040950414327,-0.410187489123347,-0.206333941060942,2.91622232713354e-09,-0.160377933725336,-0.284290117052438,-0.0434542628868348,0.00731443890573818,0.224134876634013,0.207168807714608,0.241139306913771,6.02503336058275e-144,-0.0540747737958553,-0.118746524223839,0.0102413974856597,0.100298088888144,-0.106234718027394,-0.132422987443224,-0.0800001278611943,1.80251055084444e-15
"Macrophomina phaseolina",0.101784219666448,0.06565504831174,0.1381481535969,4.25446254607916e-08,-0.252282543228608,-0.307184902181114,-0.196639582198462,9.6746203136212e-18,0.0110599660619523,-0.050993970804878,0.0709702432351086,0.728051421220947,-0.015600666337625,-0.0855042511206944,0.0530455871936573,0.666455470376706,-0.129203150499491,-0.237072835884222,-0.0219022143733296,0.0177124533630294,0.0612050952056316,0.0456932003617121,0.0767673335797314,1.10889505769357e-14,-0.36857412821558,-0.429320685604158,-0.30740850853169,7.4318766571926e-30,-0.198020911063521,-0.225072694689607,-0.170942453111402,3.84185566354863e-46
"Neofusicoccum parvum",0.33924468212683,0.295766730781881,0.382771349879315,5.60033725045916e-52,-0.290051269055242,-0.36142076550609,-0.217517576472392,2.30111770234748e-14,-0.315757031303864,-0.37566459230955,-0.255801955767426,4.08717203890791e-23,0.325209383734496,0.239736192215664,0.410074827377172,3.68503454638982e-13,-0.404300927644674,-0.500632212229378,-0.304310871422502,1.05425520187808e-13,0.12196849616344,0.102516986107138,0.141414646499639,1.41061098564133e-34,-0.385120802877623,-0.467367069508757,-0.303504829570109,3.67031376334129e-20,0.00441249931898017,-0.0272975794919883,0.0360282318945954,0.78475331703382
"Cenococcum geophilum",-0.43420841437838,-0.475502752962837,-0.393265213644171,1.81250991294997e-89,-0.153778953410011,-0.20527733920241,-0.103325690077471,5.126764100287e-09,-0.0318019978854813,-0.0992658397390645,0.0367119492110587,0.360659670843837,0.247754743662761,0.137944194026523,0.358479237834939,1.08571465483574e-05,-0.625736423671475,-0.707310236552987,-0.541555078226481,9.4620943175092e-37,0.153935097066175,0.139561300201157,0.168303560019332,2.34001542920272e-96,-0.516865557885762,-0.579991151540274,-0.453790306082186,1.1052314808588e-52,-0.0276268490754578,-0.0508528823292991,-0.00439102157535942,0.01973221470306
"Clohesyomyces aquaticus",-0.15365929963321,-0.195655979715736,-0.111774690952318,7.92496101256587e-13,-0.212129866760663,-0.28798804586667,-0.136891652554901,3.74629626460315e-08,0.253637052949976,0.180774000020048,0.326463810085687,1.77019683704186e-11,0.0138253791073892,-0.150687025816542,0.184774288852997,0.871555222976448,-0.998228958810531,-1.11222461858174,-0.883542732604662,1.85381705596668e-50,0.209191166376747,0.191954570877899,0.226405212760721,5.91696344098607e-124,-0.475968488671649,-0.545389250514517,-0.405308840118803,5.25445174160037e-39,-0.271699891393826,-0.30276684281502,-0.240701784256584,1.0385307456624e-64
"Corynespora cassiicola",0.498717805987296,0.452937481198831,0.544995081493788,1.27597273004175e-90,-0.0662034863752838,-0.14419853305779,0.0117997780428495,0.0951059008732951,-0.288618132678879,-0.362958523042067,-0.214312859769064,1.44944252367397e-13,-0.057281108464373,-0.184858379232585,0.069774968699311,0.383756927848442,-0.327516366998722,-0.488249703469531,-0.179843194195518,1.87130455754647e-05,-0.142502995226885,-0.162589684393508,-0.122322228911771,2.69281464423087e-43,-0.127775137012652,-0.192589452333568,-0.0633117836314973,0.00011048717663043,-0.205709977385741,-0.243592640449461,-0.167879520931089,3.88216172414742e-26
"Stagonospora sp. SRC1lsM3a",0.299350367490635,0.248731002484464,0.349849700181718,1.81531019707655e-29,0.220850682091595,0.152296759971441,0.28938787311555,2.20162529866853e-10,-0.323054218817147,-0.400781194970694,-0.246460576984151,1.80955020491082e-16,-0.149559214511377,-0.287575152055016,-0.00955450930842408,0.0359273836071468,-0.0735173404040741,-0.204008141994626,0.0525121095565023,0.260591341434381,0.232842808557691,0.209735877604379,0.2559684878615,4.3516243806963e-86,0.0278373434869102,-0.0465566759766948,0.102441608753604,0.462479276707601,0.140322911381303,0.104119845670139,0.176455509904604,4.30370470215685e-14
"Periconia macrospinosa",-0.34731963828905,-0.387553472278988,-0.307377540964285,1.66052336312113e-62,-0.146753244080122,-0.209157272304381,-0.0830545436591898,6.54947713447936e-06,-0.114878197469786,-0.188585147300618,-0.039461293899858,0.00279808220636103,0.32528929589953,0.205986128138322,0.445740699091571,9.18422421362042e-08,0.147577523222646,0.0521609236009976,0.240995371636224,0.00247723982457698,-0.0946278761890101,-0.112726520293288,-0.0765131333182653,1.44566408027909e-24,-0.423536839917857,-0.481027727149227,-0.365890465775637,5.51295891711855e-44,-0.325012789733871,-0.359514199989294,-0.290548850960299,3.36185763788074e-74
"Pyrenochaeta sp. DS3sAY3a",0.431453462850914,0.372660101073093,0.490667789638067,2.74574787946723e-47,0.552630691847089,0.45300615741717,0.65390435940216,9.77436686403088e-27,-0.0332518295884942,-0.110738673502628,0.0446701220376313,0.407574614503882,0.184777882692048,0.050179705494508,0.321402204156586,0.00755913715645211,-0.277380952791243,-0.396443023515975,-0.151086507304783,2.61688698769639e-05,0.245244651980753,0.220909604678815,0.269607851712595,5.31603740034821e-86,-0.178563851370953,-0.265524844977759,-0.0904691611294456,7.70036327452523e-05,-0.123826782273616,-0.158407580742808,-0.0891991954484054,2.28104596925337e-12
"Epicoccum nigrum",0.0651455474994947,0.014922698521108,0.115200322709129,0.0110230199647727,-0.254299291752901,-0.339690817410847,-0.168859773240001,3.40428508186566e-09,-0.161754825435132,-0.26223693232167,-0.0610359012457343,0.00156500123600228,0.233049922156422,0.114445634301104,0.357450494446024,0.00011828071155917,-0.724143123144229,-0.880936714215198,-0.571878356398105,8.67271068764475e-23,0.216792749919909,0.191956783603998,0.241627134768117,2.06064730279118e-64,0.14754039349826,0.0667251695263263,0.22865728528801,0.000343151197860228,0.0247368426330519,-0.00800513324427457,0.0574103327233645,0.138028893088793
"Ascochyta rabiei",-0.00625960682598464,-0.0520245666329737,0.0390811307310594,0.786715261664302,-0.0649665275361911,-0.155796449668759,0.0244447381575251,0.152351698882605,0.206344255015329,0.135619825865765,0.277771382326667,1.72756397614483e-08,0.00299111449668511,-0.125185658422381,0.131098493132057,0.957458542194412,-0.544109228963271,-0.702415424715638,-0.390460769783997,3.50297801990249e-12,0.0963805569587679,0.0765913385533854,0.116170389557391,1.91684595294168e-21,-0.0950499893778973,-0.170460461831517,-0.0198278310602401,0.0129082742752341,-0.256140965106816,-0.287197236787279,-0.224996222949736,6.37283180668656e-58
"Exserohilum turcicum",0.292005362071965,0.245074583345429,0.33866909089071,2.02429512414591e-33,-0.307900771790463,-0.371100902702193,-0.245474903120008,5.91506889881657e-22,0.0822636822041792,-0.000343574820689819,0.164942293538441,0.0510130550024853,0.811890394956335,0.705507992137693,0.918977107675636,8.98868169501488e-38,-0.316662247352141,-0.482638431867604,-0.164563138206462,2.97233363428431e-05,0.126621136995056,0.104825285951252,0.148414042177505,5.51532091671054e-30,0.173325043746868,0.0979183354446515,0.249087745921607,7.2081056673986e-06,-0.264505558330143,-0.297802373386768,-0.231347478624729,1.78159229835854e-53
"Bipolaris victoriae",0.194929256605354,0.0880291320090755,0.306900849517949,0.000294484064456058,-0.51346405563361,-0.651058924544361,-0.375214716046452,8.78040747119614e-13,-0.537354942720642,-0.742905462085919,-0.350592320122413,9.28993545814631e-09,0.522308172337471,0.265091061387216,0.808202869906543,6.9702220342508e-05,-2.37334555197834,-2.64577555389863,-2.09103101849799,8.39536141376549e-31,0.353148112561183,0.310150969933687,0.396270462553897,7.40141135114306e-59,-0.666865885137924,-0.78435051256392,-0.549730626856816,8.47246680203963e-27,-0.537153329884816,-0.598075521397218,-0.476595108918743,2.19136304618117e-66
"Bipolaris zeicola",-0.184512104180911,-0.296954180600515,-0.0739945590910581,0.000881644903322596,0.36991639739928,0.220869849676671,0.534863824641996,1.64205546103475e-07,-0.646765134622665,-0.854057597108116,-0.455134500226903,5.11639474455542e-11,0.406692094748801,0.0868909964903392,0.91943464528312,0.00815003777583074,-0.666029825836856,-1.02928111090196,-0.343678132478734,1.86911680177763e-05,-0.236002973041983,-0.286536011538994,-0.186930159796945,1.23395158847449e-23,0.258130365024268,0.0983125555935813,0.444318692960174,0.00117026184277624,-0.108286388345768,-0.181802822691755,-0.0372536354447203,0.00282814188997232
"Bipolaris maydis",-0.148953737119699,-0.201603831817462,-0.108921323383653,1.19206689747639e-18,-0.0697137417771364,-0.1478024852594,-0.00695958338236215,0.0285211985000107,-1.69766526281062,-1.79544755965878,-1.55659626940924,7.46707015787042e-52,0.000645075352022587,-0.0323270545949592,0.0332883901058424,0.966026951701405,0.0915543679156366,0.0474923848055778,0.141851976256101,3.42356058643625e-05,0.0214354073314914,0.0154506994070818,0.0274053799214517,2.55342609585702e-12,-0.00152241065287653,-0.0372268857363723,0.0362271066971159,0.935373625584726,-0.099298663952028,-0.129399005747569,-0.0730061319289587,8.60072391186535e-17
"Bipolaris sorokiniana",-0.504848992016113,-0.578375542605195,-0.431705709581898,6.70635522838328e-40,0.247848416182493,0.12884071178361,0.367754104003961,4.87754172361517e-05,0.121495816423308,0.0170759487377804,0.221581497152171,0.0222106639427935,0.573467980261328,0.418098655120535,0.728520246099181,1.21950818083253e-11,-0.559227887534252,-0.703890626832732,-0.406892066384788,8.05083124644693e-13,-0.0111838281816126,-0.0338238229658623,0.0114378464565396,0.332189785191361,-0.0482265154237085,-0.143575842194435,0.0481427621699477,0.325681055467979,-0.0744033740813796,-0.121363540437693,-0.0273118623529794,0.00190781684717323
"Bipolaris oryzae",-0.0427990733519366,-0.1040637844595,0.017704010417126,0.166097022295552,0.0315411812176842,-0.0579037827932413,0.119941166468271,0.486612985831541,-0.135599749803391,-0.255885562100808,-0.0160374284219028,0.0263025383327624,0.440618047549052,0.210922451132232,0.673326004260257,0.000170617422807123,-0.140425662631256,-0.324687794127849,0.048082112406629,0.149125340753898,0.286010018107291,0.256699808619943,0.315312979342121,8.52012503310254e-80,-0.366161259760261,-0.45372933629023,-0.280309036240123,1.000905509722e-16,-0.231721366367188,-0.275074798224623,-0.188244650142237,2.09660860940626e-25
"Stemphylium lycopersici",0.537413387178093,0.490452703681114,0.585055015140967,3.90662091289029e-112,0.0802677596759148,0.0157801969956116,0.144463682177701,0.0143598677245165,0.122009172427462,0.0482329536074232,0.197242645595721,0.00119297491348041,0.499852015455439,0.374514959801393,0.627370582864375,4.17060085564296e-14,0.238895054227494,0.123317990029363,0.352382458084764,5.82913456034514e-05,-0.00674954229229475,-0.0271237180067297,0.0136896681246736,0.518159106074547,0.216347630942413,0.128588134694672,0.305117501153174,2.0514109194241e-06,0.0302869793240138,-0.0039097358061572,0.064531106737889,0.082853140125637
"Elsinoe australis",0.235196226531102,0.173912980335674,0.296472830287288,8.47727270264126e-14,0.54558886692656,0.467742475529078,0.623855471624253,4.43562451600616e-39,0.289264879602101,0.174333816969949,0.404607430229548,9.52868835046044e-07,0.141371882522336,-0.0630662651137608,0.347170015357211,0.174165750826379,0.418782649735575,0.249467833409503,0.590478926431306,2.36474322826832e-06,-0.0764593317535055,-0.116359478385228,-0.0367868629973316,0.000155570277622436,0.904209520891556,0.808977354815765,1.00009494542698,8.60231881536347e-76,0.370988718427446,0.327163042034346,0.41475700181322,1.0665488999178e-59
"Aureobasidium melanogenum",0.0799753763969354,0.023931853671095,0.136238896342174,0.00537323007646503,-0.158655236878797,-0.240549629157108,-0.077679024553714,0.000150284089439175,-0.0891892678744282,-0.210064669603456,0.0312096611592531,0.145495223088297,0.630666339094889,0.467538799096327,0.802691587978383,2.20643713503481e-14,-0.335526891226906,-0.478627272533262,-0.193490921939246,5.8643794443206e-06,-0.0154392300907569,-0.0400417297753409,0.00918980048153944,0.219332116195819,-0.220176452313974,-0.295403241784341,-0.144204469424577,1.35265502923868e-08,-0.131104728823926,-0.165249038632549,-0.0970171343595626,5.14167745394767e-14
"Aureobasidium namibiae",-0.47471043546276,-0.530556069917228,-0.418428410990612,2.00381351050031e-57,-0.603040413406748,-0.679809987972145,-0.527047961401572,2.94720089069562e-49,0.158557302173759,0.0443864452486269,0.272432731884132,0.00677527170698783,0.168871899537225,0.0298999592143164,0.309246668172778,0.0173237397267202,-0.555762069517547,-0.710593186855587,-0.402894353447952,1.06175222219307e-11,0.0327436251445592,0.00735344702540155,0.0581116637393042,0.0114437048223013,-0.374726336437725,-0.452330080528196,-0.297114975187554,1.02980619839752e-20,-0.545233767220906,-0.582802687072533,-0.507602916078114,4.33415074757692e-167
"Aureobasidium subglaciale",0.134632568211302,0.0738255795454382,0.195621998059339,1.50811509835367e-05,-0.155665558595328,-0.242959603550704,-0.0655767810617054,0.00078783303623678,-0.166987106778938,-0.274440480124013,-0.059744952282699,0.00231044302566478,-0.248525316875689,-0.362337081118184,-0.134178156059694,2.5696780357544e-05,-0.846014688167599,-1.0269423574283,-0.664026376384928,7.330647401389e-21,-0.0186432958520448,-0.0432395202026331,0.00600081363246867,0.137985598931086,-0.901153747124988,-1.00647424203199,-0.796655683732067,5.77323443453564e-63,0.142129620202323,0.101663306498032,0.182541477590273,5.54949159539856e-12
"Acidomyces richmondensis",-0.158884273753618,-0.208542800777455,-0.108717401867301,5.37619629397493e-10,-0.514218141617735,-0.578031715350065,-0.448365882632324,5.35613719220283e-47,-0.330738755599852,-0.415891697055774,-0.245838187693824,3.28347633101745e-14,0.0539618199214466,-0.105302091650987,0.218124918305202,0.509895189034436,-0.436442590596246,-0.566523642382466,-0.309894081653261,1.96539719007796e-11,-0.0434245546723174,-0.0610150407787745,-0.0258195588585305,1.26339991383577e-06,-0.605499664129188,-0.690684464534608,-0.521185849787742,2.18721607772413e-45,-0.194180371832707,-0.225123336649826,-0.163384695973283,7.83383725352517e-35
"Rachicladosporium sp. CCFEE 5018",0.548026158083531,0.474132200530479,0.621783277513014,7.38251050354777e-48,-0.649121223519935,-0.821222731883178,-0.4795052764258,8.87099042069518e-15,-0.351232336115741,-0.481335195523386,-0.224803571370764,4.89747265116694e-08,0.560578548765277,0.36692651069481,0.764133767926241,1.20980669412512e-08,-1.09704200210393,-1.31344492418627,-0.877870671669503,4.65225016483953e-20,0.233085393273202,0.189987603252857,0.276273546044694,1.88755357797506e-26,0.268383690659001,0.144551710778849,0.392296239747427,1.94841831116764e-05,-0.0410932588737992,-0.107403407674035,0.025367511427984,0.225515711820445
"Rachicladosporium antarcticum",0.211492054913469,0.162058336409659,0.260718708018543,5.7478676592062e-17,0.150943647387771,0.0581361879428178,0.242145672618804,0.00157591871104857,-0.267931028344167,-0.354196965860666,-0.18170762091596,1.38182181506004e-09,0.244776232801156,0.131714177599431,0.356060923207938,2.12775269840336e-05,-0.315952536352592,-0.440194400067666,-0.188494023126815,1.22075552331019e-06,0.0520986714166473,0.0318724422565463,0.0723107176162558,4.60172318425928e-07,-0.420541282996642,-0.497388779520521,-0.343669213016004,2.79012161467636e-26,0.0841978857325203,0.0498197365243843,0.11856304488285,1.6167011778083e-06
"Hortaea werneckii",-0.338561273832813,-0.388463758038394,-0.289864784108075,6.54098619974071e-42,-0.731590416156642,-0.809811376491078,-0.654437497165851,5.0076503668009e-68,0.0551418276926436,-0.0213771658836225,0.132130280704858,0.158013529479859,0.409279724464033,0.311973444507831,0.506104937533148,2.08356368664755e-15,0.0562708569848957,-0.0731099699495663,0.187505914379787,0.389958477045162,0.15185127662423,0.131280053300185,0.17245687157066,1.86907201997469e-47,-0.389175275394296,-0.464573518045715,-0.313814733759014,2.48306290430385e-23,-0.110342377666591,-0.147193173857367,-0.0734365031638528,5.04839964156396e-09
"Baudoinia panamericana",-0.916975340277136,-0.970710320319328,-0.863318267305012,1.37711052153711e-183,-0.841491608636976,-0.919701830537497,-0.763139760967113,1.40372605462395e-80,0.352176871533339,0.279385320377094,0.42471685257885,2.69301447374682e-20,0.23854761851698,0.125565239798067,0.354107227976596,5.05411041190942e-05,-0.0461509135435124,-0.163175556168052,0.0723880389137669,0.452891094041968,0.201106776884773,0.180180659186587,0.222061206005846,1.12356833226364e-78,-1.02994783908192,-1.11581395504801,-0.944419086235142,1.88573758834081e-108,-0.429002035004411,-0.466997762571996,-0.390750909367633,4.73543205348695e-104
"Sphaerulina musiva",0.907130062812722,0.84557842558626,0.969204493735445,1.99260639979954e-170,0.107922817692732,0.0173205543311223,0.199159022291176,0.019837117118759,0.809612189364265,0.703926033109206,0.91520386296688,5.72888976395431e-45,0.242715291065232,0.0786233486676814,0.409693101601515,0.00354605625608858,-0.305051985164401,-0.425822018960215,-0.183156398853586,1.64619382803982e-06,0.212033467351256,0.190794328915828,0.233317478094741,4.14848297688477e-84,0.79954421054971,0.700404235215108,0.901281624775554,5.466919731103e-56,0.543292604718028,0.503542556158077,0.583306548844409,3.16589998357416e-158
"Cercospora beticola",-0.0346626622898941,-0.0996110795549875,0.0299723292486569,0.291463478261368,-0.0729026291572794,-0.166137506529546,0.0197461977198465,0.121185004132028,0.089906073325207,-0.0266307070083552,0.208522356083864,0.12786041616962,0.098447554313176,-0.0764807317828141,0.272476039415696,0.270457105346791,-2.46977235254261,-2.77873556554149,-2.14723006647327,1.05156248775784e-49,0.218996718016198,0.190390227194667,0.247644679910791,8.70807482244681e-51,-0.115707368425355,-0.21239580896633,-0.0189918528602408,0.0190629285963324,-0.363656589284314,-0.409184260960656,-0.318074020796143,9.8167324809512e-53
"Cercospora zeina",0.0860363899426933,0.0338686192415414,0.137976966906085,0.00125742937730372,-0.226243939841135,-0.308373844482224,-0.144895349768576,7.30429939222319e-08,0.0461936265638397,-0.0147742362205727,0.107754739725168,0.139404594260159,-0.118142632652707,-0.219224477126261,-0.017709736874532,0.021380531337603,-0.282993682539714,-0.403662474897846,-0.164969475267768,8.51484935742536e-06,-0.283141085431732,-0.296957354188802,-0.269302841867778,0,-0.432601625866671,-0.518326265639758,-0.347300865059399,8.11319243585986e-23,-0.302427980382905,-0.338444050277574,-0.266361253460774,4.8535319941515e-60
"Cercospora berteroae",0.379456103455154,0.324475345112601,0.434486899179133,2.39997601008483e-39,-0.350226325629372,-0.436313394418121,-0.262862957225404,7.91827691848832e-15,-0.0187195347814498,-0.0926785366145612,0.0546181391608611,0.621833125957808,-0.0524627253575834,-0.153928838457784,0.0526853262670685,0.346555229295856,-0.599561165946562,-0.798767290061348,-0.392290436441127,2.0126123697899e-08,0.268370790401559,0.247909494979255,0.288754059513532,2.30573494177036e-145,-0.327067473044548,-0.404806365232974,-0.249349917438123,1.52927948638934e-16,-0.227833441885601,-0.266640129691196,-0.188967293731766,7.16854902730379e-30
"Zymoseptoria brevis",-0.503034688556876,-0.560626187481545,-0.445663612905971,2.35502770794341e-61,-0.722222820779391,-0.820182506101696,-0.623690108492466,3.49635909264721e-42,-0.12383071859626,-0.207991409823206,-0.0399815280159984,0.00387302844893308,1.04958321371079,0.790350625656749,1.32662118626078,1.47306849231116e-17,-0.785449826421308,-0.899371805840476,-0.672202650509479,1.1912481820314e-33,0.386396434366093,0.360751444696728,0.412124140709404,1.48909446137791e-190,-0.495044245915185,-0.565861861881394,-0.424136192062071,2.87018648046166e-41,-0.485377310842172,-0.528495352667943,-0.442411366908968,1.84012217289904e-105
"Zymoseptoria tritici",0.140254987832343,0.0920887909996259,0.188859570160724,8.23246219188815e-09,0.147125262246477,0.0530879799728121,0.243187977799095,0.00221289048181399,-0.2209410365629,-0.300811000789536,-0.141198590271625,5.04427005797724e-08,0.00806413449777533,-0.130461431863543,0.138987719382625,0.913835135542174,-0.373688697674214,-0.559841551619942,-0.186430629193097,0.000144005712584995,0.101920203655181,0.0790971198401385,0.124673268499527,3.96907440168108e-18,0.502247993533836,0.404599324089279,0.598776678167892,1.09160474251473e-22,0.00737824467634431,-0.0409708865440225,0.0560065938956458,0.766744620604732
"Pseudocercospora eumusae",0.358016391200786,0.305186595862265,0.410775782845227,6.16190490527247e-39,-0.0419123400795722,-0.129738369638288,0.0457438876947249,0.348897583890245,0.0323974275035532,-0.0664912630300742,0.130758502241043,0.519251167372964,0.602285513575893,0.499484522117305,0.710008869974019,2.37129167860158e-26,-0.133977955584791,-0.258361777464875,-0.00984868219761592,0.0345081166961371,0.0670024116818852,0.0424859903217883,0.0915453866319427,9.31242655843607e-08,0.31448204412182,0.223700215137958,0.405446287138925,1.98938632052733e-11,0.27939727199481,0.243281111571689,0.315584636202415,1.56437383230893e-51
