"","Parvimonas_micra","Gemella_morbillorum","Dialister_pneumosintes","Streptococcus_milleri","Escherichia_coli"
"2019_Thom_Mean",100,90.9499668639274,73.5199224749388,74.6635306671824,68.9276354988171
