"","Fusobacterium_nucleatum","Parvimonas_micra","Gemella_morbillorum","Anaerostipes_hadrus","Roseburia_intestinalis","Dialister_pneumosintes","Brachyspira_pilosicoli","Romboutsia_ilealis","Porphyromonas_asaccharolytica","Clostridium_beijerinckii","Bifidobacterium_catenulatum","Lactobacillus_ruminis","Streptococcus_salivarius","Streptococcus_equinus"
"2014_ZellerG_Mean",70.1807981948434,86.545768064847,62.8893783430676,75.4361797592061,52.2786479566273,73.3016974863605,61.0855245668939,54.1552216982306,71.195613695333,67.1910121660885,52.3065074842393,61.0677921675309,100,77.6920813990385
