"","Fusobacterium_nucleatum","Parvimonas_micra","Gemella_morbillorum","Dialister_pneumosintes","Porphyromonas_asaccharolytica","Clostridium_beijerinckii","Prevotella_intermedia","Streptococcus_thermophilus"
"2015_FengQ_Mean",75.3292246783359,62.0790785619488,79.0443940271185,50.559357897252,100,61.9695605820012,72.5875104573278,60.0865486659885
