"","Fusobacterium_nucleatum","Parvimonas_micra","Pseudobutyrivibrio_xylanivorans","Lactococcus_garvieae","Brachyspira_pilosicoli","Porphyromonas_asaccharolytica","Clostridium_beijerinckii","Streptococcus_anginosus","Streptococcus_milleri","Adlercreutzia_equolifaciens"
"2016_VogtmannE_Mean",90.3191400402282,63.4446544294835,52.3176546287972,58.7385137069495,97.0453683745729,57.4701559833559,66.8704480430799,71.4557642437184,68.8614574075991,68.8224715387378
