"","Fusobacterium_nucleatum","Parvimonas_micra","Gemella_morbillorum","Pseudobutyrivibrio_xylanivorans","Roseburia_intestinalis","Brachyspira_pilosicoli","Romboutsia_ilealis","Clostridium_beijerinckii","Lactobacillus_ruminis","Prevotella_intermedia"
"2021_JunY_1_Mean",67.3734030837019,79.1489313543481,79.2324860749157,69.8927571273131,51.53517042452,63.4790965849703,68.2338853057922,79.2893486738013,98.9731395799882,59.5360532758863
