"","unclassified","Bacteria","Eukaryota","Ratio"
"S5_010",6865411,27719149,162378,0.585797204668874
"S5_011",6623656,26270115,34242,0.130345832136631
"S5_012_merged",4466713,28409695,102005,0.359049965161541
"S5_013",10264252,19764962,46695,0.236251402861286
"S5_014",11671095,18830034,233991,1.24264778279211
"S5_015",11461785,18883321,66114,0.350118498753477
"S5_016",4592981,25420680,31466,0.123781110497438
"S5_017",11541236,16236067,48886,0.301095086636437
"S5_018",5574112,21193550,22580,0.106541848817211
"S5_019",6808011,20693932,29595,0.143012937319017
"S5_020",10858342,18535927,45611,0.246068081731224
"S5_021",7711526,24007022,36964,0.153971617137686
"S5_022",22125617,10627610,100761,0.948105924097704
"S5_023",8525976,20058875,31522,0.157147397349054
"S5_024",1531633,29699910,6184,0.0208216119173425
"S5_025",6122603,31026488,51723,0.166705944933245
"S5_026",10344832,36022699,39660,0.110097247293991
"S5_027",21283483,21856434,941052,4.30560630338874
"S5_028",2548195,28729538,14381,0.0500564958615067
"S5_029",12903664,17436676,58032,0.332815727034212
"S5_030",2151016,7760979,55350,0.713183220828197
"S5_031",4518127,26492546,13231,0.0499423498217197
"S5_032",5798394,31423969,27393,0.0871723110470227
"S5_033",12849407,16784288,45837,0.27309469427598
"S5_034",2553705,44998275,14193,0.0315412090796814
"S5_035",6505235,24460903,23310,0.09529492840064
"S5_037",8119379,28097273,29562,0.105213057509175
"S5_038",3206113,29169437,11388,0.0390408632158379
"S5_039",12962719,16173401,41427,0.256142786541928
"S5_040",8044548,27546303,29136,0.105770999469511
"S5_041",1588277,33198434,6171,0.0185882261795843
"S5_042",10080915,25703606,39596,0.154048424178304
"S5_043",17078087,16383350,178549,1.08981984758917
"S5_044",10539873,19399800,34066,0.175599748451015
"S5_045",8062051,21247879,34822,0.163884592904544
"S5_046",3169127,26910615,21012,0.0780807127596304
"S5_047",9769668,37277016,32134,0.0862032518911921
"S5_049",8793999,36390528,30014,0.0824775062345894
"S5_052",3705118,18377689,39431,0.214559077585871
"S5_054",13771131,18789527,44189,0.235178884492409
"S5_055-2",3594067,43791978,13190,0.0301196716896414
"S5_055",9062853,28576830,28275,0.0989437946756166
"S5_056",18128053,24127358,64481,0.267252634954892
"S5_057",20166976,22462316,65470,0.291465937884589
"S5_060",13140238,36758151,44141,0.120084930278457
"S5_061",18653062,26516019,71111,0.268181283170751
"S5_062",4942886,31510008,16797,0.0533068731686771
"S5_064",3295908,27646076,13210,0.0477825496826385
"S5_066",4128782,25132588,98296,0.391109741662896
"S5_068",12365299,17192323,42035,0.244498663734971
"S5_070",3910506,38865469,14200,0.0365362888069098
"S5_071",13341567,24054605,41700,0.173355579939891
"S5_072",14811355,23489659,60399,0.257130169492882
"S5_073",13870411,18531567,56105,0.302753674311514
"S5_075",2751876,31327172,22086,0.0705010972583162
"S5_076",6518261,30490381,119841,0.39304526893252
"S5_077",21544777,21173310,76870,0.363051407644813
"S5_078",16430989,18756802,51916,0.276784923144148
"S5_080",9853547,27202902,30563,0.112351983622924
"S5_082",5489671,27108847,23884,0.0881040790853259
"S5_083",8610644,30212888,43300,0.143316322491249
"S5_084_merged",11305544,20416617,65661,0.321605680314226
"S5_085",17781496,20014092,60451,0.302042181079212
"S5_086",2666892,29739165,19079,0.0641544575982547
"S5_087",6362949,29321652,87778,0.299362396088733
"S5_088",13929426,21252285,49259,0.231782135426849
"S5_089",6463862,27060215,32128,0.118727807595025
"S5_091",9529700,21623285,36373,0.168212184226402
"S5_092",10848623,26316352,128952,0.490007125607683
"S5_093",12739848,22928080,140361,0.612179475996246
"S5_094_merged",2806533,29880049,20630,0.0690427247960671
"S5_096",4695403,24300836,14261,0.0586852238334516
"S5_098",13698292,25055784,85961,0.343078468428687
"S5_099",11226510,18658330,49266,0.264042923455636
"S5_101",4231548,22248260,73356,0.329715672146945
"S5_104",16954153,26655667,131485,0.49327221862428
"S6_001",17315178,22895317,164930,0.720365653814708
"S6_002",8059852,25461780,67676,0.265794457418138
"S6_003_merged",3691468,27258536,16792,0.0616027214374242
"S6_004",3773529,34366294,15729,0.0457686825352772
"S6_005",1487936,30326086,12120,0.039965592658413
"S6_006",6196107,38935600,34832,0.0894605451052507
"S6_007",5702522,25717466,62897,0.244569196669687
"S6_008",3714667,31015825,23130,0.0745748339758817
"S6_009",3444348,31744396,27830,0.087669017233782
"S6_010",6285569,25263159,29338,0.116129578252664
"S6_011",14447372,16555753,178988,1.0811226768121
"S6_012",5749930,29320511,37804,0.128933632841529
"S6_013",1810664,30038624,5890,0.0196080885728987
"S6_014",6357644,26931690,26941,0.100034568940902
"S6_015",9550820,36765598,38053,0.103501648470399
"S6_016",7954817,31342531,39538,0.126148076554507
"S6_017",13242596,27089443,77341,0.285502363411459
"S6_018",17541989,24059663,70081,0.291280056582671
"S6_019",17825365,25405730,82086,0.323100339962678
"S6_020",8129835,31452396,38666,0.122934990389921
"S6_021",12058990,24625251,63226,0.256752712896206
"S6_022",8600429,27023282,70827,0.262096217624491
"S6_023",20487663,9883278,97485,0.986363026518125
"S6_024",8040804,22238534,35619,0.160167931932923
"S6_025",2984401,29112310,12673,0.0435314133437024
"S6_026",2469316,31072962,6381,0.0205355382599187
"S6_027",12623839,22546209,59850,0.26545482657417
"S6_028",5329057,29378359,20535,0.0698983901721672
"S6_029",16874978,17378956,57614,0.331515886224696
"S6_030",19147442,21897768,97361,0.444616090553156
"S6_031",9657964,24170857,36078,0.149262394792208
"S6_032",9281228,22394487,31388,0.140159495504407
"S6_033",1805082,31622640,6263,0.0198054305396387
"S6_035",6165309,27574168,18973,0.0688071531296973
"SBJ01C",9242896,8079911,12049,0.149122929695637
"SBJ02C",8206197,9186032,11063,0.120432848481259
"SBJ03H",13008010,12804446,18953,0.148018899060529
"SBJ04C",7293942,7384985,12137,0.164346982424473
"SBJ05C",6521924,12028452,10255,0.0852561909046983
"SBJ06C",8905845,15866376,13737,0.0865793171673229
"SBJ07C",9982525,14175692,15667,0.110520177780386
"SBJ10C",10871260,8791707,16271,0.185072136730671
"SBJ11C",6964942,12090231,9988,0.0826121519100834
"SBJ12C",9384477,6993049,15010,0.214641710647244
"SBJ16H",6180047,11501023,20207,0.175697414047429
"SBJ17H",3474475,26526899,4849,0.0182795584210578
"SBJ18H",4153600,6936796,5892,0.0849383490591333
"SBJ20C",6155814,19439852,7938,0.0408336442067563
"SBJ21H",6720967,8218620,9987,0.121516750987392
"SBJ22C",4550258,4992573,6428,0.128751247102446
"SBJ24H",4623775,10073433,7333,0.072795441236369
"SBJ25C",7356447,5092186,10356,0.203370418912428
"SBJ26C",4322159,12549595,5629,0.0448540371223135
"SBJ27C",7910044,6591423,11847,0.179733571946452
"SBJ29C",6214134,6705880,9147,0.136402679439537
"SBJ31C",2041895,3229207,3018,0.0934594778222641
"SBJ32C",5845173,6832403,9362,0.137023533301534
"SBJ33C",9753880,6876306,13403,0.194915700377499
"SBJ34H",7394986,8165047,11318,0.138615246182906
"SBJ35C",5703028,11619665,12479,0.107395523020672
"SBJ36C",7648878,5215870,11962,0.229338537962027
"SBJ37H",2309025,1998512,3724,0.186338635945143
"SBJ39C",3695831,8559561,5326,0.0622228172683155
"SBJ40C",8223884,5851195,10567,0.180595587738915
"SBJ42C",11063649,12094847,16468,0.136157158498987
"SBJ45H",11437133,25982509,16983,0.0653632026067998
"SBJ46H",8480928,9576216,12678,0.132390497457451
"SBJ47C",6748849,6291559,9477,0.150630392244593
"SBJ49C",12561453,4562263,16471,0.361026972798368
"SBJ50C",9502902,10798547,15592,0.144389796145722
"SBJ51C",5504366,3674721,7728,0.210301680045914
"SBJ52C",5054662,6224697,7105,0.114142102017174
"SBJ53C",10049183,7402927,13274,0.179307455010701
"SBJ55C",7496403,6101197,10548,0.172884107823432
"SBJ57H",8813540,7630914,12562,0.164619860740142
"SBJ60H",23763989,19026867,30860,0.162191705024269
"SBJ61C",7495212,17253524,10358,0.0600341124514621
"SBJ63H",8693038,23646544,11161,0.0471992862889393
"SBJ64C",14314270,13167779,16841,0.127895524370511
"SBJ65H",7730562,7912465,10452,0.132095371037976
"SBJ67H",8553254,6438309,11791,0.183138150095002
"SBJ68H",3411139,4860860,5371,0.110494850705431
"SBJ69H",3559825,9104761,4700,0.05162134404187
"SBJ73H",6472876,11640783,8338,0.0716274841649398
"SBJ74H",4425600,6867390,6402,0.0932231895960474
"SBJ75H",3332978,5544212,4556,0.0821757898146752
"SBJ77H",4734602,5708939,7527,0.131845864879621
"SBJ78H",2154375,6907353,2901,0.0419987222312223
"SBJ79H",5362668,8178103,8516,0.104131728348249
"SBJ80H",3618051,6233654,4459,0.0715310795241443
"SBJ81H",3364025,18237045,4270,0.0234138809220463
"SBJ82H",4621719,10092067,5700,0.0564800055330588
"SBJ83H",5794512,3902863,9731,0.249329786876967
"SBJ84H",7421964,7966572,9981,0.125286007582684
"SID31004",5901626,8323824,10436,0.125375067997593
"SID31009",14199134,11479192,24916,0.217053604469722
"SID31021",10017154,14004890,18963,0.135402705769199
"SID31030",8473473,11580111,16360,0.141276711423578
"SID31071",10038973,10490734,16167,0.154107424704506
"SID31112",7102941,12396706,35681,0.287826459706312
"SID31129",6980220,9648614,10607,0.109932887770202
"SID31137",9844538,16715216,16267,0.0973185150583755
"SID31159",2217910,16907908,4774,0.0282353085905128
"SID31160",11484676,8090641,16913,0.209044005289569
"SID31188",12455153,6220927,28962,0.465557625093495
"SID31219",8826427,8532373,18239,0.213762337863101
"SID31223",15286454,4526552,26565,0.586870536337592
"SID31232",9548852,9731693,16301,0.16750425645363
"SID31233",14556733,10751601,26108,0.24282895170682
"SID31236",9182524,9691331,26194,0.270282791909594
"SID31237",10688278,9266485,13957,0.150618060677808
"SID31256",10004734,10327106,19738,0.191128085641805
"SID31267",12324528,8010907,28294,0.353193464859847
"SID31275",8939028,8250920,13378,0.162139494747252
"SID31276",12183081,6064042,20861,0.344011469577552
"SID31282",11073341,12273493,16769,0.136627771735398
"SID31285",10808353,10731831,16901,0.157484775897049
"SID31300",14235433,8231648,34770,0.422394154852102
"SID31328",12546216,9321296,20111,0.215753260061691
"SID31333",11348340,11049788,35209,0.318639597429381
"SID31337",6447702,9136956,8148,0.0891763077331225
"SID31343",1186690,16963133,2216,0.013063624508515
"SID31360",9835770,12550821,14001,0.111554455282248
"SID31367",1619622,22642605,10462,0.0462049309255715
"SID31379",12038558,12868825,17990,0.139795202747726
"SID31398",9410755,13995627,12202,0.0871843755195819
"SID31416",14084307,9367935,18240,0.194706730992476
"SID31424",12969958,12090739,28921,0.239199605582421
"SID31428",8281004,13159799,13017,0.098914884642235
"SID31431",8102057,7613529,12317,0.161777803696551
"SID31446",4416814,19438764,6572,0.033808733929791
"SID31449",9719645,17634159,13631,0.0772988380109309
"SID31450",1669040,11757036,2217,0.0188567934979531
"SID31452",12019144,7451748,23130,0.310396969945844
"SID31455",9069931,10343759,12764,0.123398079943665
"SID31477",13018974,11183959,20907,0.186937380582314
"SID31489",11660338,5776442,22090,0.382415334560617
"SID31493",7762046,14826715,10674,0.071991671789739
"SID31501",12015911,18551309,12425,0.0669764058158915
"SID31512",10758959,9116596,17252,0.189237298658403
"SID31519",9601638,8569915,22419,0.261601194410913
"SID31537",7326486,9240499,10254,0.110968033219851
"SID31549",14953957,6631267,39759,0.599568679710831
"SID31557",5202769,16800782,9177,0.054622457454659
"SID31582",10907594,9449073,23422,0.247876167323504
"SID31600",6778043,8117841,10912,0.134419976937218
"SID31637",3709337,12971605,4725,0.036425716015867
"SID31685",13072169,5084403,27303,0.536995198846354
"SID31700",16248055,11109063,24489,0.220441634006396
"SID31705",856705,20226260,5256,0.0259860201539978
"SID31711",8370897,12451198,12859,0.103275202916217
"SID31714",4922550,18423043,9733,0.0528305774458649
"SID31723",3059030,17257794,5839,0.0338339882837864
"SID31749",10391680,12869417,27607,0.21451632191264
"SID31750",12248731,8862276,19023,0.214651405575723
"SID31766",9489303,6708350,14331,0.213629282908614
"SID31865",8580964,7220802,20305,0.281201451029955
"SID31866",9346186,13823004,22692,0.164161133137197
"SID31868",6589342,9568130,353560,3.69518390740929
"SID31870",8768344,13953397,13534,0.0969943018176864
"SID31871",12662858,11335440,20213,0.178316854043601
"SID31872",8266039,11890311,13026,0.109551381793126
"SID31873",9530560,10112221,15577,0.154041332759638
"SID31874",8946769,13817289,28733,0.207949620218554
"SID31875",11048403,10284686,14645,0.142396180107006
"SID31876",5827160,16137948,9004,0.05579395843883
"SID31877",6303607,13864838,10872,0.0784141870247601
"SID31878",6903902,8768682,15272,0.174165285045119
"SID31879",4031343,15319718,6422,0.0419198316835858
"SID31880",7215673,18598718,10439,0.0561275244885158
"SID31881",16404541,8070486,29877,0.370200753709256
"SID31883",8849488,18015638,11029,0.0612190364837482
"SID31884",5253563,11234051,9739,0.0866917908775739
"SID530002",14562662,10239083,32915,0.321464334257277
"SID530018",7121034,13204052,12138,0.0919263268578464
"SID530026",7548103,11235184,13023,0.115912654389995
"SID530028",9420085,11431983,14612,0.127816845074035
"SID530039",10455623,7865302,16959,0.215617912700619
"SID530041",13781987,10807288,24015,0.222211159728509
"SID530050",5901689,10776810,34150,0.31688412433735
"SID530052",5170627,12760395,8001,0.0627018207508467
"SID530054",8479742,15810422,25837,0.163417522947838
"SID530055",10188948,7344427,16887,0.229929441738614
"SID530074",2824375,14330711,4523,0.0315615882561584
"SID530075",3394383,14004339,5172,0.0369314110433916
"SID530119",8090940,13343366,18539,0.138937956134906
"SID530142",11397448,7243276,19670,0.271562204726149
"SID530154",5951719,15698611,14315,0.0911864113328243
"SID530163",7983090,13170386,10977,0.0833460765690542
"SID530167",7576246,7286610,10933,0.15004233793218
"SID530168",12181916,11252641,19109,0.169817912079484
"SID530172",12167403,8254889,20913,0.25334077781058
"SID530177",10024779,10600224,13392,0.126336952879486
"SID530185",11248294,10205972,22267,0.21817618155331
"SID530215",6850959,9974552,13202,0.132356821639709
"SID530227",5805544,17198514,9589,0.0557548169568603
"SID530251",7813260,8024345,12812,0.159664122118378
"SID530258",8694538,10029686,13520,0.134799833215118
"SID530262",6919517,5857752,16006,0.273244753277366
"SID530295",15236212,7742932,28902,0.373269454000113
"SID530297",7569282,8730455,11146,0.127668031047637
"SID530315",5551533,10741763,7921,0.0737402230900086
"SID530323",12306993,13039299,52487,0.402529307748829
"SID530331",10396922,7668489,16920,0.220643206243107
"SID530348",3750597,18377599,15313,0.0833242688557956
"SID530364",5912921,10736303,10886,0.101394306773943
"SID530368",5891374,10487738,10689,0.101919022004554
"SID530373",7915563,11070623,18616,0.168156751431243
"SID530394",9469687,15207374,14598,0.0959929044948852
"SID530398",11199093,12743712,15401,0.120851758106272
"SID530403",11665573,12599085,36595,0.290457600690844
"SID530444",10268837,7151390,15462,0.216209715873418
"SID530450",8985917,12451238,13354,0.107250379440181
"SID530451",13419742,10020401,20294,0.202526825024268
"SID530558",10034877,13166179,15266,0.115948598298717
"SID530600",13864592,8567038,23814,0.277972386722225
"SID530623",10152923,10098213,18015,0.178397900697876
"SID530697",11625349,14632720,14894,0.101785587368582
"SID530705",5165732,13470034,6969,0.051737063172966
"SID530743",11762763,7997429,20932,0.261734114801144
"SID530756",3993014,13139233,6417,0.0488384672073324
"SID530840",4932636,18779268,10457,0.0556837465656276
"SID530867",13902470,12462240,18598,0.149234808509546
"SID530890",11926786,9292578,17064,0.183630419889938
"SID531128",7455040,8572896,12471,0.145470095519647
"SID531155",11640077,10166044,45418,0.446761788558066
"SID531248",16063567,6575393,24016,0.365240526307705
"SID531274",100150,25177352,10290,0.0408700644928823
"SID531277",7462214,10917436,10516,0.0963229827955941
"SID531281",4724520,16744152,14502,0.0866093427723303
"SID531333",9488443,12211222,13492,0.110488532597311
"SID531352",9943134,13586945,15181,0.111732254748952
"SID531361",13324878,6618451,18840,0.284658751723024
"SID531382",7358046,9878830,7876,0.0797260404319135
"SID531403",3240162,20372352,5069,0.0248817613204406
"SID531414",6762090,14816040,9953,0.0671771944460193
"SID531416",9048139,11333836,13203,0.116491892065493
"SID531424",295065,17318471,22355,0.129081834071842
"SID531469",8326365,12018810,16090,0.13387348664302
"SID531663",9827892,9835283,15540,0.158002570947882
"SID531766",4268403,19946932,5550,0.0278238277445374
"SID531775",9546513,7341765,18965,0.258316630946373
"SID532305",6394626,8376562,8193,0.0978086236334191
"SID532749",9808685,10696286,14425,0.134859894359594
"SID532779",11645035,10889140,17817,0.163621736886476
"SID532796",9700261,10850919,15725,0.144918600903758
"SID532802",9125845,6583399,14543,0.220904125665177
"SID532826",7417823,6340919,11630,0.183411899757748
"SID532832",9136670,7334640,13043,0.177827405298692
"SID532915",10488467,10897069,21308,0.195538818741076
"VF00TL",11588019,26599387,18521,0.0696294241668051
"VF02",7313089,3656537,16701,0.456743634756055
"VF04",3109560,20469752,5161,0.025212811567038
"VF06",1468021,16534091,4550,0.0275189001923359
"VF07",6819047,3582050,13769,0.384388827626638
"VF100",12163297,13013492,17745,0.13635848087508
"VF102",5000349,7726768,6678,0.0864268216672223
"VF107",4873548,11849843,7993,0.0674523704660053
"VF10",6556895,4678706,9626,0.205740647093448
"VF114",780473,11667292,1025,0.00878524339666822
"VF120",4327621,7825041,72755,0.92977148618135
"VF140",4489504,3718197,7504,0.201818246854591
"VF145",5153950,10598489,7961,0.0751144809415757
"VF154",105079,17476324,221,0.00126456799496278
"VF166",2543025,8130896,4445,0.0546680218268688
"VF170",7349416,5382038,7682,0.142734034951072
"VF171",6132704,46182593,10449,0.0226254078024593
"VF172",12995301,6012937,19033,0.31653416624854
"VF174",927762,14424275,1535,0.0106417826892513
"VF176",2708648,6922349,4360,0.0629844002375494
"VF189",13997288,14815305,19161,0.129332470711875
"VF18",14923086,61384452,21906,0.0356865611506966
"VF192",3293987,5830151,5594,0.0959494874146484
"VF197",4594109,7256462,6547,0.0902230315544958
"VF206",4074477,30260873,117045,0.386786594028533
"VF207",5720486,10181559,8547,0.083945886872531
"VF208",17659,36609295,2408,0.00657756452288961
"VF212",4587372,9989546,7372,0.0737971475380363
"VF214",2025,5586365,5,8.9503639665507e-05
"VF216",13523,27550990,104,0.00037748189810965
"VF217",1353616,37337101,1715,0.00459328644717221
"VF232",3711020,5199651,5313,0.102179934768699
"VF234",4292209,18841213,5706,0.0302846743466039
"VF251",4352226,13865346,6052,0.0436483878584783
"VF255",3054337,7029624,4495,0.0639436760771273
"VF259",1439394,10269612,1959,0.0190756963359473
"VF261",5000322,3901111,11036,0.282893770518193
"VF262",7075175,15843996,9623,0.0607359406048828
"VF263",8860040,21546241,12431,0.0576945185009302
"VF264",11209853,26785709,15781,0.0589157449593737
"VF265",2075493,4651345,3248,0.0698292644385656
"VF270",6999928,7195701,11040,0.153424940808408
"VF273",2497829,8148345,4297,0.0527346350700664
"VF279",5621927,26404743,8218,0.031123196313632
"VF281",4889322,20547469,8202,0.0399173250973149
"VF28",18969924,25127138,25179,0.100206398357027
"VF29",5914887,8104426,13081,0.161405631934945
"VF300",14086431,19354308,17644,0.0911631663606883
"VF301",3701111,5409601,4593,0.0849045983243496
"VF30",4270224,16707879,15305,0.0916034883901182
"VF31",5711409,7418385,19904,0.268306376657453
"VF32",3700321,7315137,5592,0.0764442279071465
"VF35",2311441,7475760,4389,0.0587097499117147
"VF37",18152599,18524282,35226,0.19016121650491
"VF38",2730938,8248634,4361,0.0528693599449315
"VF40",8100944,11616500,12708,0.109396117591357
"VF43",7384092,5449487,14600,0.267915126689907
"VF47",2580715,26022906,3523,0.0135380729577242
"VF50",2291778,11885304,3620,0.0304577821484415
"VF55",2481779,14387208,3761,0.0261412777239337
"VF56",1205330,20267136,2308,0.0113878941750823
"VF60",5229967,9632434,6626,0.0687884287605812
"VF65",2502280,7364123,4790,0.0650450841193174
"VF66",2390162,11162626,2915,0.0261139269558973
"VF69",9896260,12696875,13236,0.104246123554024
"VF70",10647258,4394199,25953,0.590619587324106
"VF71",623908,11702623,1310,0.0111940716196702
"VF73",4222478,7450546,6227,0.0835777673206769
"VF77",7922759,10491575,14378,0.137043294262301
"VF82",6427790,2664311,11711,0.439550788177506
"VF84",4760729,8740378,6932,0.0793100710289646
"VF90",2129792,12204806,3114,0.0255145391086102
"VF95",1106424,8848235,3016,0.0340858939664238
"VF97",905866,11505078,1524,0.013246324796755
