"","unclassified","Bacteria","Eukaryota","Ratio"
"HmFeces_10510",849484,18695919,2814,0.015051413091809
"HmFeces_10511",4840754,13736699,14175,0.103190730174695
"HmFeces_10512",427444,12821046,1436,0.0112003342005013
"HmFeces_10513",1401657,16990475,4280,0.0251905847246766
"HmFeces_10514",3058424,12118243,9263,0.0764384737952523
"HmFeces_10515",1275827,12439234,3709,0.029816948535577
"HmFeces_10517",3019001,20224847,13445,0.0664776351583772
"HmFeces_10519",8495061,7961178,36229,0.455070845043284
"HmFeces_10523",1565309,6780178,5213,0.0768858870666817
"HmFeces_10525",3512130,16196898,15151,0.0935426030342353
"HmFeces_10527",6219167,8612899,23323,0.270791518628048
"HmFeces_10532.1",2603938,10151764,12374,0.121890146382442
"HmFeces_10532",4300035,11382474,11656,0.102403045243064
"HmFeces_10537",1420030,14797536,5399,0.0364858041230648
"HmFeces_10541",8675094,6289038,24363,0.387388341428371
"HmFeces_10542",4698794,10410443,15868,0.152423868993855
"HmFeces_10543",5297385,11850645,15129,0.127663937279363
"HmFeces_10544",1823386,12716528,6052,0.0475916067656203
"HmFeces_10545",5123213,10875647,14719,0.135339074539657
"HmFeces_10548",8311922,7701212,26692,0.346594795728257
"HmFeces_10549",2351903,12651336,6572,0.0519470829009679
"HmFeces_10550",3522002,11933975,10155,0.085093189821497
"HmFeces_10555",8390281,9303598,27575,0.296390708196979
"HmFeces_10556",9101111,4562232,30574,0.670154433180952
"HmFeces_10559",6073565,10261919,17208,0.167687934391219
"HmFeces_10562",2758048,12187405,7279,0.0597255937584744
"HmFeces_10565",4632012,10743118,12448,0.115869526891541
"HmFeces_10566",7227588,7545354,21090,0.279509748647976
"HmFeces_10568",7903737,12560669,21651,0.172371392001493
"HmFeces_10569",10273991,3995430,38417,0.961523540645187
"HmFeces_10570",1174504,14274026,3304,0.023146938362029
"HmFeces_10571",867606,10914425,3452,0.0316278686234043
"HmFeces_10572",4633761,14028467,13345,0.0951279993744149
"HmFeces_10576",9378604,9316143,23701,0.254407859561623
"HmFeces_10577",2963511,12144998,8889,0.0731906254739606
"HmFeces_10578",4942556,20033937,13017,0.0649747475995357
"HmFeces_10579",8837554,10314371,28408,0.275421545337084
"HmFeces_10580",1294675,16382272,5439,0.0332005231020459
"HmFeces_10581",4023472,15044917,12142,0.0807049982396048
"HmFeces_10582",1403330,9188829,4526,0.0492554600809309
"HmFeces_10583",4838259,10397135,13986,0.134517826305035
"HmFeces_10584",8685064,4784335,29619,0.619082902848567
"HmFeces_10585",1799260,15166673,4896,0.0322813052012132
"HmFeces_10586",475437,19680744,1627,0.00826696389120249
"HmFeces_10587",287108,17865672,1381,0.00772990794860669
"HmFeces_10589",9341578,8366163,32770,0.391696886613373
"HmFeces_10591",874868,15555324,3526,0.0226674802787779
"HmFeces_10592",2176987,13231117,7315,0.0552863375027218
"HmFeces_10593",11325921,7659949,40548,0.529350782883802
"HmFeces_10595.1",2049663,14245284,10140,0.0711814520510788
"HmFeces_10595",6355660,10199718,18934,0.185632583175339
"HmFeces_10596",2762495,14720436,8743,0.0593936212215453
"HmFeces_10598",7855976,6272531,31632,0.504294040156996
"HmFeces_10601",3167376,9719865,9923,0.102089895281467
"HmFeces_10603.1",6351940,16457890,28537,0.173394037753321
"HmFeces_10603",2342810,15649830,6250,0.0399365360518293
"HmFeces_10604",7954366,8203680,26779,0.326426676808457
"HmFeces_10608",2152795,17485600,7061,0.040381799881045
"HmFeces_10609",6502860,12204247,17744,0.145392009847064
"HmFeces_10610",5546107,12921220,17701,0.136991708213311
"HmFeces_10614",9153313,10599897,30175,0.284672577478819
"HmFeces_10615",4538697,13549849,14141,0.104362786625888
"HmFeces_10616",6059802,12859810,18893,0.146915078838645
"HmFeces_10618",2016634,18643968,6743,0.0361671935931235
"HmFeces_10619",2241168,16638179,6283,0.037762546009392
"HmFeces_10620",12649920,5608151,39554,0.705294846732907
"HmFeces_10621",3347969,14998531,7535,0.0502382533329431
"HmFeces_10622",2613461,15963158,6334,0.039678865547782
"HmFeces_10627",10429041,8527777,31778,0.372641076332085
"HmFeces_10628",5229426,12548878,17933,0.142905206345938
"HmFeces_10630",4965096,12360988,16340,0.132190080598735
"HmFeces_10632",6972400,9235504,22178,0.240138491629693
"HmFeces_10634",12684364,5871657,41424,0.705490800978327
"HmFeces_10635",6401293,10892242,17369,0.159462119919848
"HmFeces_10639",2441145,16310476,7320,0.0448791316697318
"HmFeces_10642",3164959,16174417,11579,0.0715883608045965
"HmFeces_10644",4986098,11609877,15057,0.1296912964711
"HmFeces_10645",7274418,10878060,22504,0.206875122953909
"HmFeces_10646.1",2139464,12268765,7592,0.0618807190454785
"HmFeces_10646",2246868,14780320,8801,0.0595453954988796
"HmFeces_10647",2216451,16541941,5971,0.0360961268088189
"HmFeces_10648",7839720,11680346,21665,0.185482519096609
"HmFeces_10656",3222095,15585398,9975,0.0640022154070111
"HmFeces_10657",3194367,15127767,9610,0.0635255685786276
"HmFeces_10659",2983712,33534168,9798,0.0292179606185548
"HmFeces_10660",4535311,13047669,15437,0.118312320767794
"HmFeces_10661",7177887,10735762,19991,0.186209418576902
"HmFeces_10663",14147080,6050937,50482,0.83428401254219
"HmFeces_10665",7650347,10212217,28626,0.280311317317288
"HmFeces_10667",2222350,9706365,7583,0.0781239938947278
"HmFeces_10668",5647097,12756409,17457,0.136848857699686
"HmFeces_10670",4045091,13361067,11588,0.0867296002632125
"HmFeces_10671",5454846,10509894,23998,0.228337222050004
"HmFeces_10674",2538812,16665038,8293,0.0497628628269555
"HmFeces_10675",2965292,9664182,9295,0.0961798939630897
"HmFeces_10678",2302258,13455037,9090,0.0675583426489277
"HmFeces_10681",9732124,11992609,30589,0.255065432384229
"HmFeces_10684",12487707,8594427,49090,0.571184094064677
"HmFeces_10694",764762,16568106,2628,0.0158618009807518
"HmFeces_10695",2145715,16616862,6499,0.0391108742432837
"HmFeces_10697",5065164,12020830,15821,0.131613208072987
"HmFeces_10698",8306646,8180569,29661,0.362578691042151
"HmFeces_10700",6532022,7083569,21857,0.308559145820419
"HmFeces_10701",1855720,16196908,4615,0.0284930926322481
"HmFeces_10709",7269015,10995397,21283,0.193562815421762
"HmFeces_10713",3679813,10805613,15241,0.141047065076271
"HmFeces_10714",4537565,15443881,12212,0.079073388353614
"HmFeces_10715",1627445,14782871,4047,0.0273762789379681
"HmFeces_10716",2432151,15171212,6076,0.0400495359236955
"HmFeces_10717.1",2352842,13311636,10650,0.0800051924496733
"HmFeces_10717",3058551,16090948,8784,0.0545896985062658
"HmFeces_10718",908035,16448703,3819,0.0232176360652873
"HmFeces_10720",1747521,20813745,4088,0.0196408671289093
"HmFeces_10722",2654572,13459640,7050,0.052378815480949
"HmFeces_10723",11938276,7755301,45776,0.59025433055403
"HmFeces_10725",9637621,8133850,38229,0.469998832041407
"HmFeces_10726",14379759,7342041,45691,0.622320142314651
"HmFeces_10728",12677475,7615797,41508,0.545025031523293
"HmFeces_10731",4482005,15062002,12565,0.0834218452500537
"HmFeces_10733",2787644,22765045,7921,0.0347945721170329
"HmFeces_10741",3038920,5237880,18299,0.349358900929384
"HmFeces_10745.1",727730,9929970,2379,0.0239577763074813
"HmFeces_10745",3552577,9832492,11155,0.113450384704101
"HmFeces_10747",5249541,6634161,14897,0.224549871490909
"HmFeces_10749",8523140,10686082,27542,0.257737120115679
"HmFeces_10754",5739223,8711312,19450,0.223272912277737
"HmFeces_10756",5659397,11594122,15872,0.136896955198505
"HmFeces_10759",7788498,13373383,25211,0.188516249029883
"HmFeces_10760",3951583,10853917,10621,0.0978540742480341
"HmFeces_10761",1666614,9102523,4722,0.0518757272022273
"HmFeces_10762",3632968,15337631,12366,0.0806252282376594
"HmFeces_10765",2681050,2012289,9978,0.495853229829314
"HmFeces_10766",4276186,9460843,10296,0.108827511459602
"HmFeces_10767",7671641,11207882,21251,0.189607635055401
"HmFeces_10772",13180327,18817714,36019,0.191410072445569
"HmFeces_10774",6930138,8799099,16375,0.186098599413417
"HmFeces_10775",5906340,15725703,14920,0.0948765215774455
"HmFeces_10776",6711369,22586806,19525,0.0864442719346861
"HmFeces_10780",3694336,22756938,12313,0.0541065762010689
"HmFeces_10784",1051241,19026549,2704,0.0142117206856588
"HmFeces_10785",5845992,20531750,16466,0.0801977425207301
"HmFeces_10788",4671143,15801352,23974,0.151721194490193
"HmFeces_10793",6172646,12584757,33884,0.269246358908638
"HmFeces_10794",1565734,9633304,3393,0.0352215605362397
"HmFeces_10797",10552825,12687214,53616,0.422598688727092
"HmFeces_10801",10384669,17173138,29881,0.173998485308859
"HmFeces_10802",5089169,18419005,23619,0.128231682438872
"HmFeces_10803",4832342,15990993,20851,0.130392152632423
"HmFeces_10804",3042921,13332021,6963,0.0522276405055168
"HmFeces_10805",10656239,4279490,38844,0.907678251380421
"HmFeces_10806",2214637,16243232,13676,0.0841950665975835
"HmFeces_10807",499647,18634016,1350,0.0072448150736803
"HmFeces_10808",3726883,22255713,16800,0.0754862358262798
"HmFeces_10809",6814770,10762676,18364,0.170626710308849
"HmFeces_10811",8230639,6921298,17861,0.258058531795626
"HmFeces_10812",4414550,21702152,12860,0.0592567962845344
"HmFeces_10813",2019642,10830751,5582,0.0515384390242191
"HmFeces_10814",366985,24990210,2188,0.00875542862584988
"HmFeces_10816",4688201,17179030,12987,0.0755979819582363
"HmFeces_10817",9827565,11619738,25386,0.218473084332883
"HmFeces_10818",807478,14588226,2069,0.0141826703260561
"HmFeces_10819",5065706,21297312,27239,0.127898769572423
"HmFeces_10825",6929084,5420585,20223,0.373077813557024
"HmFeces_10827",6660225,17296577,17114,0.0989444327626212
"HmFeces_10829",6994488,7193723,22181,0.308338255448535
"HmFeces_10831",6557926,13267924,29977,0.225935873615194
"HmFeces_10832",5886744,13318842,17044,0.127969083198074
"HmFeces_10835",1844924,22645739,5370,0.0237130702601492
"HmFeces_10838",2309695,9284628,6023,0.0648706657929645
"HmFeces_10839",4702436,20332438,13525,0.0665193224737732
"HmFeces_10847",5494025,14891430,15288,0.102663075339306
"HmFeces_10850",1620610,17256249,4862,0.02817530043754
"HmFeces_10853",4250181,12288781,11011,0.0896020524737157
"HmFeces_10860",8273469,7080913,38388,0.542133479114911
"HmFeces_10866",10466248,7504971,42193,0.562200706704929
"HmFeces_10869",10873784,10237462,52264,0.510517157475163
"HmFeces_10880",2270161,17477456,8857,0.0506767117594231
"HmFeces_10887",1911590,10597875,7687,0.0725334088201644
"HmFeces_10888",6073013,12034651,25566,0.21243657169618
"HmFeces_10889",2967970,9970727,10928,0.109600834522899
"HmFeces_10890",3587158,11955294,14873,0.124405138008317
"HmFeces_10907",4390340,15031121,34293,0.228146656526815
"HmFeces_10911",4134071,5551061,16757,0.301870219044611
"HmFeces_10913",4842363,6053891,20440,0.337634093511099
"HmFeces_10924",865966,7636372,3225,0.0422320966029418
"HmFeces_10931",3917361,14052859,11762,0.083698270935473
"HmFeces_10934",11074319,6647055,48537,0.730203074895574
"HmFeces_10935",6848030,3917819,28481,0.726960587000063
"HmFeces_10938",6626995,10407437,29712,0.285488156209833
"HmFeces_10947",2265626,10428688,9422,0.0903469353000109
"HmFeces_10967",2169873,10573241,8093,0.0765422825413702
"HmFeces_10968",1772101,11472392,8178,0.0712841750874621
"HmFeces_10975",2407663,14754500,8254,0.0559422549052831
"HmFeces_10976",5593097,11969876,28403,0.237287336978261
"HmFeces_10980",5831663,12036745,20348,0.169049024466332
"HmFeces_10989",4267204,17899300,16313,0.0911376422541664
"HmFeces_10990",997313,10603539,3672,0.0346299476052288
"HmFeces_10992",11392671,4432248,39600,0.893451810458259
"HmFeces_11006",1167867,13131929,4472,0.0340544028223119
"HmFeces_11008",624919,3661732,2495,0.0681371547671976
"HmFeces_11010",10311419,8807315,39887,0.452884903060694
"HmFeces_11011",3115225,6765488,14614,0.216008069188801
"HmFeces_11029",3831409,16785588,14216,0.0846917009996909
"HmFeces_11030",2049008,20757372,8179,0.0394028685326832
"HmFeces_11031",12003932,10415496,68562,0.658269178923404
"HmFeces_11035",4385315,8885243,18374,0.206792318454318
"HmFeces_11036",6688848,14507720,26047,0.179538893775176
"HmFeces_11045",7662894,6483643,35233,0.543413633353965
"HmFeces_11048",4489016,18883739,21850,0.115708017358215
"HmFeces_11049",4514505,6016067,17174,0.28546889521011
"HmFeces_11054",3204579,13809272,15049,0.108977504389804
"HmFeces_11057",5019778,5411981,23168,0.428087238295922
"HmFeces_11062",10927001,14004512,57607,0.411346000488985
"HmFeces_11074",1718029,17284410,4670,0.0270185675993569
"HmFeces_11081",4370023,12308448,15650,0.127148443085595
"HmFeces_11085",3314746,16168429,11048,0.0683306955796386
"HmFeces_11097",3440361,15222852,10164,0.0667680405747885
"HmFeces_11103",2793679,14868835,7737,0.0520350114854324
"HmFeces_11106",4051900,14095345,15506,0.110007949432951
"HmFeces_11110",5552207,13304850,17393,0.130726765051842
"HmFeces_11121",5781730,14473180,19223,0.132818081444437
"HmFeces_11124",3169565,13860355,12252,0.0883960042870475
"HmFeces_11128",2577112,16874719,10385,0.061541765525103
"HmFeces_11132",6670595,11871133,20092,0.169250904694607
"HmFeces_11141",2031707,13708125,6046,0.0441052295627593
"HmFeces_11151",7956436,10525315,31875,0.302841292635897
"HmFeces_11159",476654,6926632,2017,0.0291194912621314
"HmFeces_11162",1244453,1936978,7721,0.398610619222314
"HmFeces_11168",1215149,4821628,6378,0.132278972994184
"HmFeces_11170",1849101,13627257,6660,0.0488726381251928
"HmFeces_11171",994756,11569025,3535,0.0305557296314944
"HmFeces_11203",3414436,7307508,11127,0.152268050886841
"HmFeces_11209",8579856,8777311,34448,0.392466439892582
"HmFeces_11210",6351650,10866782,23961,0.220497659748765
"HmFeces_11213",5704899,5347546,20035,0.374657833705404
"HmFeces_11223",3783160,10980583,12586,0.114620507854638
"HmFeces_11224",2548730,12329495,8148,0.0660854317228727
"HmFeces_11226",2049947,13271601,6273,0.0472663396074068
"HmFeces_11227",5526165,13551060,21855,0.161278896263466
"HmFeces_11237",7597164,12765713,29532,0.231338429745366
"HmFeces_11238",4962104,11735312,16609,0.141530110149607
"HmFeces_11241",6205666,15865262,20508,0.12926354446589
"HmFeces_11243",18628,295848,1740,0.588139855601525
"HmFeces_11253",6368490,18587806,24310,0.130784666033205
"HmFeces_11255",3666858,15402547,14671,0.0952504803264032
"HmFeces_11281",2535091,13848247,9407,0.0679291754400395
"HmFeces_11294",13128986,8626865,59154,0.685695209093918
"HmFeces_11299",6654001,18919969,30452,0.160951637922874
"HmFeces_11311",7051973,13309550,23803,0.17884150854086
"HmFeces_11315",1835757,5674018,7461,0.131494119334835
"HmFeces_11336",2883620,15214778,13242,0.0870338035822803
"HmFeces_11343",7202259,10336070,23857,0.230813065313993
"HmFeces_11354",7348463,8217129,29923,0.364153952067687
"HmFeces_11369",1721297,14996583,8858,0.0590667887478101
"HmFeces_11379",11440991,11035070,58315,0.52845156396833
"HmFeces_11389",988143,7397021,3567,0.0482221153623871
"HmFeces_11407",5656632,16148472,19796,0.122587449759953
"HmFeces_11409",9539898,9813119,27058,0.275732924465708
"HmFeces_11413",4481588,11765970,13310,0.11312284495031
"HmFeces_11417",5734644,15915283,18696,0.117471992172555
"HmFeces_11419",8970666,13470051,41486,0.307986955654437
"HmFeces_11423",12167122,9350833,45051,0.481785954256696
"HmFeces_11424",4266894,16670539,13984,0.0838845102728832
"HmFeces_11428",5959996,15882002,21857,0.137621189066718
"HmFeces_11431",3662383,16205411,11235,0.0693286952117413
"HmFeces_11432",6399655,10747011,21351,0.198669192764388
"HmFeces_11433",3642235,18228444,20479,0.112346396653494
"HmFeces_11434",3924553,17136715,12585,0.0734388125145339
"HmFeces_11438",12250246,12369238,54462,0.440301981415508
"HmFeces_11445",9379526,11915629,39986,0.335576074078842
"HmFeces_11448",5890842,13500759,18408,0.136347889774197
"HmFeces_11449",4087306,13786283,12408,0.0900025046635123
"HmFeces_11450",6414046,14693142,21297,0.144945172380421
"HmFeces_11451",3034930,16772084,7838,0.0467324156020206
"HmFeces_11452",11682443,8237409,49154,0.596716758874059
"HmFeces_11453",8268095,11064793,28723,0.259589131039324
"HmFeces_11454",13417130,9090647,46272,0.50900667466243
"HmFeces_11457",13226650,10083661,54859,0.544038519343322
"HmFeces_11458",1206362,22447712,4725,0.0210489158093261
"HmFeces_11459",8991543,12484401,38525,0.308585089504895
"HmFeces_11461",2571176,16573728,12663,0.0764040534513418
"HmFeces_11462",3561352,18484984,15046,0.081395796718028
"HmFeces_11464",10348436,13107490,39451,0.300980584383433
"HmFeces_11467",16671427,9231762,70754,0.76641923827759
"HmFeces_11472",2265891,18617863,8064,0.043313241696966
"HmFeces_11473",5180063,17662309,15775,0.089314483174312
"HmFeces_11475",5670075,15732631,16102,0.102347789126943
"HmFeces_11477",6338260,12838183,25329,0.197294274431203
"HmFeces_11478",5943561,15028773,23928,0.159214594564706
"HmFeces_11480",8429574,12960293,33116,0.255518914580095
"HmFeces_11486",1066224,21938413,5679,0.0258861021533326
"HmFeces_11487",3793759,19489920,16739,0.0858854217975241
"HmFeces_11489",6094687,5239371,26427,0.504392607433221
"HmFeces_11490",4725368,13537096,19564,0.144521395135264
"HmFeces_11492",4031372,25552666,17458,0.0683216381413978
"HmFeces_11495",5438868,29460127,26682,0.090569874325389
"HmFeces_11498",10318939,13220919,44249,0.334689290509987
"HmFeces_11501",15492434,6182832,66678,1.07843784207625
"HmFeces_11502",2394645,6927793,12475,0.180071777548781
"HmFeces_11508",5137128,23456087,20682,0.0881732745960569
"HmFeces_11510",8843855,13555561,36294,0.267742515414891
"HmFeces_11511",478397,24025879,1867,0.00777078749127139
"HmFeces_11512",4689053,14304888,18899,0.132115679619442
"HmFeces_11513",4390183,20782868,20727,0.0997311824335313
"HmFeces_11518",10964967,12303370,57076,0.463905417783908
"HmFeces_11521",6963433,17431832,28472,0.163333377696618
"HmFeces_11524",15383292,17510443,84465,0.482369292427382
"HmFeces_11526",4181928,15943747,23464,0.147167413030325
"HmFeces_11527",7419111,15122973,27985,0.185049593092575
"HmFeces_11528",4362422,14672437,24670,0.168138394460307
"HmFeces_11580",1362716,19446246,5782,0.0297332451723587
"HmFeces_11607",12853051,11492097,58157,0.506060817272949
"HmFeces_11626",5598973,12754628,17713,0.13887508126462
"HmFeces_11638",3551457,5887798,18925,0.32142746745048
"HmFeces_11641",4982094,15627602,21431,0.13713556308895
"HmFeces_11667",9363787,14108393,43773,0.310262125530526
"HmFeces_11675",3613604,10454761,15194,0.1453309166991
"HmFeces_11682",8713012,10402945,36082,0.346844090783908
"HmFeces_11694",7658086,10786293,30072,0.278798285935678
"HmFeces_11710",7816580,17333625,31533,0.181918092724401
"HmFeces_11720",2327201,13750542,10041,0.0730225761282719
"HmFeces_11754",4128943,16508847,16485,0.0998555501786406
"HmFeces_11788",11088741,4485260,45201,1.00776766564257
"HmFeces_11796",12218980,6283143,53692,0.854540474409066
"HmFeces_11817",6330854,21350515,28166,0.131921876357549
"HmFeces_11818",5201414,16971431,16100,0.0948653062903181
"HmFeces_11819",349428,13401752,1907,0.0142294828317969
"HmFeces_11820",4514140,16167272,19713,0.121931516955984
"HmFeces_11821",3760223,13003159,16611,0.127745880827882
"HmFeces_11822",1233964,18508435,3300,0.0178297084545506
"HmFeces_11823",5428528,20510369,19140,0.093318652628824
"HmFeces_11826",2307932,15495604,6586,0.0425023768031243
"HmFeces_11829",5498160,10963988,17829,0.162614187465364
"HmFeces_11831",6585397,12167286,20247,0.166405227920179
"HmFeces_11835",5542957,18607325,23445,0.125998766614761
"HmFeces_11836",9254619,10470825,31199,0.297961239921401
"HmFeces_11838",8410821,13037936,22144,0.169842834019127
"HmFeces_11851",3346262,20048092,11179,0.0557609172982646
"HmFeces_11859",9983975,9181540,35583,0.38754936535701
"HmFeces_11873",4472932,17551267,12557,0.0715446924714894
"HmFeces_11879",1033193,18025879,4740,0.0262955276688588
"HmFeces_11881",8161476,9818941,26083,0.26563964484561
"HmFeces_11885",7898567,12573967,22018,0.175107823966772
"HmFeces_11888",7799940,9261948,27299,0.294743611171214
"HmFeces_11891",8738524,12654976,23208,0.183390312237653
"HmFeces_11893",12636587,4660643,44406,0.952786986688317
"HmFeces_11899",1361575,8575090,4319,0.0503668183074463
"HmFeces_11900",2228981,19204880,7259,0.0377976847551247
"HmFeces_11918",4540537,14034305,12807,0.0912549641752834
"HmFeces_11920",8196292,9300870,27189,0.292327491944302
"HmFeces_11921",2840107,11247978,9559,0.084984163375853
"HmFeces_11922",4627599,12869216,12780,0.0993067487561014
"HmFeces_11927",6662863,14989656,21196,0.141404178988497
"HmFeces_11929",2087834,15112659,7365,0.0487339785804735
"HmFeces_11940",3917097,11097304,14636,0.131887889166594
"HmFeces_11942",4193216,9586566,20045,0.209094685208447
"HmFeces_11951",2809830,13162477,7707,0.0585528088672064
"HmFeces_11955",5086616,17113455,15593,0.0911154410374761
"HmFeces_11956",7302450,12205226,25055,0.20528091819029
"HmFeces_11957",3514570,13531149,11892,0.0878861063461795
"HmFeces_11965",2981873,18553182,8918,0.0480672264197053
"HmFeces_11973",6009834,12131608,22659,0.186776559216223
"HmFeces_11974",5176779,10737056,16476,0.153449884214071
"HmFeces_11982",13361898,9772754,51713,0.529154831892832
"HmFeces_11984",13514698,8577565,52195,0.608506027060127
"HmFeces_11993",2769574,23092166,12063,0.0522384950809725
"HmFeces_11996",1826055,14980230,8502,0.0567548028301301
"HmFeces_12002",11613635,10509637,37465,0.356482340921956
"HmFeces_12005",13891489,16955130,42435,0.250278234375083
"HmFeces_12011",8203970,10911442,25704,0.235569230904586
"HmFeces_12014",6100448,16854020,23629,0.140198006173008
"HmFeces_12016",2051594,12041796,8984,0.074606811143454
"HmFeces_12020",3875842,10367835,16407,0.158249046208779
"HmFeces_12022",5393493,14627817,16915,0.115635846415087
"HmFeces_12024",3348043,13041313,11301,0.086655385082775
"HmFeces_12025",3209940,14358993,10736,0.0747684743630699
"HmFeces_12070",10528915,9143682,43915,0.480276982510984
"HmFeces_12082",10898765,6517691,52905,0.811713841604335
"HmFeces_12101",9861420,9061629,46502,0.513174838652079
"HmFeces_12106",2175252,16685082,10380,0.0622112615329071
"HmFeces_12165",2146696,17766266,11879,0.0668626710868789
"HmFeces_12197",5523281,15139918,30869,0.203891460970925
"HmFeces_12204",4887304,12776959,20065,0.157040497664585
"HmFeces_12242",1845849,14690337,8986,0.0611694612587853
"HmFeces_12243",2212549,4966058,12217,0.246010014381628
"HmFeces_12276",6729812,16249233,28761,0.176999123589403
"HmFeces_12340",6815312,11246770,28277,0.251423297533425
"HmFeces_12370",672699,1334011,2764,0.207194693297132
"HmFeces_12389",9792108,7999650,42148,0.526873050695968
"HmFeces_12396",266935,15237646,1190,0.00780960523692439
"M113A",4582655,26891306,46649,0.17347242264842
"M115A",1984287,12879147,99989,0.776363527801958
"M116A",10254512,19653215,26700,0.135855634815983
"M117A",1378021,29261655,7246,0.0247627825562156
"M118A",3184878,20266737,26910,0.132779144467114
"M122A",9217546,18322929,89384,0.487825936562872
"M123A",4969272,26154340,25686,0.0982093220475072
"M2-PK001A",15440483,18095963,199976,1.10508625597875
"M2-PK002A",10528248,26670955,233370,0.874996789578776
"M2-PK003A",6032456,20278226,257736,1.2709987550193
"M2-PK004A",8206822,21451049,588368,2.74284022193973
"M2-PK005A",4509824,24890290,39399,0.158290642656233
"M2-PK006A",12428556,17568486,182620,1.03947488702214
"M2-PK007A",1674454,25256052,102002,0.403871515627225
"M2-PK008A",10793102,20352704,110790,0.544350274047124
"M2-PK009A",9845095,20729375,40903,0.197319021919378
"M2-PK010A",13630267,16944687,72420,0.427390603320085
"M2-PK011A",8442368,22318894,127305,0.57039116723257
"M2-PK012A",19740027,14044333,129422,0.921524717478573
"M2-PK013A",2395843,24309311,14869,0.0611658635656107
"M2-PK014A",12637837,15886817,86424,0.543998209332933
"M2-PK015A",9634010,22449907,88134,0.392580690868786
"M2-PK016A",14194707,17669374,136821,0.774339826640151
"M2-PK017A",6488818,25075859,50309,0.200627224774234
"M2-PK018A",5493442,26731362,31537,0.117977527669559
"M2-PK019A",15528835,6386828,75801,1.18683327623665
"M2-PK021A",10712465,18506590,87491,0.472755920998952
"M2-PK022A",14562619,20285451,39225,0.193365185718572
"M2-PK023A",17634702,14344382,48025,0.334800063188501
"M2-PK024A",5690501,18883909,41636,0.220484011016999
"M2-PK026A",14393510,17812050,109021,0.612063181947053
"M2-PK027A",10727533,19885553,71856,0.361347758344965
"M2-PK029A",10997438,16991316,2106614,12.3981803410636
"M2-PK030A",12044783,19674870,388411,1.97414773261526
"M2-PK032A",18401948,13494478,1444590,10.7050454267294
"M2-PK037A",11964757,25912424,302989,1.16928080522301
"M2-PK038A",15505924,15243970,369979,2.42705148330783
"M2-PK041A",3506698,34382381,93244,0.271197041298565
"M2-PK042A",19437667,15276083,201733,1.32058067503299
"M2-PK043A",636647,43397178,19876,0.0458002130921969
"M2-PK045A",15798506,30003120,468150,1.56033772487661
"M2-PK046A",8575481,19816629,508449,2.56576938489387
"M2-PK047A",7114888,23331436,210669,0.902940564824214
"M2-PK051A",3364722,24255460,95121,0.392163249016922
"M2-PK052A",7532227,23359808,1810827,7.75189162513665
"M2-PK055A",12755122,20231424,247190,1.2218121670526
"M2-PK056B",15253399,18628244,161685,0.867956206714922
"M2-PK059A",8908146,20593387,126657,0.61503724472327
"M2-PK063A",7651982,18861448,490096,2.59840071663639
"M2-PK064A",9694879,17579067,192923,1.09745869903107
"M2-PK065A",3313210,22369732,287890,1.28696222198818
"M2-PK066A",6683091,19716330,218565,1.10854809186091
"M2-PK067A",12646338,14712545,1271182,8.64012310582567
"M2-PK069B",14464475,15494587,141040,0.910253367837426
"M2-PK083B",2965926,29621011,51685,0.17448762974363
"M2-PK084A",2853975,22480979,94499,0.420350910874477
"M2-PK085A",5938749,19518191,89039,0.456184694575435
"M2-PK504A",7460003,25481521,64279,0.252257312269546
"M2-PK514A",998648,31558739,14148,0.0448306885772591
"M2-PK520B",17705669,11941168,323325,2.70764970394856
"M2-PK523A",10935813,16478612,140759,0.854192088508425
"M2-PK524A",11780431,15095138,94318,0.624823701512368
"M2-PK531B",17874852,11536645,279897,2.42615595781963
"M2-PK532A",4767284,24830697,193382,0.778802141558894
"M2-PK533A",18412791,11403089,303361,2.66034054456648
"M2-PK543A",16788232,9111196,1338524,14.6909801962333
"M2-PK548A",7187958,17888227,317833,1.77677195174234
"M2-PK556A",9047651,19608502,88674,0.452222204429487
"M2-PK558A",8797616,15371583,73600,0.478805598616616
"M2-PK602A",11823109,13509012,75723,0.56053692157502
"M2-PK615A",12082153,16700855,54859,0.328480188589147
"M2-PK617A",5745268,17234235,64448,0.373953355051733
"M2-PK619A",10408683,12475204,98890,0.792692448155557
"M2-PK630A",16754121,14579625,187904,1.28881229798434
"M2-PK644A",6551833,23495574,65457,0.278592895836467
"M2-PK647A",10340704,19107009,189974,0.994263414017338
"M2-PK649A",5640970,26301408,81072,0.308242053049023
"M2-PK653A",9374890,19633923,489478,2.49302189888389
"M2-PK656A",19284372,19924296,133431,0.669689910248272
"M2-PK659A",7072102,21859490,355966,1.62842774465461
"M2-PK663A",4558216,26676653,147325,0.552261934808688
"M2-PK699A",10795499,21202724,117572,0.554513655886857
"M2-PK701A",11279655,20271945,89302,0.440520137559568
"M2-PK705A",15366321,11261289,161684,1.43575038345966
"M2-PK708A",17005384,12580978,61191,0.486377132207051
"M2-PK710A",10531383,20436813,159937,0.782592667457494
"M2-PK712A",11913458,20216034,86365,0.427210401407121
"M2-PK723A",3901802,24870326,65938,0.265127204203113
"M2-PK725A",14512703,16594994,691951,4.16963693991091
"M2-PK729A",20264933,12577429,435670,3.46390347343642
"M2-PK730A",14470420,18166248,84249,0.46376665120943
