Sample	raw pair1	raw pair2	trimmed pair1	trimmed pair2	trimmed orphan1	trimmed orphan2	decontaminated Homo_sapiens pair1	decontaminated Homo_sapiens pair2	decontaminated Homo_sapiens orphan1	decontaminated Homo_sapiens orphan2	final pair1	final pair2	final orphan1	final orphan2
HmFeces_10223	32316669.0	32316669.0	30649885.0	30649885.0	995301.0	420126.0	30649802.0	30649802.0	995301.0	420130.0	30649802.0	30649802.0	995301.0	420130.0
HmFeces_10226	23735323.0	23735323.0	21836926.0	21836926.0	844317.0	631719.0	21836772.0	21836772.0	844315.0	631719.0	21836772.0	21836772.0	844315.0	631719.0
HmFeces_10229	17980320.0	17980320.0	15993042.0	15993042.0	1408671.0	298593.0	15992552.0	15992552.0	1408686.0	298607.0	15992552.0	15992552.0	1408686.0	298607.0
HmFeces_10230	26802353.0	26802353.0	25101832.0	25101832.0	892652.0	510360.0	25101801.0	25101801.0	892652.0	510359.0	25101801.0	25101801.0	892652.0	510359.0
HmFeces_10231	31693904.0	31693904.0	28766033.0	28766033.0	1612870.0	738601.0	28766013.0	28766013.0	1612869.0	738601.0	28766013.0	28766013.0	1612869.0	738601.0
HmFeces_10232	28660381.0	28660381.0	25964114.0	25964114.0	1519248.0	661011.0	25963118.0	25963118.0	1519339.0	661113.0	25963118.0	25963118.0	1519339.0	661113.0
HmFeces_10233	22712397.0	22712397.0	21275768.0	21275768.0	768209.0	409569.0	21275754.0	21275754.0	768208.0	409569.0	21275754.0	21275754.0	768208.0	409569.0
HmFeces_10234	31904039.0	31904039.0	30030357.0	30030357.0	939406.0	598385.0	30030245.0	30030245.0	939407.0	598382.0	30030245.0	30030245.0	939407.0	598382.0
HmFeces_10235	21838993.0	21838993.0	20521375.0	20521375.0	660361.0	421376.0	20521263.0	20521263.0	660358.0	421375.0	20521263.0	20521263.0	660358.0	421375.0
HmFeces_10236	26353930.0	26353930.0	24323526.0	24323526.0	1012440.0	585588.0	24323490.0	24323490.0	1012441.0	585600.0	24323490.0	24323490.0	1012441.0	585600.0
HmFeces_10237	34518221.0	34518221.0	32447465.0	32447465.0	1029064.0	670830.0	32447414.0	32447414.0	1029060.0	670832.0	32447414.0	32447414.0	1029060.0	670832.0
HmFeces_10238	22392398.0	22392398.0	20533388.0	20533388.0	930746.0	531388.0	20533319.0	20533319.0	930748.0	531392.0	20533319.0	20533319.0	930748.0	531392.0
HmFeces_10239	25268788.0	25268788.0	23813216.0	23813216.0	746442.0	450126.0	23813187.0	23813187.0	746439.0	450126.0	23813187.0	23813187.0	746439.0	450126.0
HmFeces_10241	23013248.0	23013248.0	21461786.0	21461786.0	874244.0	404581.0	21461779.0	21461779.0	874243.0	404581.0	21461779.0	21461779.0	874243.0	404581.0
HmFeces_10242	17698064.0	17698064.0	16569650.0	16569650.0	646219.0	284999.0	16568575.0	16568575.0	646196.0	284990.0	16568575.0	16568575.0	646196.0	284990.0
HmFeces_10244	37486019.0	37486019.0	34649952.0	34649952.0	1836300.0	503039.0	34649918.0	34649918.0	1836301.0	503037.0	34649918.0	34649918.0	1836301.0	503037.0
HmFeces_10246	20652336.0	20652336.0	19402067.0	19402067.0	731454.0	292729.0	19401842.0	19401842.0	731454.0	292729.0	19401842.0	19401842.0	731454.0	292729.0
HmFeces_10248	29242778.0	29242778.0	27088853.0	27088853.0	1064210.0	641111.0	27088687.0	27088687.0	1064223.0	641124.0	27088687.0	27088687.0	1064223.0	641124.0
HmFeces_10249	26897650.0	26897650.0	24837340.0	24837340.0	972305.0	660281.0	24836842.0	24836842.0	972357.0	660319.0	24836842.0	24836842.0	972357.0	660319.0
HmFeces_10250	24353160.0	24353160.0	22287423.0	22287423.0	1284032.0	436681.0	22287022.0	22287022.0	1284041.0	436691.0	22287022.0	22287022.0	1284041.0	436691.0
HmFeces_10251	35457653.0	35457653.0	33534697.0	33534697.0	965983.0	645642.0	33534685.0	33534685.0	965986.0	645642.0	33534685.0	33534685.0	965986.0	645642.0
HmFeces_10252	26792542.0	26792542.0	25383325.0	25383325.0	683100.0	497885.0	25383324.0	25383324.0	683100.0	497885.0	25383324.0	25383324.0	683100.0	497885.0
HmFeces_10254	27235868.0	27235868.0	25594588.0	25594588.0	879290.0	516658.0	25594566.0	25594566.0	879293.0	516660.0	25594566.0	25594566.0	879293.0	516660.0
HmFeces_10255	27639629.0	27639629.0	26157692.0	26157692.0	755306.0	481558.0	26156812.0	26156812.0	755320.0	481553.0	26156812.0	26156812.0	755320.0	481553.0
HmFeces_10256	17992081.0	17992081.0	17135138.0	17135138.0	381092.0	328058.0	17135125.0	17135125.0	381095.0	328061.0	17135125.0	17135125.0	381095.0	328061.0
HmFeces_10258	40170275.0	40170275.0	37297320.0	37297320.0	1326149.0	957315.0	37297219.0	37297219.0	1326140.0	957308.0	37297219.0	37297219.0	1326140.0	957308.0
HmFeces_10259	26355405.0	26355405.0	24948549.0	24948549.0	800838.0	391909.0	24948339.0	24948339.0	800842.0	391913.0	24948339.0	24948339.0	800842.0	391913.0
HmFeces_10260	38132014.0	38132014.0	35323683.0	35323683.0	1383378.0	855508.0	35323667.0	35323667.0	1383380.0	855505.0	35323667.0	35323667.0	1383380.0	855505.0
HmFeces_10261	33680084.0	33680084.0	31767570.0	31767570.0	1025019.0	589284.0	31767526.0	31767526.0	1025019.0	589282.0	31767526.0	31767526.0	1025019.0	589282.0
HmFeces_10262	13758304.0	13758304.0	12728088.0	12728088.0	547164.0	285664.0	12728044.0	12728044.0	547161.0	285663.0	12728044.0	12728044.0	547161.0	285663.0
HmFeces_10265	28514563.0	28514563.0	26313552.0	26313552.0	1144895.0	640359.0	26313543.0	26313543.0	1144894.0	640359.0	26313543.0	26313543.0	1144894.0	640359.0
HmFeces_10266	17283733.0	17283733.0	16559808.0	16559808.0	389338.0	211012.0	16559732.0	16559732.0	389346.0	211023.0	16559732.0	16559732.0	389346.0	211023.0
HmFeces_10267	12690252.0	12690252.0	12170240.0	12170240.0	256483.0	172528.0	12170193.0	12170193.0	256481.0	172529.0	12170193.0	12170193.0	256481.0	172529.0
HmFeces_10268	31398693.0	31398693.0	29544252.0	29544252.0	1221683.0	376309.0	29544208.0	29544208.0	1221680.0	376309.0	29544208.0	29544208.0	1221680.0	376309.0
HmFeces_10269	33148561.0	33148561.0	31058580.0	31058580.0	1206699.0	556817.0	31058521.0	31058521.0	1206703.0	556815.0	31058521.0	31058521.0	1206703.0	556815.0
HmFeces_10271	23320886.0	23320886.0	21984327.0	21984327.0	704794.0	407206.0	21984027.0	21984027.0	704803.0	407224.0	21984027.0	21984027.0	704803.0	407224.0
HmFeces_10272	34880326.0	34880326.0	33012403.0	33012403.0	972669.0	578890.0	33011402.0	33011402.0	972650.0	578881.0	33011402.0	33011402.0	972650.0	578881.0
HmFeces_10273	26252415.0	26252415.0	24661392.0	24661392.0	833760.0	490254.0	24661375.0	24661375.0	833757.0	490252.0	24661375.0	24661375.0	833757.0	490252.0
HmFeces_10274	17292647.0	17292647.0	16268098.0	16268098.0	576749.0	284462.0	16268094.0	16268094.0	576749.0	284461.0	16268094.0	16268094.0	576749.0	284461.0
HmFeces_10275	13051647.0	13051647.0	12207375.0	12207375.0	515984.0	202610.0	12207345.0	12207345.0	515985.0	202611.0	12207345.0	12207345.0	515985.0	202611.0
HmFeces_10277	36567371.0	36567371.0	34682971.0	34682971.0	973856.0	587942.0	34682958.0	34682958.0	973856.0	587943.0	34682958.0	34682958.0	973856.0	587943.0
HmFeces_10280	21829250.0	21829250.0	20593394.0	20593394.0	677160.0	359424.0	20593390.0	20593390.0	677159.0	359424.0	20593390.0	20593390.0	677159.0	359424.0
HmFeces_10281	43881880.0	43881880.0	41150805.0	41150805.0	1534580.0	753033.0	41150444.0	41150444.0	1534567.0	753029.0	41150444.0	41150444.0	1534567.0	753029.0
HmFeces_10282	38264629.0	38264629.0	36013942.0	36013942.0	1258917.0	625627.0	36013925.0	36013925.0	1258918.0	625627.0	36013925.0	36013925.0	1258918.0	625627.0
HmFeces_10283	39090233.0	39090233.0	36577297.0	36577297.0	1411148.0	706484.0	36576706.0	36576706.0	1411184.0	706527.0	36576706.0	36576706.0	1411184.0	706527.0
HmFeces_10284	39611922.0	39611922.0	37580948.0	37580948.0	1050522.0	644200.0	37580911.0	37580911.0	1050522.0	644199.0	37580911.0	37580911.0	1050522.0	644199.0
HmFeces_10285	13627270.5	27487302.0	12406007.0	12406007.0	642518.0	359266.0	12405914.0	12405914.0	642516.0	359270.0	12405914.0	12405914.0	642516.0	359270.0
HmFeces_10286	22392871.0	22392871.0	20801071.0	20801071.0	851544.0	460935.0	20801055.0	20801055.0	851543.0	460933.0	20801055.0	20801055.0	851543.0	460933.0
HmFeces_10288	25415018.0	25415018.0	23526812.0	23526812.0	1222646.0	389353.0	23526762.0	23526762.0	1222646.0	389350.0	23526762.0	23526762.0	1222646.0	389350.0
HmFeces_10290	22726867.0	22726867.0	21052038.0	21052038.0	832751.0	547071.0	21052013.0	21052013.0	832750.0	547070.0	21052013.0	21052013.0	832750.0	547070.0
HmFeces_10294	25216669.0	25216669.0	24010133.0	24010133.0	620286.0	378198.0	24010077.0	24010077.0	620288.0	378200.0	24010077.0	24010077.0	620288.0	378200.0
HmFeces_10296	36555015.0	36555015.0	33933685.0	33933685.0	1408963.0	774387.0	33933623.0	33933623.0	1408960.0	774387.0	33933623.0	33933623.0	1408960.0	774387.0
HmFeces_10298	23774228.0	23774228.0	22104728.0	22104728.0	840596.0	536079.0	22104702.0	22104702.0	840597.0	536078.0	22104702.0	22104702.0	840597.0	536078.0
HmFeces_10299	13909329.0	13909329.0	13204198.0	13204198.0	453475.0	155694.0	13203912.0	13203912.0	453510.0	155722.0	13203912.0	13203912.0	453510.0	155722.0
HmFeces_10301	13898558.0	13898558.0	12647063.0	12647063.0	833773.0	227319.0	12647046.0	12647046.0	833772.0	227318.0	12647046.0	12647046.0	833772.0	227318.0
HmFeces_10302	13888655.0	13888655.0	13020027.0	13020027.0	377036.0	302345.0	13020018.0	13020018.0	377037.0	302345.0	13020018.0	13020018.0	377037.0	302345.0
HmFeces_10303	24316177.0	24316177.0	22771069.0	22771069.0	681285.0	535143.0	22769717.0	22769717.0	681295.0	535173.0	22769717.0	22769717.0	681295.0	535173.0
HmFeces_10304	17444276.0	17444276.0	16133688.0	16133688.0	767297.0	331896.0	16133676.0	16133676.0	767297.0	331897.0	16133676.0	16133676.0	767297.0	331897.0
HmFeces_10306	22467205.0	22467205.0	20985394.0	20985394.0	660889.0	508408.0	20981701.0	20981701.0	661018.0	508552.0	20981701.0	20981701.0	661018.0	508552.0
HmFeces_10307	29028809.0	29028809.0	27028757.0	27028757.0	977468.0	620425.0	27028380.0	27028380.0	977478.0	620424.0	27028380.0	27028380.0	977478.0	620424.0
HmFeces_10308	29949159.0	29949159.0	27648506.0	27648506.0	1128289.0	712631.0	27648414.0	27648414.0	1128289.0	712629.0	27648414.0	27648414.0	1128289.0	712629.0
HmFeces_10309	26006038.0	26006038.0	24109953.0	24109953.0	954764.0	529313.0	24106481.0	24106481.0	954851.0	529442.0	24106481.0	24106481.0	954851.0	529442.0
HmFeces_10312	22182585.0	22182585.0	20604285.0	20604285.0	728057.0	554582.0	20604281.0	20604281.0	728055.0	554582.0	20604281.0	20604281.0	728055.0	554582.0
HmFeces_10313	26329937.0	26329937.0	25228058.0	25228058.0	607666.0	342680.0	25228037.0	25228037.0	607670.0	342682.0	25228037.0	25228037.0	607670.0	342682.0
HmFeces_10315	16670202.0	16670202.0	15130941.0	15130941.0	1072815.0	249128.0	15130939.0	15130939.0	1072815.0	249128.0	15130939.0	15130939.0	1072815.0	249128.0
HmFeces_10316	28409352.0	28409352.0	26391772.0	26391772.0	975523.0	618473.0	26391766.0	26391766.0	975523.0	618475.0	26391766.0	26391766.0	975523.0	618475.0
HmFeces_10317	26829383.0	26829383.0	24963983.0	24963983.0	868287.0	622215.0	24963975.0	24963975.0	868287.0	622212.0	24963975.0	24963975.0	868287.0	622212.0
HmFeces_10318	34995405.0	34995405.0	32922106.0	32922106.0	1068061.0	604409.0	32921858.0	32921858.0	1068060.0	604408.0	32921858.0	32921858.0	1068060.0	604408.0
HmFeces_10320	21766752.0	21766752.0	20280596.0	20280596.0	741728.0	437649.0	20280549.0	20280549.0	741726.0	437648.0	20280549.0	20280549.0	741726.0	437648.0
HmFeces_10322	32204846.0	32204846.0	30284145.0	30284145.0	926204.0	628359.0	30284119.0	30284119.0	926203.0	628359.0	30284119.0	30284119.0	926203.0	628359.0
HmFeces_10323	27906066.0	27906066.0	26260374.0	26260374.0	842634.0	487394.0	26260282.0	26260282.0	842638.0	487402.0	26260282.0	26260282.0	842638.0	487402.0
HmFeces_10324	15134110.0	15134110.0	14092035.0	14092035.0	713911.0	188436.0	14090661.0	14090661.0	714012.0	188555.0	14090661.0	14090661.0	714012.0	188555.0
HmFeces_10325	41054802.0	41054802.0	38667169.0	38667169.0	1162973.0	742625.0	38667102.0	38667102.0	1162976.0	742625.0	38667102.0	38667102.0	1162976.0	742625.0
HmFeces_10327	26619578.0	26619578.0	24930964.0	24930964.0	779414.0	566954.0	24930722.0	24930722.0	779421.0	566955.0	24930722.0	24930722.0	779421.0	566955.0
HmFeces_10329	35901129.0	35901129.0	33329071.0	33329071.0	1192325.0	845046.0	33329052.0	33329052.0	1192325.0	845043.0	33329052.0	33329052.0	1192325.0	845043.0
HmFeces_10330	24470122.0	24470122.0	22917302.0	22917302.0	742982.0	494571.0	22916998.0	22916998.0	743001.0	494585.0	22916998.0	22916998.0	743001.0	494585.0
HmFeces_10332	31242260.0	31242260.0	29247537.0	29247537.0	967670.0	615876.0	29247519.0	29247519.0	967669.0	615874.0	29247519.0	29247519.0	967669.0	615874.0
HmFeces_10333	17546733.0	17546733.0	16129348.0	16129348.0	995624.0	237920.0	16129124.0	16129124.0	995648.0	237949.0	16129124.0	16129124.0	995648.0	237949.0
HmFeces_10334	27281795.0	27281795.0	25590285.0	25590285.0	750211.0	596197.0	25588966.0	25588966.0	750193.0	596197.0	25588966.0	25588966.0	750193.0	596197.0
HmFeces_10335	25475003.0	25475003.0	23774658.0	23774658.0	794000.0	545102.0	23771711.0	23771711.0	794122.0	545245.0	23771711.0	23771711.0	794122.0	545245.0
HmFeces_10336	28567922.0	28567922.0	26749621.0	26749621.0	869904.0	607528.0	26749601.0	26749601.0	869907.0	607527.0	26749601.0	26749601.0	869907.0	607527.0
HmFeces_10338	32293616.0	32293616.0	30212865.0	30212865.0	1014049.0	686646.0	30212322.0	30212322.0	1014040.0	686641.0	30212322.0	30212322.0	1014040.0	686641.0
HmFeces_10339	19993451.0	19993451.0	18366881.0	18366881.0	830867.0	473310.0	18366854.0	18366854.0	830867.0	473309.0	18366854.0	18366854.0	830867.0	473309.0
HmFeces_10340	16648218.0	16648218.0	15460656.0	15460656.0	589779.0	355615.0	15459542.0	15459542.0	589773.0	355627.0	15459542.0	15459542.0	589773.0	355627.0
HmFeces_10341	35846365.0	35846365.0	33448210.0	33448210.0	1244270.0	722301.0	33448203.0	33448203.0	1244271.0	722301.0	33448203.0	33448203.0	1244271.0	722301.0
HmFeces_10345	28866669.0	28866669.0	26816154.0	26816154.0	1139768.0	562300.0	26816124.0	26816124.0	1139769.0	562300.0	26816124.0	26816124.0	1139769.0	562300.0
HmFeces_10349	29438106.0	29438106.0	27425507.0	27425507.0	1088997.0	583865.0	27425317.0	27425317.0	1088995.0	583866.0	27425317.0	27425317.0	1088995.0	583866.0
HmFeces_10350	49676994.0	49676994.0	46380876.0	46380876.0	1790429.0	944585.0	46379679.0	46379679.0	1790429.0	944593.0	46379679.0	46379679.0	1790429.0	944593.0
HmFeces_10353	20410487.0	20410487.0	18983349.0	18983349.0	791684.0	398001.0	18983205.0	18983205.0	791679.0	397997.0	18983205.0	18983205.0	791679.0	397997.0
HmFeces_10354	15517300.0	15517300.0	14228752.0	14228752.0	896184.0	235044.0	14228739.0	14228739.0	896185.0	235044.0	14228739.0	14228739.0	896185.0	235044.0
HmFeces_10356	26075583.0	26075583.0	24452463.0	24452463.0	793047.0	469793.0	24452443.0	24452443.0	793048.0	469793.0	24452443.0	24452443.0	793048.0	469793.0
HmFeces_10357	21834549.0	21834549.0	20446517.0	20446517.0	742826.0	401846.0	20445930.0	20445930.0	742830.0	401846.0	20445930.0	20445930.0	742830.0	401846.0
HmFeces_10358	24134818.0	24134818.0	22654178.0	22654178.0	748632.0	472289.0	22653982.0	22653982.0	748634.0	472287.0	22653982.0	22653982.0	748634.0	472287.0
HmFeces_10362	23948192.0	23948192.0	22346370.0	22346370.0	810615.0	457399.0	22344627.0	22344627.0	810779.0	457544.0	22344627.0	22344627.0	810779.0	457544.0
HmFeces_10364	26755227.0	26755227.0	24955796.0	24955796.0	899851.0	516704.0	24955390.0	24955390.0	899846.0	516716.0	24955390.0	24955390.0	899846.0	516716.0
HmFeces_10365	24459029.0	24459029.0	22754121.0	22754121.0	872218.0	479855.0	22753856.0	22753856.0	872218.0	479867.0	22753856.0	22753856.0	872218.0	479867.0
HmFeces_10366	24845249.0	24845249.0	23132012.0	23132012.0	898965.0	456104.0	23131970.0	23131970.0	898967.0	456108.0	23131970.0	23131970.0	898967.0	456108.0
HmFeces_10367	20154432.0	20154432.0	18303828.0	18303828.0	1036071.0	333275.0	18303813.0	18303813.0	1036071.0	333276.0	18303813.0	18303813.0	1036071.0	333276.0
HmFeces_10368	17505614.0	17505614.0	15487105.0	15487105.0	1174112.0	552789.0	15487095.0	15487095.0	1174114.0	552790.0	15487095.0	15487095.0	1174114.0	552790.0
HmFeces_10371	24916582.0	24916582.0	22704747.0	22704747.0	1338292.0	435263.0	22704358.0	22704358.0	1338259.0	435254.0	22704358.0	22704358.0	1338259.0	435254.0
HmFeces_10374	28756971.0	28756971.0	26902251.0	26902251.0	862240.0	582720.0	26902060.0	26902060.0	862251.0	582720.0	26902060.0	26902060.0	862251.0	582720.0
HmFeces_10376	24529016.0	24529016.0	22913484.0	22913484.0	802282.0	463546.0	22913407.0	22913407.0	802279.0	463543.0	22913407.0	22913407.0	802279.0	463543.0
HmFeces_10377	23913789.0	23913789.0	22278261.0	22278261.0	810488.0	487720.0	22277814.0	22277814.0	810501.0	487735.0	22277814.0	22277814.0	810501.0	487735.0
HmFeces_10378	22597190.0	22597190.0	21082803.0	21082803.0	768091.0	424326.0	21082791.0	21082791.0	768092.0	424326.0	21082791.0	21082791.0	768092.0	424326.0
HmFeces_10380	23146842.0	23146842.0	21338084.0	21338084.0	1046775.0	437831.0	21338047.0	21338047.0	1046784.0	437834.0	21338047.0	21338047.0	1046784.0	437834.0
HmFeces_10385	24515553.0	24515553.0	22789032.0	22789032.0	810981.0	520832.0	22788909.0	22788909.0	810975.0	520835.0	22788909.0	22788909.0	810975.0	520835.0
HmFeces_10389	16054293.0	16054293.0	14049783.0	14049783.0	1303443.0	419547.0	14049760.0	14049760.0	1303440.0	419547.0	14049760.0	14049760.0	1303440.0	419547.0
HmFeces_10390	17141737.0	17141737.0	15294978.0	15294978.0	1169172.0	421486.0	15294968.0	15294968.0	1169172.0	421487.0	15294968.0	15294968.0	1169172.0	421487.0
HmFeces_10456	15834562.0	15834562.0	14152452.0	14152452.0	1023670.0	408733.0	14152308.0	14152308.0	1023669.0	408737.0	14152308.0	14152308.0	1023669.0	408737.0
HmFeces_10459	23183038.0	23183038.0	19412344.0	19412344.0	2806232.0	503108.0	19412321.0	19412321.0	2806233.0	503113.0	19412321.0	19412321.0	2806233.0	503113.0
HmFeces_10461	21813058.0	21813058.0	19128388.0	19128388.0	1622545.0	616465.0	19128138.0	19128138.0	1622596.0	616508.0	19128138.0	19128138.0	1622596.0	616508.0
HmFeces_10462	22712672.0	22712672.0	20403483.0	20403483.0	1412455.0	508525.0	20403473.0	20403473.0	1412455.0	508525.0	20403473.0	20403473.0	1412455.0	508525.0
HmFeces_10463	23221155.0	23221155.0	20541352.0	20541352.0	1701528.0	560328.0	20541270.0	20541270.0	1701525.0	560330.0	20541270.0	20541270.0	1701525.0	560330.0
HmFeces_10464	21707805.0	21707805.0	18883280.0	18883280.0	1954446.0	476169.0	18883268.0	18883268.0	1954449.0	476170.0	18883268.0	18883268.0	1954449.0	476170.0
HmFeces_10465	21469631.0	21469631.0	19045350.0	19045350.0	1401461.0	615216.0	19045193.0	19045193.0	1401455.0	615213.0	19045193.0	19045193.0	1401455.0	615213.0
HmFeces_10466	20771679.0	20771679.0	18527534.0	18527534.0	1303096.0	569073.0	18527205.0	18527205.0	1303142.0	569115.0	18527205.0	18527205.0	1303142.0	569115.0
HmFeces_10468	22847950.0	22847950.0	19434158.0	19434158.0	2497023.0	468061.0	19434146.0	19434146.0	2497022.0	468063.0	19434146.0	19434146.0	2497022.0	468063.0
HmFeces_10469	21553205.0	21553205.0	18987380.0	18987380.0	1542117.0	583516.0	18986532.0	18986532.0	1542141.0	583573.0	18986532.0	18986532.0	1542141.0	583573.0
HmFeces_10470	16904785.0	16904785.0	15028535.0	15028535.0	1148892.0	447959.0	15028527.0	15028527.0	1148892.0	447959.0	15028527.0	15028527.0	1148892.0	447959.0
HmFeces_10471	24534073.0	24534073.0	21797610.0	21797610.0	1574127.0	739202.0	21796939.0	21796939.0	1574151.0	739232.0	21796939.0	21796939.0	1574151.0	739232.0
HmFeces_10473	21088579.0	21088579.0	18996858.0	18996858.0	1283503.0	491423.0	18996608.0	18996608.0	1283520.0	491434.0	18996608.0	18996608.0	1283520.0	491434.0
HmFeces_10476	19011255.0	19011255.0	16457481.0	16457481.0	1556030.0	581870.0	16457106.0	16457106.0	1556052.0	581877.0	16457106.0	16457106.0	1556052.0	581877.0
HmFeces_10480	21681693.0	21681693.0	19343192.0	19343192.0	1352395.0	606354.0	19343174.0	19343174.0	1352397.0	606353.0	19343174.0	19343174.0	1352397.0	606353.0
HmFeces_10483	21469429.0	21469429.0	19037361.0	19037361.0	1632278.0	458702.0	19037295.0	19037295.0	1632277.0	458699.0	19037295.0	19037295.0	1632277.0	458699.0
HmFeces_10484	19023826.0	19023826.0	17133638.0	17133638.0	1134934.0	447229.0	17132743.0	17132743.0	1134994.0	447268.0	17132743.0	17132743.0	1134994.0	447268.0
HmFeces_10485	23201928.0	23201928.0	20647564.0	20647564.0	1611710.0	532517.0	20647551.0	20647551.0	1611710.0	532518.0	20647551.0	20647551.0	1611710.0	532518.0
HmFeces_10486	23718448.0	23718448.0	19990611.0	19990611.0	2715665.0	560447.0	19990603.0	19990603.0	2715667.0	560447.0	19990603.0	19990603.0	2715667.0	560447.0
HmFeces_10487	21289614.0	21289614.0	18301774.0	18301774.0	1878747.0	634895.0	18301739.0	18301739.0	1878744.0	634892.0	18301739.0	18301739.0	1878744.0	634892.0
HmFeces_10489	22104492.0	22104492.0	20065000.0	20065000.0	1237207.0	521725.0	20064921.0	20064921.0	1237208.0	521729.0	20064921.0	20064921.0	1237208.0	521729.0
HmFeces_10492	22779252.0	22779252.0	20438595.0	20438595.0	1382195.0	598275.0	20438576.0	20438576.0	1382193.0	598275.0	20438576.0	20438576.0	1382193.0	598275.0
HmFeces_10497	20289277.0	20289277.0	18459075.0	18459075.0	1103556.0	463644.0	18459042.0	18459042.0	1103555.0	463641.0	18459042.0	18459042.0	1103555.0	463641.0
HmFeces_10502	24629931.0	24629931.0	21860864.0	21860864.0	1637354.0	443268.0	21860727.0	21860727.0	1637355.0	443271.0	21860727.0	21860727.0	1637355.0	443271.0
HmFeces_10503	15239746.0	15239746.0	13637342.0	13637342.0	969677.0	375018.0	13636363.0	13636363.0	969886.0	375194.0	13636363.0	13636363.0	969886.0	375194.0
HmFeces_10504	20276736.0	20276736.0	17890791.0	17890791.0	1555881.0	458738.0	17890493.0	17890493.0	1555861.0	458743.0	17890493.0	17890493.0	1555861.0	458743.0
HmFeces_10505	18882325.0	18882325.0	17030051.0	17030051.0	1202611.0	405114.0	17029879.0	17029879.0	1202617.0	405112.0	17029879.0	17029879.0	1202617.0	405112.0
HmFeces_10508	20177181.0	20177181.0	18627019.0	18627019.0	915257.0	414744.0	18626893.0	18626893.0	915276.0	414761.0	18626893.0	18626893.0	915276.0	414761.0
HmFeces_10510	22004070.0	22004070.0	19550939.0	19550939.0	1757363.0	384314.0	19550927.0	19550927.0	1757362.0	384315.0	19550927.0	19550927.0	1757362.0	384315.0
HmFeces_10511	20647697.0	20647697.0	18603905.0	18603905.0	1240538.0	479770.0	18603831.0	18603831.0	1240539.0	479774.0	18603831.0	18603831.0	1240539.0	479774.0
HmFeces_10512	15504305.0	15504305.0	13259442.0	13259442.0	1458564.0	451691.0	13258388.0	13258388.0	1458508.0	451698.0	13258388.0	13258388.0	1458508.0	451698.0
HmFeces_10513	20867646.0	20867646.0	18399002.0	18399002.0	1551282.0	566181.0	18398985.0	18398985.0	1551283.0	566180.0	18398985.0	18398985.0	1551283.0	566180.0
HmFeces_10514	16952820.0	16952820.0	15191028.0	15191028.0	1066413.0	444215.0	15191012.0	15191012.0	1066415.0	444213.0	15191012.0	15191012.0	1066415.0	444213.0
HmFeces_10515	15380183.0	15380183.0	13721215.0	13721215.0	1072054.0	372005.0	13720953.0	13720953.0	1072057.0	372008.0	13720953.0	13720953.0	1072057.0	372008.0
HmFeces_10517	26339912.0	26339912.0	23264675.0	23264675.0	1417857.0	759679.0	23264360.0	23264360.0	1417860.0	759681.0	23264360.0	23264360.0	1417860.0	759681.0
HmFeces_10519	18239105.0	18239105.0	16505092.0	16505092.0	1005867.0	478640.0	16505075.0	16505075.0	1005868.0	478640.0	16505075.0	16505075.0	1005868.0	478640.0
HmFeces_10523	9233539.0	9233539.0	8354899.0	8354899.0	632030.0	143509.0	8352898.0	8352898.0	632408.0	143980.0	8352898.0	8352898.0	632408.0	143980.0
HmFeces_10525	21156147.0	21156147.0	19730230.0	19730230.0	814842.0	417771.0	19730196.0	19730196.0	814843.0	417772.0	19730196.0	19730196.0	814843.0	417772.0
HmFeces_10527	16089579.0	16089579.0	14871061.0	14871061.0	682369.0	374236.0	14870589.0	14870589.0	682407.0	374292.0	14870589.0	14870589.0	682407.0	374292.0
HmFeces_10532	17039878.0	17039878.0	15700633.0	15700633.0	802700.0	331716.0	15700492.0	15700492.0	802704.0	331727.0	15700492.0	15700492.0	802704.0	331727.0
HmFeces_10537	18255033.0	18255033.0	16227160.0	16227160.0	1355389.0	380461.0	16227125.0	16227125.0	1355387.0	380460.0	16227125.0	16227125.0	1355387.0	380460.0
HmFeces_10541	16683150.0	16683150.0	15000670.0	15000670.0	973872.0	441780.0	15000488.0	15000488.0	973878.0	441787.0	15000488.0	15000488.0	973878.0	441787.0
HmFeces_10542	16933617.0	16933617.0	15153964.0	15153964.0	1058683.0	430261.0	15153896.0	15153896.0	1058676.0	430255.0	15153896.0	15153896.0	1058676.0	430255.0
HmFeces_10543	19073574.0	19073574.0	17172089.0	17172089.0	1124800.0	489187.0	17171898.0	17171898.0	1124816.0	489199.0	17171898.0	17171898.0	1124816.0	489199.0
HmFeces_10544	16466008.0	16466008.0	14549579.0	14549579.0	1215304.0	397527.0	14549519.0	14549519.0	1215303.0	397533.0	14549519.0	14549519.0	1215303.0	397533.0
HmFeces_10545	17824166.0	17824166.0	16022085.0	16022085.0	990593.0	499690.0	16022075.0	16022075.0	990594.0	499691.0	16022075.0	16022075.0	990594.0	499691.0
HmFeces_10548	17980807.0	17980807.0	16051667.0	16051667.0	1088624.0	509389.0	16051576.0	16051576.0	1088621.0	509390.0	16051576.0	16051576.0	1088621.0	509390.0
HmFeces_10549	16875030.0	16875030.0	15014748.0	15014748.0	1307823.0	289042.0	15014495.0	15014495.0	1307802.0	289042.0	15014495.0	15014495.0	1307802.0	289042.0
