Sample	raw pair1	raw pair2	trimmed pair1	trimmed pair2	trimmed orphan1	trimmed orphan2	decontaminated Homo_sapiens pair1	decontaminated Homo_sapiens pair2	decontaminated Homo_sapiens orphan1	decontaminated Homo_sapiens orphan2	final pair1	final pair2	final orphan1	final orphan2
S4_008	51514461.0	51514461.0	42069085.0	42069085.0	3562680.0	2142364.0	42059695.0	42059695.0	3565197.0	2141839.0	42059695.0	42059695.0	3565197.0	2141839.0
S4_010	34958687.0	34958687.0	28389467.0	28389467.0	2608931.0	1375842.0	28383742.0	28383742.0	2610285.0	1375623.0	28383742.0	28383742.0	2610285.0	1375623.0
S4_011	47543213.0	47543213.0	41524629.0	41524629.0	1810737.0	1823809.0	41522383.0	41522383.0	1812025.0	1823750.0	41522383.0	41522383.0	1812025.0	1823750.0
S4_012	43143831.0	43143831.0	33937865.0	33937865.0	3269771.0	2300331.0	33931753.0	33931753.0	3272343.0	2299906.0	33931753.0	33931753.0	3272343.0	2299906.0
S4_013	38588283.0	38588283.0	33103556.0	33103556.0	1875202.0	1480136.0	33093667.0	33093667.0	1875464.0	1479419.0	33093667.0	33093667.0	1875464.0	1479419.0
S4_014	33933167.0	33933167.0	27548331.0	27548331.0	2476072.0	1413473.0	27544035.0	27544035.0	2479601.0	1413301.0	27544035.0	27544035.0	2479601.0	1413301.0
S4_015	52056241.0	52056241.0	42489326.0	42489326.0	3679978.0	2164525.0	42471404.0	42471404.0	3683565.0	2163692.0	42471404.0	42471404.0	3683565.0	2163692.0
S4_017	151622380.0	151622380.0	134842646.0	134842646.0	6222459.0	4693576.0	134824124.0	134824124.0	6234746.0	4692816.0	134824124.0	134824124.0	6234746.0	4692816.0
S4_018_merged	36779591.0	36779591.0	32003347.0	32003347.0	1518433.0	1432568.0	31994598.0	31994598.0	1519230.0	1432749.0	31994598.0	31994598.0	1519230.0	1432749.0
S4_019	87434522.0	87434522.0	76841245.0	76841245.0	4337670.0	2610357.0	76829491.0	76829491.0	4344491.0	2609741.0	76829491.0	76829491.0	4344491.0	2609741.0
S4_020	57055130.0	57055130.0	44806897.0	44806897.0	5290726.0	2253976.0	44793231.0	44793231.0	5292743.0	2253402.0	44793231.0	44793231.0	5292743.0	2253402.0
S4_021	42270706.0	42270706.0	33958413.0	33958413.0	3435265.0	1629650.0	33943687.0	33943687.0	3437888.0	1628907.0	33943687.0	33943687.0	3437888.0	1628907.0
S4_022	106708370.0	106708370.0	96078560.0	96078560.0	3233118.0	3742128.0	95647317.0	95647317.0	3230226.0	3732344.0	95647317.0	95647317.0	3230226.0	3732344.0
S4_023	62754112.0	62754112.0	56060319.0	56060319.0	2455615.0	1894821.0	56051578.0	56051578.0	2460594.0	1894600.0	56051578.0	56051578.0	2460594.0	1894600.0
S4_025	42170569.0	42170569.0	34576459.0	34576459.0	2829062.0	1792151.0	34569746.0	34569746.0	2833700.0	1791844.0	34569746.0	34569746.0	2833700.0	1791844.0
S4_026	57380880.0	57380880.0	47107621.0	47107621.0	3676866.0	2514765.0	47087769.0	47087769.0	3682143.0	2513634.0	47087769.0	47087769.0	3682143.0	2513634.0
S4_027	117601296.0	117601296.0	105646924.0	105646924.0	3948863.0	3864599.0	105610127.0	105610127.0	3954127.0	3863521.0	105610127.0	105610127.0	3954127.0	3863521.0
S4_028	43132929.0	43132929.0	38752717.0	38752717.0	1478077.0	1373488.0	38748378.0	38748378.0	1481657.0	1373339.0	38748378.0	38748378.0	1481657.0	1373339.0
S4_029	49311189.0	49311189.0	44219602.0	44219602.0	1693692.0	1618767.0	44201263.0	44201263.0	1697335.0	1618190.0	44201263.0	44201263.0	1697335.0	1618190.0
S4_031	43887814.0	43887814.0	35241988.0	35241988.0	3575825.0	1736596.0	35235652.0	35235652.0	3578943.0	1736269.0	35235652.0	35235652.0	3578943.0	1736269.0
S4_032	50152254.0	50152254.0	40508274.0	40508274.0	3915992.0	1901493.0	40499445.0	40499445.0	3918031.0	1901075.0	40499445.0	40499445.0	3918031.0	1901075.0
S4_033	37726960.0	37726960.0	30982765.0	30982765.0	2430121.0	1595457.0	30972532.0	30972532.0	2433369.0	1595140.0	30972532.0	30972532.0	2433369.0	1595140.0
S4_034_merged	36748536.0	36748536.0	32702845.0	32702845.0	1480113.0	1222966.0	32658908.0	32658908.0	1480155.0	1221847.0	32658908.0	32658908.0	1480155.0	1221847.0
S4_035	37166684.0	37166684.0	27298448.0	27298448.0	3431097.0	2780722.0	27285615.0	27285615.0	3432951.0	2779115.0	27285615.0	27285615.0	3432951.0	2779115.0
S4_037	41345121.0	41345121.0	36845530.0	36845530.0	1706469.0	1238474.0	36832033.0	36832033.0	1711639.0	1238036.0	36832033.0	36832033.0	1711639.0	1238036.0
S4_038	38216848.0	38216848.0	30966687.0	30966687.0	2841755.0	1525859.0	30957534.0	30957534.0	2843918.0	1525453.0	30957534.0	30957534.0	2843918.0	1525453.0
S4_040	52408062.0	52408062.0	43104123.0	43104123.0	3244596.0	2356321.0	43066495.0	43066495.0	3246574.0	2354499.0	43066495.0	43066495.0	3246574.0	2354499.0
S4_041	45295554.0	45295554.0	38711796.0	38711796.0	2513819.0	1506974.0	38679083.0	38679083.0	2513290.0	1505680.0	38679083.0	38679083.0	2513290.0	1505680.0
S4_042	45237769.0	45237769.0	35840671.0	35840671.0	4269398.0	1552802.0	35828920.0	35828920.0	4273160.0	1552487.0	35828920.0	35828920.0	4273160.0	1552487.0
S4_043	34668987.0	34668987.0	28480840.0	28480840.0	2161926.0	1567354.0	28468416.0	28468416.0	2163736.0	1566626.0	28468416.0	28468416.0	2163736.0	1566626.0
S4_044	40629540.0	40629540.0	33474715.0	33474715.0	2510680.0	1835855.0	33470469.0	33470469.0	2513231.0	1835651.0	33470469.0	33470469.0	2513231.0	1835651.0
S4_045	43105799.0	43105799.0	35045886.0	35045886.0	3280110.0	1579741.0	35039613.0	35039613.0	3282914.0	1579465.0	35039613.0	35039613.0	3282914.0	1579465.0
S4_046	42246613.0	42246613.0	36744930.0	36744930.0	1917959.0	1524649.0	36738982.0	36738982.0	1920670.0	1524401.0	36738982.0	36738982.0	1920670.0	1524401.0
S4_047	89304766.0	89304766.0	79498772.0	79498772.0	3279286.0	3174831.0	79480786.0	79480786.0	3285765.0	3174016.0	79480786.0	79480786.0	3285765.0	3174016.0
S4_048	39081364.0	39081364.0	35304564.0	35304564.0	1130234.0	1327452.0	35275904.0	35275904.0	1133826.0	1326402.0	35275904.0	35275904.0	1133826.0	1326402.0
S4_049	88022166.0	88022166.0	79061432.0	79061432.0	2851015.0	2974908.0	79042329.0	79042329.0	2860107.0	2974120.0	79042329.0	79042329.0	2860107.0	2974120.0
S4_050	76612243.0	76612243.0	68452508.0	68452508.0	2879024.0	2442138.0	68261531.0	68261531.0	2878976.0	2435187.0	68261531.0	68261531.0	2878976.0	2435187.0
S4_051	37096116.0	37096116.0	33218296.0	33218296.0	1372886.0	1164863.0	33214391.0	33214391.0	1374963.0	1164747.0	33214391.0	33214391.0	1374963.0	1164747.0
S4_052	48500213.0	48500213.0	39151471.0	39151471.0	3636283.0	1969289.0	39137502.0	39137502.0	3639968.0	1968537.0	39137502.0	39137502.0	3639968.0	1968537.0
S4_053	45555517.0	45555517.0	37408017.0	37408017.0	2801933.0	2080530.0	37240251.0	37240251.0	2811292.0	2088151.0	37240251.0	37240251.0	2811292.0	2088151.0
S4_054	145107980.0	145107980.0	128358359.0	128358359.0	6640975.0	4271099.0	128332867.0	128332867.0	6657865.0	4270202.0	128332867.0	128332867.0	6657865.0	4270202.0
S5_002	47739046.0	47739046.0	39069889.0	39069889.0	3061583.0	2198321.0	39049371.0	39049371.0	3065112.0	2197423.0	39049371.0	39049371.0	3065112.0	2197423.0
S5_003	33588197.0	33588197.0	27383872.0	27383872.0	2349754.0	1438550.0	27370153.0	27370153.0	2351354.0	1437746.0	27370153.0	27370153.0	2351354.0	1437746.0
S5_006	39676839.0	39676839.0	32648007.0	32648007.0	2727626.0	1459678.0	31979919.0	31979919.0	2677795.0	1428753.0	31979919.0	31979919.0	2677795.0	1428753.0
S5_007	38825026.0	38825026.0	31260436.0	31260436.0	2997147.0	1586593.0	31244215.0	31244215.0	2999207.0	1585922.0	31244215.0	31244215.0	2999207.0	1585922.0
S5_008	61450369.0	61450369.0	52802967.0	52802967.0	3122381.0	2070863.0	52640296.0	52640296.0	3115926.0	2060854.0	52640296.0	52640296.0	3115926.0	2060854.0
S5_009	36687707.0	36687707.0	29670079.0	29670079.0	2779925.0	1455934.0	29657322.0	29657322.0	2780875.0	1455279.0	29657322.0	29657322.0	2780875.0	1455279.0
S5_010	36515499.0	36515499.0	34800439.0	34800439.0	788152.0	594269.0	34771092.0	34771092.0	789111.0	593719.0	34771092.0	34771092.0	789111.0	593719.0
S5_011	38023624.0	38023624.0	32960677.0	32960677.0	1581960.0	1501702.0	32959043.0	32959043.0	1582611.0	1501606.0	32959043.0	32959043.0	1582611.0	1501606.0
S5_012_merged	35558686.0	35558686.0	33053849.0	33053849.0	995280.0	868004.0	32999869.0	32999869.0	997400.0	866184.0	32999869.0	32999869.0	997400.0	866184.0
S5_013	37652214.0	37652214.0	30118490.0	30118490.0	3073443.0	1493478.0	30110267.0	30110267.0	3074587.0	1493142.0	30110267.0	30110267.0	3074587.0	1493142.0
S5_014	34475152.0	34475152.0	30799955.0	30799955.0	1198590.0	1241891.0	30784895.0	30784895.0	1199260.0	1241172.0	30784895.0	30784895.0	1199260.0	1241172.0
S5_015	36866236.0	36866236.0	30455847.0	30455847.0	2168399.0	1699871.0	30439670.0	30439670.0	2169375.0	1698987.0	30439670.0	30439670.0	2169375.0	1698987.0
S5_016	36233397.0	36233397.0	30060973.0	30060973.0	2133597.0	1633525.0	30058005.0	30058005.0	2134178.0	1633421.0	30058005.0	30058005.0	2134178.0	1633421.0
S5_017	33688896.0	33688896.0	27878990.0	27878990.0	2201353.0	1397626.0	27849620.0	27849620.0	2200013.0	1396230.0	27849620.0	27849620.0	2200013.0	1396230.0
S5_018	33842294.0	33842294.0	26830039.0	26830039.0	3084572.0	1196820.0	26802462.0	26802462.0	3084726.0	1196074.0	26802462.0	26802462.0	3084726.0	1196074.0
S5_019	33552114.0	33552114.0	27554475.0	27554475.0	2015925.0	1587170.0	27546268.0	27546268.0	2018033.0	1586756.0	27546268.0	27546268.0	2018033.0	1586756.0
S5_020	35961608.0	35961608.0	29514498.0	29514498.0	2450976.0	1443281.0	29457999.0	29457999.0	2448966.0	1440189.0	29457999.0	29457999.0	2448966.0	1440189.0
S5_021	35820488.0	35820488.0	31771927.0	31771927.0	1257199.0	1398599.0	31766719.0	31766719.0	1260308.0	1398427.0	31766719.0	31766719.0	1260308.0	1398427.0
S5_022	39997584.0	39997584.0	32903536.0	32903536.0	2579489.0	1703572.0	32885490.0	32885490.0	2580539.0	1702663.0	32885490.0	32885490.0	2580539.0	1702663.0
S5_023	37611808.0	37611808.0	28662627.0	28662627.0	4702821.0	1082431.0	28640121.0	28640121.0	4699966.0	1081567.0	28640121.0	28640121.0	4699966.0	1081567.0
S5_024	38455382.0	38455382.0	31937039.0	31937039.0	2287276.0	1633753.0	31242050.0	31242050.0	2238775.0	1595365.0	31242050.0	31242050.0	2238775.0	1595365.0
S5_025	43700389.0	43700389.0	37227579.0	37227579.0	2310372.0	1685988.0	37222391.0	37222391.0	2310878.0	1685797.0	37222391.0	37222391.0	2310878.0	1685797.0
S5_026	51804067.0	51804067.0	46431554.0	46431554.0	1604911.0	1958635.0	46425337.0	46425337.0	1610796.0	1958403.0	46425337.0	46425337.0	1610796.0	1958403.0
S5_027	46213060.0	46213060.0	44254995.0	44254995.0	841725.0	779177.0	44163040.0	44163040.0	844774.0	780373.0	44163040.0	44163040.0	844774.0	780373.0
S5_028	37584997.0	37584997.0	31322926.0	31322926.0	2000159.0	1791541.0	31302002.0	31302002.0	2003823.0	1791148.0	31302002.0	31302002.0	2003823.0	1791148.0
S5_029	36448221.0	36448221.0	30433242.0	30433242.0	2180092.0	1528038.0	30425829.0	30425829.0	2180893.0	1527677.0	30425829.0	30425829.0	2180893.0	1527677.0
S5_030	36058339.0	36058339.0	31229309.0	31229309.0	1736060.0	1506138.0	9974808.0	9974808.0	625372.0	569049.0	9974808.0	9974808.0	625372.0	569049.0
S5_031	37728548.0	37728548.0	31040720.0	31040720.0	2462995.0	1613624.0	31032315.0	31032315.0	2466303.0	1613138.0	31032315.0	31032315.0	2466303.0	1613138.0
S5_032	43292009.0	43292009.0	37292565.0	37292565.0	2286062.0	1481309.0	37261623.0	37261623.0	2288811.0	1479934.0	37261623.0	37261623.0	2288811.0	1479934.0
S5_033	37176265.0	37176265.0	29711259.0	29711259.0	3046409.0	1507071.0	29704274.0	29704274.0	3050653.0	1506702.0	29704274.0	29704274.0	3050653.0	1506702.0
S5_034	54396443.0	54396443.0	48850191.0	48850191.0	1722934.0	1906993.0	47571955.0	47571955.0	1685766.0	1855855.0	47571955.0	47571955.0	1685766.0	1855855.0
S5_035	34854453.0	34854453.0	31008593.0	31008593.0	1319283.0	1173237.0	31003998.0	31003998.0	1322163.0	1173121.0	31003998.0	31003998.0	1322163.0	1173121.0
S5_037	44429264.0	44429264.0	36278386.0	36278386.0	2893336.0	2035803.0	36269441.0	36269441.0	2899767.0	2035260.0	36269441.0	36269441.0	2899767.0	2035260.0
S5_038	39564363.0	39564363.0	32482823.0	32482823.0	2686699.0	1596339.0	32392348.0	32392348.0	2682175.0	1591787.0	32392348.0	32392348.0	2682175.0	1591787.0
S5_039	37443277.0	37443277.0	30553253.0	30553253.0	2734547.0	1425450.0	29199339.0	29199339.0	2600633.0	1361925.0	29199339.0	29199339.0	2600633.0	1361925.0
S5_040	39365618.0	39365618.0	35643513.0	35643513.0	1081480.0	1370584.0	35635387.0	35635387.0	1084371.0	1370282.0	35635387.0	35635387.0	1084371.0	1370282.0
S5_041	42856833.0	42856833.0	34955972.0	34955972.0	2756369.0	2054274.0	34798583.0	34798583.0	2747515.0	2044967.0	34798583.0	34798583.0	2747515.0	2044967.0
S5_042	43499342.0	43499342.0	35890492.0	35890492.0	2552165.0	2022012.0	35842728.0	35842728.0	2552246.0	2019273.0	35842728.0	35842728.0	2552246.0	2019273.0
S5_043	37948217.0	37948217.0	33715048.0	33715048.0	1529497.0	1331191.0	33690482.0	33690482.0	1529605.0	1330429.0	33690482.0	33690482.0	1529605.0	1330429.0
S5_044	37469449.0	37469449.0	30085235.0	30085235.0	2974252.0	1528607.0	29998427.0	29998427.0	2968205.0	1524165.0	29998427.0	29998427.0	2968205.0	1524165.0
S5_045	36058797.0	36058797.0	29742434.0	29742434.0	2374886.0	1485722.0	29356029.0	29356029.0	2348475.0	1467778.0	29356029.0	29356029.0	2348475.0	1467778.0
S5_046	33486427.0	33486427.0	30182281.0	30182281.0	1045808.0	1110194.0	30178565.0	30178565.0	1048463.0	1110048.0	30178565.0	30178565.0	1048463.0	1110048.0
S5_047	53865159.0	53865159.0	48256362.0	48256362.0	2049606.0	1736337.0	47096057.0	47096057.0	2006505.0	1694446.0	47096057.0	47096057.0	2006505.0	1694446.0
S5_049	51981345.0	51981345.0	46383750.0	46383750.0	2135583.0	1591637.0	45231775.0	45231775.0	2100965.0	1555016.0	45231775.0	45231775.0	2100965.0	1555016.0
S5_052	35478222.0	35478222.0	31281072.0	31281072.0	1762982.0	1081371.0	22131890.0	22131890.0	1216186.0	768971.0	22131890.0	22131890.0	1216186.0	768971.0
S5_054	36698110.0	36698110.0	32654925.0	32654925.0	1557403.0	1127294.0	32626499.0	32626499.0	1564463.0	1125888.0	32626499.0	32626499.0	1564463.0	1125888.0
S5_055	42219472.0	42219472.0	37737350.0	37737350.0	1500065.0	1482564.0	37681778.0	37681778.0	1510233.0	1479585.0	37681778.0	37681778.0	1510233.0	1479585.0
S5_055-2	53607959.0	53607959.0	47439107.0	47439107.0	2029099.0	2087780.0	47413183.0	47413183.0	2030027.0	2086044.0	47413183.0	47413183.0	2030027.0	2086044.0
S5_056	47898618.0	47898618.0	42658152.0	42658152.0	1876378.0	1633706.0	42351706.0	42351706.0	1874297.0	1621200.0	42351706.0	42351706.0	1874297.0	1621200.0
S5_057	47779877.0	47779877.0	42760916.0	42760916.0	1780526.0	1586512.0	42727378.0	42727378.0	1792072.0	1584842.0	42727378.0	42727378.0	1792072.0	1584842.0
S5_060	56044397.0	56044397.0	50027196.0	50027196.0	2037488.0	1996776.0	49975655.0	49975655.0	2049217.0	1994087.0	49975655.0	49975655.0	2049217.0	1994087.0
S5_061	50229868.0	50229868.0	45338128.0	45338128.0	1642314.0	1602446.0	45269639.0	45269639.0	1649990.0	1599635.0	45269639.0	45269639.0	1649990.0	1599635.0
S5_062	40550936.0	40550936.0	36559196.0	36559196.0	1385793.0	1248385.0	36505072.0	36505072.0	1393891.0	1245625.0	36505072.0	36505072.0	1393891.0	1245625.0
S5_064	34536841.0	34536841.0	31032495.0	31032495.0	1257864.0	1060318.0	30967216.0	30967216.0	1262425.0	1057287.0	30967216.0	30967216.0	1262425.0	1057287.0
S5_066	34013633.0	34013633.0	29442620.0	29442620.0	1528138.0	1209484.0	29391606.0	29391606.0	1526885.0	1207675.0	29391606.0	29391606.0	1526885.0	1207675.0
S5_068	33476616.0	33476616.0	29639702.0	29639702.0	1505239.0	1094549.0	29620278.0	29620278.0	1511031.0	1093344.0	29620278.0	29620278.0	1511031.0	1093344.0
S5_070	48018284.0	48018284.0	42887266.0	42887266.0	1920480.0	1479696.0	42824160.0	42824160.0	1936735.0	1476556.0	42824160.0	42824160.0	1936735.0	1476556.0
S5_071	42133833.0	42133833.0	37732150.0	37732150.0	1559881.0	1364409.0	37458029.0	37458029.0	1559393.0	1354880.0	37458029.0	37458029.0	1559393.0	1354880.0
S5_072	49276527.0	49276527.0	38412688.0	38412688.0	3360618.0	4443091.0	38385371.0	38385371.0	3372212.0	4440065.0	38385371.0	38385371.0	3372212.0	4440065.0
S5_073	37344832.0	37344832.0	32501102.0	32501102.0	1391844.0	1565610.0	32483078.0	32483078.0	1391743.0	1564843.0	32483078.0	32483078.0	1391743.0	1564843.0
S5_075	39901844.0	39901844.0	34126534.0	34126534.0	2061104.0	1478964.0	34115065.0	34115065.0	2062421.0	1478605.0	34115065.0	34115065.0	2062421.0	1478605.0
S5_076	41671704.0	41671704.0	37185865.0	37185865.0	1665265.0	1294069.0	37161534.0	37161534.0	1675766.0	1293485.0	37161534.0	37161534.0	1675766.0	1293485.0
S5_077	47534869.0	47534869.0	42856802.0	42856802.0	1568805.0	1561181.0	42832748.0	42832748.0	1578774.0	1560227.0	42832748.0	42832748.0	1578774.0	1560227.0
S5_078	40016676.0	40016676.0	35281943.0	35281943.0	2002640.0	1180970.0	35269034.0	35269034.0	2010572.0	1180497.0	35269034.0	35269034.0	2010572.0	1180497.0
S5_080	40146819.0	40146819.0	37211947.0	37211947.0	1760070.0	638908.0	37206441.0	37206441.0	1760308.0	638898.0	37206441.0	37206441.0	1760308.0	638898.0
S5_082	36454618.0	36454618.0	32679404.0	32679404.0	1195873.0	1339443.0	32660170.0	32660170.0	1205304.0	1338555.0	32660170.0	32660170.0	1205304.0	1338555.0
S5_083	43140875.0	43140875.0	38912422.0	38912422.0	1376373.0	1437715.0	38889521.0	38889521.0	1384186.0	1436768.0	38889521.0	38889521.0	1384186.0	1436768.0
S5_084_merged	36922163.0	36922163.0	32619761.0	32619761.0	1550194.0	1334478.0	31820940.0	31820940.0	1515259.0	1305287.0	31820940.0	31820940.0	1515259.0	1305287.0
S5_085	42284991.0	42284991.0	37903910.0	37903910.0	1631266.0	1258704.0	37890003.0	37890003.0	1642651.0	1258228.0	37890003.0	37890003.0	1642651.0	1258228.0
S5_086	37463301.0	37463301.0	32448070.0	32448070.0	1480326.0	1618794.0	32438021.0	32438021.0	1481549.0	1618420.0	32438021.0	32438021.0	1481549.0	1618420.0
S5_087	39853299.0	39853299.0	35833213.0	35833213.0	1368191.0	1305893.0	35798191.0	35798191.0	1375486.0	1304749.0	35798191.0	35798191.0	1375486.0	1304749.0
S5_088	39904724.0	39904724.0	35263844.0	35263844.0	1803774.0	1268082.0	35253808.0	35253808.0	1804201.0	1267713.0	35253808.0	35253808.0	1804201.0	1267713.0
S5_089	38578942.0	38578942.0	33644157.0	33644157.0	1438728.0	1602529.0	33573379.0	33573379.0	1437009.0	1599644.0	33573379.0	33573379.0	1437009.0	1599644.0
S5_091	35807733.0	35807733.0	31258364.0	31258364.0	1444336.0	1280635.0	31212296.0	31212296.0	1443471.0	1279590.0	31212296.0	31212296.0	1443471.0	1279590.0
S5_092	43587445.0	43587445.0	37648792.0	37648792.0	1889735.0	1708269.0	37329911.0	37329911.0	1872091.0	1691907.0	37329911.0	37329911.0	1872091.0	1691907.0
S5_093	41920815.0	41920815.0	36366341.0	36366341.0	1696149.0	1731909.0	35837346.0	35837346.0	1679135.0	1715095.0	35837346.0	35837346.0	1679135.0	1715095.0
S5_094_merged	37205503.0	37205503.0	32816423.0	32816423.0	1201061.0	1476386.0	32753958.0	32753958.0	1199491.0	1473569.0	32753958.0	32753958.0	1199491.0	1473569.0
S5_096	35501446.0	35501446.0	29351910.0	29351910.0	2417478.0	1403613.0	29028095.0	29028095.0	2388987.0	1386821.0	29028095.0	29028095.0	2388987.0	1386821.0
S5_098	46041090.0	46041090.0	38931886.0	38931886.0	2289522.0	2182147.0	38874632.0	38874632.0	2287078.0	2178417.0	38874632.0	38874632.0	2287078.0	2178417.0
S5_099	40038520.0	40038520.0	34502079.0	34502079.0	1809862.0	1584169.0	29953066.0	29953066.0	1550244.0	1376704.0	29953066.0	29953066.0	1550244.0	1376704.0
S5_101	38355651.0	38355651.0	31815198.0	31815198.0	2520411.0	1498277.0	26582463.0	26582463.0	2146813.0	1265243.0	26582463.0	26582463.0	2146813.0	1265243.0
S5_104	50313705.0	50313705.0	43979326.0	43979326.0	1734213.0	2206233.0	43801592.0	43801592.0	1727177.0	2197244.0	43801592.0	43801592.0	1727177.0	2197244.0
S6_001	44636279.0	44636279.0	40523060.0	40523060.0	2713818.0	702728.0	40415161.0	40415161.0	2710028.0	702934.0	40415161.0	40415161.0	2710028.0	702934.0
S6_002	37752849.0	37752849.0	33633668.0	33633668.0	1372746.0	1407764.0	33613856.0	33613856.0	1384056.0	1406924.0	33613856.0	33613856.0	1384056.0	1406924.0
S6_003_merged	34868982.0	34868982.0	30998883.0	30998883.0	1402604.0	1184892.0	30976012.0	30976012.0	1403577.0	1184849.0	30976012.0	30976012.0	1403577.0	1184849.0
S6_004	42323886.0	42323886.0	38297441.0	38297441.0	1345980.0	1296489.0	38163073.0	38163073.0	1346502.0	1291619.0	38163073.0	38163073.0	1346502.0	1291619.0
S6_005	37267487.0	37267487.0	31867274.0	31867274.0	2027173.0	1257259.0	31831155.0	31831155.0	2025202.0	1255416.0	31831155.0	31831155.0	2025202.0	1255416.0
S6_006	48870474.0	48870474.0	45188409.0	45188409.0	2157506.0	842302.0	45179042.0	45179042.0	2158867.0	843027.0	45179042.0	45179042.0	2158867.0	843027.0
S6_007	35979275.0	35979275.0	31509956.0	31509956.0	1266344.0	1442921.0	31499331.0	31499331.0	1266579.0	1442266.0	31499331.0	31499331.0	1266579.0	1442266.0
S6_008	38570429.0	38570429.0	34858605.0	34858605.0	1239500.0	1204117.0	34782013.0	34782013.0	1245566.0	1201510.0	34782013.0	34782013.0	1245566.0	1201510.0
S6_009	40161953.0	40161953.0	35334398.0	35334398.0	1857940.0	1368979.0	35225971.0	35225971.0	1853551.0	1364997.0	35225971.0	35225971.0	1853551.0	1364997.0
S6_010	35717713.0	35717713.0	31715802.0	31715802.0	1515019.0	1097492.0	31600589.0	31600589.0	1519643.0	1093517.0	31600589.0	31600589.0	1519643.0	1093517.0
S6_011	35676160.0	35676160.0	31234593.0	31234593.0	1136645.0	1541420.0	31220004.0	31220004.0	1137350.0	1541088.0	31220004.0	31220004.0	1137350.0	1541088.0
S6_012	41422178.0	41422178.0	35132568.0	35132568.0	2237271.0	1668199.0	35120046.0	35120046.0	2237278.0	1667593.0	35120046.0	35120046.0	2237278.0	1667593.0
S6_013	35387211.0	35387211.0	31878185.0	31878185.0	1274160.0	1041664.0	31858242.0	31858242.0	1283669.0	1040896.0	31858242.0	31858242.0	1283669.0	1040896.0
S6_014	40210176.0	40210176.0	35651287.0	35651287.0	1731450.0	1282536.0	33327781.0	33327781.0	1618200.0	1198077.0	33327781.0	33327781.0	1618200.0	1198077.0
S6_015	52543929.0	52543929.0	46423485.0	46423485.0	2222393.0	1746494.0	46377470.0	46377470.0	2242352.0	1744754.0	46377470.0	46377470.0	2242352.0	1744754.0
S6_016	44173418.0	44173418.0	39387743.0	39387743.0	1969290.0	1208573.0	39352719.0	39352719.0	1991945.0	1207284.0	39352719.0	39352719.0	1991945.0	1207284.0
S6_017	45396421.0	45396421.0	40566919.0	40566919.0	1556647.0	1697815.0	40433906.0	40433906.0	1564005.0	1693519.0	40433906.0	40433906.0	1564005.0	1693519.0
S6_018	46860831.0	46860831.0	41745961.0	41745961.0	1703756.0	1737283.0	41710031.0	41710031.0	1712344.0	1735812.0	41710031.0	41710031.0	1712344.0	1735812.0
S6_019	48083413.0	48083413.0	43376405.0	43376405.0	1670107.0	1418718.0	43343212.0	43343212.0	1681776.0	1417534.0	43343212.0	43343212.0	1681776.0	1417534.0
S6_020	45818416.0	45818416.0	39698253.0	39698253.0	2636591.0	1382100.0	39675790.0	39675790.0	2645159.0	1381223.0	39675790.0	39675790.0	2645159.0	1381223.0
S6_021	41367060.0	41367060.0	36801775.0	36801775.0	1537984.0	1393263.0	36791962.0	36791962.0	1542348.0	1392989.0	36791962.0	36791962.0	1542348.0	1392989.0
S6_022	39986248.0	39986248.0	35734367.0	35734367.0	1473637.0	1344321.0	35718948.0	35718948.0	1476510.0	1343682.0	35718948.0	35718948.0	1476510.0	1343682.0
S6_023	34034994.0	34034994.0	30511454.0	30511454.0	1357107.0	930578.0	30498951.0	30498951.0	1359833.0	929960.0	30498951.0	30498951.0	1359833.0	929960.0
S6_024	33761189.0	33761189.0	30356207.0	30356207.0	1125894.0	1153727.0	30340329.0	30340329.0	1134484.0	1153027.0	30340329.0	30340329.0	1134484.0	1153027.0
S6_025	36171195.0	36171195.0	32291243.0	32291243.0	1298938.0	1205804.0	32126948.0	32126948.0	1296252.0	1201961.0	32126948.0	32126948.0	1296252.0	1201961.0
S6_026	38711106.0	38711106.0	33569864.0	33569864.0	2205386.0	1076674.0	33555588.0	33555588.0	2210781.0	1076002.0	33555588.0	33555588.0	2210781.0	1076002.0
S6_027	39039307.0	39039307.0	35331135.0	35331135.0	1247057.0	1252971.0	35255020.0	35255020.0	1251540.0	1250743.0	35255020.0	35255020.0	1251540.0	1250743.0
S6_028	39579874.0	39579874.0	34953590.0	34953590.0	1837609.0	1155702.0	34741380.0	34741380.0	1829876.0	1148504.0	34741380.0	34741380.0	1829876.0	1148504.0
S6_029	38159344.0	38159344.0	34411791.0	34411791.0	1229060.0	1225288.0	34340338.0	34340338.0	1236527.0	1222844.0	34340338.0	34340338.0	1236527.0	1222844.0
S6_030	46174169.0	46174169.0	41763337.0	41763337.0	1592191.0	1385364.0	41181252.0	41181252.0	1571965.0	1366450.0	41181252.0	41181252.0	1571965.0	1366450.0
S6_031	38504749.0	38504749.0	34096783.0	34096783.0	2190063.0	827745.0	33879685.0	33879685.0	2177716.0	822783.0	33879685.0	33879685.0	2177716.0	822783.0
S6_032	36304405.0	36304405.0	31840119.0	31840119.0	1738915.0	1174532.0	31734723.0	31734723.0	1738526.0	1170477.0	31734723.0	31734723.0	1738526.0	1170477.0
