"","Aspergillus_rambellii","Rhizophagus_irregularis","Moniliophthora_perniciosa","Erysiphe_pulchra","Sphaerulina_musiva","Phytophthora_capsici","Trichophyton_mentagrophytes","Aspergillus_kawachii","Pneumocystis_murina","Debaryomyces_hansenii","Trichoderma_atroviride","Pseudocercospora_musae","Cordyceps_sp_RAO_2017","Rhizophagus_clarus","Pichia_kudriavzevii","Paracoccidioides_brasiliensis","Albugo_candida","Lipomyces_starkeyi","Naumovozyma_dairenensis","Phytopythium_vexans","Aspergillus_ochraceoroseus","Colletotrichum_fioriniae","Coniochaeta_ligniaria","Leucoagaricus_sp_SymC_cos","Colletotrichum_salicis","Candida_arabinofermentans","Baudoinia_panamericana","Hyaloscypha_variabilis","Schizosaccharomyces_pombe","Tuber_magnatum","Thielaviopsis_punctulata","Edhazardia_aedis","Choanephora_cucurbitarum"
"Mean",48.8598899318935,38.6026833530398,54.13611024834,3.14908574030921,24.1537049754136,17.9803683096897,13.6467218572853,32.0110377973953,24.9828914385029,15.4749102924799,23.5027811478493,8.90699075549641,42.7595751505296,22.4608103089602,31.3996254723265,15.4901649120274,23.6270986787168,6.21061428554672,2.18082724766999,32.894234984785,11.8226223263424,9.58952601574522,25.0132449070603,16.6665586583065,4.94346639511409,15.4055352516031,100,25.1573140547805,24.8137494978633,6.16664234546586,19.0587047005077,33.6139998336966,24.3078982382055
"CRC.1",69.4352944129709,50.553934597337,67.1720418243366,27.1025052839372,41.2571699139618,47.3316113292761,5.32704581869464,39.1525574618155,44.4318083176047,30.4164829259692,39.7725584073258,0,43.4131123575354,40.698085484876,51.8834276358125,24.0631386700648,16.8343008650965,21.7851332544194,2.80442746273602,52.4218670604325,33.5508322544812,25.4552991408998,33.2903774051644,33.9837063342812,34.5739960121613,26.3828240870882,100,37.7803502478994,55.5664673822006,0.362688284744254,26.8422276808645,53.1150649782941,34.2816771080367
"CRC.2",42.1296599414671,37.1351258135127,57.6691205912989,0,16.317393069369,16.3253741078803,14.2259143733745,29.619577037446,20.8098191521341,9.68273801954168,20.704487470901,12.9504820310803,39.0915524046156,28.2905812415529,25.1989321849537,21.0423216912215,20.6047731395942,0.238508334000261,2.4508641421253,30.9284841650021,3.6438566745235,10.3434060933485,22.7158581891826,17.0203406851467,2.97213358779592,17.9802819639542,100,19.8638599148133,22.8076037921229,2.23112609290837,17.35130630546,27.6288436079651,24.1253313507642
"CRC.3",52.1288262996572,37.4493174663743,46.4608644256422,1.09708802978874,29.6732286233324,12.7113003070549,15.0026502218213,33.2149838312269,25.3370025766884,18.9797324752803,22.9332039291655,6.07937434989059,47.1812192811705,10.6142778492404,34.0295415406711,6.40672549852529,29.1032050560252,9.78211698276163,1.68738107583434,30.4695154906017,16.6140269090813,4.68073263745252,25.8156951798814,11.8950442057626,0,9.44277965229289,100,28.6183726814598,19.6332521589544,12.5370261763431,19.2470719492281,36.2201788297117,22.0426621300493
"CRC.4",42.1296599414671,37.1351258135127,57.6691205912989,0,16.317393069369,16.3253741078803,14.2259143733745,29.619577037446,20.8098191521341,9.68273801954168,20.704487470901,12.9504820310803,39.0915524046156,28.2905812415529,25.1989321849537,21.0423216912215,20.6047731395942,0.238508334000261,2.4508641421253,30.9284841650021,3.6438566745235,10.3434060933485,22.7158581891826,17.0203406851467,2.97213358779592,17.9802819639542,100,19.8638599148133,22.8076037921229,2.23112609290837,17.35130630546,27.6288436079651,24.1253313507642
"CRC.5",52.1288262996572,37.4493174663743,46.4608644256422,1.09708802978874,29.6732286233324,12.7113003070549,15.0026502218213,33.2149838312269,25.3370025766884,18.9797324752803,22.9332039291655,6.07937434989059,47.1812192811705,10.6142778492404,34.0295415406711,6.40672549852529,29.1032050560252,9.78211698276163,1.68738107583434,30.4695154906017,16.6140269090813,4.68073263745252,25.8156951798814,11.8950442057626,0,9.44277965229289,100,28.6183726814598,19.6332521589544,12.5370261763431,19.2470719492281,36.2201788297117,22.0426621300493
"CRC.6",42.1296599414671,37.1351258135127,57.6691205912989,0,16.317393069369,16.3253741078803,14.2259143733745,29.619577037446,20.8098191521341,9.68273801954168,20.704487470901,12.9504820310803,39.0915524046156,28.2905812415529,25.1989321849537,21.0423216912215,20.6047731395942,0.238508334000261,2.4508641421253,30.9284841650021,3.6438566745235,10.3434060933485,22.7158581891826,17.0203406851467,2.97213358779592,17.9802819639542,100,19.8638599148133,22.8076037921229,2.23112609290837,17.35130630546,27.6288436079651,24.1253313507642
"CRC.7",52.1288262996572,37.4493174663743,46.4608644256422,1.09708802978874,29.6732286233324,12.7113003070549,15.0026502218213,33.2149838312269,25.3370025766884,18.9797324752803,22.9332039291655,6.07937434989059,47.1812192811705,10.6142778492404,34.0295415406711,6.40672549852529,29.1032050560252,9.78211698276163,1.68738107583434,30.4695154906017,16.6140269090813,4.68073263745252,25.8156951798814,11.8950442057626,0,9.44277965229289,100,28.6183726814598,19.6332521589544,12.5370261763431,19.2470719492281,36.2201788297117,22.0426621300493
"CRC.8",42.1296599414671,37.1351258135127,57.6691205912989,0,16.317393069369,16.3253741078803,14.2259143733745,29.619577037446,20.8098191521341,9.68273801954168,20.704487470901,12.9504820310803,39.0915524046156,28.2905812415529,25.1989321849537,21.0423216912215,20.6047731395942,0.238508334000261,2.4508641421253,30.9284841650021,3.6438566745235,10.3434060933485,22.7158581891826,17.0203406851467,2.97213358779592,17.9802819639542,100,19.8638599148133,22.8076037921229,2.23112609290837,17.35130630546,27.6288436079651,24.1253313507642
"CRC.9",52.1288262996572,37.4493174663743,46.4608644256422,1.09708802978874,29.6732286233324,12.7113003070549,15.0026502218213,33.2149838312269,25.3370025766884,18.9797324752803,22.9332039291655,6.07937434989059,47.1812192811705,10.6142778492404,34.0295415406711,6.40672549852529,29.1032050560252,9.78211698276163,1.68738107583434,30.4695154906017,16.6140269090813,4.68073263745252,25.8156951798814,11.8950442057626,0,9.44277965229289,100,28.6183726814598,19.6332521589544,12.5370261763431,19.2470719492281,36.2201788297117,22.0426621300493
