"","Aspergillus_rambellii","Erysiphe_pulchra","Sphaerulina_musiva","Aspergillus_kawachii","Pneumocystis_murina","Aspergillus_ochraceoroseus","Colletotrichum_salicis","Baudoinia_panamericana"
"2016_VogtmannE_Mean",100,99.2813040250543,78.4098682093667,94.0188155168568,71.4501213908889,57.7454003364041,51.7275870438992,55.103858954989
