"","Aspergillus_rambellii","Pneumocystis_murina","Trichoderma_atroviride","Paracoccidioides_brasiliensis","Albugo_candida","Leucoagaricus_sp_SymC_cos","Tuber_magnatum"
"2019_WirbelJ_Mean",75.1216515540371,51.5881872362686,71.2353518601868,92.0390168832119,71.9602653265169,96.55958280001,96.8576445239668
