"","Aspergillus_rambellii","Rhizophagus_irregularis","Moniliophthora_perniciosa","Erysiphe_pulchra","Sphaerulina_musiva","Phytophthora_capsici","Trichophyton_mentagrophytes","Aspergillus_kawachii","Pneumocystis_murina","Debaryomyces_hansenii","Trichoderma_atroviride","Pseudocercospora_musae","Cordyceps_sp_RAO_2017","Rhizophagus_clarus","Pichia_kudriavzevii","Paracoccidioides_brasiliensis","Albugo_candida","Lipomyces_starkeyi","Naumovozyma_dairenensis","Phytopythium_vexans","Aspergillus_ochraceoroseus","Colletotrichum_fioriniae","Coniochaeta_ligniaria","Leucoagaricus_sp_SymC_cos","Colletotrichum_salicis","Candida_arabinofermentans","Baudoinia_panamericana","Hyaloscypha_variabilis","Schizosaccharomyces_pombe","Tuber_magnatum","Thielaviopsis_punctulata","Edhazardia_aedis","Choanephora_cucurbitarum"
"Mean",24.6989137346135,28.7792830457693,14.4910769452019,56.4564087254732,27.9701645633251,35.4352066239314,17.9537191398059,48.0776743160193,19.7594460812007,49.8314275138572,9.4015917938177,13.8030731514363,18.406537145444,100,76.1414613049262,9.68554340337867,40.8104180290462,12.2967784164831,61.0795863519379,24.5134206149894,17.7081104626138,31.5428404654713,34.8978235715408,25.1486941091596,7.37346198799123,27.8253967343818,34.2094728118557,33.2733394033907,22.8773961082923,39.9055683592444,26.2897046814927,17.9534263181414,31.4169245079369
"CRC.1",36.2480085615946,26.3801963489602,25.5392436140099,40.9187657888068,26.7671932549918,27.4373632666699,16.4602363917846,59.2220059575374,17.7624774953071,42.8261364343986,33.1202699897271,32.5232312718844,30.2030428793311,100,65.9099514601443,15.823961210473,50.2615311653557,12.4841534815647,46.5445033981868,30.2816913630178,31.7450702750399,30.0630146998989,44.8419589368914,26.8571416581819,0,22.3755872455808,39.8857263850132,16.6282924898553,18.3205055046472,38.0357619958951,11.4468823712052,34.4172483541598,21.8458787010061
"CRC.2",16.1258431565716,38.8023103572127,0.490583988360572,62.6233077379002,16.3737442199914,48.3212580232928,17.2771296265545,14.7684864183607,8.68469022737795,48.8843905703502,0,4.1466865925366,25.6410891555971,100,83.8772097369207,3.1191931103299,18.3599917008177,30.8327796707715,64.5324365337776,24.8208032467737,26.6764835443291,37.8621331714305,33.550996674342,26.3157492333865,13.0100152104938,36.925366072579,35.4379734700334,44.661783597539,29.6028766780986,39.3759497770975,21.9875334709872,10.6594432477842,34.6900616365074
"CRC.3",30.0939175570037,15.7800663071506,13.824435784793,45.7337689301653,21.1824730604216,28.1678030777952,0.138189199997499,49.9258883812689,22.4794557587646,27.4215544519958,10.5203114568816,18.9294918470376,8.32670593952115,100,64.4343700725457,0,32.1337471867197,5.9327753211583,44.5721148936858,19.8549573673652,21.7688612393704,27.3545034854136,35.8386205312709,22.4899399227205,3.86768064179344,16.2317727947824,27.2675409962861,27.3732223143642,32.1788302189056,23.5783160270432,17.9478983689926,23.3810235777363,19.197401444732
"CRC.4",24.0272822146048,32.5551680385477,25.4754888395162,66.1913638205761,46.7552668456734,32.4825065564601,36.9436661755393,75.823870934589,28.7798484527573,75.5234345457118,9.7782378592684,12.0929883079187,17.3196477632513,100,83.5233073869061,23.8912978307747,68.7871441541646,0.0623219024922356,78.9792352796008,26.9417443148199,0,29.9051599947604,31.9891417205593,26.0709106550309,7.70051077435014,32.1356544987178,38.0308194448619,33.3333612694476,8.36944496242094,57.3857080613757,43.8812896412609,14.3318714502311,43.5536590448817
"CRC.5",16.1258431565716,38.8023103572127,0.490583988360572,62.6233077379002,16.3737442199914,48.3212580232928,17.2771296265545,14.7684864183607,8.68469022737795,48.8843905703502,0,4.1466865925366,25.6410891555971,100,83.8772097369207,3.1191931103299,18.3599917008177,30.8327796707715,64.5324365337776,24.8208032467737,26.6764835443291,37.8621331714305,33.550996674342,26.3157492333865,13.0100152104938,36.925366072579,35.4379734700334,44.661783597539,29.6028766780986,39.3759497770975,21.9875334709872,10.6594432477842,34.6900616365074
"CRC.6",30.0939175570037,15.7800663071506,13.824435784793,45.7337689301653,21.1824730604216,28.1678030777952,0.138189199997499,49.9258883812689,22.4794557587646,27.4215544519958,10.5203114568816,18.9294918470376,8.32670593952115,100,64.4343700725457,0,32.1337471867197,5.9327753211583,44.5721148936858,19.8549573673652,21.7688612393704,27.3545034854136,35.8386205312709,22.4899399227205,3.86768064179344,16.2317727947824,27.2675409962861,27.3732223143642,32.1788302189056,23.5783160270432,17.9478983689926,23.3810235777363,19.197401444732
"CRC.7",24.0272822146048,32.5551680385477,25.4754888395162,66.1913638205761,46.7552668456734,32.4825065564601,36.9436661755393,75.823870934589,28.7798484527573,75.5234345457118,9.7782378592684,12.0929883079187,17.3196477632513,100,83.5233073869061,23.8912978307747,68.7871441541646,0.0623219024922356,78.9792352796008,26.9417443148199,0,29.9051599947604,31.9891417205593,26.0709106550309,7.70051077435014,32.1356544987178,38.0308194448619,33.3333612694476,8.36944496242094,57.3857080613757,43.8812896412609,14.3318714502311,43.5536590448817
"CRC.8",16.1258431565716,38.8023103572127,0.490583988360572,62.6233077379002,16.3737442199914,48.3212580232928,17.2771296265545,14.7684864183607,8.68469022737795,48.8843905703502,0,4.1466865925366,25.6410891555971,100,83.8772097369207,3.1191931103299,18.3599917008177,30.8327796707715,64.5324365337776,24.8208032467737,26.6764835443291,37.8621331714305,33.550996674342,26.3157492333865,13.0100152104938,36.925366072579,35.4379734700334,44.661783597539,29.6028766780986,39.3759497770975,21.9875334709872,10.6594432477842,34.6900616365074
"CRC.9",30.0939175570037,15.7800663071506,13.824435784793,45.7337689301653,21.1824730604216,28.1678030777952,0.138189199997499,49.9258883812689,22.4794557587646,27.4215544519958,10.5203114568816,18.9294918470376,8.32670593952115,100,64.4343700725457,0,32.1337471867197,5.9327753211583,44.5721148936858,19.8549573673652,21.7688612393704,27.3545034854136,35.8386205312709,22.4899399227205,3.86768064179344,16.2317727947824,27.2675409962861,27.3732223143642,32.1788302189056,23.5783160270432,17.9478983689926,23.3810235777363,19.197401444732
