"","Rhizophagus_irregularis","Sphaerulina_musiva","Pneumocystis_murina","Debaryomyces_hansenii","Trichoderma_atroviride","Cordyceps_sp_RAO_2017","Pichia_kudriavzevii"
"2021_JunY_2_Mean",55.5244711928652,56.4081480080274,55.2150219908709,87.0026311986252,98.8816471290946,62.173524698476,71.3522611627992
