"","Aspergillus_rambellii","Rhizophagus_irregularis","Moniliophthora_perniciosa","Erysiphe_pulchra","Sphaerulina_musiva","Phytophthora_capsici","Trichophyton_mentagrophytes","Aspergillus_kawachii","Pneumocystis_murina","Debaryomyces_hansenii","Trichoderma_atroviride","Pseudocercospora_musae","Cordyceps_sp_RAO_2017","Rhizophagus_clarus","Pichia_kudriavzevii","Paracoccidioides_brasiliensis","Albugo_candida","Lipomyces_starkeyi","Naumovozyma_dairenensis","Phytopythium_vexans","Aspergillus_ochraceoroseus","Colletotrichum_fioriniae","Coniochaeta_ligniaria","Leucoagaricus_sp_SymC_cos","Colletotrichum_salicis","Candida_arabinofermentans","Baudoinia_panamericana","Hyaloscypha_variabilis","Schizosaccharomyces_pombe","Tuber_magnatum","Thielaviopsis_punctulata","Edhazardia_aedis","Choanephora_cucurbitarum"
"Mean",48.7592794300787,55.5244711928652,38.8098607374261,34.2082081935325,56.4081480080274,15.2129257742964,32.2290094709415,23.3363334788186,55.2150219908709,87.0026311986252,98.8816471290946,19.9888703903799,62.173524698476,30.1522159307403,71.3522611627992,18.7534864618907,42.9081239909971,41.412284485898,14.0323648960097,13.3399227920097,39.5218096572588,35.7463105319971,28.8135648661164,48.8931607067172,37.5551529452284,42.5083024189516,29.2056420096973,25.4502817833306,40.6280720635855,18.0536925327479,16.7963311455872,29.372450584474,4.73059281681758
"CRC.1",63.8201673426167,52.6826914963435,49.164217300057,56.9575298330962,63.6383094933654,34.2181761291787,42.5849442930503,37.3029981735486,59.451224770485,100,92.6951211903367,41.4663262018488,64.7572726978193,52.3607259057138,77.7451579505249,42.7590912279055,52.6645371879447,36.2813406445652,35.4743711433053,20.3659629271456,56.3989545462186,53.392796666381,36.3667417122945,50.1833915049572,49.0735647700506,55.5679800003965,37.7443048269658,46.2579027862993,44.211835069761,19.3248090076543,41.7360865775474,60.971963060847,0
"CRC.2",52.9611424987025,69.5294174079102,35.2571969158139,31.6454082713489,60.2824319004603,0,51.0683439922676,49.9992261197152,67.7742519391612,100,98.4370868962724,38.8170841483099,61.7647086983517,25.9771544690941,90.6922899429402,34.096927330944,45.4706095087461,34.036541807114,29.306703167707,11.0018731176565,44.7113167076035,46.9502992567012,37.7149156328603,48.437736557664,51.2218418778059,40.5747794467078,49.6010890455445,12.9692696990724,66.2613328537378,27.4888130653936,17.7797941278166,42.5182853426067,23.7480917458325
"CRC.3",53.1431724307749,72.1209641592972,49.0513064455238,30.1166245016667,71.6005497757287,16.8869729007341,38.0384360195812,21.4707420712919,63.4200959121602,100,99.4210658010843,12.4940114972344,67.8588314016626,37.4672310220156,88.2420671295311,5.42774389235499,55.0266425887282,60.1311329018095,0,25.5078479688237,40.0998618287861,48.6451070097373,35.0098119474308,61.156090276561,49.3594439083372,54.8507141501456,12.9807629383078,35.2980209018196,48.4528512728478,29.1316315118307,0.345400058085048,31.6473001064558,4.22657036927193
"CRC.4",39.559698684092,36.1371865968024,26.8679918440738,33.2531614560533,38.4396348958833,12.5907975027123,19.1207655864431,15.0445355524387,42.8110898876055,67.5065779965629,100,17.4073118911757,55.9444849954847,18.328838711133,48.0292238041006,22.2419676226595,27.7098807145917,25.8201077000156,18.8856436622712,0,33.4270945009053,15.6348953394849,18.5036858815715,36.4215294745765,19.4545867927697,27.3843520354573,38.1969936178079,13.520890435164,25.4990369052411,4.29919430177708,26.7664576295421,15.9112642538658,1.66288873631389
"CRC.5",53.1431724307749,72.1209641592972,49.0513064455238,30.1166245016667,71.6005497757287,16.8869729007341,38.0384360195812,21.4707420712919,63.4200959121602,100,99.4210658010843,12.4940114972344,67.8588314016626,37.4672310220156,88.2420671295311,5.42774389235499,55.0266425887282,60.1311329018095,0,25.5078479688237,40.0998618287861,48.6451070097373,35.0098119474308,61.156090276561,49.3594439083372,54.8507141501456,12.9807629383078,35.2980209018196,48.4528512728478,29.1316315118307,0.345400058085048,31.6473001064558,4.22657036927193
"CRC.6",39.559698684092,36.1371865968024,26.8679918440738,33.2531614560533,38.4396348958833,12.5907975027123,19.1207655864431,15.0445355524387,42.8110898876055,67.5065779965629,100,17.4073118911757,55.9444849954847,18.328838711133,48.0292238041006,22.2419676226595,27.7098807145917,25.8201077000156,18.8856436622712,0,33.4270945009053,15.6348953394849,18.5036858815715,36.4215294745765,19.4545867927697,27.3843520354573,38.1969936178079,13.520890435164,25.4990369052411,4.29919430177708,26.7664576295421,15.9112642538658,1.66288873631389
"CRC.7",53.1431724307749,72.1209641592972,49.0513064455238,30.1166245016667,71.6005497757287,16.8869729007341,38.0384360195812,21.4707420712919,63.4200959121602,100,99.4210658010843,12.4940114972344,67.8588314016626,37.4672310220156,88.2420671295311,5.42774389235499,55.0266425887282,60.1311329018095,0,25.5078479688237,40.0998618287861,48.6451070097373,35.0098119474308,61.156090276561,49.3594439083372,54.8507141501456,12.9807629383078,35.2980209018196,48.4528512728478,29.1316315118307,0.345400058085048,31.6473001064558,4.22657036927193
"CRC.8",39.559698684092,36.1371865968024,26.8679918440738,33.2531614560533,38.4396348958833,12.5907975027123,19.1207655864431,15.0445355524387,42.8110898876055,67.5065779965629,100,17.4073118911757,55.9444849954847,18.328838711133,48.0292238041006,22.2419676226595,27.7098807145917,25.8201077000156,18.8856436622712,0,33.4270945009053,15.6348953394849,18.5036858815715,36.4215294745765,19.4545867927697,27.3843520354573,38.1969936178079,13.520890435164,25.4990369052411,4.29919430177708,26.7664576295421,15.9112642538658,1.66288873631389
"CRC.9",53.1431724307749,72.1209641592972,49.0513064455238,30.1166245016667,71.6005497757287,16.8869729007341,38.0384360195812,21.4707420712919,63.4200959121602,100,99.4210658010843,12.4940114972344,67.8588314016626,37.4672310220156,88.2420671295311,5.42774389235499,55.0266425887282,60.1311329018095,0,25.5078479688237,40.0998618287861,48.6451070097373,35.0098119474308,61.156090276561,49.3594439083372,54.8507141501456,12.9807629383078,35.2980209018196,48.4528512728478,29.1316315118307,0.345400058085048,31.6473001064558,4.22657036927193
"CRC.10",39.559698684092,36.1371865968024,26.8679918440738,33.2531614560533,38.4396348958833,12.5907975027123,19.1207655864431,15.0445355524387,42.8110898876055,67.5065779965629,100,17.4073118911757,55.9444849954847,18.328838711133,48.0292238041006,22.2419676226595,27.7098807145917,25.8201077000156,18.8856436622712,0,33.4270945009053,15.6348953394849,18.5036858815715,36.4215294745765,19.4545867927697,27.3843520354573,38.1969936178079,13.520890435164,25.4990369052411,4.29919430177708,26.7664576295421,15.9112642538658,1.66288873631389
