"","Aspergillus_rambellii","Erysiphe_pulchra","Trichoderma_atroviride","Aspergillus_ochraceoroseus","Colletotrichum_fioriniae","Colletotrichum_salicis","Baudoinia_panamericana","Tuber_magnatum"
"2015_FengQ_Mean",67.3894374924906,78.5279816466627,58.2884240071061,56.944237453631,83.7287934813976,54.836538273425,66.8177787047526,98.1141959789951
