"Gene1","Gene2","CRC_cor","CRC_pVal","adenoma_cor","adenoma_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes"
"Escherichia coli","Sphaerulina musiva",-0.0399040923274634,0.396303529618719,0.00273882625047148,0.959281258859459,0.597467677461957,0.550195180801352,0.469657657657658,0.566470236968952,"0/0"
"Clostridium beijerinckii","Trichophyton mentagrophytes",0.0239125162543218,0.611328075989551,-0.018743462600284,0.726763238723953,-0.597448179845868,0.550208194764447,0.469657657657658,0.566470236968952,"0/0"
"Bifidobacterium adolescentis","Rhizophagus clarus",-0.0410175637978235,0.383246475575276,0.00162178032528982,0.975881857808062,0.597443115378282,0.550211575140672,0.469657657657658,0.566470236968952,"0/0"
"Streptococcus thermophilus","Colletotrichum fioriniae",0.0427266953021561,0.36372261885796,0.000124682787213095,0.998145512956223,-0.596962347883057,0.550532519208735,0.469873873873874,0.566470236968952,"0/0"
"Streptococcus sp. A12","Cordyceps sp. RAO-2017",0.0353359829905091,0.452609034297343,-0.00722016285817008,0.892931762385129,-0.596163397228929,0.551066075289653,0.470342342342342,0.566470236968952,"0/0"
"Streptococcus sp. A12","Erysiphe pulchra",-0.0383340949394775,0.415162224621667,0.00414052170547805,0.93847614128131,0.595077313870543,0.551791792242345,0.471063063063063,0.566470236968952,"0/0"
"Porphyromonas asaccharolytica","Cordyceps sp. RAO-2017",0.0358869114642836,0.445588611832755,-0.00653157663807114,0.903090059459964,-0.594244981082227,0.552348271576894,0.47163963963964,0.566470236968952,"0/0"
"Bifidobacterium pseudocatenulatum","Pseudocercospora musae",0.0991764655717618,0.0346379816693987,0.0570792135835629,0.286919979787804,-0.593240072207636,0.553020498300858,0.472216216216216,0.566470236968952,"+/0"
"[Eubacterium] eligens","Edhazardia aedis",0.107333429475691,0.0221789380304087,0.0653048598368484,0.222968420951862,-0.59307630056107,0.553130090192251,0.472216216216216,0.566470236968952,"+/0"
"Streptococcus equinus","Paracoccidioides brasiliensis",0.0278561440319675,0.55383909140743,-0.0144290661907264,0.787936266423593,-0.592276320822067,0.553665569595519,0.472504504504504,0.566470236968952,"0/0"
"Bifidobacterium adolescentis","Aspergillus ochraceoroseus",-0.00515978277658156,0.912696029069776,0.0370169692511339,0.490016032637503,0.590880111258652,0.554600752931027,0.47354954954955,0.567020479775089,"0/0"
"Streptococcus sp. A12","Trichoderma atroviride",-0.00369415624075916,0.937433767066346,0.0384789837082192,0.473024657696068,0.590858340790791,0.554615340938604,0.47354954954955,0.567020479775089,"0/0"
"Lactobacillus ruminis","Rhizophagus irregularis",0.0545326168784569,0.246211178913834,0.0124896545065948,0.815890894441487,-0.589518177934757,0.555513721645071,0.474342342342342,0.567618507812471,"0/0"
"Streptococcus sp. HSISS1","Leucoagaricus sp. SymC.cos",0.0131943061433014,0.779192198931574,0.0551065481719773,0.303929864987559,0.587710171149306,0.556726847342791,0.475747747747748,0.567888417407548,"0/0"
"Adlercreutzia equolifaciens","Erysiphe pulchra",-0.0332288253668683,0.48002712180951,0.00858225103196526,0.872890691721054,0.585695918686007,0.558079877239631,0.477189189189189,0.567888417407548,"0/0"
"Adlercreutzia equolifaciens","Coniochaeta ligniaria",-0.0147949329119662,0.753226466941949,0.026887534821642,0.616152333533143,0.583826448358596,0.559337082077447,0.478414414414414,0.567888417407548,"0/0"
"Longibaculum sp. KGMB06250","Hyaloscypha variabilis",0.0168323103992017,0.720577342978447,-0.0247703834004198,0.644207149450839,-0.582696638194531,0.560097536743736,0.478918918918919,0.567888417407548,"0/0"
"Romboutsia ilealis","Cordyceps sp. RAO-2017",-0.0515323030279822,0.273203898490107,-0.0100459807277368,0.85144464307425,0.581608828640947,0.560830194790911,0.479495495495495,0.567888417407548,"0/0"
"Roseburia intestinalis","Phytopythium vexans",-0.0475125969960291,0.312426453164168,-0.00603836427707644,0.910375943697807,0.58130476087097,0.561035072497282,0.47963963963964,0.567888417407548,"0/0"
"Streptococcus thermophilus","Baudoinia panamericana",0.0474742826004605,0.312817267674293,0.00601590438391079,0.91070791154237,-0.581081533119144,0.561185504093071,0.479711711711712,0.567888417407548,"0/0"
"Fusobacterium periodonticum","Rhizophagus irregularis",-0.0564019824056395,0.230366812665085,-0.0149748655809129,0.780116254167037,0.580968103336317,0.561261951095288,0.479747747747748,0.567888417407548,"0/0"
"Parvimonas micra","Schizosaccharomyces pombe",-0.0653335823459903,0.164611459003299,-0.0239827216586185,0.654777657443123,0.5803174510548,0.561700561249899,0.48,0.567888417407548,"0/0"
"Streptococcus sp. HSISS3","Cordyceps sp. RAO-2017",-0.0301059328386423,0.522268793552365,-0.0714203769529008,0.182506873128667,-0.580145114076799,0.561816762803044,0.480144144144144,0.567888417407548,"0/0"
"Lactobacillus ruminis","Edhazardia aedis",0.0486501181591154,0.300969600399237,0.00740887569918742,0.890150774865425,-0.578078012569076,0.563211450916722,0.481297297297297,0.568904563154649,"0/0"
"Clostridium beijerinckii","Phytopythium vexans",-0.000569666821860778,0.990342172857008,-0.0417548003913451,0.436152923681165,-0.577096069657232,0.563874559264714,0.481657657657658,0.568982940826222,"0/0"
"Butyrivibrio proteoclasticus","Debaryomyces hansenii",0.0349184976648706,0.457970220130903,-0.00622552992267075,0.907610158164166,-0.576380263873032,0.564358181480316,0.482198198198198,0.569040702507067,"0/0"
"Adlercreutzia equolifaciens","Aspergillus kawachii",-0.0126529455672121,0.788031777219145,-0.0536936593566386,0.316514771883479,-0.575447839979428,0.564988457379222,0.482882882882883,0.569040702507067,"0/0"
"Bifidobacterium adolescentis","Colletotrichum fioriniae",0.0298799106639327,0.525398309531866,0.0707588300331326,0.186602458193958,0.574001825639188,0.56596656586705,0.483675675675676,0.569281548255976,"0/0"
