"","Mean","CRC.1","CRC.2","CRC.3","CRC.4","CRC.5","CRC.6","CRC.7","CRC.8","CRC.9","CRC.10","CRC.1.1","CRC.1.2","CRC.2.1","CRC.3.1","CRC.4.1","CRC.5.1","CRC.6.1","CRC.7.1","CRC.8.1","CRC.9.1","CRC.10.1","CRC.2.2","CRC.1.3","CRC.2.3","CRC.3.2","CRC.4.2","CRC.5.2","CRC.6.2","CRC.7.2","CRC.8.2","CRC.9.2","CRC.10.2","CRC.3.3","CRC.1.4","CRC.2.4","CRC.3.4","CRC.4.3","CRC.5.3","CRC.6.3","CRC.7.3","CRC.8.3","CRC.9.3","CRC.10.3","CRC.4.4","CRC.1.5","CRC.2.5","CRC.3.5","CRC.4.5","CRC.5.4","CRC.6.4","CRC.7.4","CRC.8.4","CRC.9.4","CRC.10.4","CRC.5.5","CRC.1.6","CRC.2.6","CRC.3.6","CRC.4.6","CRC.5.6","CRC.6.5","CRC.7.5","CRC.8.5","CRC.9.5","CRC.10.5","CRC.6.6","CRC.1.7","CRC.2.7","CRC.3.7","CRC.4.7","CRC.5.7","CRC.6.7","CRC.7.6","CRC.8.6","CRC.9.6","CRC.10.6","CRC.7.7","CRC.1.8","CRC.2.8","CRC.3.8","CRC.4.8","CRC.5.8","CRC.6.8","CRC.7.8","CRC.8.7","CRC.9.7","CRC.10.7","CRC.8.8","CRC.1.9","CRC.2.9","CRC.3.9","CRC.4.9","CRC.5.9","CRC.6.9","CRC.7.9","CRC.8.9","CRC.9.8","CRC.10.8","CRC.9.9","CRC.1.10","CRC.2.10","CRC.3.10","CRC.4.10","CRC.5.10","CRC.6.10","CRC.7.10","CRC.8.10","CRC.9.10","CRC.10.9","CRC.10.10","Rank"
"Albugo_candida",11.5608976527815,15.530863867621,7.63128607883649,10.6062900227382,7.63128607883649,8.58741964299053,24.0100747536513,8.06193695572042,1.8461386715118,10.6062900227382,15.530863867621,11.5200826837988,15.530863867621,7.63128607883649,10.6062900227382,7.63128607883649,8.58741964299053,24.0100747536513,8.06193695572042,1.8461386715118,10.6062900227382,15.530863867621,22.2308245499425,15.530863867621,7.63128607883649,10.6062900227382,7.63128607883649,8.58741964299053,24.0100747536513,8.06193695572042,1.8461386715118,10.6062900227382,15.530863867621,11.5200826837988,15.530863867621,7.63128607883649,10.6062900227382,7.63128607883649,8.58741964299053,24.0100747536513,8.06193695572042,1.8461386715118,10.6062900227382,15.530863867621,20.1286215792602,15.530863867621,7.63128607883649,10.6062900227382,7.63128607883649,8.58741964299053,24.0100747536513,8.06193695572042,1.8461386715118,10.6062900227382,15.530863867621,21.5010193800477,15.530863867621,7.63128607883649,10.6062900227382,7.63128607883649,8.58741964299053,24.0100747536513,8.06193695572042,1.8461386715118,10.6062900227382,15.530863867621,23.4348374892216,15.530863867621,7.63128607883649,10.6062900227382,7.63128607883649,8.58741964299053,24.0100747536513,8.06193695572042,1.8461386715118,10.6062900227382,15.530863867621,20.1286215792602,15.530863867621,7.63128607883649,10.6062900227382,7.63128607883649,8.58741964299053,24.0100747536513,8.06193695572042,1.8461386715118,10.6062900227382,15.530863867621,11.5200826837988,15.530863867621,7.63128607883649,10.6062900227382,7.63128607883649,8.58741964299053,24.0100747536513,8.06193695572042,1.8461386715118,10.6062900227382,15.530863867621,16.6839396851016,15.530863867621,7.63128607883649,10.6062900227382,7.63128607883649,8.58741964299053,24.0100747536513,8.06193695572042,1.8461386715118,10.6062900227382,15.530863867621,12.6061298690867,409
"Aphanomyces_astaci",12.4552595632899,25.1780018587739,10.4758442935171,10.9902583562761,10.4758442935171,6.82656377325568,14.0112888628124,7.18103235061929,3.68888834931676,10.9902583562761,25.1780018587739,12.2954877688308,25.1780018587739,10.4758442935171,10.9902583562761,10.4758442935171,6.82656377325568,14.0112888628124,7.18103235061929,3.68888834931676,10.9902583562761,25.1780018587739,5.16701797458223,25.1780018587739,10.4758442935171,10.9902583562761,10.4758442935171,6.82656377325568,14.0112888628124,7.18103235061929,3.68888834931676,10.9902583562761,25.1780018587739,12.2954877688308,25.1780018587739,10.4758442935171,10.9902583562761,10.4758442935171,6.82656377325568,14.0112888628124,7.18103235061929,3.68888834931676,10.9902583562761,25.1780018587739,9.6622328182088,25.1780018587739,10.4758442935171,10.9902583562761,10.4758442935171,6.82656377325568,14.0112888628124,7.18103235061929,3.68888834931676,10.9902583562761,25.1780018587739,18.6002259853351,25.1780018587739,10.4758442935171,10.9902583562761,10.4758442935171,6.82656377325568,14.0112888628124,7.18103235061929,3.68888834931676,10.9902583562761,25.1780018587739,19.8384274046343,25.1780018587739,10.4758442935171,10.9902583562761,10.4758442935171,6.82656377325568,14.0112888628124,7.18103235061929,3.68888834931676,10.9902583562761,25.1780018587739,9.6622328182088,25.1780018587739,10.4758442935171,10.9902583562761,10.4758442935171,6.82656377325568,14.0112888628124,7.18103235061929,3.68888834931676,10.9902583562761,25.1780018587739,12.2954877688308,25.1780018587739,10.4758442935171,10.9902583562761,10.4758442935171,6.82656377325568,14.0112888628124,7.18103235061929,3.68888834931676,10.9902583562761,25.1780018587739,10.6784199677903,25.1780018587739,10.4758442935171,10.9902583562761,10.4758442935171,6.82656377325568,14.0112888628124,7.18103235061929,3.68888834931676,10.9902583562761,25.1780018587739,9.62370815525547,329
"Saprolegnia_diclina",11.9662349217152,24.5509493939697,8.33153378679066,4.50144232836363,8.33153378679066,5.61912660857127,23.4592000827274,7.12577023543534,7.82529245352614,4.50144232836363,24.5509493939697,12.1188174685579,24.5509493939697,8.33153378679066,4.50144232836363,8.33153378679066,5.61912660857127,23.4592000827274,7.12577023543534,7.82529245352614,4.50144232836363,24.5509493939697,6.91262790626273,24.5509493939697,8.33153378679066,4.50144232836363,8.33153378679066,5.61912660857127,23.4592000827274,7.12577023543534,7.82529245352614,4.50144232836363,24.5509493939697,12.1188174685579,24.5509493939697,8.33153378679066,4.50144232836363,8.33153378679066,5.61912660857127,23.4592000827274,7.12577023543534,7.82529245352614,4.50144232836363,24.5509493939697,14.3406009151798,24.5509493939697,8.33153378679066,4.50144232836363,8.33153378679066,5.61912660857127,23.4592000827274,7.12577023543534,7.82529245352614,4.50144232836363,24.5509493939697,15.6344060173781,24.5509493939697,8.33153378679066,4.50144232836363,8.33153378679066,5.61912660857127,23.4592000827274,7.12577023543534,7.82529245352614,4.50144232836363,24.5509493939697,13.1133004178399,24.5509493939697,8.33153378679066,4.50144232836363,8.33153378679066,5.61912660857127,23.4592000827274,7.12577023543534,7.82529245352614,4.50144232836363,24.5509493939697,14.3406009151798,24.5509493939697,8.33153378679066,4.50144232836363,8.33153378679066,5.61912660857127,23.4592000827274,7.12577023543534,7.82529245352614,4.50144232836363,24.5509493939697,12.1188174685579,24.5509493939697,8.33153378679066,4.50144232836363,8.33153378679066,5.61912660857127,23.4592000827274,7.12577023543534,7.82529245352614,4.50144232836363,24.5509493939697,10.5486394540804,24.5509493939697,8.33153378679066,4.50144232836363,8.33153378679066,5.61912660857127,23.4592000827274,7.12577023543534,7.82529245352614,4.50144232836363,24.5509493939697,17.0668093719952,365
"Saprolegnia_parasitica",17.0980893890086,16.4060932025886,10.0866667448754,42.2708015233023,10.0866667448754,8.11046209060709,13.4044828540746,8.25039928813391,5.56734307268111,42.2708015233023,16.4060932025886,16.623454394049,16.4060932025886,10.0866667448754,42.2708015233023,10.0866667448754,8.11046209060709,13.4044828540746,8.25039928813391,5.56734307268111,42.2708015233023,16.4060932025886,15.1906707826408,16.4060932025886,10.0866667448754,42.2708015233023,10.0866667448754,8.11046209060709,13.4044828540746,8.25039928813391,5.56734307268111,42.2708015233023,16.4060932025886,16.623454394049,16.4060932025886,10.0866667448754,42.2708015233023,10.0866667448754,8.11046209060709,13.4044828540746,8.25039928813391,5.56734307268111,42.2708015233023,16.4060932025886,15.6639802723347,16.4060932025886,10.0866667448754,42.2708015233023,10.0866667448754,8.11046209060709,13.4044828540746,8.25039928813391,5.56734307268111,42.2708015233023,16.4060932025886,14.41832844801,16.4060932025886,10.0866667448754,42.2708015233023,10.0866667448754,8.11046209060709,13.4044828540746,8.25039928813391,5.56734307268111,42.2708015233023,16.4060932025886,8.51680494871894,16.4060932025886,10.0866667448754,42.2708015233023,10.0866667448754,8.11046209060709,13.4044828540746,8.25039928813391,5.56734307268111,42.2708015233023,16.4060932025886,15.6639802723347,16.4060932025886,10.0866667448754,42.2708015233023,10.0866667448754,8.11046209060709,13.4044828540746,8.25039928813391,5.56734307268111,42.2708015233023,16.4060932025886,16.623454394049,16.4060932025886,10.0866667448754,42.2708015233023,10.0866667448754,8.11046209060709,13.4044828540746,8.25039928813391,5.56734307268111,42.2708015233023,16.4060932025886,16.8618238152788,16.4060932025886,10.0866667448754,42.2708015233023,10.0866667448754,8.11046209060709,13.4044828540746,8.25039928813391,5.56734307268111,42.2708015233023,16.4060932025886,16.0057785991928,83
"Phytopythium_vexans",10.5437560392356,20.2381574753388,2.39568650988008,8.46933853879808,2.39568650988008,7.96955662953291,19.0158854700405,3.99819057678068,5.34897136875473,8.46933853879808,20.2381574753388,13.9628610171583,20.2381574753388,2.39568650988008,8.46933853879808,2.39568650988008,7.96955662953291,19.0158854700405,3.99819057678068,5.34897136875473,8.46933853879808,20.2381574753388,17.0061831766958,20.2381574753388,2.39568650988008,8.46933853879808,2.39568650988008,7.96955662953291,19.0158854700405,3.99819057678068,5.34897136875473,8.46933853879808,20.2381574753388,13.9628610171583,20.2381574753388,2.39568650988008,8.46933853879808,2.39568650988008,7.96955662953291,19.0158854700405,3.99819057678068,5.34897136875473,8.46933853879808,20.2381574753388,21.5756637920146,20.2381574753388,2.39568650988008,8.46933853879808,2.39568650988008,7.96955662953291,19.0158854700405,3.99819057678068,5.34897136875473,8.46933853879808,20.2381574753388,19.0280244141505,20.2381574753388,2.39568650988008,8.46933853879808,2.39568650988008,7.96955662953291,19.0158854700405,3.99819057678068,5.34897136875473,8.46933853879808,20.2381574753388,20.654278140328,20.2381574753388,2.39568650988008,8.46933853879808,2.39568650988008,7.96955662953291,19.0158854700405,3.99819057678068,5.34897136875473,8.46933853879808,20.2381574753388,21.5756637920146,20.2381574753388,2.39568650988008,8.46933853879808,2.39568650988008,7.96955662953291,19.0158854700405,3.99819057678068,5.34897136875473,8.46933853879808,20.2381574753388,13.9628610171583,20.2381574753388,2.39568650988008,8.46933853879808,2.39568650988008,7.96955662953291,19.0158854700405,3.99819057678068,5.34897136875473,8.46933853879808,20.2381574753388,22.3390212782994,20.2381574753388,2.39568650988008,8.46933853879808,2.39568650988008,7.96955662953291,19.0158854700405,3.99819057678068,5.34897136875473,8.46933853879808,20.2381574753388,10.3560557395128,474
"Globisporangium_ultimum",10.4172091009076,17.8302916823749,7.25155700527321,2.20013543537276,7.25155700527321,4.25481382973842,24.7853507855497,5.81404901604931,6.84215918380219,2.20013543537276,17.8302916823749,21.9361301784434,17.8302916823749,7.25155700527321,2.20013543537276,7.25155700527321,4.25481382973842,24.7853507855497,5.81404901604931,6.84215918380219,2.20013543537276,17.8302916823749,9.13151589080869,17.8302916823749,7.25155700527321,2.20013543537276,7.25155700527321,4.25481382973842,24.7853507855497,5.81404901604931,6.84215918380219,2.20013543537276,17.8302916823749,21.9361301784434,17.8302916823749,7.25155700527321,2.20013543537276,7.25155700527321,4.25481382973842,24.7853507855497,5.81404901604931,6.84215918380219,2.20013543537276,17.8302916823749,17.7164642200322,17.8302916823749,7.25155700527321,2.20013543537276,7.25155700527321,4.25481382973842,24.7853507855497,5.81404901604931,6.84215918380219,2.20013543537276,17.8302916823749,23.5187518334463,17.8302916823749,7.25155700527321,2.20013543537276,7.25155700527321,4.25481382973842,24.7853507855497,5.81404901604931,6.84215918380219,2.20013543537276,17.8302916823749,15.6243922875311,17.8302916823749,7.25155700527321,2.20013543537276,7.25155700527321,4.25481382973842,24.7853507855497,5.81404901604931,6.84215918380219,2.20013543537276,17.8302916823749,17.7164642200322,17.8302916823749,7.25155700527321,2.20013543537276,7.25155700527321,4.25481382973842,24.7853507855497,5.81404901604931,6.84215918380219,2.20013543537276,17.8302916823749,21.9361301784434,17.8302916823749,7.25155700527321,2.20013543537276,7.25155700527321,4.25481382973842,24.7853507855497,5.81404901604931,6.84215918380219,2.20013543537276,17.8302916823749,19.0565985018052,17.8302916823749,7.25155700527321,2.20013543537276,7.25155700527321,4.25481382973842,24.7853507855497,5.81404901604931,6.84215918380219,2.20013543537276,17.8302916823749,14.7170129990357,479
"Pythium_irregulare",6.71500901448278,11.2452841905198,2.91259106669811,0.0264454985286133,2.91259106669811,9.43176986070839,11.2302222476285,7.64724744877185,3.01339118781269,0.0264454985286133,11.2452841905198,13.9367031555505,11.2452841905198,2.91259106669811,0.0264454985286133,2.91259106669811,9.43176986070839,11.2302222476285,7.64724744877185,3.01339118781269,0.0264454985286133,11.2452841905198,10.8462051656853,11.2452841905198,2.91259106669811,0.0264454985286133,2.91259106669811,9.43176986070839,11.2302222476285,7.64724744877185,3.01339118781269,0.0264454985286133,11.2452841905198,13.9367031555505,11.2452841905198,2.91259106669811,0.0264454985286133,2.91259106669811,9.43176986070839,11.2302222476285,7.64724744877185,3.01339118781269,0.0264454985286133,11.2452841905198,20.0017077203691,11.2452841905198,2.91259106669811,0.0264454985286133,2.91259106669811,9.43176986070839,11.2302222476285,7.64724744877185,3.01339118781269,0.0264454985286133,11.2452841905198,13.0839409950298,11.2452841905198,2.91259106669811,0.0264454985286133,2.91259106669811,9.43176986070839,11.2302222476285,7.64724744877185,3.01339118781269,0.0264454985286133,11.2452841905198,7.38761289435426,11.2452841905198,2.91259106669811,0.0264454985286133,2.91259106669811,9.43176986070839,11.2302222476285,7.64724744877185,3.01339118781269,0.0264454985286133,11.2452841905198,20.0017077203691,11.2452841905198,2.91259106669811,0.0264454985286133,2.91259106669811,9.43176986070839,11.2302222476285,7.64724744877185,3.01339118781269,0.0264454985286133,11.2452841905198,13.9367031555505,11.2452841905198,2.91259106669811,0.0264454985286133,2.91259106669811,9.43176986070839,11.2302222476285,7.64724744877185,3.01339118781269,0.0264454985286133,11.2452841905198,13.5442860538878,11.2452841905198,2.91259106669811,0.0264454985286133,2.91259106669811,9.43176986070839,11.2302222476285,7.64724744877185,3.01339118781269,0.0264454985286133,11.2452841905198,15.062699012615,568
"Pythium_arrhenomanes",9.61553399587032,11.8662291748765,4.20955618516309,11.2467714277559,4.20955618516309,0.789277825267088,23.3204065819524,6.12690469158834,7.08641106775879,11.2467714277559,11.8662291748765,11.2900332006929,11.8662291748765,4.20955618516309,11.2467714277559,4.20955618516309,0.789277825267088,23.3204065819524,6.12690469158834,7.08641106775879,11.2467714277559,11.8662291748765,11.0592500873861,11.8662291748765,4.20955618516309,11.2467714277559,4.20955618516309,0.789277825267088,23.3204065819524,6.12690469158834,7.08641106775879,11.2467714277559,11.8662291748765,11.2900332006929,11.8662291748765,4.20955618516309,11.2467714277559,4.20955618516309,0.789277825267088,23.3204065819524,6.12690469158834,7.08641106775879,11.2467714277559,11.8662291748765,20.9029212368812,11.8662291748765,4.20955618516309,11.2467714277559,4.20955618516309,0.789277825267088,23.3204065819524,6.12690469158834,7.08641106775879,11.2467714277559,11.8662291748765,10.4148264919247,11.8662291748765,4.20955618516309,11.2467714277559,4.20955618516309,0.789277825267088,23.3204065819524,6.12690469158834,7.08641106775879,11.2467714277559,11.8662291748765,15.2817816606818,11.8662291748765,4.20955618516309,11.2467714277559,4.20955618516309,0.789277825267088,23.3204065819524,6.12690469158834,7.08641106775879,11.2467714277559,11.8662291748765,20.9029212368812,11.8662291748765,4.20955618516309,11.2467714277559,4.20955618516309,0.789277825267088,23.3204065819524,6.12690469158834,7.08641106775879,11.2467714277559,11.8662291748765,11.2900332006929,11.8662291748765,4.20955618516309,11.2467714277559,4.20955618516309,0.789277825267088,23.3204065819524,6.12690469158834,7.08641106775879,11.2467714277559,11.8662291748765,13.1709347623471,11.8662291748765,4.20955618516309,11.2467714277559,4.20955618516309,0.789277825267088,23.3204065819524,6.12690469158834,7.08641106775879,11.2467714277559,11.8662291748765,12.4248670459786,512
"Pythium_iwayamai",11.6076653808056,15.806677866981,5.76071443608994,14.3654521522614,5.76071443608994,6.89309105909197,26.9751476245417,3.99819057678068,4.44654027175248,14.3654521522614,15.806677866981,12.1625256132404,15.806677866981,5.76071443608994,14.3654521522614,5.76071443608994,6.89309105909197,26.9751476245417,3.99819057678068,4.44654027175248,14.3654521522614,15.806677866981,9.05744736425898,15.806677866981,5.76071443608994,14.3654521522614,5.76071443608994,6.89309105909197,26.9751476245417,3.99819057678068,4.44654027175248,14.3654521522614,15.806677866981,12.1625256132404,15.806677866981,5.76071443608994,14.3654521522614,5.76071443608994,6.89309105909197,26.9751476245417,3.99819057678068,4.44654027175248,14.3654521522614,15.806677866981,9.97989423486358,15.806677866981,5.76071443608994,14.3654521522614,5.76071443608994,6.89309105909197,26.9751476245417,3.99819057678068,4.44654027175248,14.3654521522614,15.806677866981,12.8363269959733,15.806677866981,5.76071443608994,14.3654521522614,5.76071443608994,6.89309105909197,26.9751476245417,3.99819057678068,4.44654027175248,14.3654521522614,15.806677866981,19.0989631347976,15.806677866981,5.76071443608994,14.3654521522614,5.76071443608994,6.89309105909197,26.9751476245417,3.99819057678068,4.44654027175248,14.3654521522614,15.806677866981,9.97989423486358,15.806677866981,5.76071443608994,14.3654521522614,5.76071443608994,6.89309105909197,26.9751476245417,3.99819057678068,4.44654027175248,14.3654521522614,15.806677866981,12.1625256132404,15.806677866981,5.76071443608994,14.3654521522614,5.76071443608994,6.89309105909197,26.9751476245417,3.99819057678068,4.44654027175248,14.3654521522614,15.806677866981,23.7331317278678,15.806677866981,5.76071443608994,14.3654521522614,5.76071443608994,6.89309105909197,26.9751476245417,3.99819057678068,4.44654027175248,14.3654521522614,15.806677866981,13.8833729279537,403
"Pythium_aphanidermatum",20.7940786973406,27.3677768238078,17.0872021308383,33.5254725498324,17.0872021308383,12.8018921066557,22.2251796745383,11.3799069260775,11.7676072942508,33.5254725498324,27.3677768238078,13.6212695716466,27.3677768238078,17.0872021308383,33.5254725498324,17.0872021308383,12.8018921066557,22.2251796745383,11.3799069260775,11.7676072942508,33.5254725498324,27.3677768238078,8.02571636523083,27.3677768238078,17.0872021308383,33.5254725498324,17.0872021308383,12.8018921066557,22.2251796745383,11.3799069260775,11.7676072942508,33.5254725498324,27.3677768238078,13.6212695716466,27.3677768238078,17.0872021308383,33.5254725498324,17.0872021308383,12.8018921066557,22.2251796745383,11.3799069260775,11.7676072942508,33.5254725498324,27.3677768238078,15.6971544267135,27.3677768238078,17.0872021308383,33.5254725498324,17.0872021308383,12.8018921066557,22.2251796745383,11.3799069260775,11.7676072942508,33.5254725498324,27.3677768238078,16.7326079586425,27.3677768238078,17.0872021308383,33.5254725498324,17.0872021308383,12.8018921066557,22.2251796745383,11.3799069260775,11.7676072942508,33.5254725498324,27.3677768238078,18.8796866466947,27.3677768238078,17.0872021308383,33.5254725498324,17.0872021308383,12.8018921066557,22.2251796745383,11.3799069260775,11.7676072942508,33.5254725498324,27.3677768238078,15.6971544267135,27.3677768238078,17.0872021308383,33.5254725498324,17.0872021308383,12.8018921066557,22.2251796745383,11.3799069260775,11.7676072942508,33.5254725498324,27.3677768238078,13.6212695716466,27.3677768238078,17.0872021308383,33.5254725498324,17.0872021308383,12.8018921066557,22.2251796745383,11.3799069260775,11.7676072942508,33.5254725498324,27.3677768238078,14.0503734629947,27.3677768238078,17.0872021308383,33.5254725498324,17.0872021308383,12.8018921066557,22.2251796745383,11.3799069260775,11.7676072942508,33.5254725498324,27.3677768238078,16.0472646007449,25
