"","Cloacibacillus porcorum","Fusobacterium necrophorum","Fusobacterium periodonticum","Fusobacterium mortiferum","Fusobacterium varium","Fusobacterium ulcerans","Fusobacterium nucleatum","Brachyspira pilosicoli","Akkermansia muciniphila","Campylobacter jejuni","Campylobacter coli","Desulfovibrio fairfieldensis","Desulfovibrio desulfuricans","Desulfovibrio piger","Sutterella sp. KGMB03119","Sutterella megalosphaeroides","Oxalobacter formigenes","Ralstonia pickettii","Burkholderia dolosa","Photobacterium damselae","Haemophilus parainfluenzae","Succinivibrio dextrinosolvens","Aeromonas hydrophila","Aeromonas veronii","Aeromonas salmonicida","Acinetobacter johnsonii","Pseudomonas aeruginosa","Hafnia alvei","Raoultella planticola","Raoultella ornithinolytica","Kosakonia cowanii","Shigella sp. PAMC 28760","Shigella sonnei","Shigella flexneri","Citrobacter sp. TSA-1","Citrobacter koseri","Citrobacter braakii","Citrobacter freundii complex sp. CFNIH3","Citrobacter portucalensis","Citrobacter freundii","Enterobacter cloacae complex sp. ECNIH7","Enterobacter kobei","Enterobacter roggenkampii","Enterobacter hormaechei","Enterobacter ludwigii","Enterobacter asburiae","Enterobacter cloacae","Klebsiella grimontii","Klebsiella michiganensis","Klebsiella variicola","Klebsiella quasipneumoniae","Klebsiella aerogenes","Klebsiella pneumoniae","Klebsiella oxytoca","Salmonella enterica","Escherichia coli","Ornithobacterium rhinotracheale","Petrimonas mucosa","Porphyromonas asaccharolytica","Porphyromonas gingivalis","Alloprevotella sp. E39","Paraprevotella xylaniphila","Prevotella sp. oral taxon 299","Prevotella scopos","Prevotella jejuni","Prevotella fusca","Prevotella oris","Prevotella melaninogenica","Prevotella ruminicola","Prevotella denticola","Prevotella enoeca","Prevotella dentalis","Prevotella intermedia","Muribaculum intestinale","Muribaculum sp. TLL-A4","Duncaniella sp. H5","Barnesiella viscericola","Tannerella sp. oral taxon HOT-286","Tannerella forsythia","Parabacteroides sp. CT06","Parabacteroides distasonis","Butyricimonas faecalis","Odoribacter splanchnicus","Alistipes indistinctus","Alistipes sp. Marseille-P5997","Alistipes sp. 5CPEGH6","Alistipes finegoldii","Alistipes sp. 3BBH6","Alistipes sp. 5CBH24","Alistipes shahii","Bacteroides coprosuis","Bacteroides sp. PHL 2737","Bacteroides zoogleoformans","Bacteroides heparinolyticus","Bacteroides helcogenes","Bacteroides intestinalis","Bacteroides salanitronis","Bacteroides caecimuris","Bacteroides xylanisolvens","Bacteroides cellulosilyticus","Bacteroides caccae","Bacteroides thetaiotaomicron","Bacteroides fragilis","Bacteroides sp. A1C1","Bacteroides uniformis","Bacteroides dorei","Bacteroides ovatus","Bacteroides vulgatus","Collinsella aerofaciens","Libanicoccus massiliensis","Parolsenella catena","Olsenella umbonata","Olsenella sp. GAM18","Olsenella sp. Marseille-P2300","Phoenicibacter congonensis","Eggerthella lenta","Gordonibacter pamelaeae","Gordonibacter urolithinfaciens","Adlercreutzia equolifaciens","Propionibacterium freudenreichii","Schaalia odontolytica","Rothia mucilaginosa","Bifidobacterium angulatum","Bifidobacterium dentium","Bifidobacterium pseudocatenulatum","Bifidobacterium animalis","Bifidobacterium bifidum","Bifidobacterium catenulatum","Bifidobacterium adolescentis","Bifidobacterium gallinarum","Bifidobacterium breve","Bifidobacterium longum","Parvimonas micra","Megamonas hypermegale","Megamonas funiformis","Selenomonas sputigena","Selenomonas ruminantium","Acidaminococcus intestini","Acidaminococcus fermentans","Phascolarctobacterium faecium","Dialister sp. 5BBH33","Dialister sp. Marseille-P5638","Dialister pneumosintes","Veillonella dispar","Veillonella parvula","Veillonella atypica","Megasphaera elsdenii","Megasphaera stantonii","Gemella morbillorum","Staphylococcus aureus","Paenibacillus polymyxa","Bacillus cereus","Lactobacillus paragasseri","Lactobacillus gasseri","Lactobacillus vaginalis","Lactobacillus mucosae","Lactobacillus crispatus","Lactobacillus animalis","Lactobacillus fermentum","Lactobacillus reuteri","Lactobacillus delbrueckii","Lactobacillus salivarius","Lactobacillus plantarum","Lactobacillus paracasei","Lactobacillus ruminis","Enterococcus hirae","Enterococcus durans","Enterococcus faecalis","Enterococcus saigonensis","Enterococcus faecium","Lactococcus garvieae","Lactococcus lactis","Streptococcus sp. HSISS1","Streptococcus sp. I-G2","Streptococcus sp. I-P16","Streptococcus sp. JS71","Streptococcus sp. HSISS3","Streptococcus gallolyticus","Streptococcus sp. HSISS2","Streptococcus sp. A12","Streptococcus milleri","Streptococcus sp. FDAARGOS 192","Streptococcus australis","Streptococcus sp. oral taxon 061","Streptococcus vestibularis","Streptococcus gordonii","Streptococcus mutans","Streptococcus equinus","Streptococcus mitis","Streptococcus sp. HSISM1","Streptococcus pneumoniae","Streptococcus oralis","Streptococcus parasanguinis","Streptococcus thermophilus","Streptococcus sanguinis","Streptococcus lutetiensis","Streptococcus anginosus","Streptococcus agalactiae","Streptococcus pasteurianus","Streptococcus salivarius","Streptococcus suis","Turicibacter sanguinis","Turicibacter sp. H121","Erysipelotrichaceae bacterium SG0102","Erysipelatoclostridium ramosum","[Clostridium] innocuum","Faecalitalea cylindroides","Longibaculum sp. KGMB06250","Mogibacterium diversum","Mageeibacillus indolicus","Christensenella sp. Marseille-P3954","Christensenella minuta","Monoglobus pectinilyticus","Intestinimonas butyriciproducens","Hungatella hathewayi","Mordavella sp. Marseille-P3756","Clostridium beijerinckii","Clostridium butyricum","Clostridium botulinum","Clostridium perfringens","Clostridium sp. SY8519","Eubacterium callanderi","Eubacterium limosum","Eubacterium maltosivorans","[Eubacterium] cellulosolvens","[Eubacterium] eligens","Filifactor alocis","[Clostridium] hiranonis","Romboutsia ilealis","Clostridioides difficile","Oscillibacter valericigenes","Oscillibacter sp. PEA192","Dysosmobacter welbionis","Ethanoligenens harbinense","Caproiciproducens sp. NJN-50","Acutalibacter muris","Flavonifractor plautii","Ruthenibacterium lactatiformans","Ruminococcus albus","Ruminococcus sp. JE7A12","Ruminococcus champanellensis","Ruminococcus bicirculans","Faecalibacterium prausnitzii","Anaerotignum propionicum","Herbinix luporum","Anaerocolumna cellulosilytica","Lachnoanaerobaculum umeaense","Pseudobutyrivibrio xylanivorans","Butyrivibrio hungatei","Butyrivibrio proteoclasticus","Butyrivibrio fibrisolvens","Anaerobutyricum hallii","Lachnoclostridium phytofermentans","[Clostridium] sphenoides","[Clostridium] hylemonae","Lachnoclostridium sp. YL32","[Clostridium] saccharolyticum","[Clostridium] clostridioforme","Lachnoclostridium phocaeense","[Clostridium] scindens","[Clostridium] bolteae","Roseburia intestinalis","Roseburia hominis","Blautia coccoides","Blautia sp. YL58","Blautia hansenii","Blautia sp. N6H1-15","Blautia producta","[Ruminococcus] gnavus","Blautia sp. SC05B48","Anaerostipes caccae","Anaerostipes rhamnosivorans","Anaerostipes hadrus"
"GF15",0.00331179689781674,0.00164819659565763,0.000192546331268415,0.000138633358513259,0.000261863010525045,0.000200248184519152,0.000670061232814085,0.000485216754796406,3.71563587116586,0.0238680432240327,0.0056608621392914,0.0252235693961624,0.0330794597119137,0.0428839189001014,4.12908675737191,0.0462188213576704,0.000685464939315558,0.00242608377398203,5.36620568049233e-05,0.00047751490154567,0.00615378074733855,0.001155278,0.001763724,0.003019126,0.007047196,0.0001925463,0.2318412,0.0009627317,0.00020795,0.001548073,0.002171923,0.00435231925174159,8.91805765354271e-05,0.005722477,4.621112e-05,7.701853e-05,0.0002849686,0.0002156519,0.08195542,0.006092166,0.0007085705,0.01224595,0.007470798,0.04284541,1.917746,0.008780113,0.5523153,0.000261863,0.002379873,0.0005699371,0.004028069,0.001363228,0.00589962,0.001748321,0.01385563,0.05356639,0.0244996,0.01527277,0.004936888,0.02025587,0.02091823,3.082066,0.03934877,0.08895641,0.06617432,0.08993454,0.1372008,0.2038758,0.2013341,0.09242994,0.05992812,0.1329725,0.1795379,0.05391297,0.04432417,0.07655642,0.2898438,0.0270027,0.01351675,0.2950811,1.168849,2.828714,0.7486586,0.539692,0.5643841,0.7849267,1.792807,0.5428112,3.244059,2.582478,0.05769458,8.934727,0.07966797,0.07842027,0.08308759,0.113741,0.5483488,0.4384896,0.4157691,0.1249626,0.2960823,1.48189,6.03052,0.4413162,1.051565,1.550514,1.038287,5.539905,0.416239,0.00818707,0.004605708,0.005468316,0.00461341,0.005560738,0.001055154,0.03421163,0.01390185,0.006354029,0.01042061,0.002171923,0.007447692,0.003188567,0.00294981,0.003057636,0.008056139,0.001771426,0.2246862,0.006923966,0.2040375,0.001979376,0.01260793,0.09427839,0.0008626076,0.00170211,0.0257781,0.004066579,0.004474777,1.282759,0.008079244,0.002164221,0.01779898,0.02592444,0.0112139,0.001263104,0.002903599,0.001933165,0.2220367,0.0369997,0.0006392538,0.1142339,0.01569638,0.00482136,0.0001386334,0.0001386334,9.242224e-05,0.0004544093,0.0005622353,6.931668e-05,0.0003465834,0.0006469557,0.001440247,0.0007239742,0.002580121,0.0006700612,0.001070558,0.0002310556,0.0002310556,0.0009935391,0.00860297,0.02305165,0.001686706,0.0009165205,0.001463352,0.0003542852,0.0006392538,0.0003850927,0.0002233537,0.0007932909,0.000315776,0.001070558,0.0002387575,0.000839502,0.001170682,0.0007162724,8.472039e-05,0.0007008686,0.0003234778,0.001055154,0.001109067,0.001008943,0.001571178,0.00145565,0.001363228,0.008487442,0.0012477,0.01186085,0.001686706,0.01296222,0.005699371,0.01518805,0.005845707,0.001293911,0.01201489,0.003797014,0.003288691,0.07057978,0.02260494,0.1710274,0.001224595,0.00191006,0.01801463,0.01266955,0.01817637,2.813379,0.01140644,0.05284242,0.003581362,0.001709811,0.008495144,0.001948569,0.01312396,0.009411665,0.008133157,0.01478756,0.009088187,3.523328,0.0006469557,0.0007085705,0.006307818,0.2550161,0.06582004,2.771743,3.128932,0.01139104,0.01110607,0.02522357,1.014904,0.4822978,0.02416842,0.008487442,0.03003723,0.04191349,18.31896,0.005676266,0.003581362,0.005452912,0.005976638,0.01634333,0.008834026,0.01015874,0.01447948,0.1318865,0.005560738,0.006153781,0.005745583,0.01357067,0.02856617,0.07826623,0.03663001,0.03388045,0.09377777,0.4720466,0.3467759,0.02687177,0.01686706,0.02163451,0.01903128,0.0348894,0.03555175,0.1361149,0.006431047,0.0162201,0.06532712
"SBJ01C",0.00406820135544061,0.00124890072005927,0.000395691317246503,0.000840844049148818,0.00191662981791275,0.00175588022028136,0.0055767745024429,0.00105105506143602,0.0157287298605485,0.124407823213033,0.0232839609492239,0.00234941719615111,0.00414239347742433,0.00666492562487078,0.0137750039816439,0.0053912941974836,0.00106342041509998,0.00102632435410812,5.55397444725991e-05,0.00143438102501857,0.0751813502768355,0.001298362,0.001075786,0.001706419,0.05103181,0.0005317102,0.02659788,0.000593537,0.0001236535,0.001211805,0.0005317102,0.00450461114421399,0.02191141,0.01048582,0.0002967685,0.0002473071,0.0002473071,1.43292262871068e-06,0.001162343,0.006912233,0.0002225764,0.0009026708,0.0003956913,0.004525719,0.0004451527,0.0006924598,0.003116069,0.0003709606,0.002188668,0.0005688063,0.0009521322,0.0008903055,0.01010249,0.001718784,0.03299076,8.955546,0.003499395,0.01952489,0.01482606,0.02863816,0.03929709,1.825967,0.01963618,0.0103127,0.021627,0.01715075,0.0207367,0.04198038,0.03292894,0.03334936,0.04436689,0.0436497,0.07211474,0.02532424,0.08035007,0.1049077,0.3184079,0.02944191,0.0279086,0.09532451,1.340924,0.2876923,2.081472,0.1331625,0.2887805,0.099504,0.7921617,0.5542893,0.4502967,0.4450291,0.05001786,2.131639,0.1824384,0.2036203,0.1894249,1.721467,1.64406,2.186318,0.4070056,0.3485546,0.6852879,1.560656,4.442476,1.814616,1.596911,3.832814,1.605196,4.835941,0.7171905,0.007740711,0.01307018,0.009830456,0.01241482,0.05440756,0.01047345,0.584164,0.07128626,0.02550972,0.4166011,0.001347824,0.1457875,0.11893,0.001842438,0.04096642,0.004599912,0.002299956,0.008247691,0.01629754,0.004092932,0.001261266,0.06663689,0.08940151,0.008717574,0.002374148,0.003585953,0.003771433,0.005453121,0.00385799,0.006850406,0.03822131,0.001310727,0.002942954,0.001261266,0.07749367,0.05824082,0.01696527,0.004340239,0.007147174,0.02183721,0.004637008,0.01101753,0.008828863,0.0001607496,0.001632227,0.0004575181,0.0004575181,0.001088151,0.0009644976,0.0006553637,0.001088151,0.00175588,0.002942954,0.01713838,0.002126841,0.01234062,0.0006677291,0.0008779401,0.002522532,0.008000384,0.1866426,0.006936963,0.01966091,0.009212188,0.03067844,0.03715789,0.02840322,0.002176302,0.001422016,0.004278412,0.0693449,0.009805725,0.00577462,0.07305451,0.05252802,0.04496043,0.01168526,0.001706419,0.005490217,0.02712959,0.4390072,0.0295161,0.07321526,0.7437884,0.1410269,0.06706968,0.04937486,0.01863459,0.06103539,0.119474,0.1231466,0.01966091,0.002473071,0.005391294,0.01141322,0.009137996,0.1610093,0.4305987,1.627849,0.04238843,0.007481039,0.02318504,0.6533111,0.02616509,0.2933557,0.05324521,0.2263231,0.01370081,0.007864365,0.01649538,0.01638409,0.1443902,0.0332628,0.01879534,0.03508051,0.05124203,0.2393067,0.00279457,0.008086941,0.1162962,0.5787851,0.04413195,0.3747197,0.7756663,0.01170999,0.01443037,0.03300313,0.3096285,0.2916121,0.01742278,0.03447461,0.04701307,3.202491,16.70046,0.01648302,0.01429435,0.03412838,0.03572351,0.07785227,0.04403302,0.03862936,0.05302264,2.667405,0.03430149,0.03449934,0.07215184,0.1141446,0.06034293,0.2210802,0.1841572,0.2801865,0.4906943,1.084367,0.8115629,0.000352511013383807,0.2881498,0.1550368,0.196436,0.2456748,0.9905761,4.651834,0.03343592,0.06593207,3.112335
"SBJ02C",0.00550554623940726,0.000913964197846265,0.000859561567022083,0.00127302156128587,0.00233931312543985,0.00316623311396742,0.00606045307381392,0.000761636831538554,0.425145679364821,0.00371025942220924,0.036732656332488,0.00643039096341836,0.0115442382608915,0.0124690829849026,0.00236107417776952,0.00165383997705515,0.00121861893046169,0.000816039462362737,6.57092496317209e-05,0.000380818415769277,0.00256780417490141,0.001523274,0.001164216,0.002121703,0.06416246,0.0008051589,0.01310015,0.000641951,0.0001632079,0.0008922031,0.00062019,0.00532941987723799,9.2301091825505e-05,0.006082214,4.35221e-05,6.528316e-05,0.0001632079,1.48306198804319e-06,0.006637121,0.003644976,0.0001305663,0.0001849689,0.0007398758,0.002720132,0.0004461016,0.0004896237,0.003253277,8.704421e-05,0.0006310705,0.0005222653,0.001077172,0.000641951,0.004515418,0.00144711,0.01295871,1.77963,0.002415477,0.002176105,0.001925853,0.003166233,0.001185977,0.006865612,0.0009574863,0.001098933,0.002230508,0.0008160395,0.001577676,0.002546043,0.00207818,0.001555915,0.002741893,0.002295791,0.004493657,0.007888381,0.009759832,0.01041266,0.02962767,0.003362083,0.008650018,1.67584,0.563633,0.09335491,0.5025062,0.05815641,0.03397988,0.1618696,0.1445151,1.475356,0.1882222,0.5465615,0.002099942,1.530944,0.01370946,0.0281588,0.03820153,0.4216966,0.02943182,0.0793408,0.1047903,8.613481,0.4163542,0.1213723,1.234983,0.4731832,1.551465,1.308351,1.182931,1.773123,1.924994,0.009215806,0.009574863,0.01091317,0.01992224,0.01116342,0.00476567,0.01269757,0.01642959,0.008562974,0.1135274,0.001011889,0.223943,0.009857757,0.001392707,0.05040948,0.004461016,0.46746,0.003644976,0.02999761,0.004373972,0.003993153,0.03533995,3.716537,0.01797463,0.01674513,1.979124,0.006354227,0.004645985,3.676911,0.008182156,0.7080611,0.02320816,0.007670771,0.0009466058,0.003568813,0.008323603,0.001370946,0.5848283,0.01535242,0.03440422,0.006571838,0.01415556,0.01196858,0.0004243405,0.0007181147,0.0005331458,0.0006745926,0.001142455,0.0006637121,0.001218619,0.001969375,0.0330768,0.006267183,0.1897564,0.009161403,0.01608142,0.000848681,0.0009466058,0.006713285,0.01437318,0.0545332,0.004363091,0.03251101,0.5677785,0.07499947,0.07605488,0.05551244,0.05663314,0.01555915,0.1529693,0.1421541,0.3416268,0.3675986,0.2147707,0.05813465,0.09648851,0.3260894,0.05170426,0.1042246,0.4667311,0.3692307,0.206186,0.6800002,0.5184897,1.016578,0.1047142,0.01713683,1.044454,0.1545905,0.1214702,8.980797,0.07386789,0.006920015,0.01457991,0.009270208,0.00764901,0.1180211,0.8176063,0.3171782,0.1088814,0.0305634,0.1393795,1.055085,0.04513242,0.5618704,0.05293376,0.1219054,0.01623375,0.01472135,0.03149912,0.1054214,0.4794939,0.01466695,0.02104294,0.03869115,0.06016931,0.4141237,0.006963537,0.006691524,0.03251101,0.4503559,0.1188371,0.9064784,1.535155,0.03082453,0.02909453,0.0624107,0.3931896,0.5203068,0.03207579,0.2005716,0.08248527,0.1365832,12.50214,0.01171833,0.01918237,0.03936574,0.05800408,0.1533828,0.07465129,0.06653442,0.09720662,1.974337,0.04284751,0.03338145,0.06115944,0.0988931,0.08310546,0.3618754,0.1714553,0.2409928,0.52912,3.012078,1.26299,0.005701396,0.3193761,0.1581267,0.1751765,0.2973213,0.4712573,6.146496,0.03220636,0.08920943,0.530034
"SBJ04C",0.00272066634397669,0.00162427841431444,0.000568497445010054,0.00132649403835679,0.00389826819435466,0.00373584035292321,0.00613165101403701,0.00110992358311487,0.101084259984169,0.0962926386619411,0.0171632085779226,0.00304552202683958,0.00307259333374482,0.00752582331965691,0.00125881577109369,0.00115053054347273,0.00265298807671359,0.00132649403835679,5.72490914923801e-05,0.000663247019178397,0.00188145582991423,0.002734202,0.001515993,0.002287525,0.08574836,0.0002165705,0.008094321,0.0009204244,0.0002842487,0.001096388,0.001015174,0.0046432495860677,0.000109201717466214,8.121392e-05,3.6317786469369e-07,0.0002977844,0.0004331409,9.474957e-05,1.23315114296136e-05,0.006402364,0.0001353565,0.0005820331,0.0002842487,0.004954049,0.0008121392,0.001597207,0.00445323,2.76767042833576e-06,0.001786706,0.0006497114,0.001786706,0.001042245,0.01131581,0.002477025,0.006591863,0.02853316,0.002003277,0.001191138,0.001042245,0.001637814,0.001597207,0.003275628,0.0005143548,0.002409346,0.00134003,0.001421244,0.0009610314,0.002558239,0.002165705,0.00165135,0.001312958,0.001935598,0.007471681,0.002016812,0.002355204,0.01260169,0.02068248,0.002030348,0.00165135,0.2055254,5.6265,0.02100733,0.314934,0.02851962,0.02162997,0.0260832,0.2674645,8.342768,0.1235534,0.1334345,0.001191138,0.02102087,0.002625917,0.002842487,0.003762912,0.14674,0.007742394,0.0371689,0.01103156,2.490222,0.01350858,1.703665,0.6681063,0.00435848,0.0107067,0.07016883,0.1184505,0.01327848,0.03938875,0.005143548,0.004832228,0.006348221,0.00569851,0.006212865,0.005305976,0.2269658,0.07230746,0.2809325,0.5019291,0.001312958,0.04673861,0.002964308,0.001461851,0.001272351,0.008040178,0.001380637,0.003965946,0.0124528,0.02707131,0.001719028,0.06614874,3.89479,0.004926978,0.004832228,0.004196053,0.004304338,0.007539359,0.004128374,0.006808434,0.004723943,0.001678421,0.00249056,0.001664885,0.005630832,0.003086129,0.00373584,0.004954049,0.009948705,0.002991379,0.005942152,0.01775878,0.01109924,0.0009881027,0.001583671,0.001515993,0.001136995,0.001326494,0.001204673,0.001326494,0.002355204,0.0303334,0.003492199,0.01824606,0.002003277,0.01486215,0.001312958,0.0006361757,0.01149177,0.01327848,0.1162036,0.01805656,0.01131581,0.002016812,0.001069317,0.001285887,0.001231744,0.0008527462,0.001610743,0.001001638,0.00165135,0.001001638,0.005130013,0.003600484,0.002504096,0.00134003,0.002517632,0.002219847,0.005238298,0.01027356,0.02458075,0.01104509,0.00787775,0.03214718,0.1171375,0.007390467,0.01742039,0.004493837,0.1156216,0.07451377,0.04215002,0.04853885,0.002693595,0.01247987,0.01958609,0.01505165,0.3997755,0.7443797,0.9640634,0.02650281,0.01488922,0.06280543,0.4962035,0.05421029,0.3954577,0.07131936,0.4543784,0.02091258,0.01515993,0.02152169,0.01894991,0.1941419,0.0356123,0.03498966,0.05453515,0.09158223,2.237917,0.0105172,0.005536082,0.05989527,0.7654006,0.06452446,0.4227861,0.7198125,0.02219847,0.02445893,0.06488992,0.4435769,0.339014,0.06161429,0.1490275,0.2199679,9.519963,18.51148,0.0274097,0.03337892,0.06150601,0.05737763,0.1318779,0.07831729,0.0717525,0.09424875,3.90241,0.05786492,0.06080216,0.07340385,0.1201425,0.1182204,0.3005727,0.2202792,0.3519135,0.426549,3.606412,4.842488,0.01304837,0.4427106,0.2698739,0.2856564,0.3148664,0.6180379,4.721804,0.0435848,0.07565077,10.52497
"SBJ06C",0.00201354169714508,0.000924970717126022,0.000937555352733178,0.000622939462554259,0.00173667971378763,0.00130250978534072,0.00227152672709179,0.000666985687179308,1.15411805457894,0.0475825072306597,0.00835619804315209,0.00132138673875146,0.00191286461228783,0.00337268234271801,0.0129558823575679,0.00850092135263439,0.000459339199661222,0.000547431648911319,5.75832418546687e-05,0.000440462246250486,0.00120812501828705,0.0008809245,0.000792832,0.001365433,0.02157007,0.0003460775,0.04461253,0.0005033854,0.0001321387,0.002284111,0.0006355241,0.0046703512132016,0.093378,0.02942917,1.258464e-05,0.0002957389,8.180013e-05,3.775391e-05,0.0004782162,0.04209561,0.00602804,0.0008054167,0.01164708,0.02864892,0.00206388,0.003693591,0.04911783,0.004297653,0.08773379,0.07377743,0.08979767,0.006783119,8.910967,0.005996579,0.1783432,8.87488,0.002466589,0.007915736,0.001522741,0.003272005,0.008123382,0.2359556,0.02566007,0.02937883,0.02822105,0.03831392,0.05805922,0.07283358,0.07208479,0.0887028,0.02059476,0.0401387,0.0844429,0.00760112,0.005908486,0.01160933,0.03937732,0.003221667,0.004926885,0.1397838,0.6169869,0.1011931,0.1897071,0.02746597,0.04030859,0.03242431,0.6612282,0.2264479,0.1788151,0.1538283,0.005298132,0.8460399,0.02101005,0.03167553,0.03277039,0.05325818,0.04225291,0.07972367,0.1553573,0.1001171,0.6554707,0.5416427,0.446591,0.6396204,2.8577,0.4319676,0.3053284,3.091523,2.485755,0.01026277,0.006581764,0.00708515,0.1293512,0.005776348,0.004454961,0.04060433,0.02499938,0.00697818,0.03328007,0.000692155,0.05227028,0.006430749,0.007500443,0.00371876,0.1590572,0.002535804,2.113539,0.06170247,4.646795,0.002611312,0.05765022,3.655856,0.001755557,0.00249805,0.003045482,0.002365911,0.006348949,0.4010157,0.008953968,0.03263825,0.001680049,0.00217085,0.001742972,0.001510156,0.002076465,0.00146611,0.008437998,0.004555638,0.001843649,0.003127282,0.01155899,0.009123861,0.0001510156,0.0009438477,0.0003146159,0.0006669857,0.0006544011,0.0003523698,0.0004656315,0.0009438477,0.001856234,0.003190205,0.006852334,0.001038232,0.02740304,0.0009123861,0.0007299089,0.001484987,0.005260378,0.07348169,0.00146611,0.003995622,0.006682442,0.002227481,0.002026126,0.001938034,0.001849941,0.0009186784,0.001837357,0.005379932,0.001277341,0.007789889,0.00656918,0.002082757,0.01172888,0.006317487,0.001617126,0.003926406,0.01108706,0.02233773,0.01042008,0.006720195,0.04064208,0.02976266,0.00673278,0.02182805,0.003662129,0.1184025,0.04212707,0.1939041,0.1283381,0.004517884,0.005908486,0.0097468,0.007255042,0.2679206,0.3034093,1.157912,0.02419396,0.006437041,0.02909568,0.2489744,0.04522918,0.2297199,0.02845386,0.2938638,0.01750523,0.01060885,0.02310539,0.02115477,0.09701496,0.06882537,0.04970931,0.0204752,0.03446932,0.7441421,0.002995143,0.004266191,0.02994514,0.6694271,0.04416578,0.3915332,0.7250701,0.01291813,0.0143339,0.02816441,0.2494904,0.2593127,0.03201531,0.09035139,0.1713146,12.80021,17.8965,0.009048353,0.01044525,0.01960686,0.01987114,0.04736228,0.0259684,0.02472881,0.03294658,1.632756,0.02257684,0.02649066,0.04116434,0.0769928,0.04110142,0.1782362,0.09482523,0.1537276,0.1915067,1.402287,0.6408096,0.00640558,0.2656491,0.1325791,0.1530166,0.3182969,0.525484,5.427061,0.02052554,0.08159248,1.016524
"SBJ07C",0.00553585722819699,0.0048165483909026,0.000803933406387843,0.000416070798042831,0.000987286639423667,0.00127642058382631,0.0642229958945096,0.00075456907441666,3.57413983180444,0.00763736736068451,0.00893494408678419,0.00354012780707629,0.0074681182224976,0.00748927436477096,0.00434406121346414,0.0051762028095498,0.000564163793956381,0.00124116034670404,6.65981101653583e-05,0.000387862608345012,0.0014033574374665,0.001022547,0.001812376,0.001212952,0.06302415,7.052047e-05,0.0197951,0.0008462457,7.757252e-05,0.001586711,0.000451331,0.00540151187376222,0.001220004,0.0004231228,0.01275715,0.0002820819,0.04255205,0.02505592,0.005077474,0.01659347,9.167662e-05,6.346843e-05,0.000451331,0.002573997,0.0001833532,0.001346941,0.002397696,0.0005500597,0.002157927,0.001741856,0.001156536,0.0004936433,0.005190307,0.00113538,0.01104351,0.8965762,0.003039432,0.005669846,0.004555623,0.0289275,0.008652862,0.03661423,0.02700934,0.03894141,0.0434124,0.07805206,0.08779094,0.1156606,0.1221838,0.06921585,0.04062685,0.06430762,2.620386,0.01045113,0.00950616,0.01332132,0.02726322,0.006840486,0.01985857,0.3696049,2.044494,0.2620118,1.078166,1.985969,0.2130494,0.613648,0.06124703,0.1288268,0.5596646,0.1070219,0.008800955,1.229651,0.09039314,0.0998711,0.05214284,0.1198495,0.1228396,0.1562875,0.2823428,1.395925,0.06693803,1.641491,11.09771,3.956093,14.19461,1.79988,1.263551,18.61116,0.4522549,0.01289819,0.007827773,0.01490098,0.01040177,0.01539462,0.002609258,0.1063096,0.03175537,0.01224235,0.05805951,0.001269369,0.03045074,0.003131109,0.008490665,0.005514701,0.01252444,0.003913886,2.898448,0.04771415,1.926619,0.002122666,0.02946345,0.5632188,0.3579055,0.007637367,0.004400478,0.1155548,0.2325201,3.623638,0.05872945,0.002475269,0.08750886,0.03702325,0.1710827,0.0003596544,0.001438618,0.0007757252,0.1842488,0.01177692,0.6625399,0.007538639,0.008398988,0.01314502,0.0002186135,0.0004301749,0.0001410409,0.003152265,0.0009167662,0.000303238,0.00265157,0.001332837,0.001339889,0.001713648,0.005183255,0.002235499,0.006417363,0.0009097141,0.0008109855,0.003624752,0.001368097,0.1898482,0.002108562,0.01061333,0.000592372,0.000296186,0.0005147995,0.0008532977,0.000303238,0.0007193088,0.0003243942,0.0003455503,0.007757252,0.001078963,0.0008250895,0.001389253,0.0005500597,0.001043703,0.01820133,0.002355384,0.002038042,0.0009590784,0.003081745,0.002073302,0.001967521,0.2618778,0.001960469,0.00206625,0.1647358,0.02066955,0.02093753,0.03328566,0.01218594,0.002778507,0.02862426,0.004943485,0.001861741,0.125604,0.0917824,0.06516092,0.03621226,0.005091578,0.06744578,0.04614155,0.01315207,0.2587537,0.02384297,0.09888381,0.005535857,0.003596544,0.01012674,0.04544339,0.04707947,0.00957668,0.02801073,0.04303159,0.01558502,0.1244404,0.01705185,0.01443554,0.13901,0.3009814,0.116528,0.8101604,1.248114,0.02365962,0.01775,0.06200865,0.4671347,0.3245,0.01660052,0.03957609,0.09148621,2.614525,1.621802,0.01869498,0.006382103,0.008589394,0.01212952,0.01456953,0.009872866,0.01045113,0.01303924,0.569072,0.007743148,0.01205195,0.02105741,0.06958255,0.01459069,0.09394032,0.09329154,0.09477247,0.1692985,0.23752,0.2874132,0.000364845717306113,0.1065987,0.05467452,0.06824971,0.07941311,0.1669925,0.5763568,0.02746067,0.05851084,0.4541025
