"","Gemella_morbillorum","Streptococcus_anginosus","Pseudobutyrivibrio_xylanivorans","Streptococcus_milleri","Roseburia_intestinalis","Prevotella_ruminicola"
"2019_Thom_Mean",100,76.8987526724838,67.0520081365848,78.6909959937652,68.3333113544067,78.8776111472626
