"","Gemella_morbillorum","Parvimonas_micra","Fusobacterium_nucleatum","Dialister_pneumosintes","Porphyromonas_asaccharolytica","Prevotella_ruminicola"
"2014_ZellerG_Mean",72.2246122403098,100,54.4348152912986,75.2342808096023,73.3579167636293,60.9707938852621
