"Gene1","Gene2","adenoma_cor","adenoma_pVal","CTRL_cor","CTRL_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes"
"Ruminococcus bicirculans","Erysiphe pulchra",-0.0547701397297264,0.306895883223238,0.0680035492072266,0.119649840416761,1.77484714642833,0.0759231292617281,0.112152777777778,0.764299505394499,"0/0"
"Streptococcus salivarius","Leucoagaricus sp. SymC.cos",0.117327302137281,0.0281832579609778,-0.00501737548014677,0.908691461982596,-1.77418160858607,0.07603311531267,0.11235119047619,0.764299505394499,"+/0"
"Bifidobacterium catenulatum","Erysiphe pulchra",-0.087349904766978,0.102797335083903,0.0351145806801572,0.422029072882265,1.77150399633817,0.0764769287156368,0.11264880952381,0.764299505394499,"0/0"
"Escherichia coli","Trichoderma atroviride",-0.06412625422137,0.23144976715292,0.0579646145031688,0.184811339469812,1.7648905521397,0.0775821618558526,0.113293650793651,0.764299505394499,"0/0"
"Roseburia intestinalis","Edhazardia aedis",0.146741766803677,0.00595280058974645,0.0258301322883369,0.554835029751738,-1.7609771981013,0.0782422624006379,0.113690476190476,0.764299505394499,"+/0"
"Streptococcus milleri","Moniliophthora perniciosa",0.105210009735111,0.0492155819089422,-0.0148874321103786,0.733615770782451,-1.73955718604583,0.0819368025679779,0.117013888888889,0.764299505394499,"+/0"
"Fusobacterium periodonticum","Leucoagaricus sp. SymC.cos",0.112828425344348,0.0348568526114923,-0.00716125547907501,0.869970491511421,-1.7393108309267,0.0819801032067085,0.117013888888889,0.764299505394499,"+/0"
"Porphyromonas asaccharolytica","[Candida] arabinofermentans",-0.12300203007727,0.0213536806422989,-0.00323643559315963,0.941026702437731,1.73814607028875,0.0821850788857238,0.117212301587302,0.764299505394499,"-/0"
"Ruminococcus bicirculans","Cordyceps sp. RAO-2017",0.0518511494593581,0.33343066910643,0.170370085484837,8.74235164705084e-05,1.73465941997911,0.0828011480143542,0.117708333333333,0.764299505394499,"0/+"
"Adlercreutzia equolifaciens","[Candida] arabinofermentans",0.0375929749265764,0.483282996251123,0.156045603034185,0.00033202495728557,1.72845455762765,0.0839067614044843,0.118551587301587,0.764299505394499,"0/+"
"Romboutsia ilealis","Paracoccidioides brasiliensis",0.00173389160661689,0.974215165547597,0.120859821704932,0.00555734433960087,1.72844433072318,0.083908593502649,0.118551587301587,0.764299505394499,"0/+"
"Pseudobutyrivibrio xylanivorans","Schizosaccharomyces pombe",0.0102833108049613,0.847977218742749,0.129003481486117,0.00306464892574621,1.7244458838999,0.0846273803689016,0.119097222222222,0.764299505394499,"0/+"
"Gemella morbillorum","Pneumocystis murina",0.175290968459148,0.000990552537350364,0.0583037821708893,0.182250360350673,-1.71444874092586,0.0864463434702639,0.120535714285714,0.764299505394499,"+/0"
"Bifidobacterium pseudocatenulatum","Baudoinia panamericana",0.121470761911811,0.0230380747631687,0.00333020325110084,0.939321340029648,-1.71434936247286,0.0864645824657934,0.120634920634921,0.764299505394499,"+/0"
"Escherichia coli","Baudoinia panamericana",-0.0662432145143676,0.216376069273341,0.0523028465966009,0.231551711021609,1.71359359567406,0.0866033905707364,0.120734126984127,0.764299505394499,"0/0"
"Ruminococcus bicirculans","Pseudocercospora musae",-0.0414396228664624,0.439627128628019,0.0761769286573244,0.0811927755960102,1.70055915450353,0.0890257995645481,0.122569444444444,0.767709048921014,"0/0"
"Porphyromonas asaccharolytica","Rhizophagus irregularis",-0.138184000301995,0.00964323156140101,-0.0224085406934138,0.608451791427804,1.68429242599831,0.0921251684312328,0.12514880952381,0.767709048921014,"-/0"
"Prevotella intermedia","Phytopythium vexans",0.183862058616439,0.000546315282588861,0.0700458677132475,0.108913361965515,-1.67208900512328,0.0945067723851376,0.126736111111111,0.770681519052758,"+/0"
"Clostridium beijerinckii","Tuber magnatum",0.00604845302377816,0.91022683231639,0.120972916607996,0.00551286953299535,1.66780911001968,0.0953536268578358,0.127380952380952,0.770681519052758,"0/+"
"Butyrivibrio proteoclasticus","Coniochaeta ligniaria",-0.137701454112548,0.00990178110744289,-0.0233134647330939,0.594048962807153,1.6641189437427,0.0960886620531287,0.128125,0.770681519052758,"-/0"
"Romboutsia ilealis","Colletotrichum fioriniae",0.105135384484473,0.049377615593631,-0.00877892943363882,0.840952744347102,-1.65026399064385,0.0988889538591267,0.130357142857143,0.770681519052758,"+/0"
"Pseudobutyrivibrio xylanivorans","Coniochaeta ligniaria",-0.12640901757826,0.0179846326463717,-0.0130285725698279,0.765838111052431,1.64672748086369,0.0996140730401514,0.130952380952381,0.770681519052758,"-/0"
"Streptococcus equinus","Trichoderma atroviride",0.157824277602617,0.00307004668960476,0.0452966427020277,0.30023274525292,-1.64336934274088,0.100306539137332,0.131299603174603,0.770681519052758,"+/0"
"Porphyromonas asaccharolytica","Lipomyces starkeyi",0.107138797887752,0.0451792497065224,-0.00568224094968407,0.896655661031795,-1.63480708300742,0.102089495487484,0.13234126984127,0.770681519052758,"+/0"
"Bifidobacterium pseudocatenulatum","Hyaloscypha variabilis",-0.0485920053524033,0.364747107210614,0.0643166406448082,0.141104392124556,1.63194796673042,0.102690448054564,0.132837301587302,0.770681519052758,"0/0"
"Bifidobacterium bifidum","Trichoderma atroviride",0.011046187973313,0.836851631754871,0.123361898656646,0.00464523422422203,1.63066257026813,0.102961538578809,0.133134920634921,0.770681519052758,"0/+"
"Escherichia coli","Colletotrichum fioriniae",-0.0725296000638621,0.175789299336635,0.0401602376382374,0.358428411082947,1.62910643895967,0.103290488378617,0.133680555555556,0.770681519052758,"0/0"
"Bifidobacterium longum","Colletotrichum salicis",0.0434270745889636,0.417985029903943,-0.0686517211809158,0.116156354706505,-1.62008667612106,0.105213659131731,0.13531746031746,0.770681519052758,"0/0"
"Parvimonas micra","Tuber magnatum",-0.0450539541106093,0.400743664804059,0.0670172528921569,0.125122525411105,1.61991408854028,0.105250733018172,0.135416666666667,0.770681519052758,"0/0"
"Lactococcus garvieae","Erysiphe pulchra",-0.0212273344120429,0.692288718432938,0.0906856054210801,0.0377833669950518,1.61938895771802,0.105363601194282,0.135416666666667,0.770681519052758,"0/+"
"Streptococcus anginosus","Edhazardia aedis",0.117222301736341,0.0283255253275214,0.00588639407256801,0.892964579643579,-1.61522045702336,0.106262961971446,0.136210317460317,0.770681519052758,"+/0"
"Romboutsia ilealis","Trichoderma atroviride",0.118761525714349,0.0263005479864935,0.00868579732803822,0.842617902182826,-1.59733828187071,0.110190321832679,0.13859126984127,0.771438480970611,"+/0"
"Bifidobacterium catenulatum","Phytopythium vexans",0.0122039080150097,0.820030354989337,-0.0972711431898304,0.0258314191803661,-1.58500236826104,0.112965796189383,0.140128968253968,0.771438480970611,"0/-"
"Escherichia coli","Phytophthora capsici",0.128665834030079,0.0160171066345731,0.0206735359320584,0.636490264170386,-1.56944332166438,0.116544676343574,0.142559523809524,0.776547955161665,"+/0"
"Streptococcus milleri","Sphaerulina musiva",0.0710611613166853,0.184722437323186,-0.0373633800474073,0.392905354882311,-1.56735585521404,0.117031536370541,0.143005952380952,0.776547955161665,"0/0"
"Streptococcus equinus","Aspergillus ochraceoroseus",0.0913841025748793,0.0878038969650587,-0.0157098038872151,0.719504565259471,-1.54987135737105,0.121172395629263,0.145982142857143,0.776547955161665,"0/0"
"Bifidobacterium longum","Tuber magnatum",0.129392622862515,0.015424919863573,0.0228870849761955,0.600815894863639,-1.54814078502166,0.121588404418602,0.146180555555556,0.776547955161665,"+/0"
"Porphyromonas asaccharolytica","Phytopythium vexans",0.186436072502636,0.000454533117453026,0.0816392155236471,0.0615877698295479,-1.54222182621929,0.123019697938411,0.147172619047619,0.776547955161665,"+/0"
"Pseudobutyrivibrio xylanivorans","Moniliophthora perniciosa",-0.00945318406596285,0.86011784102174,0.096548924112413,0.026959004868262,1.53475843544326,0.124843176030836,0.148958333333333,0.776547955161665,"0/+"
