"","2014_ZellerG-Median","2014_ZellerG-low-CI","2014_ZellerG-high-CI","2015_FengQ-Median","2015_FengQ-low-CI","2015_FengQ-high-CI","2016_VogtmannE-Median","2016_VogtmannE-low-CI","2016_VogtmannE-high-CI","2019_Thom-Median","2019_Thom-low-CI","2019_Thom-high-CI","2019_WirbelJ-Median","2019_WirbelJ-low-CI","2019_WirbelJ-high-CI","2019_Yachida-Median","2019_Yachida-low-CI","2019_Yachida-high-CI","2021_JunY_1-Median","2021_JunY_1-low-CI","2021_JunY_1-high-CI","2021_JunY_2-Median","2021_JunY_2-low-CI","2021_JunY_2-high-CI"
"Trametes pubescens",1.72398425219168,1.65828185247461,1.79273279392849,1.02495088411848,0.972187304527103,1.08332619766058,1.43338426676438,1.36182113004262,1.5110844080209,1.33335558827536,1.26669758204297,1.41662587340686,0.467950507889755,0.432898377786261,0.505455976735279,1.32288372482612,1.29993072905792,1.34764846425055,1.22133676429189,1.17996775944775,1.26467204694734,1.86230737817091,1.80796161845328,1.91763838389489
"Trametes coccinea",1.5431733880282,1.48486847807329,1.61115156717925,0.975533631915439,0.918306042489669,1.02980243508105,1.14285748330513,1.08328680714689,1.20838161089969,2.08338657014176,1.9500506791959,2.24110488356648,0.837502111434622,0.77501254516325,0.90341863595567,1.27407105497402,1.25708273445747,1.29166385414565,1.17008997458539,1.13328521062162,1.20833896779464,1.00859766032759,0.983268849541984,1.03428709353347
"Trametes cinnabarina",2.17849972397918,2.08329206315061,2.29160765081478,1.38542507028606,1.29759129474559,1.49996564651045,1.36509201993135,1.28034419905741,1.44997974484396,1.94993033760012,1.80556713713239,2.07405735382764,0.909178507848995,0.815116620827824,1.01895835984938,2.35002885388706,2.29484760332317,2.40907605197467,1.65003587276513,1.57852549127933,1.72768970905694,1.9399903196072,1.86666308803871,2.01670328324021
"Trametes versicolor",2.03416382594666,1.94198540886729,2.13390222003293,1.24174107221702,1.16663473782931,1.31244072397468,1.25092275542606,1.18449398613391,1.3269347294027,1.57146737331277,1.49404190289201,1.65550361162041,0.725708655850552,0.668492943513665,0.791633373882086,1.41459107367918,1.38925515664498,1.44046788031597,1.13209552006749,1.09648422812202,1.16848747968399,1.24969787667656,1.21575295539482,1.28422187531906
"Jaapia argillacea",1.25007180159092,1.20831294810408,1.30547417195701,1.4158196060021,1.34996198367331,1.48613031528877,1.20711121544414,1.14283447218678,1.27085701476528,2.01789731258533,1.90185266476472,2.16671072034635,0.961052924436907,0.888913638928968,1.03941948158853,1.58822821619527,1.56038040990143,1.61820482102929,1.05047675832178,1.0178224955598,1.08338974132009,1.22381293737584,1.18890833544937,1.25953178008322
"Plicaturopsis crispa",1.52838246999387,1.4707976698973,1.59084849299747,1.33933407939322,1.2555310013848,1.43051746526212,1.07953333541583,1.01391084868412,1.14731728733139,1.37497076084956,1.28648258349486,1.47722163985425,0.423355329345396,0.394304235342406,0.452772491964177,1.63177382985311,1.59997411232555,1.66665395245424,1.29799869981161,1.26077696520728,1.33460041439767,1.65475183996595,1.61032870471122,1.70005815307615
"Piloderma croceum",1.19443865032415,1.14721844750467,1.24406325191871,1.35420941535254,1.29163362626825,1.42504779638316,1.33330261204128,1.2500043377909,1.41962636609679,1.33541079536661,1.27503292899431,1.40914369482399,0.483493277547687,0.454778718219954,0.514293868087262,1.18161488175449,1.16376782183861,1.19997586367678,2.69172170501456,2.52420521866809,2.86987718315507,1.47424513837973,1.43451242679882,1.5147729192152
"Fibularhizoctonia sp. CBS 109695",1.34033012658842,1.29625557554754,1.38695287631452,1.63636512630627,1.5277944084023,1.75069288633167,1.038114931244,0.990421355917613,1.08930476369121,1.33338358898433,1.27588339931299,1.39568745525355,0.552554244692726,0.519449072010049,0.587538613421418,1.46538669939584,1.44264744951046,1.48937728287505,1.02306238218693,0.992989841742569,1.05401501079983,1.51785061262508,1.47995905634779,1.55677306192423
"Serpula lacrymans",1.00004306037953,1.00007589037472,1.00004668342731,1,1,1,0.999955308350497,0.999982421924859,0.999931844835593,1.00004891708353,0.99996928369838,1.00003072241075,1,1,1,1.00003158211806,0.999964545038594,1.00008806471026,1.00003741044664,1.00004285489894,1.00001889811945,0.999997277514252,0.999984482833754,0.999946028648125
"Coniophora puteana",1.57597055930682,1.51675193975796,1.63658345374837,1.02770034479532,0.979179605550087,1.07794905545576,1.09995171761276,1.04808716152118,1.154412178566,1.47500800043963,1.40134642857018,1.55426916774626,0.722776468799675,0.67273881707602,0.777828946336949,1.67691209509044,1.64860511884363,1.70610179947514,1.18283657509858,1.14429386833051,1.22221088115801,1.48062485340693,1.43746543418687,1.52568785650598
"Hydnomerulius pinastri",1.26668391245948,1.21669922801912,1.32850747466567,1.98338196746302,1.76730621103333,2.12496980107628,1.04170807597572,0.977345298871291,1.11434667614402,1.99997511525435,1.8666487292586,2.11538816966536,0.618303124472428,0.562467937964448,0.687453393757159,1.4445277408831,1.41671675878603,1.47055384038507,1.19791184654029,1.16174847931446,1.2362725560206,1.50563797462729,1.46237200976096,1.55143201967471
"Paxillus involutus",1.33333015289854,1.28332526537949,1.38328781226956,1.13100227257504,1.07581963388686,1.1901354081459,1.34950970118913,1.27500096145904,1.42496023318101,1.32504800094412,1.25000114763491,1.40445191127142,0.750031529373124,0.691937268684883,0.81702372171176,1.44794506858298,1.42107119229855,1.47613502947554,1.20834529976908,1.16445671025147,1.25556299975332,1.41663452839202,1.37335091737822,1.4594638432867
"Paxillus rubicundulus",1.4867933208255,1.44279740267117,1.53169165129276,1.4899911738626,1.42308038718589,1.55557760734441,1.26489779521115,1.21530592267402,1.31669695776755,2.01093832634041,1.91272773720198,2.1249237890374,0.805022103675873,0.761306443375956,0.852419771234998,1.23119715638052,1.21532725368414,1.24844716963822,1.24009530300055,1.1922860047167,1.28913373675242,1.2499939916008,1.22134973556056,1.27890972995531
"Pisolithus tinctorius",1.50569754634623,1.45553650318556,1.5635696659069,1.10781282688959,1.06255176261713,1.15622702418476,1.10758141729426,1.04994290802672,1.17142897874678,1.60006836061078,1.52782226641849,1.68742629931018,0.563489376987008,0.523273012296542,0.60391834255678,1.75000647422174,1.72228745194817,1.78573973075847,1.65123903012142,1.59898486298519,1.71030070913438,1.04532473151249,1.0208542448581,1.07048845405635
"Pisolithus microcarpus",1.34844298158155,1.30492634673681,1.39285379827781,1.45234015901701,1.38888711823832,1.52066542781915,1.18211957259811,1.13305096379978,1.23278161426069,1.22999250555839,1.17036520764332,1.29367131356405,0.483807404213861,0.451811701992932,0.518759653919455,1.2374054950386,1.22044039671568,1.25431623315298,1.14769616197209,1.11113067793771,1.18584301133965,1.26622187812987,1.2406187066319,1.29239595593493
"Scleroderma citrinum",1.14276903313964,1.09805535287759,1.18754598579709,0.824943944530868,0.794121368575843,0.854157956178881,1.26925266080256,1.20552864893269,1.33333627165845,1.51389590759757,1.45002626061358,1.59370111470229,0.646986712558874,0.610177790503041,0.687209616474492,1.57005496461662,1.54384269055786,1.59720414337988,1.1834879869636,1.15001448317377,1.21708030832521,1.27356534535433,1.24073092914552,1.3076633816426
"Suillus luteus",1.42415945387676,1.37508382822768,1.472266121712,1.35720640728541,1.29541933558859,1.42499805587638,1.56027321120554,1.48575164221004,1.64141914627349,1.89995815863387,1.79996283036955,2.00967648372344,0.393404408563804,0.371484815218914,0.417829208016373,1.32499074059995,1.30561818246113,1.34296165259667,1.06242100606527,1.02281571153261,1.10450884565804,1.46017910428717,1.42159189200152,1.50002175710199
"Rhizopogon vinicolor",1.64427014610671,1.57205167968041,1.71672720516109,1.99994946092346,1.83639487130692,2.12494315519776,1.1923222487746,1.12362688887115,1.26284948347862,2.25005181808291,2.08336342090021,2.49997279866088,0.588383204152536,0.541588468473767,0.649977007473121,2.04091471559278,2.00294820934316,2.07507085170868,1.44722792117361,1.39999699019405,1.50008110808595,1.47620823230832,1.43390496451034,1.51807107264658
"Rhizopogon vesiculosus",1.1166331951629,1.06667237732774,1.17036094594145,1.61286879175188,1.4946467379392,1.75265091010047,1.06549796044045,1.00001562185756,1.14281579043149,1.95457322539032,1.81666890328343,2.08340056237241,0.452323701766089,0.405338440643886,0.504161062114471,1.31664387561972,1.29068016010983,1.33933862139114,1.32753271788712,1.26242470502095,1.38156541078066,0.979210133882196,0.950035816178972,1.00880750558488
"Schizophyllum commune",1.91667220020986,1.83336253708169,2.00004900411624,1.17226245533191,1.11134730576339,1.23810584689016,1.04293321070801,0.992114835807703,1.09996068683694,1.87862036827866,1.77199875196676,2.00002871268525,0.708276968476178,0.654729345974237,0.76690328783399,1.33335211353415,1.31248206546902,1.35417202272468,1.07390789770642,1.03596244244457,1.11358353126648,1.27375639749787,1.24354722415526,1.30482330795877
"Amanita muscaria",1.10004889166633,1.04993723801175,1.15717892470313,0.908315319776039,0.862137099600364,0.955560143178091,1.34994537706422,1.26668236303875,1.44439670393278,1.87500711586699,1.70837738957462,2.02770916345917,0.456369327830338,0.425639826074962,0.492423223322453,1.56252342205143,1.53204076020558,1.59475476803867,1.22725266977864,1.16941247348352,1.27779308511504,1.04468858662624,1.01613744440367,1.07301301536984
"Amanita thiersii",1.06669163168282,1.03535382396299,1.09992739185286,1.39705324841471,1.32957380134735,1.47504594167541,0.844033183999848,0.806689545033056,0.88431005010458,1.44440217655121,1.37142344821312,1.52379557229989,0.464324586368311,0.439522669609172,0.490496385121155,1.33581340275184,1.31530739250661,1.3601865073942,1.24999659580982,1.20929998655082,1.28769030589016,1.27952616398192,1.24076677679295,1.31856575300049
"Hebeloma cylindrosporum",1.41873188229054,1.36362910531273,1.48267860158191,1.45712046283264,1.37503674431806,1.54329444228789,1.11254140042071,1.05295237367235,1.17052235765627,1.36533030277717,1.2916267788947,1.44441345800377,0.666600232867064,0.59994991484324,0.742364455625696,1.30884276846166,1.29088254543627,1.33072902905531,0.993806475462221,0.961920718241986,1.02472571870654,1.14883431558109,1.11801395805819,1.18000732687736
"Fistulina hepatica",1.1904998048021,1.14286359038591,1.23967712910789,1.22217764707193,1.16024343301691,1.29171469579589,1.20350006327489,1.1277794876249,1.27779598979328,1.41666157554992,1.33332161090687,1.50913279008817,0.45001244113954,0.424107934617778,0.479110739066257,1.28452801169563,1.26174272285018,1.30646203374046,1.02673934204986,0.995824875362305,1.05956894948142,1.2941253178114,1.26069358093393,1.32935704641932
"Laccaria bicolor",1.41663857899762,1.37454081543701,1.46023063457516,1.53162944373456,1.46589731392954,1.6000002720096,1.49996235275605,1.42469214166331,1.57412032946441,1.79164863398683,1.69316797018806,1.89586302651161,0.744025093700498,0.694474848602211,0.796175766252108,1.28573511046025,1.27081704954586,1.30091893594973,1.40404773954617,1.36359133513307,1.44550707830274,1.30666290371713,1.27675617604555,1.33681636713022
"Laccaria amethystina",1.22504354801248,1.18463637098844,1.26926919685978,1.88629724113941,1.73685982416187,2.04548643512711,1.42363681956558,1.3332444496363,1.52083094157977,1.75003665058495,1.642805140612,1.87499541850424,0.719688566739847,0.666681900073714,0.778084745708545,1.55558691689312,1.53129876901565,1.58328221585946,1.22807086338379,1.1834033643369,1.27272940372782,1.29406904969144,1.25214537685939,1.3363342300848
"Pleurotus ostreatus",1.39991806627695,1.34551183237327,1.45241713835648,1.09999212584482,1.04543597585703,1.15903508770818,1.11108911425984,1.0547983432891,1.17000867583459,1.91247523975328,1.79758791976406,2.02775810468376,0.536999574818293,0.502239029941682,0.574267320226965,1.19048548369707,1.17254980062817,1.20834097128619,1.04165810521094,1.01003457242449,1.07145711856956,1.03121070288819,1.00267681720172,1.06016350109727
"Coprinopsis cinerea",1.5163618457976,1.4565410764415,1.5800272232875,1.73935364079257,1.62502969707524,1.85757417040898,1.16426291442365,1.10282198034118,1.22917267447662,1.52887697943511,1.44998671897763,1.61369312930442,0.483285771810086,0.455314496864102,0.513590761520271,1.19008017736639,1.1703845905821,1.21027185527278,1.35578545890698,1.31253124736598,1.39993520739805,1.39545973575047,1.35713732864764,1.43482756128349
"Moniliophthora perniciosa",3.37495409183753,3.17858262593503,3.5605470148405,1.58745285620611,1.50002828918338,1.67860267115594,2.79993990402507,2.55004709190138,3.09652605131786,3.33340096471156,3.03329758336942,3.66667328222496,0.4741244585441,0.435063748327712,0.520880785327605,3.43560425034209,3.35000886323753,3.52143097755525,2.48760356904318,2.37497152433502,2.59994059426905,1.39092799324489,1.35267807043805,1.42863240860816
"Moniliophthora roreri",1.1451902991758,1.10424444556195,1.18744939731023,1.24687025551811,1.19448249714835,1.30006505149295,1.10632350127881,1.05500920324928,1.16116303176779,1.53444390611546,1.45447556756813,1.61890983647703,0.510438553270011,0.483380052125906,0.539697000504959,1.38332479207548,1.36397022702355,1.40260657596015,1.12681884465717,1.09175821898437,1.16344480245358,0.912094614638586,0.890771144531273,0.933925858707675
"Hypsizygus marmoreus",1.53575843990789,1.4722257627685,1.60575887097171,1.10580968601927,1.05561034143392,1.15908966483018,1.14120155473107,1.08336734167389,1.20373788124247,2.04997341805344,1.92221063045468,2.1750079131094,0.69044491585018,0.645282124156842,0.741533679277092,1.14166115857063,1.12418190539897,1.15940448796671,1.23074093508376,1.18911862553644,1.27505615007487,1.26990151241214,1.23534268278781,1.30498736153719
"Termitomyces sp. J132",1.02415808594771,0.992142407819888,1.05761106797521,1.32062426770754,1.26390137584179,1.37759893665284,0.972010305347008,0.932710184711446,1.01243562722549,1.57706983595267,1.49992236891712,1.66382435530692,0.425555600276429,0.400057667116555,0.452088648697135,1.3066020388621,1.28791969704162,1.32501934117291,1.01502437185388,0.986203717605096,1.04461060067206,1.21292433522298,1.18517951234386,1.24143049341737
"Gymnopus luxurians",1.28526312579539,1.24292711337631,1.3279930761256,1.04348875133977,1.0014061632141,1.08698123913528,0.937565756731059,0.886436061600806,0.995412260995208,1.64286136834457,1.56254618228673,1.73805142580722,0.591077522666986,0.557604380920314,0.625956517809157,1.31387266705559,1.29346729686842,1.33337165530876,1.17586696381891,1.13679936082115,1.21547382915067,1.05089743414698,1.02383003281389,1.07929043087515
"Lentinula edodes",1.04684124728443,1.0123103416796,1.08330771223868,1.01783138969366,0.968741529538624,1.07066150651609,1.24577553781206,1.18037605849406,1.31425234904573,1.20829015536939,1.15001709224728,1.26786509839241,0.516160216271613,0.483302597994631,0.550034226909919,1.1573465755641,1.14121483424153,1.17415335686077,2.16385499104942,2.05925649536253,2.27160871791498,1.69714643098888,1.65049969282107,1.74531108965317
"Cylindrobasidium torrendii",1.19582208237252,1.1518633780056,1.24264018142023,1.18687208388526,1.11766013063154,1.25639872423499,1.43412174901913,1.36108699666008,1.50789966601436,1.428415540024,1.35854103334411,1.49997265202386,0.544597918270051,0.506912824539757,0.585878941055414,1.6560221381807,1.62502255692279,1.68718379706017,1.43847151698675,1.39230843348182,1.48932554638997,1.26463280542753,1.22920087373042,1.30049279451246
"Armillaria solidipes",1.59993610099813,1.5256322372773,1.66880476200681,1.30316286945234,1.21872776639634,1.39388621063587,1.63333644898613,1.51582827469651,1.75002122035024,1.09090763732024,1.00496738785199,1.174932507879,1.12502880173299,1.00456264574088,1.29858056371957,1.23892452797811,1.22139535857153,1.25660201714629,1.15913142981641,1.11604738766048,1.20001617030159,1.41304435368416,1.37311934961325,1.45563300441976
"Armillaria ostoyae",1.53183249663013,1.47613685390829,1.59715837939561,1.66662680887407,1.55556882018387,1.78005481743901,1.38896722753952,1.30352892514733,1.49998003469516,1.56249446648568,1.47777116411078,1.66784302917373,0.54171194577846,0.503878584945677,0.583368381947828,1.66673173718155,1.62502948334009,1.70089619441497,1.27142761700511,1.22165250436603,1.32320539401088,1.32288398111669,1.28134919118749,1.36638425809908
"Armillaria gallica",1.07490816953391,1.04072198796985,1.11058256519939,1.16031845627732,1.10982268371439,1.21214433422844,1.14162739712937,1.08839029012121,1.19648342516196,1.46110552743231,1.40781561753199,1.51518681157075,0.619702827276167,0.577950250628629,0.66341437762668,1.31416275747029,1.29540960696124,1.33329487964865,1.21147485856386,1.17364936717964,1.25000402064472,1.39093915833325,1.36056053164364,1.42222888841964
"Hypholoma sublateritium",1.53465967813012,1.48618931991181,1.58333408391719,1.55547657735005,1.48792496820972,1.62884432296499,1.1692725748854,1.12035762265769,1.2222619534627,1.65381217686513,1.56662224088153,1.7499957147082,0.450907385477537,0.427584286069491,0.475897917952795,1.2972474148467,1.27971878591194,1.31483038209857,1.07454991927533,1.04480715294677,1.10485396561812,1.2250292697302,1.19678411965161,1.25400037671225
"Galerina marginata",1.26360514425648,1.21665881720122,1.31295820880532,1.16389841713604,1.10561168413987,1.22560339721591,1.05265191128673,0.999971254123199,1.11071127358496,1.26288224281438,1.20245155798342,1.32505923648143,0.641675548363843,0.598180058014162,0.688881898349815,1.20640888818925,1.18853342654112,1.22436886421451,1.14508125366975,1.10533664948138,1.18688663256661,1.51944440794216,1.48264103288698,1.55688247686304
"Agaricus bisporus",1.23749285248735,1.18445188913081,1.28964892873415,1.33331550222709,1.25008283460762,1.40002061545863,1.13337479287661,1.05549391625949,1.22317385055574,2.4999950848137,2.33327534382326,2.66659501041915,0.854708532150982,0.791659670319883,0.916637125036929,1.54167040902866,1.51345260768846,1.57141012066912,1.08339911231993,1.0384714173395,1.13332072098738,1.31817188941161,1.27925704435229,1.35710025016448
"Leucoagaricus sp. SymC.cos",0.870787450008014,0.843776949493708,0.898884502180291,0.895084693775833,0.861948823734006,0.929589964546238,0.999992200216359,0.954154178301852,1.04679904686481,1.26939189946207,1.2143502940327,1.32541225023834,0.433009071873747,0.410700507417741,0.456839797199191,1.39396607104461,1.37493980954083,1.41326098090869,0.928613477276954,0.90364885827206,0.954510907501403,0.88692434529776,0.867548369250078,0.906733883974525
"Protomyces lactucaedebilis",2.57140459223133,2.38458180547333,2.78459361178603,3.4528940918611,3.00004259131632,4.00004257811269,1.96158547786021,1.67552349137916,2.16666383273061,1.85602235282492,1.66671884052735,2.08335694221357,0.648207749954175,0.565477429905414,0.7558051166789,3.25005950085822,3.08331062927175,3.44687701158185,2.45239415157336,2.25523122214387,2.58887569310919,1.89486800750265,1.78307148603034,2.00391716558521
"Neolecta irregularis",1.13328797265956,1.08331397787499,1.19599980461341,1.54279887288431,1.44100204312125,1.67034041609625,1.29171895288973,1.20007360215465,1.3785564788525,2.12503021397204,1.925013128052,2.37143739190222,0.526228399600241,0.500046836871627,0.574924510925038,1.58333151234477,1.55002519341349,1.61112560275263,0.966613438568725,0.931823115943558,1.0000732030528,1.15621201642437,1.11840972732204,1.19411865836178
"Saitoella complicata",1.0262641223973,0.974309625756983,1.08292418691064,2.09451091863831,1.9243990397879,2.2857302212351,1.09345767623099,1.03586521282712,1.15787254924697,2.95829724557753,2.74448236769049,3.1666986309527,1.4356544485911,1.25002745596477,1.65396934335935,2.16670591398945,2.12496909537138,2.21666400337279,2.30564411662213,2.17121441709518,2.43631880490156,2.55314459746358,2.46707237487176,2.64362828287901
"Schizosaccharomyces pombe",0.819991380534488,0.785734469787114,0.855749940933634,0.89342573234349,0.850037999710862,0.939553844008084,1.12631565697181,1.05330089386934,1.21052713273511,1.6738947277303,1.56666193565365,1.79164401338733,0.493781245057655,0.453997422360385,0.532023474770204,1.53073756707325,1.50385315144819,1.5567840350068,1.10572587269857,1.05824799818166,1.15661572436923,1.09447658521473,1.06248127727508,1.1267740697633
"Pneumocystis jirovecii",1.4237867551826,1.32106366209056,1.54691427094469,1.16227028599076,1.07142149985473,1.25739910224341,1.56601532611668,1.41670124327298,1.72225848085562,10.3333469246318,10.0017827187786,11.5000400295946,0.601900453366429,0.544089451472034,0.674338993896903,1.76858745981986,1.71164113362182,1.83867470700178,3.5945394414439,3.35938795343346,3.85993420902501,1.75332995992513,1.65730626249656,1.85454987141544
"Pneumocystis murina",0.728019261454875,0.696476466395524,0.761341419266486,1.40735611294334,1.32147058181165,1.50002839632534,0.999961192129772,0.924984779654595,1.06335981564765,2.75004811335814,2.43751024866254,3.21421433745539,0.551489638000031,0.503138425902186,0.61583615046817,1.67465840422726,1.63889213695,1.71370026093689,0.861586019502027,0.825666971131998,0.899598421494796,1.08933202931178,1.05468532172491,1.12447153370488
"Pneumocystis carinii",0.807396977643494,0.769247292815848,0.847349163144736,1.81250192832674,1.67455218937122,1.9643524458197,1.320906254003,1.23685178815817,1.41386860378115,2.42857810722641,2.18752146954372,2.69647978135813,0.904589493422033,0.814640433397766,1.00753009574013,1.28972671837518,1.26805299667073,1.30995137614186,0.993425911301,0.954319086233868,1.03371305409288,1.06413935137445,1.03252290877243,1.09718386964075
"Tortispora caseinolytica",1.46078377758555,1.39996403824049,1.51980882851828,1.47923375829158,1.34998001671153,1.58331261531763,1.18753096964727,1.09621150419139,1.28393830178375,2.21935368352736,1.98335927311161,2.50103890013595,0.934042367990638,0.835365828263751,1.034460127927,1.74998847430489,1.70382944387059,1.77771738758466,1.46661512343048,1.39819701090019,1.53332324557799,1.35256902280028,1.29997836531339,1.40554826250328
"Yarrowia lipolytica",1.03129943844117,1.00004126392405,1.12538593656247,14.2499806971436,12.5675655880984,16.2799740613624,0.97618234134602,0.864961003175168,1.00004303122779,1.00002533725987,1.00005590999532,1.00003376136583,0.649935620860453,0.570925801596034,0.763764573903436,2.53658882526158,2.36959201553306,2.73122362419213,3.9106702186574,3.42553874288332,4.50562000298703,1.65695626876104,1.57002579632712,1.76313207663956
"Sugiyamaella lignohabitans",0.895040935210671,0.847764162545905,0.944189701386363,1.07530916595969,1.02198962746624,1.13285652192265,1.10465761970957,1.03664429867961,1.17834443544899,4.55834013313144,3.80765756163586,5.28567249972492,0.758929969380221,0.688564047180554,0.833330107434068,1.88118987889419,1.83924933761071,1.92667536495785,2.59560752697129,2.46357649757883,2.73762491296048,1.29024841028358,1.24747133043838,1.33462090057922
"Lipomyces starkeyi",1.07960909354525,1.03334201859878,1.12608643255019,1.46159580731566,1.37503274848235,1.5539112448675,1.28258359497321,1.21996596783832,1.34910012484215,1.27228986174108,1.18752169488155,1.3604303707403,0.413947818750443,0.375017808702527,0.458048013267145,1.49996773757655,1.47024845236535,1.52774276429695,0.96649989536897,0.926410787722102,1.00750212041829,1.09997558594118,1.06501428342008,1.13679545656895
"Metschnikowia bicuspidata",1.18835134130219,1.14421206885994,1.23425880955519,1.26116588752203,1.17860348624233,1.35664206995346,1.15242995111888,1.08351297772406,1.227223919452,1.67140586149298,1.58335089254425,1.77597876224964,0.785769524339982,0.726166604373424,0.849674487804054,1.53575045512091,1.50627971270372,1.56256979132428,1.25558680161473,1.21025553973882,1.30610656521721,1.33336268921087,1.30359715919207,1.36707414951576
"Clavispora lusitaniae",1.35710123734575,1.29828207292815,1.41668774470583,1.45828747028392,1.36860675923069,1.53451872590844,1.30766223940674,1.2272839058136,1.39289330981895,2.52769618126736,2.34491174259695,2.79168935720419,0.749997872930304,0.666680265327423,0.821271311634235,1.75786281429459,1.73529689862593,1.80003302343111,0.962183381588819,0.921379580497675,1.00264527170398,1.4011356207277,1.35448485316541,1.45193163946575
"[Candida] intermedia",1.41671725947033,1.35331243670595,1.4834325875775,1.79115954985032,1.67034144912861,1.91668305277806,1.23943656159716,1.13636859468384,1.34853970734953,2.90625710974615,2.74995330239099,3.08334892858602,0.8863231871234,0.812665661192379,0.970696121735387,1.54993832334188,1.51667918120936,1.58341518041165,1.352523154801,1.29174196200679,1.41669759354511,1.16174655663957,1.12062903991158,1.20175569924836
"Kuraishia capsulata",1.84465751659565,1.75276220048294,1.94532920001293,1.03117628281644,0.971795076834487,1.09519902683198,1.42057440161459,1.33565698713518,1.50870722000881,1.39181359096743,1.3076990471931,1.49995035616814,0.820059825878753,0.763951226644356,0.880992397137255,1.38167313909899,1.34999808803858,1.41662326178618,0.945190173679146,0.906284199674537,0.986975239081323,1.03755895861982,1.00802867567667,1.0672630908432
"Nadsonia fulvescens",1.50121111822908,1.44349388667793,1.56258332938638,1.63888708865357,1.552151675618,1.732110010621,1.52680030714765,1.45005249163793,1.61105846014574,2.60410926971118,2.40911540497116,2.83335571471886,0.750044990006228,0.687492486379357,0.819403046967512,2.12504879644112,2.08339616100815,2.16966696064085,1.26638626931583,1.21362727246394,1.32224064161831,1.55829139318642,1.50345302658479,1.61602979057143
"Ascoidea rubescens",0.743043357169726,0.712970480659876,0.774697220332009,1.47544233186385,1.37532521005838,1.5833251618573,1.15903769266787,1.10421256289222,1.21664968297203,2.63413529045392,2.45002500325893,2.84763807042207,0.800261546907627,0.726127754897404,0.883634648206366,1.42062941314739,1.39978800849247,1.44443026433173,0.81101668909119,0.775812773898423,0.847008874622004,1.41429406751986,1.36808619161231,1.46305603399988
"Komagataella phaffii",0.999970291350666,0.99994251416922,0.999995169403145,1.00003087249224,1.00003662920636,1.00006149232235,1,1,1,1,1,1,1,1,1,0.999966016389857,0.999927792484564,0.999941859967886,1.00008865541608,0.999968480401544,1.00003490948165,0.99994497547714,0.999916230032258,0.999928912859649
"Komagataella pastoris",0.928650323578822,0.888389616898631,0.972234354180063,0.999977253353446,0.9250569407638,1.04757496834452,1.58323697545306,1.42498804653815,1.76725627592591,1.88217840637073,1.63331383361475,2.06665022961216,0.501824625342815,0.429147539953534,0.514181212054335,1.99997751481787,1.91658158257006,2.0138748758098,1.30298338838669,1.24363107716948,1.36939813613956,1.29994532590759,1.25003245742324,1.35188666010124
"Wickerhamomyces anomalus",1.25000175290215,1.19999891935262,1.30284230253155,1.8665326137834,1.76384221861993,1.97619023058783,1.16961397696348,1.10382061126273,1.24994880648063,2.12502150662559,2.00002646969462,2.25003062474463,0.605313812244549,0.551689755701833,0.666672764748837,1.58336799480858,1.55556988923053,1.61110647749114,0.934974275442716,0.904295362665492,0.967234038765592,1.05291545938835,1.02743057509279,1.07948590969402
"Cyberlindnera jadinii",1.67394014901487,1.60232690736122,1.75006490285074,1.50000533474057,1.41172912834142,1.62381327107671,1.3239031060387,1.25247378470761,1.39607635051675,2.28571609982369,2.11911150582096,2.47624248535218,0.415378294791653,0.388827926961382,0.443777470908085,1.66664414822114,1.63465486255069,1.6993989012283,1.02777711286644,0.991156164094481,1.06660883484573,1.4475174517434,1.39809439751688,1.49994353230036
"Cyberlindnera fabianii",0.846574838387781,0.813444306389693,0.880725678788509,0.817570719299567,0.774263814021555,0.864548760418176,1.16671871314891,1.11008225225713,1.23338345025559,1.87503581948329,1.74994027091142,2.01384344062576,0.439907780752504,0.408872632481127,0.477187678498344,1.48327384716601,1.45839123494797,1.50572244905727,1.00790444364455,0.973033822615742,1.04372187977288,0.979739457462997,0.952101086676094,1.00832358386563
"Hanseniaspora osmophila",1.04159916233175,1.00004535038318,1.08328321783181,1.75006794718778,1.63754214367934,1.87501482459034,1.03783154524588,0.999954698114409,1.10411774704752,2.49996167966479,2.22226251793739,2.74993011621844,0.469919329780347,0.419219328563302,0.515918812271543,1.31580535462102,1.29170778303469,1.33808060599022,1.38238336428345,1.33331737953514,1.4408776713752,1.20005681778361,1.16703725627421,1.23606250504675
"Hanseniaspora opuntiae",1.13815955549427,1.07499744073769,1.21283546242472,1.49993796188758,1.37506934749694,1.58328635746056,0.9956952398257,0.900850101755724,1.04693440788752,5.29998535923712,5.07147887880646,5.62496322164956,0.466745862504254,0.416676873864401,0.507095444884576,1.50711255995374,1.4999597869349,1.53413805214912,0.900012042109332,0.866051954591628,0.937279320808212,1.14000518450565,1.10410671627246,1.17669527803239
"Hanseniaspora uvarum",1.00888640811869,0.954486063628186,1.06572758317392,1.87501559689031,1.73801414590758,2.03326840665613,1.23806759203856,1.13885717693424,1.3349823359146,3.00001609488159,2.57689084192247,3.49016815744273,0.429930532390594,0.37171015990625,0.500201291412044,1.91663848134857,1.87495793213288,1.95707825746959,1.5362812589871,1.4584672970231,1.6182614062292,1.26924730243769,1.22992887044385,1.30971773870983
