"","Bacteroidetes","Firmicutes","Actinobacteria","Proteobacteria","Verrucomicrobia","Cohort","Stage","SampleName"
"HmFeces_10555",23.9151958283726,37.3298979041299,1.94385376465307,33.6235388791681,0.0178482903902894,"2019_Yachida","adenoma","HmFeces_10555"
"HmFeces_10140",22.7035430072523,36.7076131766791,10.6300652882845,29.7975579182207,0.00948122682304662,"2019_Yachida","adenoma","HmFeces_10140"
"HmFeces_10681",37.690330505387,19.1954697340342,0.851781606204133,41.881059699162,0.0580107219070421,"2019_Yachida","adenoma","HmFeces_10681"
"HmFeces_10642",51.3720052046328,5.40184534628972,1.364597376183,40.5103740489992,0.00402827702189233,"2019_Yachida","adenoma","HmFeces_10642"
"HmFeces_11518",30.8254541581082,23.8956224714612,2.35927774402745,42.6140038305138,0.0402734117173254,"2019_Yachida","adenoma","HmFeces_11518"
"HmFeces_10251",40.7975548215632,11.7535087681225,0.441310509160196,39.6799790797703,7.1892926329252,"2019_Yachida","adenoma","HmFeces_10251"
"HmFeces_10210",22.3189153496692,26.6950205611137,2.2109224195475,37.7888939021214,0.0606759027495219,"2019_Yachida","adenoma","HmFeces_10210"
"HmFeces_10888",21.014016227046,26.5542654044157,2.87155191858614,40.4840333430634,1.16610331971128,"2019_Yachida","adenoma","HmFeces_10888"
"HmFeces_11011",16.4868459903153,28.8295884020314,2.71009507499705,51.5360664934451,0.00817881185780087,"2019_Yachida","adenoma","HmFeces_11011"
"HmFeces_10296",29.216612842698,12.370506532401,0.958502140486415,50.6334187377973,0.0101329081990904,"2019_Yachida","adenoma","HmFeces_10296"
"HmFeces_10731",70.6118161227385,28.1665080863359,0.391118359992018,0.718293573438355,0.00826250310839349,"2019_Yachida","CRC","HmFeces_10731"
"HmFeces_10760",83.8090645259791,14.1525939715443,0.235746112827366,1.51655259824428,0.158394941086033,"2019_Yachida","CRC","HmFeces_10760"
"HmFeces_10147",76.3212801455666,21.628954468577,1.0176442830462,0.86769452837941,0.0443361053461909,"2019_Yachida","CRC","HmFeces_10147"
"HmFeces_10745",65.1958870709328,32.5056462093745,0.765745543622,0.681184561307627,0.490002325986145,"2019_Yachida","CRC","HmFeces_10745"
"HmFeces_11428",70.1198211147977,27.3425754837151,1.29044175028572,1.12687482063649,0.011592546533816,"2019_Yachida","CRC","HmFeces_11428"
"HmFeces_12022",77.2164401899765,20.2235133032294,0.905271309788996,0.870594831763053,0.600603432212883,"2019_Yachida","CRC","HmFeces_12022"
"HmFeces_11036",80.8453235303883,16.5496337465914,0.980305983372044,1.34638029157268,0.0168216596847365,"2019_Yachida","CRC","HmFeces_11036"
"HmFeces_10265",75.9928150903007,21.1722415690923,1.11331823300757,1.4634416027059,0.03827971280264,"2019_Yachida","CRC","HmFeces_10265"
"HmFeces_11085",77.1456041034468,20.0177881155356,1.47920206359452,0.754786159275664,0.00402504804089597,"2019_Yachida","CRC","HmFeces_11085"
"HmFeces_11922",68.7509388455978,28.3145812760284,1.41770928043145,1.37229517321128,0.00974768335237044,"2019_Yachida","CRC","HmFeces_11922"
"HmFeces_11490",78.5665817770128,18.292555168739,1.21803302833843,1.20742397491036,0.0129346288141743,"2019_Yachida","CRC","HmFeces_11490"
"HmFeces_10767",80.7325020772487,15.9788923004504,0.931472189830218,1.93320531062446,0.125838477421287,"2019_Yachida","CRC","HmFeces_10767"
"HmFeces_10067",74.4277574999328,22.2629882118726,1.67544078443976,1.47922113947357,0.0104098340201091,"2019_Yachida","CRC","HmFeces_10067"
"HmFeces_11054",58.695868058119,37.8689295863136,1.93330380188451,1.31806528476858,0.00427047911880473,"2019_Yachida","CRC","HmFeces_11054"
"HmFeces_10931",78.5024629855049,18.0081700211186,0.635123607385997,2.20043967250488,0.00781064603859398,"2019_Yachida","CRC","HmFeces_10931"
"HmFeces_10483",78.6367307441316,17.7327583360174,0.871705210889817,1.43933468151457,1.20972591136749,"2019_Yachida","CRC","HmFeces_10483"
"HmFeces_10260",76.2724027860498,19.9483826234605,3.12127789978971,0.562547458798512,0.00565961853895137,"2019_Yachida","CRC","HmFeces_10260"
"HmFeces_10829",65.9626548185134,30.1975557906336,0.837336904222752,2.51889917389851,0.022818027825217,"2019_Yachida","CRC","HmFeces_10829"
"HmFeces_10461",83.2106908225229,12.6920417817527,1.24818643761856,2.67405374047951,0.0370517322216962,"2019_Yachida","CRC","HmFeces_10461"
