"","p_values","adj_pvalue","mFC","AbsLog2FC"
"Cordyceps fumosorosea",0.00113972677406393,0.0129753509662663,1.22610569484046,0.294083350031623
"Rutstroemia sp. NJR-2017a WRK4",0.00252004775908919,0.023310441771575,0.817687936587423,0.290377738562185
"Kluyveromyces dobzhanskii",0.0371892040714473,0.135901288952449,0.81811584028878,0.289622960304874
"Blumeria graminis",0.000254643072542518,0.00464216083133113,1.21776906545016,0.284240570257058
"Trichoderma atroviride",0.00181316720303124,0.0185068100723189,0.821208273296329,0.284179932877451
"Lipomyces starkeyi",0.00554405161812993,0.036467539532588,0.822115017239448,0.282587847947618
"Talaromyces islandicus",0.00026661058828591,0.00464216083133113,1.21630852213922,0.282509221301438
"Anncaliia algerae",0.00409577940725229,0.0319039659091231,0.822755717474673,0.28146394796047
"Neonectria ditissima",0.000702444759221285,0.00904015864041305,1.21312883019694,0.278732767949685
"Verticillium alfalfae",0.00353138050159598,0.029865389384926,1.21240365355305,0.277870104772761
"Thielaviopsis punctulata",0.000896677244011386,0.0106166585690948,1.21021476324884,0.275263089136818
"Puccinia striiformis",0.00548690935070443,0.036467539532588,0.827984122247542,0.272324992590739
"Tolypocladium ophioglossoides",0.002934462752066,0.026321241654895,1.20204815245237,0.265494689653752
"Aspergillus heteromorphus",0.00377818493378743,0.0310650761222522,1.19740275661166,0.259908496670699
"Fusarium venenatum",0.00444809625332706,0.032485521182969,1.1971838254729,0.25964469257906
"Rozella allomycis",0.00847847826052188,0.0525721934080549,0.83538753699488,0.259482474548978
"Coniochaeta ligniaria",0.00156541154158479,0.0165486362967535,1.19410346757948,0.255927849748861
"Anthracocystis flocculosa",0.0214961467964993,0.100997769075616,1.18640039881283,0.246590987872475
"Beauveria bassiana",0.00538945997636111,0.036467539532588,1.18490164136124,0.244767306035071
"Thielavia terrestris",0.00888043807568494,0.0525721934080549,1.18440762703964,0.244165685949649
"Naumovozyma dairenensis",0.00729793042877617,0.0469605958025597,0.848113077738372,0.237671464749234
"Sclerotinia sclerotiorum",0.00446094261761454,0.032485521182969,1.17753815569418,0.235773808151368
"Capronia epimyces",0.0110787845695033,0.0618739666523204,1.17553473928623,0.233317174001921
"Coniosporium apollinis",0.0209120453768674,0.0998381521218186,1.17520443111974,0.23291174071277
"Trichophyton mentagrophytes",0.234495183395444,0.464602855192393,0.851694529886347,0.231592010961812
"Batrachochytrium dendrobatidis",0.0871225976025061,0.247964316253287,0.853860101093,0.227928381005036
"Pichia kudriavzevii",0.028129456356664,0.111017587754301,0.854017245637982,0.227662891616325
"Cyberlindnera fabianii",0.0327497908375829,0.124281257537494,0.856134165037536,0.224091195378745
"Rhodotorula graminis",0.0136366577529278,0.0708149244713445,1.16548217276794,0.220926937151474
"Ustilaginoidea virens",0.0236443407904584,0.105927669464229,1.16360873035441,0.218606025882037
"Pneumocystis carinii",0.0287833805102397,0.112103692513565,0.859601857376432,0.218259494828888
"Aureobasidium namibiae",0.0239768711287275,0.105927669464229,0.859778098372291,0.21796373470819
"Peniophora sp. CONT",0.0103536711507671,0.0589362819351357,1.15960371108908,0.213631855587873
"Pythium irregulare",0.0118280819313486,0.0648354120681332,1.15716366814284,0.21059293230946
"Hanseniaspora uvarum",0.0921570336313875,0.25387880544981,0.864821025874056,0.209526496010588
"[Candida] arabinofermentans",0.0478583646302077,0.162828458971741,0.865656781531162,0.208132961079958
"Albugo candida",0.0130083523188249,0.0687584336852174,0.865741209387857,0.207992261309135
"Rhizophagus irregularis",0.0528428498545562,0.16848658561777,0.865873582103186,0.207771688626036
"Penicillium nalgiovense",0.0890630811128615,0.248704452918934,0.866192680620518,0.207240113288964
"Calocera cornea",0.0265974208615315,0.109344952430741,1.15134999045975,0.203326454450121
"Phytophthora sojae",0.00876951561830883,0.0525721934080549,1.15087664578693,0.202733209622709
"Elaphomyces granulatus",0.000381163100798038,0.0059381198861168,1.14926513470829,0.200711665175669
"Edhazardia aedis",0.00398602823020301,0.0318882258416241,0.870737078698642,0.199690935787057
