"","Aspergillus_rambellii","Moniliophthora_perniciosa","Parvimonas_micra","Dialister_pneumosintes","Eubacterium_eligens","Porphyromonas_asaccharolytica"
"2014_ZellerG_Mean",98.487527007256,50.2296987799934,66.7293064529113,63.6631138222903,68.073584942028,51.6418450738789
