"","Aspergillus_rambellii","Gemella_morbillorum","Parvimonas_micra","Fusobacterium_nucleatum","Pseudobutyrivibrio_xylanivorans","Roseburia_intestinalis"
"2021_JunY_2_Mean",62.5706807746847,71.3063608874624,100,83.3220115928141,65.7226421057711,68.2671777537932
