"","Aspergillus_ochraceoroseus","Gemella_morbillorum","Parvimonas_micra","Fusobacterium_nucleatum","Adlercreutzia_equolifaciens","Porphyromonas_asaccharolytica"
"2015_FengQ_Mean",50.2505275581359,96.0323479885236,97.0703098799577,63.9069899002807,51.9787519645001,88.0427909973984
